"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3515251	0.7934461	0.1587576	0.5461719	0.8488393	0.9906171	0.9648739	0.4990456	0.0029380	0.0381177	0.6715528	0.5907366	0.5323486	0.1270743	0.0369446	0.9996611	0.9989175	0.0348052	0.7551827	0.9999783	0.0048808	0.3777568	0.2390560	0.1394046	0.6914017	0.4887606	0.5326584	0.8347045	0.8530337	0.8984759	0.4862955	0.7579030	0.1251912	0.3118376	0.1378231	0.5938746	0.3270806	0.0669419	0.5537319	0.8062681	0.9985305	0.9088338	0.5673208	0.8059157	0.9893243	0.0978284	0.8338531	0.9922239	0.0044574	0.0019225	0.5253637	0.1769950	0.2502289	0.1748970	0.9499728	0.1246878	0.4992659	0.1951659	0.9546740	0.5368361	0.1876582	0.3936659	0.2712083	0.3426203	0.9538849	0.1431176	0.8713590	0.7669993	0.1612198	0.4757932	0.1252583	0.4333628	0.1444541	0.5508286	0.5257582	0.0000426	0.7193361	0.3398314	0.3099442	0.5646186	0.5256005	0.9547630	0.8418219	0.0013208	0.2013338	0.9999946	0.6761197	0.4634576	0.7735781	0.0352972	0.3537774	0.4239946	0.0969868	0.1135860	0.0074503	0.0189220	0.9882977	0.0307296	0.9999976	0.3286377
50	0.3511003	0.7906782	0.1586759	0.5486157	0.6641963	0.9906170	0.9583599	0.4287287	0.0029596	0.0357025	0.8035973	0.4991888	0.5409649	0.2024856	0.0369444	0.9996881	0.9721527	0.0696050	0.8317193	0.9490225	0.1823758	0.2231223	0.2470807	0.1380177	0.6898528	0.3798047	0.5323765	0.8346986	0.8530423	0.8957693	0.4905913	0.7664161	0.2814879	0.3118285	0.1374575	0.4962380	0.3270800	0.0669420	0.5537180	0.8062494	0.9985297	0.9061092	0.4484285	0.8059319	0.9897120	0.0875786	0.8321619	0.9922183	0.0044316	0.0019283	0.5254808	0.3449218	0.2363258	0.1749040	0.9497026	0.1186934	0.4992661	0.2027093	0.9545325	0.5390974	0.1661679	0.3938247	0.2716986	0.3111943	0.9528254	0.2572702	0.8702507	0.5651688	0.1694199	0.4766392	0.1377364	0.4297460	0.1418274	0.5508189	0.5281097	0.0000430	0.7192725	0.3294268	0.3099529	0.5334158	0.5178003	0.9699323	0.8242341	0.0013292	0.2011668	0.9999943	0.6760678	0.4889534	0.7841387	0.0641957	0.3326453	0.4238999	0.0971903	0.1121591	0.0060619	0.0631755	0.9672252	0.0307269	0.7000934	0.3285660
100	0.3449512	0.7783893	0.1572849	0.5630388	0.4677221	0.9906157	0.8945711	0.3462068	0.0038501	0.0279189	0.9020094	0.3883984	0.5800183	0.3036007	0.0369434	0.9997147	0.9170659	0.1061737	0.9165242	0.7491889	0.3106306	0.1222000	0.2960914	0.1363155	0.6754403	0.3319876	0.5283880	0.8346447	0.8531622	0.8798618	0.5119192	0.7969416	0.4115606	0.3118000	0.1353049	0.4095948	0.3270773	0.0669422	0.5537536	0.8057325	0.9985094	0.8853449	0.3380414	0.8061696	0.9913762	0.0776735	0.8240427	0.9920952	0.0041477	0.0020464	0.5258919	0.4808337	0.1840082	0.1749737	0.9468576	0.0899412	0.4992711	0.2817007	0.9532882	0.5482351	0.1013282	0.3939494	0.2763553	0.3115728	0.9426319	0.3437716	0.8604473	0.3213879	0.2139526	0.4906698	0.2096221	0.4124980	0.1244849	0.5507498	0.5419915	0.0000619	0.7172441	0.2450841	0.3099502	0.5067481	0.4657109	0.9836631	0.8036327	0.0019039	0.1996716	0.9999924	0.6758497	0.4976917	0.7957812	0.1076165	0.3220800	0.4216088	0.0987608	0.1053523	0.0048749	0.1152758	0.9114615	0.0307124	0.4885071	0.3276160
150	0.3288698	0.7651932	0.1530747	0.5853181	0.3643791	0.9906069	0.7301786	0.2979065	0.0070776	0.0216280	0.9003951	0.3147311	0.6293701	0.4022086	0.0369422	0.9997131	0.8344553	0.1246462	0.9630055	0.6352098	0.3540063	0.0917615	0.3699603	0.1351365	0.6576933	0.3674746	0.5177452	0.8347904	0.8535325	0.8569747	0.5341073	0.8236896	0.4632767	0.3116358	0.1318218	0.3791345	0.3270831	0.0669442	0.5541054	0.8039979	0.9984041	0.8451749	0.2864214	0.8068113	0.9931516	0.0729406	0.8145842	0.9916645	0.0036880	0.0026925	0.5262247	0.5335204	0.1316194	0.1752066	0.9360431	0.0567709	0.4992860	0.4161797	0.9503866	0.5580079	0.0569344	0.3881394	0.2936646	0.3520481	0.9161734	0.3777858	0.8368980	0.1746044	0.2201792	0.5355577	0.2973263	0.3897172	0.0959343	0.5506366	0.5663050	0.0001329	0.7078852	0.1256486	0.3099114	0.5014139	0.3909990	0.9873634	0.7914500	0.0036483	0.1954887	0.9999887	0.6746005	0.4460465	0.7992418	0.1716526	0.3315134	0.4146047	0.1034899	0.0968352	0.0043148	0.1464547	0.8449840	0.0306883	0.4110278	0.3252659
200	0.3092659	0.7567175	0.1471888	0.6053774	0.3192540	0.9905842	0.5381988	0.2745004	0.0122773	0.0189696	0.8322468	0.2678744	0.6736596	0.4865159	0.0369418	0.9996784	0.7606205	0.1325068	0.9840237	0.5912386	0.3661361	0.0763888	0.4363266	0.1343906	0.6577534	0.4213168	0.5044477	0.8354488	0.8540663	0.8378930	0.5417850	0.8380726	0.4805263	0.3112243	0.1285932	0.3843811	0.3271223	0.0669524	0.5551446	0.8013281	0.9981433	0.8028262	0.2658753	0.8076082	0.9943126	0.0710590	0.8079768	0.9909777	0.0033381	0.0039417	0.5263914	0.5506063	0.0955594	0.1756521	0.9126458	0.0338014	0.4993062	0.5205094	0.9462680	0.5648923	0.0352224	0.3595013	0.3344041	0.3994814	0.8801230	0.3960480	0.8068676	0.1017472	0.1972870	0.5933959	0.3528884	0.3691048	0.0689705	0.5505507	0.5941438	0.0002501	0.6888736	0.0516012	0.3097448	0.5137209	0.3357816	0.9833425	0.7857895	0.0051656	0.1890797	0.9999847	0.6716369	0.3964812	0.7997985	0.2442631	0.3498537	0.4050328	0.1131872	0.0897887	0.0040198	0.1621986	0.7929059	0.0306625	0.3854049	0.3223339
250	0.2929099	0.7524198	0.1416739	0.6186861	0.3012018	0.9905503	0.4005164	0.2641481	0.0177550	0.0200618	0.7411375	0.2367426	0.7085398	0.5469257	0.0369429	0.9996193	0.7162054	0.1356542	0.9926479	0.5765262	0.3692581	0.0637239	0.4830861	0.1339948	0.6689748	0.4593602	0.4930372	0.8366061	0.8545850	0.8250627	0.5358816	0.8442997	0.4858989	0.3106185	0.1264443	0.4061915	0.3272208	0.0669722	0.5569044	0.7985723	0.9977216	0.7718543	0.2584548	0.8082734	0.9949195	0.0703501	0.8042965	0.9902559	0.0031460	0.0049229	0.5264585	0.5558225	0.0738124	0.1762151	0.8808644	0.0211431	0.4993244	0.5807582	0.9425923	0.5686003	0.0255412	0.3063514	0.3958921	0.4332671	0.8464045	0.4131130	0.7810599	0.0688635	0.1738460	0.6400162	0.3792417	0.3538099	0.0496600	0.5505224	0.6181992	0.0003781	0.6646227	0.0190915	0.3093465	0.5394010	0.3068669	0.9746157	0.7837077	0.0057053	0.1826069	0.9999818	0.6674899	0.3688835	0.7996221	0.3003934	0.3711618	0.3964739	0.1270727	0.0845141	0.0038071	0.1695211	0.7597164	0.0306497	0.3771320	0.3196339
300	0.2819155	0.7505237	0.1375725	0.6258830	0.2943520	0.9905142	0.3246320	0.2598264	0.0221323	0.0253711	0.6591753	0.2152960	0.7350109	0.5864729	0.0369455	0.9995553	0.6964821	0.1368801	0.9959612	0.5719697	0.3700246	0.0547935	0.5118308	0.1338911	0.6807688	0.4786804	0.4850960	0.8379726	0.8549847	0.8164712	0.5241229	0.8467941	0.4875147	0.3099773	0.1252895	0.4296927	0.3273850	0.0670057	0.5590350	0.7963247	0.9972244	0.7549972	0.2561490	0.8087136	0.9952027	0.0700427	0.8024885	0.9896554	0.0030556	0.0051701	0.5264812	0.5574248	0.0613656	0.1767476	0.8504472	0.0149401	0.4993371	0.6124657	0.9405565	0.5700825	0.0212995	0.2600419	0.4601952	0.4516116	0.8211618	0.4300093	0.7638841	0.0548621	0.1541831	0.6691855	0.3896831	0.3437559	0.0378588	0.5505346	0.6351892	0.0004796	0.6419880	0.0068300	0.3087113	0.5648806	0.2959402	0.9638113	0.7832291	0.0056557	0.1777160	0.9999800	0.6632756	0.3571795	0.7993431	0.3314688	0.3919465	0.3905810	0.1415711	0.0805488	0.0036192	0.1726939	0.7407252	0.0306673	0.3744759	0.3175122
350	0.2754393	0.7497954	0.1349271	0.6292094	0.2918539	0.9904829	0.2883294	0.2581042	0.0249373	0.0353341	0.5981097	0.2002233	0.7551341	0.6117591	0.0369490	0.9995034	0.6901642	0.1373496	0.9971681	0.5706330	0.3702020	0.0497166	0.5280419	0.1340014	0.6892851	0.4866234	0.4801945	0.8392399	0.8552514	0.8100620	0.5130764	0.8478939	0.4879879	0.3094316	0.1247596	0.4470074	0.3275905	0.0670486	0.5610988	0.7947522	0.9967747	0.7486114	0.2556975	0.8089654	0.9953312	0.0698552	0.8016887	0.9892063	0.0030149	0.0049579	0.5264870	0.5579443	0.0544818	0.1771587	0.8276165	0.0120939	0.4993447	0.6289001	0.9400834	0.5706203	0.0194246	0.2343210	0.5120127	0.4597939	0.8047419	0.4445023	0.7543000	0.0491369	0.1394130	0.6846933	0.3934821	0.3374230	0.0313715	0.5505593	0.6457563	0.0005373	0.6252891	0.0025307	0.3079454	0.5795494	0.2940437	0.9529187	0.7833297	0.0054198	0.1747205	0.9999792	0.6597934	0.3531627	0.7991257	0.3429611	0.4097185	0.3872125	0.1532924	0.0775512	0.0034502	0.1739388	0.7304584	0.0307185	0.3736238	0.3159972
400	0.2718994	0.7495878	0.1333712	0.6305379	0.2909766	0.9904589	0.2723473	0.2574488	0.0263772	0.0492173	0.5567627	0.1895067	0.7696808	0.6277173	0.0369524	0.9994695	0.6889670	0.1375266	0.9975896	0.5702594	0.3702360	0.0472703	0.5366597	0.1342320	0.6944892	0.4892732	0.4773396	0.8402387	0.8554150	0.8049971	0.5056345	0.8485312	0.4881213	0.3090331	0.1245516	0.4567102	0.3277947	0.0670926	0.5628056	0.7937667	0.9964534	0.7478320	0.2558262	0.8090975	0.9953941	0.0697104	0.8013801	0.9888753	0.0029956	0.0046454	0.5264878	0.5581244	0.0508345	0.1774310	0.8130687	0.0108379	0.4993486	0.6374716	0.9405046	0.5710858	0.0185887	0.2228718	0.5470967	0.4627558	0.7950426	0.4550297	0.7496355	0.0468659	0.1297549	0.6919209	0.3956746	0.3334250	0.0280779	0.5505803	0.6518854	0.0005579	0.6152352	0.0010699	0.3071894	0.5827994	0.2953703	0.9431411	0.7835710	0.0051848	0.1731812	0.9999788	0.6572876	0.3521237	0.7989894	0.3439026	0.4234212	0.3855801	0.1610740	0.0753136	0.0033073	0.1743442	0.7250399	0.0307855	0.3733505	0.3149839
