Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G71A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3400322	0.8365791	0.9265008	0.1879168	0.4555197	0.2777708	0.6222779	0.2899471	0.4532317	0.0823087	0.3295060	1.0536180	0.0417530	0.7881831	0.9670962	0.1783477	0.9762154	0.1403130	0.0873658	0.9750570	0.4997399	0.9754895	0.0149139	0.1975660	0.7967303	0.6509624	0.0854442	0.0334528	0.6261175	0.4555708	0.7601710	0.8829462	0.7360050	0.5069899	0.2965157	0.5166731	0.5616947	0.6610840	0.3012387	0.5118098	0.1444255	1.0030025	0.1563949	1.0093827	0.4848481	0.1330336	0.4103589	0.0738603	0.5516090	0.2638721	1.0152965	0.6548254	0.8563869	0.9587284	1.0346884	0.6051694	0.3252494	0.0527827	0.6900046	0.4894455	0.0849390	0.2550390	0.4536152	0.5304500	0.4466244	0.1091234	0.3644640	0.0406433	0.0247947	0.7121125	1.0290298	0.7466449	0.1998002	0.0026334	0.9345095	0.9596989	0.8623381	0.6801942	0.1866334	0.9901675	0.5530587	0.3279828	0.6048070	0.3499355	0.2111328	0.7476114	0.0013128	0.1014291	0.4281575	0.8748574	0.2926216	0.1705173	0.5444636	1.0581986	0.9480380	0.7626640	0.3501116	0.5911595	0.3920043	0.0029229
50	0.1829925	0.7680684	0.8619849	0.1268998	0.2843901	0.2801389	0.4548758	0.1090882	0.7771554	0.0776170	0.3542721	0.2697506	0.0619865	0.6137644	0.8649731	0.1986090	0.7973718	0.1882898	0.1097450	0.7474491	0.4619360	0.8773752	0.0006829	0.2196524	0.7744337	0.9047311	0.0670547	0.0239058	0.2213530	0.4045571	0.7796091	0.7487475	0.7297711	0.3919434	0.3610391	0.4453526	0.5219680	0.6017466	0.6041066	0.5382139	0.1660406	0.9792382	0.1524951	0.8868579	0.4935066	0.3759183	0.2197301	0.0842660	0.5684455	0.5767009	0.9804911	0.6439800	0.8250229	0.9178100	0.8413691	0.5308079	0.4737293	0.0283697	0.6916498	0.3929393	0.1019196	0.2932553	0.4488418	0.5109575	0.5380051	0.0919839	0.3923359	0.0785333	0.7593093	0.6592281	0.9366807	0.5459116	0.3013294	0.0026867	1.0386840	0.9195890	0.4963438	0.6584100	0.2577043	0.5518133	0.7004317	0.4258685	0.6880529	0.2490587	0.3203976	0.2686098	0.0392880	0.3628073	0.6705485	0.6963177	0.3527087	0.1843208	0.4543600	0.9685849	0.9016835	0.7268122	0.1024642	0.5453040	0.3513860	0.0001256
100	0.1780278	0.7970957	0.7616055	0.1236714	0.3549050	0.3320874	0.3518820	0.0328614	0.8508707	0.0489932	0.5178820	0.1851953	0.0454891	0.5369342	0.8959036	0.1871731	0.7564302	0.2590961	0.1931906	0.7902426	0.6008079	0.8567338	0.0032190	0.1853057	0.8376508	0.8909021	0.0728279	0.0270814	0.0962769	0.4217814	0.7816965	0.6936883	0.7080289	0.3889756	0.3489682	0.4471514	0.5715747	0.5047454	0.7477919	0.5102228	0.3424608	0.8707191	0.1479060	0.8144159	0.5516121	0.4665510	0.1637412	0.0840305	0.5985043	0.5294885	1.0164532	0.5564236	0.9612186	0.9449053	0.8860267	0.5117348	0.5530729	0.0446558	0.6872694	0.4337042	0.0552497	0.2786990	0.3939660	0.6179419	0.5751053	0.1821504	0.3417659	0.1210038	0.8939509	0.6777687	1.0749210	0.4663134	0.3106306	0.0050511	1.0452902	1.0153945	0.4204434	0.6526747	0.1969371	0.4374977	0.5969348	0.5450994	0.8051346	0.1384752	0.4163096	0.2889769	0.0382136	0.4750470	0.5522840	0.6191801	0.3491589	0.2507843	0.4474820	0.9917635	0.8469064	0.7019044	0.0251635	0.5810321	0.4008208	0.0004515
150	0.1799591	0.7614560	0.8224905	0.1292100	0.3421501	0.4859962	0.1746655	0.0128036	0.9230420	0.0856105	0.4473390	0.1588304	0.0394963	0.4798220	0.9575226	0.2118251	0.7479324	0.2427180	0.1982303	0.8899031	0.6287850	0.9382785	0.0113132	0.1970588	0.9487018	0.9914098	0.0564338	0.0346553	0.0706281	0.4093766	0.8073757	0.7265726	0.7652123	0.3883963	0.3402473	0.4193660	0.5510351	0.5330460	0.7859423	0.4600262	0.4577476	0.7661667	0.1016570	0.9117296	0.5671096	0.4549942	0.1182563	0.0577716	0.6218644	0.4227430	0.9777978	0.5480833	1.0274308	0.9105763	0.8577370	0.6564282	0.5898901	0.0665218	0.6962412	0.5243705	0.0560726	0.2305782	0.3405757	0.5921934	0.5254872	0.3074937	0.2382909	0.1273403	0.8690381	0.3856411	1.0644604	0.3866830	0.3248416	0.0068979	1.0188410	0.9232293	0.3408276	0.6865932	0.1898822	0.4655805	0.6665556	0.5825883	0.8668932	0.2058484	0.4272007	0.2265334	0.1085010	0.4918452	0.6176892	0.7624017	0.4432779	0.2833741	0.4805384	0.9653003	0.8383843	0.7079967	0.0312194	0.5306690	0.3585698	0.0008391
200	0.2347558	0.7015042	0.8363060	0.1104624	0.4449425	0.5467530	0.0814907	0.0048154	1.0070633	0.1453710	0.5234781	0.1496366	0.0520513	0.4331380	0.8937121	0.2604775	0.7858531	0.2777283	0.1838501	0.9133663	0.5309570	1.0552215	0.0092753	0.2137240	0.9095338	1.0438726	0.0604132	0.0271769	0.0421285	0.4666189	0.7734314	0.6925866	0.7956867	0.4175643	0.3753942	0.5520675	0.6437193	0.5946649	0.6923631	0.4096048	0.4774303	0.7605177	0.0827507	0.8813858	0.5676728	0.4384170	0.1231249	0.0514998	0.5455896	0.2110235	0.8834785	0.5624672	1.0317627	0.9241569	0.8339759	0.6191066	0.7013625	0.0847380	0.7671940	0.5745799	0.0515603	0.2387975	0.3267384	0.5782001	0.4839699	0.3709763	0.2774363	0.1703917	0.8259613	0.2437288	1.1224411	0.4013486	0.2677431	0.0005961	0.8820845	0.9373166	0.3030741	0.6888446	0.2559843	0.4308471	0.6633238	0.7203490	0.8646293	0.2092590	0.4749923	0.1734546	0.1304747	0.6295639	0.7695703	0.6699867	0.4992190	0.2655648	0.4522644	0.9565998	0.8595556	0.7430188	0.0296980	0.5560727	0.3077189	0.0040802
250	0.1485639	0.8231894	0.8659326	0.1353560	0.5446176	0.5990229	0.0788279	0.0030436	0.9154312	0.2092859	0.5082880	0.1512742	0.0610985	0.4182636	0.8718245	0.2569732	0.7169321	0.1936669	0.1706755	0.9786521	0.4932314	0.9624030	0.0046056	0.2162794	0.8791994	0.9885910	0.0671187	0.0302581	0.0248784	0.5004973	0.7261354	0.7329560	0.7114239	0.3936227	0.2857396	0.5897243	0.5862354	0.6293449	0.6735208	0.4053772	0.4875571	0.7518805	0.1387838	0.8782696	0.7004901	0.4920771	0.0941482	0.0681719	0.5396820	0.1294391	0.9982328	0.4226703	0.9043412	0.9421614	1.0457370	0.6458689	0.7224236	0.0793685	0.8467007	0.6002911	0.0682281	0.2115209	0.3895967	0.6404355	0.5404259	0.4433012	0.2995644	0.1793630	0.8177768	0.1348928	1.0526919	0.3929392	0.2045787	0.0016973	0.9230261	0.9179850	0.2487564	0.6103512	0.2516600	0.5320973	0.6191926	0.7556147	0.8055416	0.2071091	0.4789349	0.2159819	0.0976379	0.7133480	0.7182576	0.6585174	0.5060558	0.3227957	0.4604781	0.8930159	0.8568402	0.7242643	0.0308411	0.5960775	0.3129963	0.0000194
300	0.1307418	0.8188834	0.8178753	0.1970683	0.5964909	0.6979905	0.0610019	0.0012123	0.8960512	0.2525269	0.3645575	0.1647401	0.0292848	0.4176971	0.9196943	0.2497714	0.8450197	0.1412359	0.2111829	0.8870261	0.4904795	0.9831733	0.0047397	0.2375259	0.8683720	0.9283035	0.0606218	0.0324820	0.0214277	0.4740908	0.7430185	0.6815416	0.6951227	0.3239468	0.2753336	0.5848564	0.5044432	0.6136211	0.7747869	0.4215342	0.5507669	0.7005698	0.1479953	0.8294428	0.6881179	0.5017376	0.0847372	0.0695105	0.4589017	0.0723022	1.0538249	0.3896186	0.9242149	0.9122187	0.8833550	0.6697275	0.8014431	0.1270774	0.7688902	0.6090394	0.0999020	0.1871054	0.3015876	0.6897033	0.5532643	0.4451033	0.2878740	0.1813533	0.7663842	0.0380064	0.9502500	0.3747423	0.1340502	0.0052371	0.9507227	0.9305132	0.2544818	0.6165097	0.1857022	0.4517794	0.5579853	0.7829054	0.8265436	0.1952027	0.5087543	0.1785507	0.0642865	0.7425932	0.7165115	0.5952526	0.4849667	0.2875133	0.4972151	0.9875911	0.9225999	0.6576708	0.0118562	0.4953095	0.3079140	0.0012600
350	0.2048116	0.7102407	0.9009837	0.2579500	0.6838525	0.6793783	0.0775708	0.0021175	0.9035513	0.2857777	0.4086573	0.1340674	0.0523655	0.3740221	0.9591170	0.2209450	0.8061677	0.1384723	0.2053596	0.8751615	0.5736032	0.9368934	0.0024957	0.2012497	0.9219512	0.9581180	0.0697566	0.0355621	0.0177946	0.4054346	0.7219295	0.7021602	0.8368115	0.1947830	0.2526917	0.4737683	0.4813571	0.6281265	0.6911917	0.3365513	0.4741580	0.7722833	0.1615499	0.8228479	0.6030291	0.4531332	0.0961104	0.0601014	0.5543272	0.0623384	0.9950608	0.3894240	0.9658397	0.9951859	0.9057271	0.5664228	0.8177598	0.1761842	0.8749506	0.4981871	0.1083681	0.1804742	0.3110197	0.8327947	0.5800420	0.4962144	0.3152173	0.1835449	0.8840323	0.0400152	1.0227344	0.3059232	0.0964258	0.0049029	0.9786494	0.9865470	0.2412512	0.6402156	0.2179552	0.4752553	0.5642700	0.7341666	0.9230560	0.1702511	0.4992658	0.1886656	0.0743690	0.7223392	0.7348044	0.6324791	0.5366273	0.2977006	0.4599206	1.0534525	0.9318473	0.7071469	0.0091565	0.5296287	0.3209232	0.0000000
400	0.3237027	0.7634785	0.9122373	0.3217432	0.7385694	0.6561472	0.0632703	0.0054363	0.9507702	0.2549169	0.4727069	0.1258530	0.0709864	0.3527340	0.9405847	0.2217817	0.8525121	0.1154105	0.1711814	0.8038530	0.5884725	0.8887993	0.0053030	0.2035559	0.9296574	0.9920890	0.0663584	0.0251770	0.0317258	0.4382641	0.7295333	0.7170584	0.7791964	0.1145245	0.3371271	0.4709048	0.5418874	0.6378047	0.7379019	0.3632513	0.4914866	0.7369637	0.1633892	0.8746161	0.5924960	0.4838390	0.1074038	0.0575265	0.5529647	0.0427475	0.9037076	0.5737677	0.9743525	0.8918995	0.8552685	0.5942746	0.8603864	0.2530397	0.8834650	0.6122375	0.0820918	0.1948811	0.3601138	0.7799891	0.5950038	0.4692919	0.2788338	0.1831572	0.8414354	0.0203404	1.0129889	0.3569892	0.0668799	0.0103894	0.9913363	0.9963942	0.2046488	0.6292959	0.1999327	0.5084474	0.5794309	0.7099232	0.7796017	0.1847783	0.5478005	0.1759004	0.0671468	0.7331817	0.6700284	0.6256886	0.4497571	0.3408633	0.4636322	1.0467916	0.9729219	0.6724977	0.0187939	0.6051553	0.3500182	0.0000000
