G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.7925240	0.5001728	0.0000000	0.2224126	0.2292812	0.5297668	0.0244701	0.5031367	0.2729018	0.9862632	0.9998652	0.4750818	0.1828197	0.1349446	0.8268040	0.0736857	0.4059934	0.5920714	1.0000000	0.0097463	0.9999986	0.0390059	0.0385639	0.0147555	0.9145123	0.3837214	0.2997636	0.5266938	0.8850173	0.8666887	0.4148830	0.6145173	0.0000000	0.0982350	0.5089942	0.4713638	0.0107666	0.1714465	0.1079226	0.6529914	0.6202541	0.3392479	0.9524185	0.8270500	0.2871811	0.3794496	0.2950155	0.5520341	0.6157257	1.0000000	0.9738636	0.9429325	0.1200381	0.2873091	0.1157044	0.0057057	0.8192891	0.5304511	0.8770015	0.9987808	0.7680345	0.4516849	0.4064693	0.5214603	0.2383786	0.4526207	0.0499372	0.3625628	0.2731436	0.4462157	0.8985061	0.9999376	0.5141450	0.2263595	0.9621060	0.6279999	0.0009607	0.9858600	0.0608100	0.5666425	0.3329748	0.1834860	0.9101378	1.0000000	0.9037405	0.4883447	0.3660357	0.5017382	0.1648789	0.6316984	0.6680026	0.0118978	0.5331905	0.9896630	0.3372478	0.1865323	0.3047612	0.8885045	0.4926613	0.8626418
0.7925241	0.5001730	0.0000000	0.3852140	0.2292811	0.5297669	0.0244701	0.5031367	0.2729105	0.9863164	0.9998652	0.4750824	0.1828198	0.1349446	0.8268046	0.0736854	0.4059926	0.5920710	1.0000000	0.0097463	0.9999986	0.0390059	0.0385639	0.0147555	0.9145123	0.3837216	0.2997631	0.5266941	0.8850173	0.8666886	0.3214531	0.3650372	0.2678673	0.2945443	0.0075204	0.0000000	0.0109667	0.1836786	0.9999998	0.6529906	0.6202543	0.3392476	0.9560974	0.8526645	0.2498753	0.4881116	0.4076608	0.4535346	0.7219506	1.0000000	0.9433693	0.9416971	0.0908999	0.1486815	0.5991791	0.0098374	0.6693326	0.4800294	0.9983886	0.9986151	0.8331477	0.4516842	0.6680807	0.5509063	0.2249237	0.4668440	0.0519743	0.5386876	0.4251107	0.6716484	0.8554825	0.9999387	0.3706170	0.2263601	0.9621601	0.6358744	0.0011338	0.9814415	0.5255055	0.5271299	0.1626604	0.4063412	0.9100064	1.0000000	0.9571039	0.5403173	0.3660357	0.5017382	0.1396320	0.6948995	0.7375286	0.0000202	0.4828864	0.6097203	0.3372478	0.0446438	0.6149484	0.9095567	0.4926615	0.8210820
0.7925240	0.5001728	0.0000000	0.3964198	0.2292811	0.5297668	0.0244701	0.5031367	0.2729141	0.9863319	0.9997892	0.4750146	0.1827544	0.1311194	0.8268040	0.0736857	0.4059934	0.5920765	0.0000000	0.0097464	0.9999986	0.0390059	0.0386171	0.0147947	0.8181168	0.3837364	0.2997636	0.5266938	0.8850173	0.9948367	0.3029559	0.3556899	0.2797087	0.2921950	0.5089862	0.4713556	0.0110206	0.1863994	0.1079196	0.6529914	0.6202542	0.3392479	0.9573036	0.8616661	0.2369075	0.4858857	0.2724741	0.5851239	0.7253200	1.0000000	0.9821033	0.9419206	0.0907636	0.2895299	0.5978575	0.0120506	0.8193182	0.5440800	0.7596884	0.9987807	0.6668886	0.1285876	0.2758410	0.5507305	0.2249455	0.4668509	0.0499374	0.5376572	0.3735622	0.5442324	0.8516161	0.9999964	0.1400157	0.2263604	0.9321980	0.6230739	0.4738628	0.9693249	0.0487158	0.5285919	0.3329054	0.6604608	0.9099631	1.0000000	0.9643665	0.5501350	0.3660357	0.7412842	0.2419531	0.3276524	0.7344289	0.0329949	0.4835869	0.6165973	0.4550008	0.5531837	0.3247102	0.8962743	0.4926613	0.9496241
0.7925237	0.5001727	0.0000000	0.4519001	0.2292810	0.5297667	0.0244701	0.5031367	0.2729296	0.9864013	0.9998652	0.4750790	0.1828191	0.1349447	0.8268022	0.0736877	0.4059946	0.5920719	0.9999999	0.0097463	0.9999986	0.0390059	0.0385639	0.0147555	0.9145122	0.3837212	0.2997647	0.5266924	0.8850166	0.8666897	0.2935608	0.3128460	0.3413943	0.3458691	0.5089817	0.4713498	0.0111021	0.1901689	0.1079118	0.6529925	0.6202538	0.3392483	0.9620652	0.9005191	0.1811227	0.3024571	0.8399486	0.2654091	0.0000000	1.0000000	0.8201858	0.9437080	0.3209815	0.7513618	0.6107879	0.0357242	0.8183959	0.3237028	0.9715864	0.9987806	0.7083106	0.4516864	0.3414646	0.5500119	0.3255388	0.1479081	0.0499374	0.3768243	0.3281895	0.0829212	0.9077658	0.9999346	0.4655615	0.2263608	0.9621987	0.6388003	0.0013301	0.9543251	0.0571185	0.6088429	0.3329664	0.4141287	0.9097932	1.0000000	0.9037439	0.5551204	0.3660358	0.7412898	0.1492744	0.2961650	0.6020466	0.0054396	0.4673436	0.5121707	0.3372483	0.2675691	0.3257028	0.7723482	0.4926609	0.9553911
0.7257401	0.6238142	0.9840623	0.2243375	0.2290939	0.5031673	0.0244701	0.5029769	0.4485638	0.9864106	0.9993796	0.4744419	0.1822031	0.0711952	0.8268031	0.4368783	0.4059941	0.5921079	0.3838856	0.0097468	0.9999985	0.0390060	0.0389373	0.0150303	0.6256506	0.3838266	0.2997642	0.5266932	0.8850170	0.9920531	0.4021500	0.6145699	0.0000000	0.0835430	0.6145710	0.5979642	0.0110298	0.1868499	0.0889498	0.6529922	0.6202540	0.3392482	0.9635779	0.9149207	0.1594918	0.1893053	0.7530663	0.3020666	0.0000000	1.0000000	0.5955413	0.9980339	0.0138270	0.7777710	0.0579580	0.4655477	0.8594525	0.3618541	0.6494907	0.9987809	0.9440408	0.2252818	0.2487079	0.0570399	0.3250026	0.4235013	0.0475390	0.3814972	0.3890409	0.0788200	0.8988972	0.5233710	0.0688369	0.2263643	0.5748087	0.6386977	0.0676616	0.9527812	0.3447019	0.6631170	0.3859909	0.3663720	0.9171216	0.9725036	0.9601226	0.7730210	0.3661050	0.4823904	0.0684008	0.3807656	0.9938368	0.3467915	0.0589497	0.8630188	0.4471125	0.4123385	0.2990028	0.7562405	0.4926610	0.8729378
0.7034395	0.8321955	0.9912763	0.6627949	0.2303588	0.4935336	0.0244701	0.5029147	0.1628581	0.9427675	0.4446249	0.2017072	0.0010074	0.0268655	0.9046537	0.1047330	0.1358647	0.0600002	0.3885504	0.0097469	0.9999985	0.0390145	0.0576369	0.0150649	0.6122533	0.0000000	0.0000000	0.6137640	1.0000000	0.7861411	0.2705060	0.2362739	0.3034156	0.3599560	0.6244258	0.6119210	0.0118719	0.2151382	0.0826891	0.9995130	0.0209730	0.0000705	0.9655627	0.9239206	0.1410588	0.5262927	0.9911108	0.1323776	0.7912896	1.0000000	0.9283153	0.4714380	0.1155371	0.1435765	0.6076379	0.4594792	0.9939614	0.1747487	0.7059706	1.0000000	0.9863211	0.1695043	0.2256967	0.1302405	0.2006612	0.8941638	0.5174412	0.0236666	0.3137523	0.5823377	0.8403193	0.5455603	0.0203180	0.1956609	0.5718111	0.5358854	0.0348673	0.9814514	0.3824839	0.6770731	0.2531488	0.5147030	0.9327430	0.5503489	0.9385656	0.7629122	0.3661321	0.6829319	0.1256784	0.2025497	0.9962123	0.0046223	0.2449490	0.4667850	0.9727140	0.3745671	0.7404364	0.9643959	1.0000000	1.0000000
0.7257398	0.6238142	0.9840623	0.2243375	0.2290939	0.5031673	0.0244701	0.5029769	0.4485429	0.9862982	0.9993796	0.4744414	0.1822031	0.0711952	0.8268022	0.4368793	0.4059947	0.5921082	0.3838856	0.0097468	0.9999985	0.0390060	0.0389373	0.0150303	0.6256506	0.3838265	0.2997647	0.5266924	0.8850166	0.9920531	0.4021490	0.6145699	0.0000000	0.0976549	0.0075217	0.0000000	0.0108108	0.1745169	0.9999986	0.6529925	0.6202539	0.3392484	0.9556588	0.8496248	0.2541454	0.3279532	0.4109698	0.4514121	0.6157012	1.0000000	0.6801868	0.9977529	0.0055195	0.1535714	0.1275153	0.4773219	0.6771069	0.4790599	0.9275216	0.9987783	0.9643486	0.2243035	0.4805788	0.0570397	0.2389123	0.7575259	0.0519838	0.0576778	0.5001160	0.7385830	0.8988964	0.5239437	0.0390609	0.2263637	0.5748076	0.6359769	0.0923051	0.9371905	0.8278258	0.5853233	0.1621029	0.3704959	0.9173147	1.0000000	0.9627452	0.7730230	0.3661050	0.4823904	0.0975908	0.7279966	0.9951862	0.0830320	0.0586373	0.8628652	0.4470197	0.1221256	0.5940037	0.9009857	0.4926608	0.7625151
0.7925239	0.5001727	0.0000000	0.3852746	0.2292811	0.5297668	0.0244701	0.5031367	0.2729126	0.9863170	0.9998652	0.4750807	0.1828195	0.1349447	0.8268032	0.0736863	0.4059941	0.5920717	1.0000000	0.0097463	0.9999986	0.0390059	0.0385639	0.0147555	0.9145123	0.3837213	0.2997641	0.5266932	0.8850171	0.8666889	0.3214922	0.3648908	0.2680434	0.0000000	0.5089875	0.4713565	0.0109658	0.1836532	0.1079191	0.6529922	0.6202539	0.3392482	0.9561393	0.8526224	0.2500206	0.4878608	0.2756652	0.5799391	0.7219404	1.0000000	0.9818864	0.9434540	0.0909520	0.2897185	0.0174508	0.0097328	0.8193488	0.5420285	0.8783950	0.9987808	0.7984927	0.4516857	0.4174134	0.5509118	0.2249349	0.4668397	0.0499373	0.3818681	0.3695940	0.5413730	0.8554234	0.9999358	0.8653401	0.2263600	0.9621580	0.6239533	0.0011339	0.9702592	0.0488310	0.5272517	0.3329707	0.1349899	0.9100015	1.0000000	0.9037422	0.5402105	0.3660357	0.7412799	0.2314548	0.8972453	0.7355247	0.0070529	0.5425301	0.9899158	0.3372479	0.2186985	0.3223992	0.8963359	0.4926611	0.9371024
0.8260712	0.4422693	0.0000000	0.4696849	0.2291966	0.6854601	0.0351035	0.7655538	0.3125846	0.9972224	0.5694160	0.5026118	0.2299461	0.1517398	0.7852037	0.0736852	0.4490724	0.6680527	1.0000000	0.5130732	0.0847316	0.0591212	0.3450362	1.0000000	0.0000000	0.4808063	0.3292161	0.4847457	0.8348165	0.8533681	0.7565129	0.3493699	0.3806964	0.0332890	0.5089793	0.4713486	0.0103697	0.0985823	0.1056765	0.6736994	0.6683854	0.3959826	0.8765557	0.5671887	0.6334947	0.2208601	0.1949589	0.9604938	0.7175141	1.0000000	0.8511331	0.3763084	0.1254845	0.5871077	0.0172752	0.0005501	0.7390493	0.8624039	0.8447874	0.9991853	0.6347800	0.5029337	0.4881655	0.0375241	0.3710142	0.5557468	0.0474878	0.3581387	0.3917540	0.5312441	0.8186458	0.9998896	0.9259211	0.2137523	0.9443705	0.5056911	0.0008020	0.9452708	0.0489007	0.6072130	0.3631205	0.1201356	0.9011133	1.0000000	0.6411366	0.3428302	0.2908894	0.7413791	0.6761890	0.8242246	0.1478394	0.1519449	0.5533242	0.9759461	0.6956850	0.2152846	0.1841222	0.6241442	0.4312141	0.7606303
0.7925241	0.5001730	0.0000000	0.3852139	0.2292811	0.5297669	0.0244701	0.5031367	0.2729105	0.9863164	0.9998652	0.4750824	0.1828198	0.1349446	0.8268046	0.0736854	0.4059926	0.5920710	1.0000000	0.0097463	0.9999986	0.0390059	0.0385639	0.0147555	0.9145123	0.3837216	0.2997631	0.5266941	0.8850173	0.8666886	0.3214531	0.3650373	0.2678672	0.2945980	0.0000000	0.4713565	0.0109667	0.1836786	1.0000000	0.6529906	0.6202543	0.3392476	0.9560974	0.8526646	0.2498753	0.4881117	0.4076624	0.4535345	0.7219506	1.0000000	0.9433693	0.9416965	0.0908998	0.2727029	0.5991978	0.0098374	0.8120196	0.4810489	0.9878844	0.9986884	0.8331614	0.4516842	0.4206054	0.5509063	0.2249237	0.4668440	0.0519743	0.5091252	0.4397804	0.6698990	0.8554963	0.9999387	0.4396370	0.2263601	0.9621601	0.6358745	0.0011338	0.9891196	0.0481349	0.5271299	0.3370497	0.4064091	0.9100064	1.0000000	0.9037422	0.5403173	0.3660357	0.9998112	0.1396287	0.2152485	0.7375398	0.0000006	0.4828701	0.6095655	0.3372478	0.2186965	0.6149490	0.9095576	0.4926615	0.8210818
