G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.2074141	0.5609893	0.4768707	0.4649575	0.4882417	0.3714649	0.5948294	0.0524310	0.4875458	0.6458796	0.7167975	0.0876122	0.6850405	0.0830590	0.3734340	0.0084372	0.1784748	0.4742569	0.5286572	0.4293662	0.2072501	0.4867776	0.2925388	0.1603860	0.5974787	0.0589721	0.2895061	0.1014617	0.3814988	0.5458475	0.3013419	0.0863803	0.4333728	0.0717312	0.2452595	0.4173350	0.0774070	0.3311542	0.6163737	0.3237559	0.6962776	0.2269036	0.6045493	0.1681617	0.0064481	0.0365307	0.2301496	0.3778522	0.0250289	0.2987347	0.5160591	0.3223766	0.5754828	0.7210309	0.3742633	0.6069874	0.6865160	0.4210398	0.7797155	0.0205646	0.3543477	0.4978986	0.1328096	0.0243704	0.6682389	0.2348785	0.2598560	0.5068074	0.1877078	0.1607560	0.0665435	0.5389529	0.3538634	0.4853274	0.5847787	0.7376913	0.0535253	0.6975720	0.0472614	0.2143825	0.0216706	0.1853778	0.6640581	0.0029533	0.4340684	0.3524725	0.4815599	0.3697934	0.2130026	0.2708315	0.4226600	0.4764137	0.4429025	0.0381552	0.2042043	0.5143613	0.3432285	0.3733627	0.4766132
0.2822930	0.0000000	0.6894608	0.4307583	0.5412336	0.4547154	0.2293616	0.6627973	0.0486135	0.5613847	0.5939269	0.7006272	0.0829699	0.6805028	0.0950789	0.3840875	0.0260780	0.2210752	0.4118907	0.5676196	0.6126261	0.2177852	0.4477573	0.3536174	0.1991135	0.5846909	0.0746987	0.3290552	0.1464481	0.0517543	0.5284090	0.2175246	0.0801176	0.0081907	0.1879190	0.2174832	0.4075258	0.6321316	0.0924485	0.6844167	0.2857430	0.5122155	0.2169563	0.8189487	0.1558150	0.0156700	0.0975251	0.2263421	0.5173002	0.0362000	0.3295388	0.5149575	0.2011826	0.5618256	0.6789440	0.4431584	0.5755183	0.6988365	0.6218833	0.6246723	0.0005492	0.3097654	0.5191128	0.0731347	0.0664488	0.5258995	0.2171946	0.2461144	0.6117222	0.1537158	0.2119213	0.0245794	0.6864347	0.3045286	0.3668498	0.7012393	0.3998483	0.0613053	0.6673954	0.0568559	0.2738208	0.0383110	0.0646430	0.5543581	0.0061977	0.2969629	0.2837454	0.5177853	0.3657141	0.0061196	0.4101323	0.3356399	0.4599945	0.3043910	0.0454080	0.1906028	0.6484869	0.2346200	0.3524905	0.3844252
0.2138780	0.4358516	0.0000000	0.5470881	0.6071922	0.4994613	0.2997277	0.4574632	0.0496193	0.6157352	0.6323814	0.5514370	0.0971731	0.6001851	0.1283996	0.2665516	0.0229052	0.2417129	0.4011575	0.5160721	0.4209271	0.0778382	0.3733920	0.3866319	0.0862881	0.8433423	0.0652881	0.2857840	0.1846625	0.0737804	0.3864073	0.2196580	0.0466325	0.3684555	0.2313156	0.2481656	0.4101607	0.5531124	0.1192531	0.5556145	0.2953198	0.6436670	0.2453309	0.6603346	0.1549872	0.0105545	0.0642388	0.2283020	0.4993521	0.0595388	0.2256391	0.5980627	0.5126675	0.3603814	0.5858008	0.3742856	0.4359145	0.7346345	0.3429157	0.5779797	0.0000287	0.5168089	0.6588005	0.2098700	0.0371542	0.6190147	0.1731980	0.2960143	0.5721969	0.0152275	0.1944786	0.0522768	0.5126271	0.3981518	0.3423858	0.7345513	0.2919449	0.0394188	0.7242364	0.0720738	0.1789551	0.0025924	0.1386168	0.5985120	0.0060746	0.2995269	0.2613730	0.5012972	0.3162644	0.2123757	0.3452125	0.3716850	0.5166636	0.4407039	0.0701914	0.2211257	0.6512724	0.4002260	0.3423361	0.5184882
0.2101087	0.1653681	0.6195736	0.0000000	0.6374060	0.4821849	0.2632729	0.4745799	0.0514359	0.5302078	0.6402399	0.6544218	0.0878455	0.7970178	0.2009582	0.3075957	0.0099229	0.2105886	0.3526873	0.6104858	0.6138159	0.6485764	0.5065625	0.3850914	0.2887068	0.7554130	0.0620055	0.2075822	0.2248643	0.0661263	0.4987524	0.2843875	0.0699684	0.2023400	0.1738942	0.1493299	0.5252034	0.7197026	0.0665906	0.7193510	0.2036867	0.4627629	0.3375533	0.6831793	0.1765618	0.0097494	0.0311183	0.1749951	0.3576642	0.0262016	0.3215076	0.6582085	0.2849073	0.6800285	0.5222637	0.4012634	0.4815441	0.5613731	0.4974700	0.7369424	0.0238131	0.4334839	0.5943700	0.1373573	0.0452932	0.4352293	0.2019568	0.3817087	0.4633849	0.2012213	0.2070855	0.0406913	0.5805066	0.2844778	0.3832846	0.6640396	0.4238830	0.0259658	0.6944656	0.2098612	0.2120093	0.0321845	0.0971060	0.6089090	0.0127639	0.3525202	0.1992034	0.5354027	0.2992106	0.2085042	0.4458060	0.3982524	0.5600339	0.0656015	0.0662116	0.2476243	0.5714541	0.1944511	0.3556346	0.5850560
0.2121984	0.1346829	0.7657629	0.4118470	0.0000000	0.5044691	0.2857002	0.5060917	0.0236550	0.5268279	0.7267644	0.5477380	0.0629250	0.6987266	0.1147604	0.3131958	0.0198103	0.2665467	0.2996294	0.6512041	0.3456857	0.2275117	0.4916271	0.3457199	0.2314314	0.7348778	0.0345430	0.3536222	0.1134975	0.0629083	0.4683807	0.2900798	0.0573043	0.3986841	0.0850871	0.2645792	0.3853149	0.5039849	0.0738657	0.6716040	0.2860119	0.6717587	0.2125194	0.6691133	0.1618214	0.0061201	0.0321629	0.2068031	0.3448585	0.0093923	0.2464837	0.7655086	0.2372657	0.5887300	0.5558909	0.4148826	0.5146677	0.7779518	0.6148157	0.6459811	0.0119967	0.4533248	0.5287355	0.2719470	0.0452564	0.5348953	0.3818901	0.0764336	0.5023386	0.1357463	0.2429281	0.0515697	0.5780858	0.2625342	0.3526510	0.5991323	0.2845582	0.0421678	0.7119068	0.1848008	0.0697983	0.0144234	0.2842513	0.8188655	0.0002017	0.3248947	0.2193011	0.4375713	0.2697425	0.0958015	0.3098493	0.3935815	0.5410173	0.3551119	0.0472260	0.1687064	0.7348965	0.3344224	0.3722926	0.4818131
0.2989304	0.2098631	0.5253828	0.5400638	0.3462724	0.0000000	0.3142040	0.5730541	0.0493644	0.4097882	0.7446944	0.6837339	0.1015081	0.6141833	0.1390509	0.2122530	0.0116127	0.2705465	0.3198891	0.5145310	0.7476325	0.2244606	0.4639639	0.4912936	0.2712102	0.6550392	0.1129574	0.1144608	0.2490602	0.3164759	0.0179221	0.3129883	0.2841862	0.1319561	0.2145416	0.2682198	0.4522538	0.0435453	0.5015135	0.4678591	0.2691662	0.4307821	0.2868811	0.7277133	0.1997506	0.0039291	0.0430912	0.1398492	0.6295633	0.4181305	0.2490654	0.5938142	0.1640942	0.5552545	0.5335756	0.0217955	0.6307931	0.7177607	0.1951034	0.7510999	0.0086792	0.3679626	0.4894718	0.4742829	0.0691076	0.4072992	0.1827164	0.3694732	0.5102159	0.2079587	0.1944102	0.0420151	0.5527792	0.3366054	0.5015792	0.6320976	0.6348262	0.0620316	0.7206001	0.0595828	0.1654024	0.1178274	0.3042561	0.6413927	0.0067513	0.2340567	0.1765363	0.5724274	0.2848824	0.2936725	0.3360546	0.3443926	0.5141119	0.2296108	0.0225422	0.1964058	0.4591553	0.2011400	0.3584700	0.3944215
0.3467044	0.1345001	0.4980941	0.4494762	0.5373188	0.4814545	0.0000000	0.5845904	0.0666585	0.5603286	0.6397500	0.6360145	0.0729842	0.7203361	0.1081459	0.4338249	0.0149941	0.2231431	0.3094211	0.6504363	0.5012716	0.3477576	0.4239077	0.2453025	0.1796544	0.7189130	0.0548661	0.2843566	0.1559888	0.0983115	0.5334131	0.3090082	0.0541900	0.2952788	0.1566985	0.2428962	0.4116808	0.7427902	0.0840984	0.6136863	0.3694424	0.5374083	0.1714936	0.6562479	0.1481039	0.0201948	0.1253655	0.2319907	0.3655294	0.0822120	0.2160104	0.6095965	0.1985381	0.6776805	0.6275778	0.4979755	0.5005457	0.6095916	0.5347891	0.6478426	0.0113297	0.7424917	0.4645712	0.1204544	0.0565732	0.6558038	0.2204142	0.2760458	0.5629866	0.2037225	0.2338516	0.0718312	0.5888241	0.2606096	0.4303538	0.6509070	0.3396683	0.0796537	0.6534003	0.0511380	0.1163627	0.0514212	0.1398336	0.7582110	0.0022424	0.3506850	0.2470634	0.5719211	0.3065940	0.0980135	0.3841540	0.4144569	0.5146350	0.3083599	0.0215418	0.2042695	0.6086874	0.3101152	0.3724232	0.3240468
0.3524419	0.3760646	0.6299046	0.7111149	0.6211623	0.6314221	0.0580955	0.0000000	0.0680031	0.5200529	0.7190514	0.6082998	0.0483734	0.7108814	0.1297930	0.3374966	0.0021960	0.5928976	0.1875414	0.2452562	0.5265904	0.1908550	0.4324984	0.1833013	0.1406646	0.7114410	0.0486285	0.2572920	0.1591545	0.0882244	0.5534067	0.3124952	0.0180244	0.4822814	0.0965981	0.2051460	0.4590149	0.6850473	0.0287349	0.5929715	0.2927565	0.5214954	0.2046157	0.5974977	0.1405827	0.0309780	0.1350321	0.2806762	0.2151760	0.0122522	0.2059928	0.3962511	0.2925116	0.6078366	0.6854678	0.3891867	0.4372302	0.5316889	0.2701332	0.6854940	0.0036775	0.5835489	0.4509539	0.0952265	0.1529764	0.6921118	0.2891037	0.4194360	0.6008113	0.2498805	0.3574929	0.0335190	0.5646997	0.3014799	0.3453310	0.6262852	0.0232300	0.0424181	0.5529055	0.1793591	0.1183367	0.0273677	0.2479628	0.5763653	0.0058552	0.3472529	0.3178804	0.6301366	0.2706385	0.2459275	0.3568716	0.4062434	0.5040792	0.2891702	0.0131647	0.1849431	0.7019541	0.2764876	0.3636053	0.2731547
0.3298216	0.1939791	0.6276409	0.5110299	0.5524810	0.4267604	0.3240449	0.4978058	0.0000000	0.4397305	0.7935964	0.6995220	0.0581214	0.6698631	0.1527594	0.2981706	0.0057766	0.2552890	0.3541511	0.6583918	0.6044826	0.0853841	0.3662494	0.3146190	0.1096737	0.8348160	0.0586312	0.2483324	0.1930548	0.0427644	0.4625544	0.2536908	0.1194253	0.1153728	0.1921561	0.2136936	0.3536145	0.6037745	0.0489053	0.6606182	0.2836481	0.4856369	0.1470355	0.5697826	0.2471654	0.0105296	0.0471815	0.2771726	0.5908059	0.0382341	0.2566731	0.6581496	0.2890561	0.6002646	0.7295932	0.4362627	0.5923757	0.6615619	0.6082684	0.6558527	0.0028881	0.3114676	0.5195153	0.1981331	0.0264145	0.4846393	0.1793147	0.2402658	0.5933504	0.0264060	0.1367854	0.0466405	0.4995236	0.3177865	0.4209527	0.6517332	0.4603262	0.0592882	0.6588853	0.0751460	0.1310209	0.0210037	0.0792536	0.7108220	0.0001058	0.2839207	0.2651529	0.3918030	0.3328935	0.0933487	0.3073261	0.4742205	0.4834155	0.3557425	0.0286099	0.2360077	0.6756461	0.2391626	0.3477384	0.5361346
0.2404390	0.2892318	0.6851581	0.4713598	0.6382222	0.4728423	0.3128586	0.4667588	0.0488734	0.0000000	0.7133989	0.3317926	0.0317338	0.7848239	0.0305028	0.0237010	0.0160084	0.2838395	0.3699600	0.5208266	0.4444960	0.1615951	0.3806757	0.3040050	0.1656091	0.3714973	0.4545292	0.2923052	0.1334906	0.1273651	0.4400484	0.2105094	0.0803397	0.4434048	0.0391860	0.1678566	0.4414083	0.0902440	0.4124452	0.6604699	0.3731820	0.6497967	0.2064920	0.7289890	0.4218909	0.0275879	0.0709752	0.2403035	0.4394830	0.0848928	0.2364246	0.2688136	0.3063077	0.5736341	0.6604611	0.4074041	0.5007983	0.8816414	0.2657750	0.6302134	0.0483662	0.4546448	0.4824534	0.1397839	0.4648448	0.4609707	0.3172209	0.0044203	0.4838972	0.2574475	0.4357045	0.5205011	0.6479177	0.2293832	0.4166958	0.6109835	0.7091675	0.0467536	0.7047111	0.1885980	0.1210950	0.0404716	0.2361958	0.6252764	0.0000143	0.2761655	0.5449121	0.5296927	0.3728737	0.1784602	0.2974820	0.4580820	0.4624702	0.5640086	0.0441138	0.0855295	0.7895709	0.3641714	0.2652416	0.4393964
