Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G66A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.4834846	0.3129905	0.4129190	0.0125990	0.2719784	0.0570548	0.7928329	0.3532715	0.5291683	0.4294642	0.4056587	0.4480405	0.3821727	0.0006287	0.0101921	0.0520007	0.0809666	0.7466244	0.0664279	0.3598545	0.1534638	0.2408303	0.5284691	0.1129932	0.5515555	0.6925374	0.2061868	0.1396410	0.4337539	0.6820277	0.0121639	0.0254674	0.6244048	0.0693260	0.6312198	0.3385442	0.2149285	0.7499702	0.1605161	0.7360392	0.3510744	0.5727528	0.4870007	0.1261394	0.3654355	0.6544346	0.2041511	0.3673533	0.5986436	0.5890642	0.4119605	0.0167341	0.6342357	0.3649832	0.4619202	0.0816835	0.2426682	0.2164317	0.5176251	0.3354370	0.6295476	0.1889867	0.0251757	0.3200108	0.2893562	0.1232937	0.0260096	0.1730080	0.6293143	0.2791583	0.0138155	0.7184762	0.0000955	0.4864296	0.6007528	0.2803331	0.0102124	0.0636360	0.1224268	0.2150465	0.3177783	0.6063571	0.2491403	0.0518699	0.5653141	0.2223654	0.5492615	0.6272132	0.5722751	0.5436712	0.2800634	0.3946694	0.6306979	0.0138779	0.0049644	0.2668987	0.3937281	0.5934550	0.3395852	0.1612316
50	0.5193712	0.1491843	0.3514236	0.0083441	0.3332547	0.0122856	0.6340283	0.5074011	0.5962548	0.3079995	0.5106739	0.4707112	0.4262106	0.0004810	0.0070762	0.0610696	0.1221831	0.5498070	0.5003295	0.4924937	0.0979656	0.2538772	0.6408716	0.2790545	0.6478382	0.7162268	0.2563552	0.4140282	0.3240595	0.3101519	0.0427633	0.0216101	0.6358541	0.1079470	0.6719918	0.2858340	0.2548352	0.7215871	0.2184171	0.7432765	0.5386023	0.4719583	0.4197351	0.2060372	0.3660791	0.5920737	0.1988365	0.3220340	0.3730670	0.5828746	0.3358510	0.0126151	0.6028038	0.4119213	0.4831773	0.1062570	0.3531000	0.2896087	0.5394697	0.3869837	0.8060998	0.1280721	0.0328165	0.3320780	0.1866355	0.0687394	0.0230026	0.1580367	0.5683757	0.3179906	0.0387092	0.6641134	0.0000000	0.5946535	0.6146735	0.1522766	0.0482486	0.0865080	0.1339526	0.2135100	0.2300931	0.6249941	0.2505801	0.0173925	0.5144339	0.1642295	0.6101377	0.5409637	0.5746614	0.6852641	0.1598063	0.2548259	0.5178409	0.0291059	0.0047536	0.2530851	0.3340586	0.6841562	0.3683504	0.1397248
100	0.3983747	0.0880541	0.4975931	0.0304365	0.2671832	0.0279285	0.6339729	0.5943276	0.7158000	0.4038421	0.5376990	0.4389913	0.4338746	0.0006426	0.0169973	0.0358629	0.0977070	0.6030712	0.5547553	0.5902786	0.2063875	0.1295155	0.6836672	0.5203190	0.5228881	0.6993231	0.4715780	0.4980275	0.3752448	0.1375879	0.0310278	0.0280388	0.5683013	0.1976476	0.7086072	0.2445125	0.2504551	0.6246930	0.2188771	0.6300853	0.5058076	0.4677877	0.4509119	0.1903741	0.4303344	0.6462811	0.1557505	0.3567482	0.2907754	0.7110699	0.3308062	0.0459326	0.7425112	0.3263049	0.4669223	0.0965416	0.3881370	0.2421217	0.5527023	0.3861405	0.6248859	0.1922939	0.0224897	0.3398896	0.1147511	0.0595954	0.0288734	0.1158446	0.4764469	0.3819199	0.0871215	0.6218877	0.0000180	0.5554077	0.5160007	0.1356037	0.0509752	0.0505051	0.1022970	0.2748665	0.2102580	0.5203970	0.2945995	0.0324764	0.5454880	0.1716207	0.4800951	0.5913051	0.6277799	0.5057912	0.1286656	0.2837519	0.4957399	0.0310862	0.0067326	0.3008795	0.2528828	0.6461122	0.3760544	0.2332803
150	0.2578940	0.0996883	0.3731819	0.0151552	0.2985465	0.0041427	0.7009658	0.5913437	0.5474007	0.4644591	0.4969957	0.5115400	0.5216430	0.0008528	0.0093737	0.0471899	0.1348073	0.6124521	0.5293239	0.6564480	0.2908956	0.1269473	0.5816971	0.5020402	0.5447153	0.5297211	0.6551123	0.4827551	0.2874326	0.1189457	0.0453232	0.0345759	0.4407098	0.1013928	0.5947151	0.1763270	0.3365977	0.6592382	0.2113321	0.7204350	0.4324204	0.5025188	0.5292282	0.1366444	0.4288124	0.6934473	0.1706503	0.4174243	0.2582833	0.6877805	0.3517768	0.0165302	0.5769912	0.2690566	0.4023317	0.1547484	0.4142765	0.4209686	0.6875856	0.3693175	0.5509958	0.1579528	0.0268323	0.3172866	0.1235744	0.1183113	0.0699158	0.1651525	0.5881605	0.4711314	0.0760870	0.5387676	0.0000315	0.5440095	0.5027642	0.1334358	0.0376354	0.0238228	0.1500062	0.1632288	0.2254423	0.5529766	0.3020298	0.0172928	0.3416747	0.1379260	0.6449103	0.7613429	0.6719019	0.5905276	0.1240417	0.2951415	0.6905353	0.0172245	0.0093384	0.2521468	0.2642382	0.6566450	0.4362929	0.2953046
200	0.1840106	0.1020343	0.4684143	0.0284074	0.3114538	0.0134007	0.7190035	0.5886054	0.6084970	0.4239254	0.6938569	0.4548925	0.4019241	0.0001292	0.0034354	0.0318077	0.2083070	0.7003095	0.4900954	0.6869619	0.3831534	0.1023692	0.5354237	0.5164969	0.6566069	0.6138674	0.5559881	0.5361112	0.2769157	0.0960354	0.0302913	0.0577469	0.6816684	0.1294921	0.6133441	0.2550878	0.3107419	0.6137177	0.3226068	0.7122860	0.5521770	0.5382917	0.4582253	0.2134733	0.3918940	0.5845147	0.2532324	0.3591973	0.1892341	0.6230373	0.3622239	0.0221622	0.7185378	0.3557613	0.4115446	0.1576332	0.3333030	0.4443405	0.5779384	0.2216546	0.5057147	0.1153439	0.0140327	0.3238685	0.1449451	0.1982339	0.0572543	0.1714128	0.4953723	0.3635015	0.0493235	0.6846971	0.0000778	0.6010105	0.4930704	0.0847958	0.1350097	0.0302467	0.2293138	0.2562457	0.3074216	0.3472512	0.2416377	0.0263348	0.3553632	0.1875227	0.4430809	0.6399205	0.7058783	0.5335207	0.0785713	0.3030458	0.5389569	0.0102505	0.0225159	0.3648938	0.3044303	0.5669472	0.3297890	0.3478071
250	0.1271766	0.0478700	0.3436116	0.0227391	0.3122646	0.0034255	0.6463616	0.5897632	0.6356157	0.3861202	0.4942712	0.5136871	0.4002049	0.0008066	0.0018529	0.0443520	0.1717426	0.7166149	0.5546058	0.5907939	0.5111121	0.0688490	0.7351793	0.7106320	0.6344936	0.5212806	0.5273352	0.6107405	0.2972744	0.1106833	0.0383263	0.0219116	0.7427184	0.1339014	0.6582336	0.2181061	0.2905993	0.6033905	0.2993608	0.7209952	0.6387679	0.4502919	0.5627647	0.2093011	0.3396717	0.6734114	0.2419905	0.4639638	0.1908839	0.7476548	0.3514369	0.0324118	0.6538065	0.1780084	0.4188951	0.1110585	0.3282809	0.5026054	0.5314187	0.2004057	0.4684378	0.1504940	0.0164516	0.3209239	0.0856619	0.2197318	0.0334713	0.1682991	0.5877926	0.3766216	0.0570641	0.6833706	0.0005161	0.6118911	0.4350634	0.0490128	0.0902106	0.0164099	0.1525899	0.1722015	0.2693632	0.3827205	0.2162766	0.0154061	0.3276830	0.1738451	0.3910327	0.6941501	0.6420066	0.6541082	0.0517796	0.2904917	0.6717360	0.0161185	0.0457331	0.3302708	0.3123799	0.5288115	0.3588833	0.2751389
300	0.1386902	0.1093333	0.3464496	0.0253007	0.3162794	0.0026921	0.7101938	0.6330922	0.7024814	0.3506310	0.6619133	0.4872465	0.4300307	0.0001637	0.0043867	0.0325626	0.1344174	0.7184897	0.5874677	0.6228917	0.4606436	0.0783933	0.6893964	0.5609758	0.5500764	0.6540038	0.6717420	0.5758793	0.2460559	0.0692445	0.0163111	0.0396343	0.5468016	0.0989723	0.6726780	0.1522488	0.2917428	0.5515235	0.3019937	0.7718064	0.5092559	0.5183464	0.5714266	0.2253771	0.2807934	0.6010968	0.2165789	0.3904673	0.1694553	0.7457571	0.3282577	0.0318677	0.7106249	0.1800630	0.3967694	0.1414036	0.4677913	0.5053470	0.4919878	0.1944586	0.5423472	0.1608777	0.0048716	0.3661036	0.0601340	0.1655721	0.0344770	0.2007206	0.5632552	0.3203779	0.0249164	0.6914093	0.0000121	0.5038572	0.4923586	0.0673586	0.1480719	0.0208195	0.1854928	0.3064178	0.1979394	0.4283821	0.2629508	0.0136540	0.3046485	0.1589379	0.4797454	0.6983109	0.5964908	0.5854637	0.0382153	0.2804225	0.5912938	0.0116291	0.0705910	0.4055169	0.3727426	0.3548610	0.3531304	0.3469392
350	0.1229917	0.1604769	0.3277428	0.0115819	0.2684344	0.0074161	0.7103074	0.5323957	0.6477989	0.4199486	0.7208611	0.6100956	0.4172019	0.0000396	0.0018312	0.0662658	0.1700695	0.6500802	0.5355603	0.5439199	0.4531978	0.0812213	0.6499404	0.5686315	0.5264601	0.5210152	0.5259391	0.5893208	0.2801556	0.0517834	0.0863222	0.0359393	0.6604853	0.1246676	0.6354732	0.2189688	0.2177040	0.6479333	0.2592016	0.6712615	0.5672258	0.5228643	0.5075362	0.1718126	0.3289550	0.6214652	0.2055762	0.4977739	0.1925374	0.5911069	0.2450110	0.0399182	0.7194513	0.2222266	0.3549527	0.2083459	0.3924996	0.4940088	0.4249713	0.2667879	0.5743887	0.1335247	0.0079250	0.3307272	0.0886770	0.1820514	0.0556333	0.2695362	0.6614831	0.2694977	0.0561627	0.7029779	0.0000013	0.4070078	0.3603921	0.0757939	0.1187664	0.0393027	0.2496826	0.2041347	0.2687220	0.5680572	0.2728313	0.0084597	0.3122100	0.1370437	0.4907540	0.6816198	0.6020303	0.5552822	0.0281250	0.2476538	0.6654876	0.0174364	0.0468274	0.3053909	0.3007109	0.3404070	0.3972141	0.2784470
400	0.1879738	0.1330536	0.3868948	0.0198410	0.3191327	0.0030457	0.6281424	0.4993373	0.7014703	0.4748329	0.7394109	0.4670141	0.5160583	0.0001287	0.0130136	0.0476032	0.0997701	0.7452304	0.5343638	0.5904544	0.4780651	0.0932231	0.5902227	0.6833291	0.6050579	0.6568215	0.4950873	0.6831734	0.2808897	0.1117720	0.0301654	0.0486730	0.6022179	0.1807265	0.5589904	0.2300947	0.2425202	0.6968405	0.2721342	0.6612035	0.5317717	0.5017234	0.5716655	0.1566841	0.3318883	0.7608150	0.3006214	0.3383518	0.2272898	0.6535813	0.2956777	0.0255819	0.6634845	0.2528864	0.4070196	0.1195784	0.4707150	0.5289842	0.4911076	0.2427450	0.5751565	0.1511812	0.0144856	0.2783877	0.0564092	0.1685568	0.0608960	0.2232310	0.6843074	0.2923404	0.0437283	0.5225322	0.0010533	0.4860745	0.4304399	0.0796786	0.1986647	0.0578717	0.2760888	0.2310522	0.2817743	0.4460966	0.2052398	0.0071662	0.2999675	0.1520852	0.5153590	0.6817981	0.5697803	0.6516412	0.0583105	0.1908438	0.6179892	0.0028022	0.0797584	0.4136105	0.2663146	0.4260224	0.4898318	0.3940809
