Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G67A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.9440021	0.1577086	0.3795012	0.7737226	0.0874130	0.8273224	0.5115089	0.6038556	0.1392981	0.9585522	0.7794170	0.0155368	0.1897928	0.1019735	0.4680945	0.3598502	0.6577238	0.5814518	0.6001562	0.6719437	0.8200166	0.5020240	0.9476693	0.9578705	0.0024056	0.6456540	0.5479946	0.5785879	0.2662419	0.5462293	0.9319839	0.0272892	1.0092255	0.2442419	0.8472377	0.1821369	0.4953463	0.5562003	1.0372112	0.3546932	0.3092666	0.8238191	0.3740582	0.9912009	0.0282620	0.4580016	0.3991434	0.0724540	0.2600093	0.5979392	0.9365856	0.6458691	0.3319294	0.2118428	0.9896530	0.5088954	0.1511555	0.3411703	0.4359643	0.3659937	0.0145218	0.0571788	0.1791545	0.4092928	0.4452298	1.0368318	0.3978263	0.2534381	0.4640588	0.2791525	0.7177749	0.0378785	0.9033718	0.1684046	0.5547678	0.9200554	0.3905510	1.0552221	0.3852586	0.1319759	0.0719879	0.1611563	1.0399732	0.0654725	1.0043073	0.6339991	0.8441768	0.2660434	0.3008604	0.9893535	0.9059668	1.0808765	0.4673115	0.9616985	0.4216207	0.0425483	0.9198752	0.9225015	0.8659828	0.4175080
50	0.5185524	0.1244058	0.3393803	0.8337439	0.4158082	0.8278570	0.4243787	0.3534810	0.1976953	0.8445592	0.7757187	0.0041404	0.2005019	0.0210104	0.4431861	0.3093290	0.4841793	0.6245752	0.6729143	0.6676811	0.6435608	0.4845619	1.0855962	1.0622483	0.5648509	0.4333917	0.4931578	0.5369742	0.5437770	0.5421843	1.0382137	0.0300442	1.0107496	0.2485932	0.4060859	0.2443286	0.5851475	0.7369632	0.9627360	0.3816418	0.1108363	0.7666540	0.3357186	0.9469009	0.0354606	0.3561803	0.4241265	0.0476810	0.2400403	0.5617140	0.7279516	0.9781053	0.2613853	0.2543126	1.0782750	0.4802332	0.1547776	0.2759452	0.4040191	0.3191961	0.0054059	0.0744432	0.1951498	0.4596282	0.4153098	0.7504561	0.3314175	0.3052917	0.4906353	0.2974093	0.6440717	0.0404064	1.0262043	0.1850939	0.3389299	0.7267714	0.4509281	0.9735241	0.4029414	0.1099626	0.0643273	0.1753209	0.9324189	0.0760738	1.0131888	0.6181871	0.7227493	0.2024540	0.2315009	1.0168638	1.0298344	0.9787331	0.4215284	0.8752680	0.4903315	0.3103325	1.0088908	0.9083019	0.5680886	0.4094030
100	0.2016606	0.0969731	0.3775999	0.9659549	0.5649912	0.7774829	0.3814360	0.2639069	0.2365656	0.7709721	0.7985232	0.0000468	0.2182339	0.0078030	0.4119744	0.3150677	0.4009540	0.5741772	0.6740749	0.6453146	0.6189595	0.4900851	1.0416373	0.7816043	0.8388106	0.2624306	0.5346721	0.5472798	0.6110557	0.5744927	1.0226048	0.1232189	0.9284877	0.2475945	0.2764460	0.2352462	0.5164808	0.8537960	0.9758799	0.5790321	0.0730452	0.7893566	0.3026307	0.9045299	0.0455794	0.3918988	0.4007411	0.0509870	0.2090204	0.4682307	0.6507968	0.8872477	0.2835162	0.2695705	0.9995040	0.5286177	0.1374113	0.3568848	0.3553560	0.3679880	0.0039585	0.0302220	0.2356429	0.3358104	0.4048122	0.7024428	0.3123750	0.3128841	0.5480212	0.2875454	0.6877123	0.0389640	0.8303692	0.2272039	0.2952337	0.8419898	0.4226626	0.9691570	0.4433276	0.1068520	0.0834281	0.1397850	1.1233771	0.1119887	1.0431029	0.6671251	0.6769513	0.2094820	0.2133042	0.9579592	1.0151222	0.8870087	0.4112557	0.9454571	0.4970414	0.4306128	0.9754751	0.8907775	0.5351663	0.4799871
150	0.0652090	0.1186785	0.4792396	1.0000154	0.6739490	0.9455380	0.3690591	0.2168624	0.2514440	0.8447007	0.8277697	0.0001038	0.2598608	0.0022706	0.4656176	0.3216874	0.3181990	0.6430514	0.8133873	0.6308759	0.6433124	0.4871405	1.0359486	0.5576716	0.8456696	0.1107084	0.5335918	0.6191128	0.6802955	0.5359897	0.9640362	0.1599112	1.0352102	0.2267930	0.2043288	0.2473126	0.4701072	0.9210988	0.9544344	0.7816096	0.0785933	0.8227313	0.3613623	0.9547474	0.0260240	0.4073736	0.3326746	0.0612714	0.2290865	0.4037828	0.5551911	0.9988427	0.3044703	0.2617085	1.0337932	0.5349796	0.1792219	0.4464255	0.4097262	0.4759828	0.0106100	0.0209081	0.2532332	0.2279713	0.4709153	0.6962030	0.4312576	0.3191974	0.6210675	0.2524382	0.7348481	0.0225244	0.8924008	0.2613645	0.2753990	0.8136771	0.3361022	0.9518072	0.6099201	0.1362593	0.1274128	0.1138852	1.0203824	0.1764996	1.0411824	0.6637378	0.7062600	0.2017105	0.1212057	0.9574334	1.0441306	0.9938407	0.4885140	0.9399474	0.4721818	0.4115459	0.9754364	0.8999164	0.5329536	0.4503235
200	0.0134496	0.1000317	0.4998404	0.9910937	0.7534459	0.8700810	0.3675436	0.2251733	0.2568174	0.8250036	0.8422474	0.0004340	0.1714654	0.0028497	0.4408271	0.4215105	0.3973655	0.6912255	0.8576941	0.5869111	0.6578071	0.5752100	1.0122294	0.4488864	0.9777429	0.0728787	0.5494390	0.7654167	0.6932372	0.5912790	0.9555164	0.1925228	1.0547193	0.2999808	0.2254260	0.2618580	0.4194966	0.8899798	0.9394060	0.8089207	0.0451696	0.8794927	0.3122712	0.9914433	0.0531264	0.4465325	0.3478746	0.0589664	0.2194171	0.4172056	0.6150585	0.9693420	0.3353891	0.2530550	0.8789202	0.4431041	0.1941636	0.4949775	0.3620645	0.4789482	0.0072806	0.0098712	0.2398292	0.2536717	0.3818990	0.7207465	0.3760562	0.4260426	0.6291054	0.2406980	0.7009631	0.0225642	0.9582734	0.2675879	0.3220464	0.8353401	0.3201005	1.0228245	0.6839391	0.1996962	0.1129118	0.1228485	0.9237402	0.2202105	0.9922378	0.6243630	0.6521521	0.2112424	0.1057299	0.9341810	1.0581597	0.8667776	0.5405422	0.9954861	0.4307257	0.4858396	0.9700738	0.9432748	0.4761300	0.4265705
250	0.0089959	0.0958150	0.4597449	0.9908182	0.6222190	0.9166503	0.3564028	0.2173257	0.3133055	0.8443951	0.9172109	0.0002147	0.2085914	0.0032770	0.4003122	0.4217906	0.4537883	0.6456793	0.8252310	0.5587764	0.5996785	0.5981237	1.1000802	0.4770831	0.9651432	0.0656157	0.4369140	0.6674420	0.7454161	0.5317096	0.9776087	0.2865978	1.0103662	0.2723728	0.2271726	0.2719987	0.4591065	0.9006660	0.8686907	0.9051540	0.0336985	0.8783401	0.3456529	0.9067996	0.0524762	0.3842916	0.2469798	0.0593500	0.1878661	0.3807208	0.5282212	0.9631008	0.3150329	0.2381257	0.9078395	0.3720569	0.1815070	0.5237977	0.3684029	0.4582732	0.0140148	0.0060976	0.2560153	0.2578937	0.4102119	0.7724892	0.3783638	0.4416964	0.6843034	0.2580196	0.5679980	0.0410463	1.0107566	0.2907202	0.3329628	0.8669555	0.3423937	0.8832904	0.8768625	0.2026969	0.1286375	0.0981027	0.9601736	0.2547134	0.9526180	0.5969976	0.5986807	0.2239807	0.1199733	0.9140896	1.0402491	0.9360304	0.5561021	0.9619828	0.4368719	0.4650637	0.9513306	0.9661075	0.5213960	0.4204594
300	0.0019353	0.0890814	0.5409592	0.8848952	0.6601768	0.8870356	0.3238339	0.2463166	0.3175398	0.8548656	0.8349658	0.0004369	0.1979296	0.0014798	0.4316774	0.3614402	0.4421325	0.6842152	0.7943779	0.5731171	0.6042907	0.5419895	1.0830577	0.3973854	0.9582801	0.0629733	0.4220679	0.6404633	0.6718460	0.5056167	1.0400350	0.2313992	0.9551139	0.2558238	0.2299024	0.2292079	0.4321860	0.9081208	0.9350375	0.9496523	0.0372282	0.8901964	0.3531632	0.9777619	0.0344832	0.3770645	0.2303851	0.0536403	0.1656311	0.3835877	0.5252446	1.0926095	0.2492663	0.2573129	0.9522184	0.2740207	0.2040388	0.5878082	0.3996217	0.4720924	0.0080503	0.0034340	0.2157622	0.2908191	0.4160525	0.7047181	0.4445373	0.3474072	0.7175306	0.2325604	0.6273410	0.0442294	1.0608536	0.2470410	0.3226282	0.7945580	0.2812348	0.9316112	0.8757373	0.2635736	0.1385913	0.0738074	0.9904764	0.2440869	0.9609791	0.6593331	0.5987789	0.1930643	0.0972009	0.9695840	0.9721355	0.8779077	0.5830360	1.0322221	0.5066159	0.5084496	1.0220151	0.8769477	0.5459664	0.4293397
350	0.0021899	0.1093342	0.5021034	0.9374315	0.6497720	0.8881478	0.3295202	0.3607233	0.3096026	0.7932865	0.8032269	0.0000252	0.2557974	0.0007623	0.4042790	0.3684088	0.4521046	0.7478060	0.7501289	0.5668075	0.5989669	0.5383644	1.0757622	0.4169430	0.9713879	0.0893691	0.4608583	0.6979760	0.7174392	0.4781188	1.0209226	0.2867416	0.9751461	0.1985900	0.2248273	0.2186816	0.4722722	0.9590196	0.9022324	0.8790961	0.0286900	0.9552614	0.2848486	0.9409171	0.0298550	0.3409012	0.2666103	0.0448981	0.2077156	0.3771126	0.5323481	0.9743234	0.2984017	0.2931438	0.9617213	0.2130411	0.1899260	0.5397380	0.4020364	0.4839310	0.0000000	0.0112107	0.1680225	0.2692063	0.4477761	0.7148615	0.3744655	0.3576271	0.7469564	0.2328292	0.6268826	0.0407614	0.9576859	0.2275906	0.3454451	0.7444710	0.2501861	1.0291489	0.8673590	0.2437291	0.1458762	0.0902958	0.9844545	0.2032354	1.0168026	0.6129231	0.7012109	0.1563122	0.0929694	0.9777002	0.9602449	0.8921891	0.4932590	0.9464228	0.5749999	0.4819359	0.9297640	1.0233375	0.5299888	0.3867547
400	0.0036169	0.1023698	0.5765667	1.0204916	0.7024849	0.9043294	0.3127403	0.3266520	0.2953022	0.8901504	0.8618036	0.0002903	0.2144915	0.0001033	0.4096732	0.3347668	0.3917365	0.6810234	0.7847046	0.6790015	0.6410328	0.5003567	0.9806664	0.4363203	0.9638630	0.0366071	0.4549777	0.7446856	0.7786404	0.5062766	0.9936747	0.2623084	0.9245838	0.1633438	0.2240372	0.2449643	0.4675631	0.8894202	0.8791698	0.8627619	0.0194165	0.8966047	0.3241256	0.9032705	0.0428653	0.3184910	0.1920169	0.0430066	0.2260244	0.3930710	0.5330603	0.9520672	0.2587559	0.2484723	0.9755917	0.1520993	0.1755690	0.5516937	0.4102774	0.5122606	0.0042472	0.0097835	0.1838335	0.3061955	0.4130360	0.6877952	0.4112607	0.3269710	0.6666327	0.2755136	0.7798702	0.0220627	0.8426406	0.1480771	0.3666643	0.6733303	0.2808865	0.9782601	0.8591745	0.2536118	0.1750794	0.1173200	1.0048305	0.1204456	1.0281704	0.5734234	0.6644676	0.1849021	0.0981291	0.9714131	0.9943100	0.8158149	0.5068562	0.9503547	0.4842528	0.5174289	0.9514129	0.9532425	0.5345115	0.4267291
