"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.0139712	0.6304199	0.9996791	0.1209949	0.4622164	0.0000937	0.0307461	0.0190542	0.7927240	0.4394770	0.1195850	0.0905726	0.0033900	0.1085535	0.8818902	0.4135993	0.4708799	0.9803376	0.9424099	0.8618317	0.0629751	0.6294840	0.9934180	0.9883314	0.9135663	0.6779965	0.9251038	0.1092226	0.2172491	0.0356929	0.3798034	0.0792686	0.6638757	0.8184861	0.2706426	0.8727959	0.2456721	0.7397286	0.3597138	0.0207319	0.9510855	0.4450166	0.0717089	0.0629662	0.7499310	0.5002843	0.5933726	0.8343941	0.8446772	0.3171293	0.0700403	0.3490282	0.9697131	0.0002276	0.7427042	0.5163721	0.7764017	0.2570613	0.4633986	0.9743123	0.7935238	0.5648745	0.2060493	0.2700129	0.5127916	0.5075542	0.9963895	0.7283727	0.4571207	0.0418212	0.3660606	0.2174381	0.2702034	0.8755247	0.2869091	0.3571454	0.9076374	0.2720680	0.2454800	0.6357451	0.7691723	0.9799303	0.1028194	0.6162500	0.9882599	0.3577363	0.2510947	0.5116878	0.5599237	0.7703571	0.4910877	0.2057242	0.4111831	0.5521728	0.0799087	0.6046816	0.2449337	0.0283171	0.5469447	0.9818377
50	0.0133006	0.6289109	0.9996870	0.1196412	0.3332016	0.0000937	0.0308685	0.0490618	0.7925535	0.4442571	0.1212117	0.2486353	0.0033887	0.1085436	0.8830728	0.4109353	0.4708809	0.9803347	0.9407251	0.8618436	0.0662711	0.7913879	0.9932158	0.9883334	0.8185484	0.6782634	0.9244168	0.1091182	0.2156347	0.0356965	0.1919284	0.0800749	0.6598482	0.7047626	0.2801065	0.9275399	0.2701151	0.6553050	0.4324898	0.3129357	0.9513203	0.4497369	0.0717744	0.1295589	0.6732465	0.3786847	0.5935360	0.8368679	0.8981194	0.3178852	0.0704907	0.3594447	0.9683298	0.0002285	0.8251439	0.4321990	0.7734921	0.2285711	0.4634058	0.9741515	0.7946239	0.7075625	0.2062396	0.1762856	0.4858746	0.5078820	0.9968157	0.7277020	0.4574378	0.0458849	0.2992997	0.2693469	0.2817063	0.8577090	0.2727922	0.3292017	0.8472621	0.6065376	0.2521249	0.6260927	0.7658970	0.9877742	0.1752192	0.6179398	0.9886199	0.3578698	0.2666948	0.5121040	0.5493805	0.7702846	0.4862098	0.2520602	0.4098872	0.4717232	0.0802488	0.6041494	0.2425665	0.0283214	0.4574736	0.9817303
100	0.0123962	0.6197006	0.9997309	0.1162042	0.2255981	0.0000948	0.0321381	0.0834370	0.7882400	0.4682700	0.1322616	0.3793128	0.0033711	0.1084010	0.8880097	0.3995613	0.4708915	0.9802014	0.9242049	0.8617984	0.0985913	0.8678003	0.9918060	0.9883818	0.7075946	0.6831320	0.9194284	0.1083320	0.1843374	0.0356646	0.0728759	0.0860802	0.6402575	0.5929042	0.3162417	0.9707341	0.2380509	0.5772370	0.5076742	0.5405157	0.9525871	0.4532246	0.0757279	0.2090178	0.6177660	0.2843655	0.5964202	0.8474877	0.9436426	0.3210410	0.0717984	0.3952974	0.9542538	0.0002335	0.9152325	0.3425890	0.7568902	0.2021024	0.4639641	0.9721415	0.7373935	0.8381177	0.2147159	0.0930699	0.4572899	0.5083296	0.9972293	0.7256388	0.4599041	0.0716270	0.2147025	0.3155666	0.3367971	0.8372003	0.2226530	0.2278798	0.7505134	0.8338805	0.2378264	0.5815450	0.7532534	0.9826466	0.2636664	0.6183543	0.9903877	0.3612447	0.3382273	0.5146757	0.5006417	0.7671961	0.4699580	0.3044193	0.4036003	0.3969607	0.0800162	0.6005205	0.2333463	0.0283298	0.2798280	0.9501848
150	0.0117404	0.6053149	0.9997860	0.1144907	0.1803262	0.0001017	0.0349680	0.1030499	0.7734920	0.4983761	0.1498266	0.4352791	0.0033281	0.1080408	0.8930262	0.3942782	0.4710022	0.9795271	0.8964571	0.8614224	0.1521294	0.8879060	0.9893527	0.9886396	0.6414544	0.7066292	0.9093393	0.1051621	0.1341411	0.0353942	0.0340505	0.0980166	0.6172047	0.5382871	0.3517758	0.9860866	0.2036642	0.5390332	0.5456524	0.6241956	0.9539232	0.4502742	0.1030240	0.2532888	0.6087686	0.2476914	0.6041275	0.8587440	0.9597675	0.3227152	0.0692041	0.4235490	0.9268973	0.0002442	0.9638919	0.2902830	0.7330271	0.1948035	0.4691150	0.9693251	0.6334684	0.8946627	0.2496419	0.1234440	0.4417191	0.5073485	0.9949537	0.7258465	0.4657764	0.1194866	0.1597318	0.3390697	0.4098271	0.8281756	0.1746120	0.1493754	0.6683116	0.8978786	0.2104750	0.5326421	0.7396580	0.9628730	0.3198929	0.5932446	0.9924323	0.3717011	0.4199082	0.5196502	0.4560806	0.7554964	0.4583312	0.3307640	0.3955616	0.3700507	0.0789089	0.5934408	0.2252528	0.0283365	0.1604937	0.8772842
200	0.0113361	0.5919654	0.9998248	0.1141967	0.1636993	0.0001190	0.0379894	0.1123339	0.7505658	0.5205070	0.1651652	0.4566116	0.0032822	0.1076382	0.8956085	0.4016290	0.4713789	0.9781621	0.8726976	0.8604255	0.1931019	0.8943607	0.9869105	0.9895062	0.6069797	0.7454799	0.8949844	0.0974479	0.0989406	0.0346042	0.0223590	0.1121125	0.6002221	0.5147871	0.3743476	0.9901646	0.1867490	0.5209780	0.5613123	0.6497024	0.9532905	0.4345777	0.1584996	0.2717054	0.6132750	0.2330480	0.6134723	0.8659011	0.9631190	0.3195481	0.0645752	0.4378314	0.8999204	0.0002545	0.9856421	0.2591284	0.7127415	0.2063236	0.4860144	0.9671838	0.5345462	0.9084386	0.3049114	0.2375538	0.4344003	0.5051349	0.9890308	0.7287788	0.4729922	0.1679345	0.1290618	0.3517962	0.4727694	0.8316658	0.1422622	0.1145724	0.6103843	0.9043826	0.1873991	0.5009165	0.7286342	0.9444990	0.3516663	0.5448070	0.9937901	0.3854954	0.4823405	0.5251647	0.4410251	0.7522084	0.4544119	0.3418038	0.3895925	0.3714443	0.0880779	0.5841841	0.2230457	0.0283429	0.0958640	0.8123217
250	0.0111130	0.5823550	0.9998445	0.1152382	0.1577764	0.0001444	0.0399407	0.1163607	0.7272065	0.5326289	0.1751898	0.4644851	0.0032525	0.1073641	0.8963055	0.4147000	0.4720721	0.9764492	0.8571872	0.8589055	0.2149668	0.8974021	0.9850788	0.9911661	0.5882616	0.7772131	0.8751813	0.0876140	0.0803931	0.0333746	0.0185701	0.1250008	0.5895157	0.5042175	0.3863996	0.9909234	0.1800801	0.5122320	0.5670329	0.6579804	0.9473317	0.4062694	0.2163965	0.2778574	0.6159914	0.2251834	0.6209976	0.8694281	0.9636924	0.3116756	0.0646377	0.4458637	0.8796368	0.0002573	0.9945297	0.2369933	0.6993636	0.2323724	0.5112107	0.9658202	0.4650213	0.8986369	0.3572966	0.3217017	0.4313611	0.4996118	0.9820506	0.7322387	0.4785762	0.2023169	0.1127142	0.3589483	0.5173262	0.8415491	0.1229279	0.1012113	0.5732167	0.9021885	0.1725125	0.4852926	0.7205996	0.9333715	0.3695782	0.4973417	0.9944176	0.3986298	0.5199942	0.5287561	0.4470324	0.7938479	0.4547212	0.3463747	0.3886381	0.3834464	0.1205731	0.5725923	0.2277887	0.0283487	0.0635964	0.7720980
300	0.0109988	0.5762954	0.9998495	0.1177708	0.1555940	0.0001700	0.0405720	0.1180224	0.7089469	0.5379730	0.1813715	0.4673628	0.0032391	0.1072316	0.8966111	0.4269947	0.4729516	0.9748183	0.8476744	0.8572454	0.2244128	0.8991929	0.9839187	0.9930819	0.5754413	0.7956923	0.8495068	0.0794137	0.0713000	0.0320955	0.0170088	0.1355876	0.5828281	0.4989008	0.3924398	0.9908790	0.1775370	0.5080832	0.5687665	0.6639207	0.9320234	0.3756488	0.2580880	0.2794090	0.6129648	0.2200659	0.6257321	0.8709054	0.9648885	0.3014251	0.0716904	0.4521292	0.8658944	0.0002537	0.9979756	0.2186389	0.6915444	0.2635238	0.5339515	0.9649637	0.4241187	0.8785392	0.3960958	0.3651844	0.4308410	0.4883443	0.9768290	0.7344537	0.4814357	0.2222263	0.1041042	0.3625915	0.5458516	0.8512376	0.1119651	0.0960477	0.5500939	0.9007867	0.1638129	0.4795271	0.7156956	0.9267946	0.3798879	0.4627999	0.9945602	0.4096809	0.5357439	0.5279100	0.4607961	0.8565869	0.4562235	0.3491886	0.3932993	0.3969466	0.1721952	0.5584904	0.2377780	0.0283501	0.0481018	0.7510127
350	0.0109430	0.5727199	0.9998427	0.1213479	0.1547054	0.0001886	0.0403271	0.1186874	0.6970989	0.5398213	0.1858267	0.4684113	0.0032324	0.1071654	0.8971804	0.4361592	0.4738317	0.9734941	0.8417017	0.8557922	0.2278996	0.9003351	0.9832652	0.9946577	0.5631837	0.8064046	0.8208659	0.0739324	0.0664472	0.0310569	0.0161496	0.1444033	0.5779257	0.4960125	0.3954573	0.9906996	0.1764424	0.5062375	0.5689676	0.6711611	0.9057756	0.3515917	0.2819310	0.2795576	0.6050561	0.2167767	0.6282509	0.8714438	0.9668605	0.2913936	0.0821948	0.4574046	0.8567365	0.0002485	0.9992664	0.2026688	0.6871241	0.2920201	0.5490956	0.9644082	0.4025204	0.8585167	0.4225093	0.3856247	0.4322884	0.4736256	0.9738000	0.7347989	0.4818078	0.2325992	0.0995644	0.3639948	0.5632803	0.8582186	0.1058188	0.0939713	0.5348496	0.9002513	0.1588263	0.4787730	0.7138803	0.9218904	0.3859620	0.4388731	0.9944224	0.4183063	0.5368263	0.5209156	0.4744189	0.9040082	0.4573038	0.3527691	0.4010020	0.4092345	0.2266450	0.5435891	0.2481362	0.0283443	0.0408042	0.7409835
400	0.0109167	0.5706731	0.9998267	0.1253496	0.1542893	0.0001982	0.0397642	0.1189489	0.6904667	0.5401601	0.1897356	0.4687930	0.0032261	0.1071083	0.8978844	0.4423306	0.4745879	0.9725111	0.8378955	0.8547044	0.2290492	0.9011693	0.9829286	0.9957195	0.5491977	0.8145922	0.7934377	0.0705920	0.0633723	0.0303230	0.0156033	0.1525063	0.5734249	0.4944319	0.3970195	0.9905434	0.1758581	0.5054974	0.5686243	0.6782046	0.8724767	0.3364898	0.2934657	0.2793965	0.5951097	0.2148439	0.6294289	0.8716062	0.9688411	0.2829426	0.0925848	0.4613643	0.8503882	0.0002448	0.9997383	0.1886079	0.6845660	0.3149469	0.5574217	0.9640483	0.3916011	0.8436276	0.4405238	0.3952832	0.4354297	0.4602800	0.9722197	0.7334268	0.4802909	0.2378034	0.0971280	0.3640603	0.5738035	0.8625360	0.1021967	0.0931028	0.5229478	0.9000721	0.1559432	0.4801268	0.7146176	0.9175088	0.3897174	0.4200333	0.9941121	0.4249735	0.5311579	0.5075194	0.4851659	0.9307332	0.4575395	0.3583265	0.4084834	0.4208117	0.2726094	0.5303070	0.2544712	0.0283321	0.0373822	0.7365424
