"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G93A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.5554445	0.2572280	0.0972457	0.1223448	0.5006199	0.2446582	0.5445309	0.8008259	0.3244115	0.5767532	0.9503664	0.9657445	0.9106926	0.6244386	0.8256502	0.9471238	0.0047641	0.0005606	0.9999999	0.0170391	0.5283543	0.8957681	0.4660206	0.8535252	0.0226179	0.8830027	0.2245070	0.8115877	0.0894826	0.9906294	0.0739351	0.4519056	0.3625606	0.6732432	0.7410350	0.7375660	0.0124273	0.0759555	1.0000000	0.1296761	1.0000000	0.6370622	0.2417517	0.7719471	0.2314985	0.6444291	0.9398156	0.4286295	0.7211188	0.9803591	0.8027853	0.3863921	0.2722572	0.0104597	0.7459568	0.0023898	0.7421288	0.0001372	0.8018220	0.7256063	0.5876731	0.9998005	0.8127420	0.7008040	0.9927954	0.8729521	0.5549971	0.5758772	0.5843496	0.3243813	0.0003020	0.9658284	0.2368701	0.9943007	0.7053563	0.8142569	0.8560205	0.4725385	0.3753660	0.4343770	0.3156896	0.9995653	1.0000000	0.3908038	0.1499668	0.3599839	0.7243273	0.0625161	0.0073645	0.2579844	0.1546352	0.3880570	0.9033576	0.0488007	0.0328769	0.8803015	0.0323140	0.8249365	0.1744145	0.6012992
50	0.5574965	0.2574193	0.0987152	0.1149043	0.3978310	0.2445810	0.5445295	0.8008336	0.3250421	0.5748437	0.9503945	0.9650155	0.9126950	0.6241868	0.8265170	0.9472407	0.1650149	0.0005601	0.9999516	0.1439739	0.5302908	0.9070866	0.6285714	0.7901935	0.0226179	0.8817018	0.3379901	0.8090731	0.0894781	0.9097307	0.0738265	0.4461001	0.3625363	0.6771573	0.7017036	0.8154471	0.2419515	0.2458841	1.0000000	0.1371271	1.0000000	0.6379330	0.2396633	0.8423398	0.2465547	0.6446939	0.9418055	0.3990720	0.4464017	0.9803674	0.8024927	0.4504685	0.2780234	0.0103659	0.7217791	0.0023758	0.7490440	0.0007066	0.7988985	0.7403081	0.5709512	0.9113418	0.8131577	0.7313790	0.9933335	0.8738661	0.5530732	0.6001671	0.5843079	0.6572848	0.0003167	0.8818991	0.2379651	0.9942956	0.6035722	0.8125599	0.8556092	0.4729675	0.3739519	0.4421968	0.3159016	0.9996598	0.5854860	0.3901690	0.1210262	0.3657256	0.7223625	0.1510446	0.0049562	0.1834464	0.1522379	0.3880534	0.9032214	0.0487004	0.0317403	0.7863096	0.0325647	0.7999096	0.1639884	0.6010170
100	0.5613315	0.2881997	0.1555295	0.0909826	0.3917218	0.2426018	0.5445205	0.8009417	0.3264881	0.5675241	0.9506665	0.9623350	0.9257692	0.6247759	0.8312216	0.9610970	0.2641535	0.0005531	0.9972180	0.2753482	0.5377846	0.9410821	0.7670842	0.6674808	0.0226180	0.8721480	0.4400745	0.7934840	0.0894437	0.8675002	0.0732986	0.4221514	0.3622259	0.6941641	0.6698922	0.8285409	0.5295423	0.3889809	1.0000000	0.1744251	1.0000000	0.6387842	0.2389284	0.9027361	0.2761570	0.6472086	0.9464984	0.4341691	0.1907082	0.9804512	0.8018574	0.5649319	0.3087120	0.0098437	0.7137316	0.0021096	0.7681785	0.0057712	0.7701820	0.7842187	0.5107349	0.8238172	0.8156059	0.7681349	0.9954028	0.8830022	0.5481215	0.6153076	0.5837355	0.8184497	0.0003528	0.7808439	0.2419252	0.9935263	0.4947060	0.8049255	0.8392272	0.4878676	0.3665489	0.4634946	0.3173933	0.9997914	0.2801523	0.3841034	0.1527891	0.3949471	0.7136940	0.2502897	0.0030660	0.1133906	0.1450666	0.3880071	0.9017979	0.0469772	0.0280588	0.6817283	0.0371250	0.6737099	0.1496762	0.5982467
150	0.5546921	0.4788036	0.2741611	0.0830663	0.4566328	0.2332225	0.5444754	0.8011094	0.3233594	0.5606323	0.9509269	0.9625144	0.9462512	0.6270583	0.8338412	0.9803691	0.2921529	0.0005425	0.9861876	0.3443442	0.5394770	0.9671071	0.8191030	0.5579896	0.0226185	0.8082236	0.4864860	0.7722515	0.0892386	0.8575277	0.0724843	0.4000051	0.3612507	0.7171231	0.6536078	0.7802199	0.7195011	0.4511128	1.0000000	0.2207317	1.0000000	0.6392143	0.2544466	0.9323245	0.2129327	0.6495850	0.9390043	0.5299538	0.0740403	0.9805727	0.8028214	0.6144773	0.3457641	0.0100913	0.7194169	0.0015158	0.7652553	0.0097894	0.7132310	0.8325534	0.4904999	0.7811110	0.8203901	0.7905843	0.9973671	0.8996504	0.5532400	0.6042078	0.5818552	0.8553490	0.0002941	0.7096969	0.2374479	0.9907356	0.4387517	0.8001577	0.8166366	0.5508263	0.3571270	0.4658612	0.3317020	0.9998782	0.1748751	0.3639036	0.2250194	0.4305141	0.7060836	0.3126897	0.0047885	0.0885689	0.1434871	0.3880489	0.9042811	0.0411266	0.0266161	0.6228018	0.0393492	0.5590620	0.1433980	0.5669727
200	0.5513763	0.6934264	0.3420335	0.0958803	0.5084967	0.2120024	0.5444394	0.8006938	0.3113337	0.5555502	0.9498243	0.9655425	0.9641720	0.6283838	0.8192768	0.9915202	0.2986382	0.0005392	0.9719189	0.3770660	0.5337717	0.9802329	0.8300059	0.4974948	0.0226200	0.5901347	0.5063718	0.7554784	0.0887307	0.8555066	0.0720914	0.3939837	0.3598797	0.7473047	0.6366643	0.7326006	0.8107312	0.4749592	1.0000000	0.2559484	1.0000000	0.6394013	0.2751231	0.9501893	0.1236842	0.6393809	0.9065757	0.6156159	0.0294996	0.9802922	0.8067358	0.5956811	0.3616601	0.0129201	0.7233913	0.0009360	0.7381064	0.0109308	0.6432422	0.8446330	0.4975286	0.7636942	0.8277774	0.8024759	0.9985170	0.9136811	0.5718944	0.5805740	0.5746728	0.8610450	0.0001879	0.6567614	0.2352577	0.9900576	0.4155751	0.8015638	0.8093030	0.6238123	0.3493719	0.4500456	0.3660779	0.9998534	0.1450311	0.3331939	0.2690884	0.4409096	0.7033502	0.3523269	0.0201625	0.0906458	0.1487007	0.3884998	0.9120900	0.0319276	0.0290523	0.5939098	0.0281783	0.5088810	0.1450121	0.4963540
250	0.5269985	0.8169133	0.3651969	0.1166058	0.5379271	0.1851569	0.5446538	0.7987987	0.2939859	0.5510092	0.9459525	0.9687002	0.9760585	0.6203484	0.7727281	0.9965388	0.3000075	0.0005452	0.9600896	0.3981310	0.5269346	0.9856513	0.8285766	0.4712269	0.0226223	0.3797144	0.5158593	0.7441858	0.0880728	0.8551401	0.0738704	0.4040434	0.3592145	0.7778536	0.6181352	0.7006094	0.8481664	0.4837725	1.0000000	0.2775844	1.0000000	0.6393913	0.2908998	0.9618366	0.0714112	0.6044246	0.8559160	0.6678242	0.0137318	0.9789685	0.8148085	0.5693481	0.3640601	0.0171509	0.7210348	0.0005478	0.7032279	0.0108055	0.5832267	0.8336288	0.5054943	0.7571378	0.8368275	0.8081756	0.9990759	0.9215498	0.5942103	0.5581923	0.5644904	0.8608738	0.0001107	0.6217634	0.2366455	0.9908099	0.4054460	0.8062918	0.8112832	0.6705450	0.3429187	0.4261810	0.3985456	0.9996607	0.1373150	0.3037735	0.2899036	0.4293496	0.7030662	0.3782099	0.0375622	0.1009738	0.1561774	0.3894588	0.9204620	0.0227794	0.0344204	0.5804865	0.0147443	0.4911828	0.1494925	0.4315946
300	0.4679864	0.8727383	0.3694563	0.1349120	0.5525339	0.1609906	0.5454526	0.7952303	0.2786631	0.5469467	0.9391343	0.9707790	0.9828656	0.5914241	0.6994139	0.9986177	0.3002816	0.0005568	0.9491429	0.4213369	0.5221225	0.9875621	0.8255095	0.4610834	0.0226246	0.2654954	0.5210566	0.7365778	0.0878210	0.8551599	0.0807902	0.4214031	0.3610679	0.7987910	0.6023556	0.6807178	0.8624212	0.4869879	1.0000000	0.2896381	1.0000000	0.6390991	0.3006925	0.9689160	0.0488400	0.5459657	0.8047099	0.6943788	0.0083442	0.9762362	0.8247057	0.5618732	0.3677848	0.0209815	0.7130337	0.0003358	0.6725480	0.0107183	0.5493055	0.8210740	0.5067170	0.7547756	0.8449116	0.8090821	0.9993249	0.9238142	0.6122644	0.5424343	0.5582463	0.8602564	0.0000714	0.5997788	0.2392406	0.9912578	0.3935431	0.8119000	0.8180241	0.6924683	0.3369163	0.4002100	0.4194071	0.9993897	0.1354244	0.2818991	0.3037231	0.4120685	0.7031160	0.3940813	0.0474358	0.1095546	0.1627481	0.3904897	0.9240788	0.0157726	0.0412328	0.5744254	0.0067857	0.4856089	0.1536064	0.3928499
350	0.4263215	0.8948288	0.3679864	0.1474277	0.5592766	0.1432342	0.5469688	0.7907635	0.2686888	0.5440954	0.9306509	0.9717889	0.9864323	0.5371899	0.6263483	0.9994528	0.3003349	0.0005689	0.9353888	0.4483503	0.5194283	0.9881126	0.8233383	0.4574021	0.0226267	0.2120361	0.5242382	0.7311335	0.0889985	0.8552878	0.0959076	0.4380414	0.3683984	0.8095986	0.5924504	0.6684059	0.8676639	0.4881557	1.0000000	0.2961271	1.0000000	0.6384328	0.3063680	0.9728910	0.0401188	0.4788436	0.7645496	0.7067061	0.0065318	0.9723153	0.8331661	0.5756620	0.3755390	0.0237681	0.7010835	0.0002365	0.6497104	0.0111758	0.5363066	0.8139722	0.5031857	0.7539426	0.8498310	0.8040304	0.9994271	0.9210958	0.6237419	0.5331290	0.5553962	0.8600272	0.0000562	0.5858095	0.2413912	0.9910985	0.3736685	0.8170554	0.8284231	0.6981865	0.3316408	0.3768827	0.4307467	0.9991303	0.1349771	0.2684427	0.3100266	0.3978178	0.7027013	0.4029908	0.0528653	0.1134351	0.1675279	0.3910957	0.9222780	0.0109971	0.0479259	0.5717005	0.0030487	0.4846553	0.1565558	0.3776479
400	0.4090736	0.9023498	0.3654438	0.1548068	0.5622257	0.1318039	0.5489959	0.7864592	0.2634242	0.5429976	0.9223532	0.9721129	0.9881922	0.4687371	0.5734074	0.9997842	0.3003452	0.0005786	0.9181328	0.4739688	0.5180975	0.9882118	0.8221365	0.4561127	0.0226290	0.1870859	0.5263764	0.7266391	0.0934898	0.8554314	0.1186330	0.4515088	0.3857912	0.8143285	0.5896264	0.6611875	0.8695641	0.4885792	1.0000000	0.2996501	1.0000000	0.6374008	0.3096688	0.9749928	0.0368315	0.4190575	0.7376855	0.7121624	0.0059280	0.9679107	0.8389341	0.6045855	0.3836930	0.0256589	0.6875531	0.0001978	0.6340290	0.0120374	0.5332293	0.8110148	0.5000611	0.7536440	0.8514154	0.7913143	0.9994624	0.9139395	0.6297031	0.5283185	0.5542998	0.8601473	0.0000519	0.5770305	0.2426500	0.9904470	0.3516698	0.8211460	0.8408213	0.6981249	0.3280599	0.3583552	0.4362400	0.9989007	0.1348739	0.2617592	0.3121534	0.3884447	0.7016369	0.4077120	0.0572813	0.1134334	0.1707066	0.3913315	0.9178658	0.0078488	0.0532899	0.5704613	0.0014230	0.4851892	0.1585064	0.3782652
