G17	G1	-
G2	G1	+
G8	G2	-
G36	G2	-
G15	G2	-
G3	G2	-
G33	G2	+
G9	G2	+
G49	G3	+
G34	G3	-
G48	G3	+
G37	G3	+
G8	G3	-
G14	G3	+
G4	G3	+
G18	G4	+
G5	G4	+
G21	G4	-
G34	G4	-
G21	G5	-
G4	G5	-
G6	G5	-
G19	G6	-
G7	G6	-
G19	G7	+
G18	G7	+
G21	G8	+
G22	G8	-
G10	G9	-
G20	G10	+
G19	G11	-
G20	G11	-
G18	G12	-
G49	G13	+
G48	G13	+
G17	G13	+
G17	G14	+
G16	G15	+
G17	G16	+
G35	G16	-
G18	G17	+
G19	G18	+
G11	G18	-
G12	G18	+
G16	G19	+
G20	G19	+
G21	G20	+
G22	G21	+
G34	G22	+
G10	G22	-
G22	G23	-
G19	G23	-
G9	G23	-
G24	G23	-
G36	G23	-
G20	G23	+
G4	G23	-
G12	G23	+
G16	G23	+
G25	G24	-
G6	G24	-
G23	G24	+
G16	G24	-
G8	G25	+
G11	G25	-
G26	G25	-
G4	G25	-
G21	G26	+
G6	G26	+
G31	G26	+
G27	G26	+
G12	G26	-
G39	G26	-
G28	G27	-
G25	G27	-
G10	G27	-
G17	G27	-
G29	G28	-
G26	G29	-
G18	G29	-
G30	G29	+
G31	G30	+
G33	G31	+
G24	G31	+
G39	G31	+
G38	G31	-
G6	G31	+
G28	G32	+
G3	G32	-
G33	G32	+
G8	G33	-
G34	G33	-
G35	G34	+
G8	G34	+
G22	G35	+
G19	G35	+
G17	G35	-
G11	G35	-
G8	G35	+
G36	G35	+
G20	G35	-
G37	G36	-
G4	G36	-
G38	G37	+
G16	G37	+
G31	G38	+
G39	G38	-
G16	G38	-
G42	G39	+
G18	G39	-
G24	G39	-
G25	G39	-
G36	G39	+
G41	G40	-
G34	G41	-
G19	G41	-
G42	G41	-
G32	G41	+
G20	G41	+
G18	G41	+
G8	G41	-
G43	G42	-
G25	G42	-
G18	G42	-
G20	G42	+
G26	G42	-
G19	G42	+
G44	G43	+
G45	G44	-
G37	G44	-
G30	G44	+
G46	G44	-
G46	G45	-
G30	G45	-
G40	G46	-
G16	G46	-
G38	G46	-
G10	G46	+
G23	G46	+
G47	G46	+
G26	G47	+
G42	G47	+
G25	G47	+
G48	G47	+
G49	G47	-
G12	G47	+
G18	G47	-
G49	G48	-
G50	G49	-
G19	G50	-
G26	G50	-
G18	G50	-
G20	G50	+
G21	G51	+
G1	G51	+
G26	G51	+
G13	G51	+
G38	G51	+
G39	G51	+
G50	G51	+
G6	G51	+
G28	G51	+
G47	G51	-
G11	G51	-
G45	G51	-
G17	G51	-
G15	G51	-
G42	G51	+
G29	G51	-
G5	G51	-
G30	G51	+
G17	G52	-
G47	G52	-
G1	G52	-
G15	G52	+
G11	G52	+
G30	G52	+
G26	G52	+
G29	G52	-
G36	G52	-
G35	G52	-
G13	G52	-
G6	G52	-
G42	G52	+
G39	G52	-
G28	G52	+
G11	G53	-
G39	G53	-
G36	G53	+
G17	G53	+
G28	G53	+
G15	G53	+
G3	G53	-
G30	G53	-
G29	G53	-
G47	G53	-
G6	G53	-
G26	G53	-
G35	G53	+
G42	G53	+
G13	G53	+
