"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G67A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.9758192	0.1603148	0.3824820	0.8310399	0.0697834	0.7924988	0.4618378	0.6207767	0.1598361	0.9096730	0.7374158	0.0259759	0.1830967	0.1104751	0.4932339	0.3384938	0.5995785	0.5638551	0.6587387	0.6720324	0.7914482	0.4700155	0.9374129	0.9982140	0.0045195	0.6772374	0.5126855	0.5882338	0.2968176	0.6011246	0.9672714	0.0258652	1.0544345	0.2645012	0.8787566	0.2080778	0.5665195	0.6047051	0.9558300	0.3421178	0.3096802	0.8363202	0.3455143	0.8463529	0.0374874	0.4466255	0.4666402	0.0485374	0.2227623	0.5962979	0.8653682	0.6676468	0.3476793	0.2304860	1.0917144	0.4758055	0.1185745	0.3091475	0.4329218	0.3783908	0.0132408	0.0498566	0.1367627	0.4120638	0.4191812	0.9931880	0.4412443	0.3177795	0.4364479	0.3092275	0.8091246	0.0446218	0.8661764	0.1754773	0.5431120	0.9491678	0.4044163	1.1073424	0.3587581	0.0897775	0.0961279	0.1518495	1.0179720	0.0811707	1.0121534	0.6422806	0.9124446	0.2810062	0.3027881	0.9966850	0.8864795	1.0546609	0.4785772	0.9135210	0.4116404	0.0462029	0.9322307	0.9288083	0.8426274	0.4302488
50	0.8498253	0.1204059	0.3565269	0.8020249	0.2438208	0.8181901	0.4554369	0.4293617	0.2079449	0.8358689	0.6818070	0.0130328	0.2030855	0.0627797	0.4800610	0.3986396	0.4965477	0.6193453	0.7033152	0.6008066	0.6973599	0.4887238	1.0204529	1.0786863	0.2493477	0.5414214	0.4015022	0.5821904	0.3875153	0.6255666	0.9888444	0.0213225	0.9475908	0.2432058	0.6874108	0.2475105	0.5059641	0.6903957	0.9975828	0.4138895	0.2386244	0.7726780	0.3537009	0.9014063	0.0359578	0.3522516	0.4519639	0.0627774	0.2326201	0.5807991	0.8660526	0.8641578	0.2552188	0.1957268	1.0718946	0.4800904	0.1585756	0.2734345	0.4144062	0.3033443	0.0077877	0.0657086	0.1648805	0.4725314	0.3964899	0.8548717	0.3285975	0.2685818	0.4880879	0.2812346	0.7867938	0.0498811	1.0189688	0.2471774	0.3746772	0.8143914	0.4560141	0.9738595	0.4808436	0.1188470	0.0896542	0.1857512	0.8753954	0.0550203	0.9914176	0.6490916	0.8326923	0.1784125	0.3025892	0.8757120	1.0111177	1.0632229	0.4783965	0.8441873	0.5329498	0.1239211	0.9747190	0.9520667	0.6649309	0.3991381
100	0.5111521	0.0912519	0.3688392	0.8434057	0.4742889	0.8234011	0.3782897	0.3108400	0.2021545	0.8954190	0.7151001	0.0037356	0.2415065	0.0304765	0.4636003	0.3278702	0.4517944	0.6093960	0.6852694	0.6215622	0.6725005	0.5722589	1.0047336	0.9619220	0.6446458	0.3782457	0.4462081	0.5522739	0.5391792	0.5728469	0.9829653	0.0505561	1.0203408	0.2502396	0.4037519	0.2938388	0.4855888	0.8483055	0.9291051	0.4064568	0.1246905	0.7871545	0.3156171	0.9531035	0.0402536	0.3483867	0.3958482	0.0481400	0.2420831	0.4696121	0.7205624	0.9138219	0.2664279	0.2168097	1.1036838	0.5016198	0.1497964	0.3255680	0.3738403	0.3459589	0.0047855	0.0357815	0.2509886	0.3748709	0.4466576	0.7483239	0.3421618	0.3248678	0.5600049	0.2834711	0.7580954	0.0408157	0.9512890	0.2714859	0.3187985	0.8472074	0.4375501	1.0060250	0.4767421	0.1311534	0.0733392	0.1673323	1.0030264	0.0662604	1.0160682	0.6585294	0.7758248	0.1940717	0.2750302	0.9298471	1.0189854	0.9675662	0.4394384	0.9573455	0.4748752	0.2902418	1.0106529	0.9497786	0.6325591	0.4845000
150	0.2326494	0.1021755	0.4775956	0.9618673	0.6071036	0.8752125	0.3907900	0.2545235	0.2339139	0.8210686	0.8714647	0.0006934	0.2368317	0.0115610	0.4113790	0.3512447	0.3447058	0.6282380	0.7421499	0.6067241	0.6831499	0.5628443	0.9688794	0.7527874	0.9099592	0.2567335	0.4453310	0.5813710	0.6087642	0.5110875	0.9762035	0.1224950	1.0613244	0.2449030	0.3201706	0.2490705	0.4382799	0.9239271	1.0048594	0.5824701	0.1125992	0.8609671	0.3257271	0.8961060	0.0296058	0.4650246	0.3666429	0.0506736	0.2362264	0.4444559	0.6969671	0.9440882	0.3129573	0.2734301	1.0788828	0.5033198	0.1376642	0.4306047	0.3910280	0.4305839	0.0077759	0.0187092	0.2265706	0.2836755	0.4935505	0.7785279	0.3822756	0.3087420	0.5146938	0.2434775	0.6980653	0.0282222	0.8811935	0.3201533	0.2500613	0.7777180	0.4620398	1.0270292	0.5628262	0.1164001	0.0894247	0.1498378	1.0378720	0.0976357	1.0903809	0.6258922	0.7136687	0.2714586	0.2011740	0.9480576	0.9723663	0.9470790	0.4553352	0.9123125	0.4456997	0.3628512	0.9363344	0.8872782	0.5325676	0.4876860
200	0.0813058	0.0915619	0.4933945	0.9334361	0.6637723	0.8897779	0.3627201	0.2242967	0.2256515	0.7352386	0.9029563	0.0029748	0.2290406	0.0067446	0.4401837	0.3823913	0.3164308	0.6487473	0.8764077	0.5327737	0.6554961	0.5468623	1.0331348	0.5806446	1.0075976	0.1464498	0.4903004	0.7317032	0.7044836	0.5459630	1.0058804	0.1316621	0.9768760	0.2581912	0.2930074	0.2335482	0.4707495	0.9624571	0.9441626	0.7118764	0.0953059	0.9256847	0.3398131	0.9518218	0.0409066	0.4242654	0.3384339	0.0503798	0.2555796	0.4414621	0.5918657	1.0129579	0.3704684	0.2273613	0.9696020	0.4832308	0.1792098	0.5056378	0.3590561	0.4410526	0.0190144	0.0096509	0.1864406	0.2773570	0.4373976	0.7029174	0.3989970	0.4331413	0.6176282	0.1872858	0.6530342	0.0246195	0.9801993	0.2931977	0.2953893	0.7985456	0.3421055	0.9426862	0.5993005	0.2007066	0.1109019	0.1413362	0.9953041	0.1300592	1.0228223	0.6090943	0.6881471	0.2016579	0.1116989	0.9670835	0.9932665	0.9635124	0.4633109	0.8757207	0.4472815	0.4397737	1.0081879	0.9262062	0.4789025	0.3946263
250	0.0357550	0.1070900	0.3607008	0.9525615	0.7878344	0.8020846	0.3331912	0.2248206	0.2540812	0.7442233	0.8137237	0.0024773	0.2460591	0.0015625	0.4295804	0.4154821	0.4466500	0.6276342	0.8394938	0.5898945	0.5843947	0.6547868	0.9561550	0.4653041	0.9589761	0.1063395	0.5063783	0.6823272	0.7425961	0.4952814	0.9326756	0.1825902	0.9646633	0.2936688	0.3025975	0.2640437	0.4378081	1.0028504	0.8117604	0.8312148	0.0766188	0.8543052	0.3478479	0.9586219	0.0306351	0.4908468	0.3049280	0.0525218	0.2071325	0.4233671	0.5373753	0.9358915	0.4033911	0.2637535	1.0103941	0.4412329	0.1731432	0.5668027	0.4126894	0.5019450	0.0094350	0.0042989	0.2212046	0.2322848	0.4156496	0.6997401	0.3295733	0.4068277	0.5510602	0.2344615	0.6308585	0.0277871	1.0065416	0.3385466	0.2951936	0.8921613	0.3050671	0.9455423	0.7029701	0.2208603	0.0920590	0.1107743	0.9899850	0.1857162	0.9613249	0.6859526	0.6046311	0.2189146	0.1234779	0.9112797	1.0146314	0.9685167	0.5805997	1.0766648	0.4251699	0.4448499	1.0441444	0.9856950	0.4898297	0.4153169
300	0.0151785	0.1283430	0.4798397	1.0350647	0.7754722	0.8338759	0.2978454	0.2728066	0.2627489	0.7566126	0.8068171	0.0006203	0.2312186	0.0037599	0.4065648	0.3868614	0.4453313	0.6507509	0.8395487	0.5787258	0.6001742	0.5952367	1.0395853	0.4490123	0.9528805	0.0775663	0.4688858	0.6830862	0.6630385	0.4453238	0.9567836	0.2381450	1.0410047	0.2698062	0.2688683	0.2581269	0.4976812	0.9178091	0.7833269	0.9223875	0.0406944	0.9380801	0.3462461	0.9937042	0.0321728	0.4111571	0.2288912	0.0470094	0.1914993	0.4276976	0.5493605	1.0161673	0.3270987	0.2921725	0.9869181	0.3617225	0.1982186	0.6002324	0.4014615	0.4869712	0.0053030	0.0037281	0.2238380	0.2615707	0.3980102	0.6734259	0.3697074	0.3414023	0.7463544	0.2724191	0.6252223	0.0561401	1.0058649	0.2646477	0.3640008	0.8155383	0.3830108	0.8766616	0.8354885	0.2589675	0.1130599	0.0948287	0.9679364	0.2194058	0.9097402	0.7049476	0.5314613	0.2288963	0.1225820	0.9005575	0.9572605	0.9271478	0.5832948	0.9665689	0.4898482	0.4705395	1.0973970	0.9407916	0.5326695	0.4711148
350	0.0118914	0.0918804	0.5266414	0.8920280	0.6842828	0.8288866	0.3657486	0.3573619	0.2870726	0.8050937	0.8649393	0.0005711	0.2157808	0.0009457	0.4076988	0.3738265	0.4682228	0.7195978	0.8002847	0.5497654	0.5635570	0.6333498	0.9961975	0.4550291	0.9159226	0.1032052	0.4793617	0.6650293	0.6436353	0.4796382	1.0479208	0.2542791	0.9760494	0.2395658	0.2225509	0.1946674	0.4775643	0.9063123	0.7846022	0.9032117	0.0320704	0.9835313	0.2711905	0.9415332	0.0430188	0.3017765	0.2520060	0.0407206	0.1744020	0.4246240	0.5635382	1.0938457	0.3015157	0.2789876	1.0308547	0.2677623	0.1568506	0.5800257	0.4723490	0.4691413	0.0014317	0.0187829	0.1835699	0.2384108	0.4328840	0.6747922	0.3794764	0.3990751	0.6890544	0.2036511	0.5752948	0.0493183	0.9977474	0.2499317	0.3341879	0.8025378	0.3504421	0.9784094	0.8643591	0.2408497	0.1170916	0.0874621	1.0010648	0.1961675	0.9765974	0.6464962	0.6039960	0.1745459	0.0993558	0.9394406	1.0424130	0.8365109	0.4940924	0.9655282	0.5105421	0.5066718	0.9674242	0.9704958	0.5005521	0.4078385
400	0.0054243	0.1082148	0.4751027	0.9836636	0.6303569	0.8996956	0.3700904	0.3296403	0.2998185	0.8367499	0.8456324	0.0043064	0.2100385	0.0015787	0.3999879	0.3715616	0.4674699	0.7715345	0.7916125	0.6318686	0.6199285	0.5584889	1.0008625	0.4771586	0.9595992	0.0861931	0.5008803	0.7383914	0.6887753	0.4979901	1.0590259	0.2910333	0.9301212	0.2345162	0.2503789	0.1918764	0.4027292	0.9423507	0.8963046	0.9303610	0.0321296	0.9266792	0.3124205	0.9842530	0.0531714	0.3028809	0.2266643	0.0459932	0.2066913	0.4156922	0.5835588	0.9863970	0.2829321	0.2731918	0.9431218	0.1945203	0.2044117	0.5190497	0.3990794	0.5084721	0.0026286	0.0169564	0.1893738	0.2715325	0.3744049	0.6609585	0.3963532	0.3403996	0.6659860	0.2459020	0.7052961	0.0417200	0.8118300	0.1778625	0.3329493	0.6696743	0.2854850	0.9796877	0.8383578	0.2438367	0.1479177	0.0783273	1.0900617	0.1561287	0.9551751	0.5934518	0.6744554	0.1730942	0.0809074	0.9570324	1.0119642	0.8749583	0.5225604	1.0079686	0.5090583	0.4420739	0.9461540	0.9622838	0.4977156	0.4250652
