"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G68A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.8466715	0.9278554	0.8350364	0.0173415	0.8966804	0.5939318	0.4563290	0.9947056	0.5449933	0.1752199	0.2132042	0.8762178	0.0544316	0.5135809	0.0154411	0.2987405	0.4587616	0.0444052	0.3075509	0.1620902	0.5391222	0.0212647	0.9542414	0.9877674	0.0098221	0.0525572	0.0285731	0.7746985	0.5822768	0.2106404	0.3694855	0.0034265	0.0227384	0.7549940	0.1815795	0.9904647	0.9907921	0.7426422	0.5929395	0.7588671	0.0356660	0.7978419	0.9062252	0.3566416	0.8173926	0.3179189	0.5839696	0.0974034	1.0000000	0.0546213	0.5371605	0.3076620	0.5070371	0.7507095	0.7822282	0.0318476	0.5151775	0.9589351	0.5353248	0.9759598	0.3440981	0.9241027	0.4219763	0.4857754	0.6041046	0.0582102	0.9147741	0.3577822	0.2010116	0.8308252	0.0004607	0.7314421	0.9932879	0.6669553	0.5424229	0.9585323	0.2334692	0.7373838	0.5231459	0.9501159	0.4300356	0.8926292	0.9096065	0.2982270	0.3765377	0.1916915	0.9864138	0.2541870	0.0585913	0.9693397	0.8964778	0.5151881	0.9525184	0.8775348	0.5684946	0.8352280	0.1562970	0.5316490	1.0000000	0.2363152
50	0.8467464	0.9278594	0.5685208	0.0183304	0.5571778	0.7130440	0.3440355	0.9947075	0.5004567	0.2022353	0.2129820	0.8825529	0.0577830	0.4543224	0.0154429	0.2984476	0.4587836	0.0562913	0.5619141	0.3681556	0.5391221	0.0212647	0.9546537	0.4626607	0.0099381	0.0414503	0.0285095	0.7893902	0.6503137	0.2106403	0.3658111	0.0524937	0.1663581	0.5751751	0.1795778	0.9906230	0.9909881	0.8025060	0.5554848	0.7560841	0.0342768	0.7991422	0.8761831	0.5405000	0.8169855	0.3182244	0.6792636	0.2106721	1.0000000	0.0546213	0.5177114	0.3165447	0.5042263	0.7496921	0.7849513	0.0321011	0.5156587	0.9607871	0.5318505	0.9678250	0.3443118	0.8357017	0.4628000	0.4781564	0.6172208	0.0534780	0.8973951	0.3577749	0.2037486	0.8253824	0.1197321	0.7582122	0.9946272	0.5749535	0.5346148	0.9597875	0.2316365	0.7373006	0.7011971	0.8995493	0.4299494	0.8905234	0.7733942	0.2898574	0.3776267	0.4670168	0.9864882	0.5001269	0.0582833	0.9737643	0.8888859	0.6268046	0.9530832	0.8728690	0.5765825	0.8352800	0.1601124	0.5079851	1.0000000	0.2343891
100	0.8481490	0.9274764	0.2872234	0.0246939	0.2489425	0.8505624	0.2443646	0.9947796	0.4213874	0.2348965	0.2091234	0.9098327	0.0742131	0.4047178	0.0153728	0.2935625	0.4589255	0.1381091	0.8049766	0.4421777	0.5391206	0.0212637	0.9556022	0.2653099	0.0149392	0.0319440	0.0275821	0.8382179	0.7360297	0.2106658	0.3448673	0.0845615	0.3113806	0.3396661	0.1704836	0.9919848	0.9916969	0.8533435	0.4189232	0.7345453	0.0280039	0.7893575	0.7738708	0.6664901	0.8086848	0.3207024	0.7491047	0.3386534	1.0000000	0.0546213	0.5047125	0.3810132	0.4564249	0.7418009	0.7967350	0.0326089	0.5187424	0.9695120	0.5227221	0.9167102	0.3643944	0.7173726	0.4727549	0.4474324	0.6786985	0.0485069	0.8314959	0.3576064	0.2255611	0.7342852	0.2629604	0.8458057	0.9961433	0.4946179	0.5029899	0.9630353	0.2241986	0.7447144	0.8550413	0.7824538	0.4343395	0.8731159	0.6553352	0.2862817	0.3859104	0.7344980	0.9864849	0.7292175	0.0563478	0.9767392	0.8663588	0.7281339	0.9531071	0.8312945	0.6712019	0.8351077	0.1547908	0.4000339	1.0000000	0.2210735
150	0.8520803	0.9251240	0.1400858	0.0347719	0.1135581	0.9295585	0.2165307	0.9951877	0.3504045	0.2535045	0.1990017	0.9394640	0.0943033	0.3859842	0.0149053	0.2820739	0.4594985	0.2671623	0.9184176	0.4578674	0.5391060	0.0212638	0.9521770	0.2281723	0.0366917	0.0284177	0.0256957	0.8771362	0.7894898	0.2107976	0.3148484	0.0957057	0.4249415	0.1837697	0.1602609	0.9937870	0.9923077	0.8663867	0.3248022	0.6897899	0.0208758	0.7543768	0.6950701	0.7034181	0.7810019	0.3261671	0.7757736	0.4083228	1.0000000	0.0546213	0.5149004	0.4780106	0.3488117	0.7306358	0.8115462	0.0317733	0.5237324	0.9778714	0.5156270	0.8920592	0.4500890	0.6349081	0.4518999	0.4152119	0.7181603	0.0431730	0.7823017	0.3557100	0.2626647	0.5041010	0.3558595	0.9149450	0.9944579	0.4634944	0.4723040	0.9592881	0.2171841	0.7892860	0.9263718	0.7239022	0.4503522	0.8426719	0.6062965	0.2860218	0.4049176	0.8631360	0.9856969	0.8339394	0.0531561	0.9700737	0.8648078	0.7675495	0.9486418	0.7601516	0.8149331	0.8327081	0.1381393	0.3247828	1.0000000	0.1954207
200	0.8573472	0.9198400	0.0755180	0.0430960	0.0640355	0.9671138	0.2324481	0.9959765	0.3057937	0.2599715	0.1866758	0.9602702	0.1081023	0.3847365	0.0138297	0.2694731	0.4607622	0.3757315	0.9628068	0.5043211	0.5390688	0.0212687	0.9468740	0.2154456	0.0791267	0.0281548	0.0239696	0.8970347	0.8148902	0.2111436	0.2893195	0.0993540	0.5214000	0.0983040	0.1532770	0.9951335	0.9925444	0.8515962	0.2949402	0.6354251	0.0157293	0.7059439	0.6602110	0.7068863	0.7427881	0.3330550	0.8307212	0.4387200	1.0000000	0.0546213	0.5311740	0.5629880	0.2473742	0.7222421	0.8247517	0.0303098	0.5280527	0.9814240	0.5109498	0.8923629	0.5788597	0.5842455	0.4295794	0.3928853	0.7202622	0.0390943	0.7614894	0.3447872	0.2985650	0.3092169	0.4493222	0.9514133	0.9913501	0.4556677	0.4494254	0.9542666	0.2139744	0.8485328	0.9562817	0.7120185	0.4669892	0.8139041	0.5893915	0.2856524	0.4288552	0.9155729	0.9821908	0.8739813	0.0499882	0.9422566	0.8855792	0.7769813	0.9418652	0.6967344	0.9037063	0.8268719	0.1226209	0.2847964	1.0000000	0.1663914
250	0.8624111	0.9127462	0.0480362	0.0466549	0.0471092	0.9833043	0.2652393	0.9968366	0.2849253	0.2592092	0.1762011	0.9730791	0.1138553	0.3949692	0.0123879	0.2598010	0.4624139	0.4405541	0.9794227	0.5906188	0.5390183	0.0212764	0.9426348	0.2029748	0.1336855	0.0292328	0.0229407	0.9053291	0.8233032	0.2117538	0.2735639	0.1010348	0.5846394	0.0555326	0.1498216	0.9961803	0.9924346	0.8206791	0.2945724	0.5868316	0.0121947	0.6638130	0.6506844	0.7007456	0.7132734	0.3392617	0.9107790	0.4504314	1.0000000	0.0546213	0.5606381	0.6273032	0.1772077	0.7181912	0.8384480	0.0290661	0.5301578	0.9806663	0.5079035	0.8926631	0.6879917	0.5541618	0.4118072	0.3813966	0.7100003	0.0374192	0.7644593	0.3126800	0.3272527	0.2030798	0.5305961	0.9679946	0.9890456	0.4595428	0.4229133	0.9562433	0.2126918	0.8920486	0.9693227	0.7177356	0.4759395	0.7888552	0.5838874	0.2862974	0.4489586	0.9360303	0.9735670	0.8908271	0.0477691	0.8963626	0.9107211	0.7765600	0.9360343	0.6456009	0.9463091	0.8192244	0.1130754	0.2593097	1.0000000	0.1426681
300	0.8665908	0.9057761	0.0356335	0.0453515	0.0412620	0.9897685	0.2978764	0.9975199	0.2794761	0.2553624	0.1687434	0.9807646	0.1138469	0.4132258	0.0109693	0.2537306	0.4640285	0.4695244	0.9860256	0.6730686	0.5389695	0.0212839	0.9393106	0.1902705	0.1843952	0.0304726	0.0225317	0.9079167	0.8233359	0.2125154	0.2669819	0.1031999	0.6171910	0.0352509	0.1491499	0.9970378	0.9920821	0.7866629	0.3014698	0.5512251	0.0097418	0.6368093	0.6513782	0.6945272	0.6994714	0.3437834	0.9623324	0.4546010	1.0000000	0.0546213	0.6029907	0.6760880	0.1342911	0.7175085	0.8526220	0.0282313	0.5298593	0.9773495	0.5062076	0.8884726	0.7513551	0.5362408	0.3979952	0.3774870	0.7031116	0.0374181	0.7776527	0.2618281	0.3510021	0.1557899	0.5791223	0.9756139	0.9879969	0.4685896	0.3949654	0.9626964	0.2116667	0.9164695	0.9757872	0.7260315	0.4783637	0.7711671	0.5819720	0.2880641	0.4622201	0.9441575	0.9608843	0.9000816	0.0467420	0.8550508	0.9293023	0.7743187	0.9321907	0.6037848	0.9651424	0.8128868	0.1083093	0.2405236	1.0000000	0.1271339
350	0.8697689	0.9002484	0.0298826	0.0407962	0.0389479	0.9921753	0.3227858	0.9979775	0.2821683	0.2509786	0.1638893	0.9852664	0.1109674	0.4354444	0.0098196	0.2504384	0.4654246	0.4769720	0.9889837	0.7257505	0.5389307	0.0212903	0.9365043	0.1799023	0.2227378	0.0313016	0.0224955	0.9079604	0.8201852	0.2131895	0.2668474	0.1066558	0.6325498	0.0259492	0.1506547	0.9976557	0.9916212	0.7588226	0.3075036	0.5281259	0.0081655	0.6234535	0.6543078	0.6912875	0.6969617	0.3466066	0.9853623	0.4560650	1.0000000	0.0546213	0.6446476	0.7117747	0.1091425	0.7186006	0.8642557	0.0277290	0.5278196	0.9728712	0.5056545	0.8836945	0.7813034	0.5252651	0.3882211	0.3769139	0.7026516	0.0379437	0.7894070	0.2100947	0.3711054	0.1385718	0.5999506	0.9794276	0.9877297	0.4769444	0.3741046	0.9687045	0.2109919	0.9282038	0.9791330	0.7322398	0.4777552	0.7626007	0.5811216	0.2904632	0.4698628	0.9475050	0.9478060	0.9052580	0.0466666	0.8280965	0.9393948	0.7728689	0.9300034	0.5731677	0.9729443	0.8094654	0.1061863	0.2274679	1.0000000	0.1187167
400	0.8720276	0.8965248	0.0273976	0.0350607	0.0377260	0.9930152	0.3389633	0.9982582	0.2880756	0.2472227	0.1608870	0.9878663	0.1073290	0.4574158	0.0090048	0.2489052	0.4665201	0.4741396	0.9904271	0.7541469	0.5389031	0.0212956	0.9343130	0.1725829	0.2499423	0.0316359	0.0226234	0.9070545	0.8164887	0.2135899	0.2703417	0.1109034	0.6407111	0.0217413	0.1538250	0.9980669	0.9911800	0.7401301	0.3112817	0.5138287	0.0072421	0.6185594	0.6563530	0.6905084	0.6993857	0.3481511	0.9943074	0.4566455	1.0000000	0.0546213	0.6761231	0.7359081	0.0944130	0.7203278	0.8720797	0.0274471	0.5250061	0.9682859	0.5058353	0.8803635	0.7956914	0.5183517	0.3821046	0.3771765	0.7067018	0.0383984	0.7967432	0.1696311	0.3872818	0.1371536	0.6021405	0.9816490	0.9877760	0.4824377	0.3615967	0.9726428	0.2107064	0.9330202	0.9807780	0.7359826	0.4763461	0.7597063	0.5806066	0.2930396	0.4739792	0.9489138	0.9371201	0.9078230	0.0471481	0.8127838	0.9429241	0.7724727	0.9288456	0.5541991	0.9760257	0.8083366	0.1052843	0.2197033	1.0000000	0.1152149
