G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.2491308	0.5862038	0.6344827	0.1617552	0.3665666	0.1163555	0.1895828	0.2607258	0.4431217	0.3438626	0.6053401	0.0078432	0.5505365	0.1031329	0.0001566	0.3252651	0.0042361	0.5258821	0.1754840	0.0862790	0.2020376	0.5638195	0.3265585	0.3625082	0.2792016	0.0007180	0.0357602	0.1561709	0.0366431	0.2944787	0.0213915	0.2423075	0.6736929	0.2822340	0.3051690	0.4987120	0.6325757	0.6629320	0.5050474	0.1814535	0.5072725	0.1378727	0.5519087	0.5247705	0.0169976	0.1155824	0.4184151	0.6751205	0.7120698	0.0197451	0.6879878	0.2734941	0.6559757	0.2905664	0.2842818	0.0804141	0.0649702	0.1532415	0.4241873	0.1444762	0.0715756	0.0201066	0.2008682	0.0081005	0.4389231	0.2960617	0.6512503	0.3671277	0.4348904	0.3976524	0.2164402	0.0329110	0.4250635	0.4171265	0.0005972	0.6576079	0.1956797	0.2570257	0.4291105	0.0036817	0.3135183	0.4583723	0.2762179	0.5768135	0.5662562	0.1929219	0.4483285	0.4747790	0.6109007	0.5536827	0.4637273	0.1975500	0.5684785	0.1151379	0.0461590	0.5589770	0.4789386	0.2661966	0.2402230	0.5851238
0.3354141	0.2162529	0.5449066	0.2033569	0.3507999	0.0959626	0.2979425	0.2971552	0.5455669	0.4242667	0.7063466	0.1276769	0.4984962	0.1114784	0.0737693	0.5243323	0.3217799	0.0019443	0.0031349	0.0007311	0.2778304	0.4006421	0.6096693	0.1140201	0.1702610	0.0012556	0.0190061	0.0000953	0.1152860	0.0221512	0.0399602	0.0005315	0.1088859	0.3011037	0.2947080	0.7022417	0.5855740	0.0095657	0.0486420	0.2726845	0.5491986	0.4015937	0.5915871	0.5383548	0.2059846	0.1508687	0.6792081	0.4454911	0.4984572	0.4138207	0.6115885	0.2989429	0.2857395	0.1653363	0.0000061	0.3939454	0.0692437	0.0870246	0.2669194	0.4641879	0.0452048	0.4032416	0.1239197	0.0072340	0.4361885	0.3254997	0.3227874	0.1245909	0.3374313	0.2886998	0.1130134	0.2257038	0.3842630	0.3321399	0.2823964	0.6134308	0.5766836	0.6473878	0.3719093	0.0146807	0.3957971	0.5601633	0.3586116	0.3705498	0.5695119	0.0615930	0.4630964	0.1067410	0.6369223	0.3681267	0.5337554	0.2059188	0.4974869	0.0905511	0.4724528	0.4924895	0.4525748	0.2931878	0.5736685	0.4987997
0.3517892	0.3668002	0.4130909	0.3899750	0.1163800	0.0008210	0.1401402	0.0900582	0.4575297	0.1841487	0.3488473	0.4286364	0.3981463	0.0720852	0.1568173	0.5882495	0.1509561	0.0003865	0.3473464	0.4525878	0.2586815	0.2485302	0.1719164	0.5387018	0.4854732	0.4458978	0.2653888	0.0000048	0.0591813	0.0632842	0.2329964	0.1962661	0.6146289	0.4987266	0.3706660	0.1514274	0.2781844	0.1225565	0.1473161	0.3474600	0.5142421	0.3207079	0.2471609	0.4507169	0.0071827	0.0617463	0.4353590	0.5030107	0.4706058	0.5808843	0.6857197	0.2531505	0.6247187	0.3370402	0.0651703	0.3244491	0.1082639	0.0557040	0.3426104	0.0257227	0.0171259	0.1679263	0.2129271	0.2849890	0.4591634	0.0637983	0.3553300	0.4576471	0.2547180	0.4311578	0.1258822	0.0465821	0.1493820	0.2084617	0.0344305	0.3163588	0.1245158	0.3689512	0.4484611	0.0004129	0.1654675	0.4774652	0.4608062	0.4043151	0.6044038	0.3592049	0.2082388	0.3801668	0.1669021	0.5091317	0.3904644	0.1438016	0.5682821	0.2975526	0.1131749	0.6164926	0.5709830	0.1474611	0.3109232	0.5464017
0.1303189	0.1948130	0.4748593	0.0041907	0.2945606	0.1106864	0.1755294	0.2170702	0.5971701	0.2899436	0.6300318	0.4155512	0.4071681	0.1297653	0.0124846	0.7203154	0.0000156	0.0000387	0.0172769	0.0008298	0.2014645	0.4652099	0.5182772	0.2245343	0.2504816	0.0000006	0.0259261	0.0025342	0.2878902	0.0050140	0.4344540	0.0430356	0.2294808	0.0034838	0.3913882	0.6290827	0.6385079	0.4266641	0.1032450	0.2208468	0.4945767	0.4623373	0.5738567	0.2390613	0.3382761	0.0973450	0.5694887	0.0196336	0.0576395	0.0410246	0.6007235	0.5425564	0.4646515	0.5806491	0.0000272	0.1270297	0.0481468	0.2372244	0.3837228	0.1344194	0.3812274	0.3132831	0.4066945	0.0061109	0.3125955	0.3972367	0.5533217	0.1337325	0.4158637	0.5162458	0.2890543	0.1640342	0.3305916	0.4516073	0.3542523	0.4506421	0.3028127	0.6585456	0.3040439	0.0005013	0.3084798	0.3502107	0.5669081	0.3924537	0.5571973	0.0429831	0.5112556	0.3411460	0.6448954	0.6666457	0.4215133	0.3522306	0.6025758	0.0028784	0.1885821	0.3493681	0.3307863	0.5590695	0.4259084	0.4940839
0.5012191	0.0798830	0.4100646	0.5436028	0.1700990	0.1773838	0.0581315	0.1197230	0.8943286	0.3201883	0.6039277	0.1607874	0.5008092	0.1500674	0.2777396	0.6774240	0.1156019	0.6884225	0.3591642	0.2674992	0.2153831	0.0825372	0.3386681	0.4930147	0.6007596	0.4912704	0.3999144	0.3353153	0.1284521	0.2819503	0.1047620	0.1953479	0.6424003	0.2699439	0.0687165	0.4284685	0.4508165	0.5222510	0.2606879	0.1883343	0.5470898	0.5213029	0.1726955	0.5461281	0.1943870	0.4654607	0.3898778	0.0305714	0.0916541	0.4139710	0.5217867	0.1588857	0.6113347	0.0415861	0.0948887	0.0214132	0.1541656	0.3135806	0.4980567	0.1214734	0.0552783	0.5142744	0.5784709	0.0022575	0.5815967	0.1288302	0.2753115	0.5266231	0.4909888	0.4029386	0.0187379	0.1013245	0.2613660	0.4411290	0.1827041	0.0724818	0.4040183	0.1927972	0.4927809	0.0011006	0.2877844	0.5186027	0.1175509	0.3632943	0.4384324	0.0512463	0.4219517	0.5334720	0.3513081	0.2770664	0.5518487	0.3419120	0.5705077	0.2648792	0.0174568	0.5394869	0.3317740	0.2643580	0.4804984	0.2389509
0.4922428	0.4488848	0.7451215	0.3173140	0.2701590	0.0077483	0.2437572	0.2598750	0.3248591	0.4286472	0.5289487	0.2486919	0.5537377	0.0001397	0.0078254	0.7151437	0.0663981	0.0553125	0.1782437	0.0340574	0.2811275	0.0827431	0.2626821	0.4038220	0.5103632	0.1463937	0.0000004	0.0001526	0.0331667	0.0458243	0.1327556	0.0000458	0.5858755	0.3076573	0.4969237	0.6504375	0.5186802	0.5699454	0.3010777	0.2104519	0.4703655	0.4153536	0.5640562	0.5528445	0.3810438	0.2974279	0.3418022	0.4842012	0.6328039	0.3665987	0.3182381	0.1478204	0.4864716	0.0199941	0.0000026	0.3435399	0.2354194	0.3973450	0.4074826	0.1269355	0.0011172	0.3334753	0.1734620	0.2761215	0.1986933	0.1856529	0.3679760	0.3271303	0.4391122	0.1567706	0.0844254	0.1040984	0.5614935	0.1600060	0.0672108	0.2771068	0.2410347	0.4842215	0.3022772	0.0028811	0.5009886	0.2735578	0.3903133	0.1758606	0.6340026	0.1209502	0.6163147	0.4488086	0.4825160	0.4565016	0.5455263	0.0041180	0.6477119	0.2632745	0.5754040	0.3736380	0.5219789	0.2638409	0.3840519	0.3652593
0.3249696	0.4161480	0.1588407	0.0227170	0.3230166	0.1071890	0.1545703	0.3205590	0.4701351	0.2365346	0.6054954	0.2236217	0.3114148	0.2108511	0.4275184	0.5755182	0.0010495	0.5426053	0.0429376	0.0600237	0.3836395	0.3631640	0.2434547	0.5183214	0.3899413	0.2862963	0.0225721	0.1998245	0.0812210	0.2009315	0.0292353	0.2954084	0.2223339	0.0912863	0.2924647	0.7346945	0.4659040	0.5881573	0.6219113	0.2096175	0.4827353	0.4702896	0.3633269	0.2913885	0.0183481	0.2178695	0.5658741	0.6155441	0.6535705	0.2967804	0.5480872	0.2899922	0.3708752	0.4828830	0.0000236	0.1586871	0.1003876	0.4325720	0.3587059	0.1545761	0.2218991	0.0319328	0.0003674	0.0556501	0.1807303	0.1014668	0.2091429	0.4381540	0.5311809	0.3954958	0.0309556	0.1121107	0.4155645	0.2171906	0.0010272	0.2988573	0.1795858	0.6639058	0.3102959	0.0045169	0.2441335	0.2946318	0.5493827	0.5267993	0.5284515	0.5032736	0.4413269	0.1001308	0.5205491	0.5188130	0.1062910	0.0764548	0.5771024	0.0077586	0.1295976	0.5200790	0.5186377	0.5587711	0.5514214	0.2081320
0.5029369	0.7418740	0.5226222	0.0793804	0.2784441	0.1251440	0.3159262	0.3536585	0.4593951	0.2877698	0.6538588	0.2036761	0.4011966	0.0386211	0.0442930	0.6635675	0.1504280	0.0506452	0.0729499	0.0412174	0.0988431	0.6149429	0.2678284	0.5884086	0.1296223	0.0280678	0.1552679	0.0002637	0.0017783	0.1499885	0.0063119	0.0260010	0.5672719	0.3194961	0.3894811	0.2927664	0.3681907	0.0052013	0.0383304	0.2742569	0.4555411	0.4236027	0.2573762	0.5906375	0.0379988	0.0886927	0.5092453	0.4368667	0.3995471	0.1736442	0.6503535	0.1149019	0.5251226	0.2835625	0.1024426	0.1143890	0.0011633	0.0944348	0.3247377	0.3053075	0.6247338	0.0300026	0.0199230	0.1511151	0.2232095	0.1081094	0.4836382	0.0906765	0.5924762	0.6298545	0.0598246	0.1350265	0.1173675	0.2563132	0.1565019	0.2743641	0.5001773	0.0753390	0.2496110	0.0102451	0.1273013	0.5260924	0.6035731	0.4340379	0.7175714	0.1799966	0.3999424	0.1235618	0.6238441	0.3798110	0.5004991	0.0244207	0.5786837	0.0492363	0.5125090	0.6207198	0.6330652	0.3318857	0.5971296	0.2161075
0.5003103	0.0543768	0.5241381	0.5390868	0.3349762	0.0989561	0.0854155	0.0943916	0.5962908	0.2957681	0.6521951	0.1336586	0.4505067	0.2564643	0.4229345	0.0484802	0.2108752	0.5794297	0.3972950	0.3437027	0.2997628	0.1243453	0.3242462	0.5829163	0.5412930	0.4413326	0.3556400	0.4207948	0.5747407	0.5993600	0.1266895	0.2853501	0.3821470	0.6410301	0.2503071	0.4797508	0.4993584	0.5758459	0.4923761	0.3510426	0.2067172	0.1450298	0.5439516	0.4626435	0.0453123	0.2522550	0.3826424	0.1195424	0.1280476	0.2541458	0.4478318	0.5276009	0.6267439	0.0513140	0.0709430	0.0082143	0.1689086	0.4615003	0.3568681	0.0803755	0.4493548	0.1871008	0.2945247	0.0358732	0.3227070	0.2551389	0.2910703	0.3757376	0.5720497	0.4773720	0.2300600	0.0033473	0.4434775	0.2938661	0.0364499	0.1628772	0.2527470	0.3836241	0.5235701	0.1021330	0.1613701	0.6064854	0.3704601	0.3930765	0.4796327	0.0757750	0.2256430	0.3234401	0.3512664	0.3164285	0.3735403	0.2720690	0.4468162	0.1750591	0.0917101	0.4889811	0.1253756	0.2836656	0.1358802	0.2349220
0.2952309	0.1953438	0.4373535	0.4402610	0.1865790	0.1209973	0.1613809	0.2428380	0.5892894	0.2882498	0.5986543	0.3361442	0.2220272	0.2383157	0.3916341	0.7450199	0.3098266	0.0001863	0.4325167	0.3668737	0.3788774	0.0846909	0.2164127	0.4242729	0.4891345	0.5661832	0.3562001	0.0011368	0.2022256	0.1040677	0.0000936	0.0014131	0.5762170	0.1666265	0.0821616	0.1788206	0.2600942	0.1831914	0.1368297	0.4290276	0.6067488	0.4227256	0.3735859	0.5323907	0.1754934	0.1376744	0.4192697	0.4046770	0.5213816	0.5412570	0.5627188	0.3290282	0.5447038	0.2796351	0.1404948	0.1224376	0.0002140	0.1573760	0.4711719	0.1056686	0.1157625	0.2320547	0.1194571	0.1685276	0.2709071	0.0216479	0.4452380	0.6363799	0.4613996	0.1660614	0.2111630	0.0021385	0.4892291	0.0317616	0.0906841	0.5094050	0.1150065	0.5802314	0.3705988	0.0009445	0.4571797	0.3461922	0.6784795	0.4536922	0.2989133	0.0670443	0.2834792	0.5030505	0.3780784	0.3082006	0.4556899	0.2345030	0.3473687	0.0677430	0.2691195	0.7905189	0.6226608	0.4901699	0.1895653	0.3678522
