G46	G1	-
G2	G1	-
G12	G1	-
G6	G1	+
G47	G1	+
G32	G1	+
G35	G1	-
G3	G2	-
G32	G2	-
G16	G2	-
G19	G2	-
G4	G3	-
G19	G3	-
G2	G3	-
G5	G4	+
G17	G4	-
G17	G5	-
G16	G5	-
G50	G5	-
G19	G6	-
G20	G6	-
G8	G7	+
G18	G8	-
G17	G9	+
G18	G9	+
G16	G10	-
G47	G11	-
G46	G11	-
G15	G11	+
G15	G12	+
G14	G13	-
G15	G14	-
G33	G14	-
G16	G15	+
G17	G16	+
G9	G16	+
G10	G16	+
G14	G17	-
G18	G17	-
G19	G18	-
G20	G19	+
G32	G20	-
G8	G20	+
G10	G21	+
G17	G21	+
G22	G21	+
G2	G21	+
G7	G21	-
G20	G21	-
G34	G21	-
G18	G21	+
G14	G21	+
G14	G22	-
G21	G22	-
G4	G22	-
G23	G22	+
G2	G23	-
G6	G23	-
G9	G23	+
G24	G23	+
G4	G24	-
G25	G24	-
G10	G24	-
G37	G24	-
G19	G24	+
G29	G24	+
G8	G25	+
G15	G25	+
G50	G25	+
G26	G25	-
G23	G25	+
G27	G26	-
G28	G27	-
G24	G27	-
G16	G27	-
G29	G28	-
G36	G29	+
G4	G29	+
G37	G29	-
G22	G29	+
G31	G29	-
G31	G30	-
G1	G30	-
G26	G30	-
G32	G31	+
G6	G31	+
G6	G32	+
G33	G32	+
G18	G33	-
G34	G33	-
G20	G33	+
G17	G33	+
G6	G33	-
G9	G33	-
G15	G33	+
G2	G34	+
G35	G34	-
G36	G35	+
G14	G35	-
G37	G36	-
G29	G36	+
G14	G36	-
G40	G37	+
G34	G37	+
G16	G37	+
G23	G37	-
G22	G37	+
G39	G38	-
G17	G39	+
G16	G39	-
G32	G39	-
G18	G39	-
G6	G39	-
G30	G39	+
G40	G39	+
G23	G40	+
G17	G40	-
G41	G40	-
G18	G40	-
G16	G40	-
G24	G40	-
G42	G41	+
G28	G42	+
G44	G42	+
G35	G42	-
G43	G42	+
G44	G43	+
G28	G43	-
G14	G44	+
G36	G44	+
G38	G44	+
G21	G44	+
G45	G44	+
G8	G44	+
G50	G44	+
G10	G45	-
G16	G45	+
G24	G45	+
G47	G45	+
G40	G45	-
