"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3456970	0.6495224	0.9491117	0.1796151	0.4298729	0.4402325	0.7740917	0.1716207	0.6920412	0.1805906	0.9999999	0.8752298	0.8629584	0.2284428	0.1226305	0.0757492	0.7414882	0.2752795	0.0950278	0.1866523	0.3973601	0.7016828	0.1829161	0.7758053	0.5930522	0.1184218	0.3398458	0.1379680	0.7144011	0.1008926	0.2585416	0.2520832	0.9762815	0.3097035	0.1907592	0.9514232	0.7426367	0.4554677	0.9656744	0.4015540	0.6453460	0.9976202	0.0652109	0.0176095	0.7503448	0.9923682	0.9632432	0.0538345	0.2029105	0.9999982	0.8259380	0.0170412	0.8043478	0.9622088	1.0000000	0.7966370	0.9957904	0.0185690	0.2888772	0.1728467	0.8730501	0.3915506	0.0062837	0.0157325	0.5706195	0.9252040	0.6782608	0.0055896	0.9443941	0.2138616	0.1840585	0.5129896	0.5931592	0.0797955	0.0042938	0.8463396	0.9826473	0.0148048	0.1507908	0.1114416	0.6207979	0.8143489	0.7984881	0.1231363	0.0558423	0.1722337	0.9970747	0.4314668	0.8551344	0.1835584	0.2541993	0.1262273	0.5205270	0.9980960	0.0069272	0.0667663	0.9995608	0.5834863	0.8205717	0.7485692
50	0.3466653	0.6677949	0.9630809	0.1719983	0.2970578	0.3088782	0.7739061	0.1445749	0.6206722	0.5354751	0.7081932	0.4791479	0.8969500	0.2284349	0.1225939	0.0753075	0.7398733	0.2604359	0.1010360	0.3503026	0.5883819	0.7190630	0.2625133	0.7797242	0.5760287	0.1428212	0.2158253	0.1403234	0.6534134	0.1001841	0.2482079	0.2712340	0.9768941	0.3088303	0.1996176	0.9516384	0.7426365	0.4554584	0.9657755	0.2450946	0.4842784	0.9974258	0.0652109	0.0176010	0.7503240	0.9936641	0.9656584	0.0327308	0.2029105	0.9999985	0.8350457	0.0170541	0.7785640	0.9635083	1.0000000	0.7996883	0.9970086	0.0178471	0.2937888	0.1710620	0.8616101	0.3977491	0.0075312	0.0150886	0.5700380	0.9285839	0.6782637	0.0048869	0.5211888	0.2287353	0.1872800	0.5164945	0.7481737	0.5825883	0.0034136	0.8463398	0.9900739	0.2166100	0.1498831	0.1256224	0.6828080	0.8139410	0.7494584	0.0777836	0.0404303	0.2312518	0.9243801	0.4249507	0.7419527	0.1841778	0.2656655	0.1146619	0.5159677	0.8085751	0.0081369	0.0873142	0.8050117	0.5725125	0.8199667	0.7563509
100	0.3498265	0.6473063	0.9797348	0.1524380	0.1590065	0.1576406	0.7717495	0.1512719	0.4143424	0.8218579	0.4242365	0.2116859	0.9405942	0.2239665	0.1220761	0.0639168	0.7045062	0.2078389	0.1488586	0.5730163	0.7409004	0.7097250	0.3722593	0.7989797	0.5519727	0.1689987	0.0923489	0.1617872	0.5624524	0.0881089	0.1955492	0.2865332	0.9791510	0.3172338	0.2971727	0.9545018	0.7426321	0.4552657	0.9673665	0.1713362	0.3950252	0.9940024	0.0652107	0.0175020	0.7502009	0.9954426	0.9583382	0.0152740	0.2029104	0.9999992	0.8836975	0.0172635	0.7619978	0.9684725	1.0000000	0.8155589	0.9982769	0.0181356	0.3216405	0.1946582	0.7781912	0.4123506	0.0356831	0.0139630	0.5721834	0.9331222	0.6783107	0.0024216	0.1947914	0.2931513	0.2199131	0.5410421	0.8926481	0.8490365	0.0023464	0.8463684	0.9946508	0.3903999	0.1470621	0.1965452	0.7534212	0.8115540	0.6809957	0.0440626	0.0354346	0.2998457	0.8314435	0.4008213	0.5588329	0.1865131	0.3070720	0.0920598	0.4876328	0.7279909	0.0182605	0.1116629	0.6327804	0.5160430	0.8179535	0.7951900
150	0.3509049	0.6080638	0.9895995	0.1383003	0.0873754	0.0709982	0.7685864	0.1887452	0.2433575	0.9450447	0.2867685	0.1294949	0.9687791	0.1967798	0.1187297	0.0395415	0.6200088	0.2172535	0.2277768	0.7286284	0.7970571	0.6968738	0.4840740	0.8242755	0.5355653	0.1047000	0.0351646	0.2203493	0.4827668	0.0631803	0.1369716	0.2948491	0.9787526	0.3675138	0.4513674	0.9604995	0.7426119	0.4547525	0.9704024	0.1641138	0.3581857	0.9930315	0.0652095	0.0172077	0.7500229	0.9966754	0.9448423	0.0083237	0.2029101	0.9999997	0.9404084	0.0181488	0.7635104	0.9737180	1.0000000	0.8399934	0.9989420	0.0180846	0.3853446	0.2569186	0.6962130	0.4031985	0.1652817	0.0111364	0.5892283	0.9066144	0.6783835	0.0010058	0.0667742	0.3522507	0.3182431	0.5877671	0.9593343	0.9308845	0.0017431	0.8465135	0.9959089	0.4631815	0.1445510	0.2706642	0.7841367	0.8070639	0.5851104	0.0308902	0.0403886	0.3273779	0.7716042	0.3811094	0.3847090	0.1890827	0.3431877	0.0535316	0.4529114	0.7104236	0.0326149	0.1282310	0.5561034	0.4602100	0.8151445	0.8473225
200	0.3515253	0.5868916	0.9941796	0.1306696	0.0573048	0.0298954	0.7750138	0.2212576	0.1431955	0.9822749	0.2302517	0.1069488	0.9837219	0.1585022	0.1128102	0.0215983	0.6160943	0.3044579	0.2945005	0.8184274	0.8133963	0.7025654	0.5957538	0.8438849	0.5290309	0.0447018	0.0142921	0.3205893	0.4128505	0.0435405	0.1022300	0.3066159	0.9718487	0.4417539	0.5538800	0.9667719	0.7425869	0.4541897	0.9707097	0.1658156	0.4067479	0.9967303	0.0652063	0.0168800	0.7498574	0.9973699	0.9121201	0.0060157	0.2029098	0.9999999	0.9744479	0.0200736	0.7719329	0.9770427	1.0000000	0.8665126	0.9992603	0.0125224	0.4693467	0.3242000	0.6589437	0.3763215	0.3105661	0.0066675	0.6182813	0.8666690	0.6783174	0.0005183	0.0222608	0.3744599	0.4567354	0.6360763	0.9853731	0.9551762	0.0015095	0.8467872	0.9962429	0.4895095	0.1429286	0.3195795	0.7803921	0.8019565	0.4329625	0.0257876	0.0432593	0.3225053	0.7397457	0.3715857	0.2526535	0.1919622	0.3630962	0.0275775	0.4445322	0.7069106	0.0478377	0.1441530	0.5101013	0.4317321	0.8108937	0.8905403
250	0.3458439	0.5790819	0.9957796	0.1268957	0.0463035	0.0120693	0.7981461	0.2397666	0.0926529	0.9924478	0.2077341	0.0972103	0.9910655	0.1521972	0.1073280	0.0125449	0.7151048	0.4007796	0.3365567	0.8654051	0.8189660	0.7212167	0.6842266	0.8543779	0.5283428	0.0170538	0.0068091	0.4541059	0.3477743	0.0336089	0.0869334	0.3351577	0.9578040	0.5048589	0.5939977	0.9715564	0.7425667	0.4537809	0.9653134	0.1546105	0.4956514	0.9989042	0.0652020	0.0166633	0.7497314	0.9975900	0.8447736	0.0053079	0.2029097	0.9999999	0.9895419	0.0229948	0.7895505	0.9765364	1.0000000	0.8919925	0.9994332	0.0069944	0.5301707	0.3726638	0.6451444	0.3467805	0.4046295	0.0036291	0.6499502	0.8412537	0.6779581	0.0003585	0.0073817	0.3450016	0.5713767	0.6703194	0.9948724	0.9625412	0.0015328	0.8471005	0.9963546	0.4991633	0.1419987	0.3502713	0.7633075	0.7983034	0.2827637	0.0237589	0.0454528	0.3137763	0.7242659	0.3679627	0.1665098	0.1971132	0.3705234	0.0161837	0.4622907	0.7065837	0.0626324	0.1627005	0.4453223	0.4246695	0.8021296	0.9137729
300	0.3316147	0.5765642	0.9963007	0.1250880	0.0426786	0.0047342	0.8285969	0.2482977	0.0691504	0.9953135	0.1979571	0.0902605	0.9947335	0.1996128	0.1036626	0.0086574	0.8201209	0.4692270	0.3597185	0.8885957	0.8228413	0.7406394	0.7369537	0.8579684	0.5299329	0.0071183	0.0034218	0.5994450	0.2944026	0.0294684	0.0811473	0.3905286	0.9391894	0.5440824	0.5940587	0.9746419	0.7425525	0.4535383	0.9556793	0.1327212	0.5477645	0.9996069	0.0651978	0.0165540	0.7496635	0.9972572	0.7549426	0.0050997	0.2029096	0.9999999	0.9954282	0.0271371	0.8153989	0.9714614	1.0000000	0.9148259	0.9995457	0.0036954	0.5740933	0.4048822	0.6403089	0.3203836	0.4546916	0.0021455	0.6780691	0.8297250	0.6772597	0.0002350	0.0024911	0.2732442	0.6189825	0.6897531	0.9982266	0.9653434	0.0018091	0.8473702	0.9963949	0.5034657	0.1414963	0.3701109	0.7768119	0.7966534	0.1802709	0.0229706	0.0494744	0.3130496	0.7171203	0.3668331	0.1138677	0.2071799	0.3692891	0.0121257	0.4867503	0.7067186	0.0745061	0.1807770	0.3811910	0.4326710	0.7888213	0.9176524
350	0.3158971	0.5757320	0.9968657	0.1242320	0.0415017	0.0018185	0.8540322	0.2519571	0.0587638	0.9962061	0.1930119	0.0852865	0.9966350	0.2821168	0.1016064	0.0071572	0.8898026	0.5095442	0.3716506	0.8997032	0.8263651	0.7549365	0.7628917	0.8578644	0.5318866	0.0038703	0.0017593	0.7284903	0.2569738	0.0278812	0.0791356	0.4629353	0.9208873	0.5625084	0.5806402	0.9764434	0.7425436	0.4534094	0.9455487	0.1146568	0.5680342	0.9997578	0.0651948	0.0165199	0.7496713	0.9963690	0.6752252	0.0050400	0.2029095	1.0000000	0.9976548	0.0328191	0.8372412	0.9631374	1.0000000	0.9332224	0.9996247	0.0020697	0.6075627	0.4243280	0.6386468	0.2991014	0.4790952	0.0015287	0.6992954	0.8255750	0.6763203	0.0001289	0.0009027	0.2011714	0.5847737	0.6997102	0.9993911	0.9674491	0.0023453	0.8475650	0.9964011	0.5061894	0.1412338	0.3824972	0.8376292	0.7963849	0.1223771	0.0226613	0.0537566	0.3173248	0.7139015	0.3666363	0.0830209	0.2227132	0.3634154	0.0111206	0.5055865	0.7065505	0.0824805	0.1945590	0.3443774	0.4490686	0.7757563	0.9114392
400	0.3037709	0.5753916	0.9975503	0.1238297	0.0410200	0.0006875	0.8707230	0.2537078	0.0543270	0.9965217	0.1902382	0.0821414	0.9976367	0.3620397	0.1005652	0.0066548	0.9281167	0.5314832	0.3775864	0.9049970	0.8291875	0.7635308	0.7743053	0.8563830	0.5334679	0.0028634	0.0009838	0.8252640	0.2335982	0.0272960	0.0784728	0.5299552	0.9069371	0.5682463	0.5678704	0.9774307	0.7425385	0.4533455	0.9374100	0.1047065	0.5753447	0.9997579	0.0651930	0.0165374	0.7497583	0.9952425	0.6222043	0.0050231	0.2029095	1.0000000	0.9985367	0.0394869	0.8505149	0.9550315	1.0000000	0.9463068	0.9996789	0.0013402	0.6301525	0.4329941	0.6380821	0.2832503	0.4904705	0.0013029	0.7130961	0.8246283	0.6753530	0.0000668	0.0003973	0.1503424	0.5134966	0.7047489	0.9997918	0.9697457	0.0030743	0.8476902	0.9963939	0.5082660	0.1410993	0.3896738	0.8915144	0.7967104	0.0927900	0.0225187	0.0569832	0.3223711	0.7124456	0.3667514	0.0655944	0.2407751	0.3571376	0.0112380	0.5167670	0.7061441	0.0872165	0.2027534	0.3283478	0.4665367	0.7659178	0.9032993
