G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.2948874	0.5851631	0.9513931	0.1439541	0.4307507	0.4402535	0.8269077	0.1789180	0.5965083	0.2142791	0.0000000	0.7788455	0.8650432	0.4465390	0.0000000	0.0099380	0.9280959	0.4378289	0.0816336	0.2101749	0.4271193	0.7482641	0.3090907	0.7743158	0.5949238	0.1508834	0.2866316	0.1585035	0.6838405	0.1008780	0.2585270	0.2474398	0.9523070	0.4638742	0.4018327	0.9698680	0.7426037	0.4555779	0.9421295	0.1668642	0.8488798	0.9932316	0.0652074	0.0174264	0.7498791	0.9952116	0.9573332	0.0538334	0.2029191	0.9999841	0.8273390	0.0188130	0.7914230	0.9715444	1.0000000	0.8178425	0.9942313	0.0265856	0.7426623	0.5390816	0.9484785	0.7115534	0.5258628	0.1027324	0.5652527	0.9308892	0.6770307	0.0000625	0.5968317	0.1329839	0.6894844	0.8094016	0.5684322	0.1627814	0.0038105	0.8473886	0.9825931	0.0175840	0.1470389	0.1169845	0.6198673	0.8154044	0.7136473	0.1140409	0.0348249	0.1702345	0.9981002	0.4055596	0.3997659	0.1859306	0.2722443	0.0292735	0.5461212	0.9986153	0.0548084	0.1188018	0.9995847	0.8698394	0.5090878	0.8905794
0.2933428	0.5810219	0.9513933	0.1439541	0.4307507	0.4402535	0.8269077	0.1789180	0.5965083	0.2142791	0.0000000	0.7788455	0.8650434	0.4465390	0.1003181	0.0099380	0.9280959	0.4378289	0.0816336	0.2101749	0.4271193	0.7482641	0.3090018	0.7747286	0.5946254	0.1534215	0.2851515	0.1608222	0.6807485	0.1005954	0.2582441	0.2477524	0.9523070	0.4638742	0.4018327	0.9698676	0.7426382	0.4567097	0.7305654	0.1428491	0.8855878	0.0000000	0.0652139	0.0177673	0.7507758	0.9897882	0.8023159	0.0538334	0.2029192	0.9999839	0.8275548	0.0165745	0.8157899	0.9858257	0.9583998	0.8186459	0.9940928	0.0326423	0.7402039	0.2300774	0.6386878	0.9436661	0.5257856	0.3942803	0.5021476	0.8981148	0.6770307	0.0000031	0.5968361	0.1399046	0.6904930	0.4681146	0.0257721	0.0824484	0.0062603	0.8473886	0.6585933	0.0273036	0.1469408	0.1175773	0.6188081	0.8141060	0.7134848	0.1138390	0.0329765	0.1695043	0.9980997	0.3651056	0.0095912	0.2168332	0.2722071	0.0292735	0.5464788	0.9986147	0.0543620	0.1187778	0.8400733	0.8680596	0.2765060	0.8239950
0.6490103	0.5519121	0.9101983	0.1340318	0.4282122	0.4402498	0.8305741	0.1832380	0.5409319	0.2352453	0.0000000	0.7776498	0.3728083	0.0655438	0.0994889	0.0052102	0.0000000	0.4398888	0.0845810	0.2217839	0.4414118	0.7712154	0.3443598	0.7783079	0.5920961	0.1744993	0.8227196	0.1758141	0.6621520	0.1008751	0.2585241	0.2319841	0.8823156	0.6132846	0.8038859	0.9742220	0.7426038	0.4555799	0.9416421	0.1831513	0.8272078	0.9876534	0.0652068	0.0173926	0.7497926	0.9957390	0.9601138	0.0538333	0.2029198	0.9999830	0.8338205	0.1059124	0.4703595	0.9841515	0.9999987	0.8250320	0.9928623	0.0350114	0.2206472	0.6513190	0.9530644	0.8022954	0.5270799	0.2909306	0.6879228	0.7872151	0.6729409	0.0001093	0.2961089	0.0086948	0.6982215	0.8083111	0.5684322	0.0902301	0.0134382	0.8476252	0.9779067	0.0157384	0.3125866	0.1221161	0.6179661	0.8149109	0.6951436	0.3954067	0.0355773	0.1718571	0.9989600	0.7671472	0.8761561	0.1804095	0.2893958	0.0062618	0.5458673	0.9985175	0.0563083	0.1679943	0.9995679	0.8720726	0.8029690	0.9849073
0.3472602	0.6535861	0.9491183	0.1795970	0.4298640	0.4402326	0.7740409	0.1716229	0.6921306	0.1805755	0.9999999	0.8752562	0.8629590	0.2284485	0.0000000	0.0758651	0.7414112	0.2752413	0.0950160	0.1866612	0.3974061	0.7017154	0.1830595	0.7759607	0.5929393	0.1201778	0.3394835	0.1391884	0.7122730	0.1006856	0.2583324	0.2521916	0.9762825	0.3096138	0.1906639	0.9514309	0.7426623	0.4563054	0.7929286	0.3737508	0.6625767	0.0000000	0.0652180	0.0179771	0.7512908	0.9866623	0.8491764	0.0538345	0.2029106	0.9999982	0.8260282	0.0146764	0.7288286	0.9859136	0.9995556	0.7976174	0.9957125	0.0242201	0.2781433	0.0549478	0.6385656	0.7404064	0.0062768	0.1245329	0.5249491	0.9047848	0.6782607	0.0000412	0.9491187	0.2213615	0.1823483	0.4681194	0.0454981	0.1598774	0.0026702	0.8463395	0.6509088	0.0267552	0.1508494	0.1118285	0.6200839	0.8130135	0.7985647	0.1230477	0.0005637	0.1717103	0.9970753	0.3651104	0.3519784	0.2052427	0.2541854	0.2345136	0.5199117	0.9980982	0.0069775	0.0667679	0.8477930	0.5811524	0.7236185	0.6223931
0.6574069	0.5789268	0.9120297	0.1430671	0.4306348	0.4402541	0.7587642	0.1792223	0.5927444	0.2157114	1.0000000	0.8801587	0.3727838	0.0655438	0.0994889	0.0052102	0.0000000	0.2669299	0.0811555	0.2110304	0.4281695	0.7499168	0.3139695	0.7794629	0.5911979	0.1425672	0.8948616	0.1529204	0.6915170	0.1006967	0.2583456	0.2486468	0.9499720	0.4720797	0.4170516	0.9702677	0.7426259	0.4563041	0.7955920	0.3668795	0.6669777	0.0000000	0.0652111	0.0176236	0.7504018	0.9920473	0.8511409	0.0538346	0.2029100	0.9999991	0.8288108	0.0965313	0.4562192	0.9749263	0.9968864	0.6865489	0.9946850	0.0482236	0.2469987	0.1640369	0.6386912	0.9483347	0.0083879	0.3085612	0.6510204	0.7570847	0.6769076	0.0001268	0.2839288	0.0134881	0.1881401	0.4681135	0.0456069	0.0831622	0.0086235	0.8474102	0.6428239	0.0255270	0.3406378	0.1155518	0.6177738	0.8138698	0.8641728	0.4230558	0.0005713	0.1722975	0.9973563	0.3651105	0.3793050	0.2007420	0.2736615	0.0480498	0.5483812	0.9986307	0.0142808	0.1216316	0.8415919	0.5665848	0.9680913	0.6223933
0.4143672	0.7715934	0.9712333	0.6804409	0.4043932	0.4402858	0.1196045	0.1655341	0.8362955	0.1292413	1.0000000	0.8988470	0.8608894	0.1437663	0.4886282	0.8136301	0.6323064	0.2349208	0.0000000	0.0000000	0.2750313	0.5209270	0.8961791	0.4076462	0.5521010	0.0937819	0.3961860	0.0723640	0.9054697	0.3385216	0.4111465	0.2480673	0.9811253	0.1009211	0.0195844	0.5052392	0.9564539	0.2656456	0.9749589	0.5972249	0.5401559	0.9989894	0.1399360	0.1736915	0.7225491	0.9963902	0.9574657	0.0538347	0.2029095	1.0000000	0.8481453	0.0101595	0.6942018	0.8969520	1.0000000	0.7287771	0.9919973	0.0133814	0.4515157	0.0153445	0.9977425	0.9774428	0.0034667	0.0041546	0.5396446	0.9346305	0.6784999	0.3738669	0.9976952	0.1767250	0.3596997	0.5130090	0.8034338	0.0637261	0.0140691	0.7544185	0.9806549	0.0143111	0.2726357	0.0841211	0.9333636	0.7838948	0.8427270	0.1674027	0.0707067	0.6014152	0.9968821	0.4655978	0.9051729	0.1840609	0.0393336	0.4403740	0.7864576	0.9999004	0.0545891	0.0111336	0.9995806	0.5008125	0.4659366	0.7813400
0.3456800	0.6495511	0.9491180	0.1795978	0.4298643	0.4402326	0.7740429	0.1716230	0.6921269	0.1805767	0.9999999	0.8752554	0.8629570	0.2284467	0.1226211	0.0758607	0.7414133	0.2752430	0.0950173	0.1866611	0.3974044	0.7017133	0.1836358	0.7728193	0.5952276	0.0000000	0.3521348	0.0975428	0.8031470	0.1006842	0.2583320	0.2490055	0.9762825	0.3096170	0.1906683	0.9514307	0.7426623	0.4563055	0.7929068	0.3737501	0.6625795	0.0000000	0.0652180	0.0179745	0.7512847	0.9866997	0.8491764	0.0538347	0.2029095	1.0000000	0.4444596	0.0115029	0.8018746	0.9733229	0.9961896	0.7668986	0.9990586	0.0173429	0.3849696	0.0579626	0.6385656	0.7407354	0.0064225	0.1301708	0.4974887	0.9236009	0.6782607	0.0003459	0.9367692	0.2086166	0.1624933	0.4681099	0.0556473	0.0736058	0.0037142	0.8463395	0.6513663	0.0251224	0.1409633	0.0949086	0.9921852	0.8135191	0.7978759	0.1258358	0.0117542	0.1720161	0.9970752	0.3651104	0.3572446	0.2053399	0.2547549	0.1298722	0.5205417	0.9981028	0.0069083	0.0670588	0.8379472	0.5811696	0.7236198	0.6223935
0.2933241	0.5810923	0.9501128	0.1439521	0.4307421	0.4402535	0.8268907	0.1789169	0.5967007	0.2142357	0.0000000	0.7788494	0.9961875	0.4465436	0.1003180	0.0099397	0.9280937	0.4378196	0.0816234	0.2101745	0.4271437	0.7483031	0.3090340	0.7743122	0.5949245	0.1508899	0.2867013	0.1584782	0.6838606	0.1008780	0.2585270	0.2475175	0.9523087	0.4638500	0.4017872	0.9698662	0.7426037	0.4555779	0.9421305	0.1668853	0.8488580	0.9932338	0.0652074	0.0174261	0.7498784	0.9952137	0.9573177	0.0384990	1.0000000	0.0000000	0.8254631	0.0188280	0.8630154	0.9563021	0.8462497	0.8175774	0.9942330	0.0265823	0.4194588	0.5255105	0.9485480	0.7117875	0.5258649	0.1027457	0.5653822	0.9309251	0.6770303	0.0012412	0.5968737	0.1329681	0.6901985	0.8094028	0.0257770	0.0859371	0.0047240	0.8473884	0.9825934	0.0151665	0.1470032	0.1169722	0.6203694	0.8154060	0.7137277	0.1143798	0.3687404	0.1702330	0.7607964	0.3743390	0.3997698	0.1859349	0.2721814	0.0292801	0.5464797	0.9986156	0.0545174	0.1188045	0.9995637	0.6432192	0.2955808	0.7047979
0.6587163	0.5830677	0.9120295	0.1430671	0.4306348	0.4402541	0.7587642	0.1792223	0.5927444	0.2157114	1.0000000	0.8801587	0.3727838	0.0655438	0.0000000	0.0052102	0.0000000	0.2669299	0.0811555	0.2110304	0.4281695	0.7499168	0.3140183	0.7792345	0.5913640	0.1408955	0.8966459	0.1514528	0.6936154	0.1009034	0.2585524	0.2484662	0.9499720	0.4720797	0.4170516	0.9702680	0.7426006	0.4554782	0.9666234	0.4478679	0.6183532	0.9950644	0.0652071	0.0174088	0.7498311	0.9955029	0.9671508	0.0538346	0.2029100	0.9999991	0.8286339	0.1126310	0.4672282	0.9849158	1.0000000	0.6857221	0.9947727	0.0240816	0.2543984	0.2667385	0.9501307	0.7219030	0.0083915	0.0374493	0.6910118	0.7810582	0.6769076	0.0070029	0.2667923	0.0128307	0.1873356	0.5129346	0.5872525	0.1714510	0.0059696	0.8474102	0.9763400	0.0175115	0.3404814	0.1151499	0.6185274	0.8146934	0.8641829	0.4236781	0.0096556	0.1728222	0.9973563	0.8078907	0.9154857	0.1792170	0.2736859	0.0781446	0.5480323	0.9986311	0.0143888	0.1216476	0.9995888	0.5677940	0.9680431	0.9115648
0.3456797	0.6495471	0.9491176	0.1795980	0.4298656	0.4402326	0.7740449	0.1716224	0.6921215	0.1805766	0.9999999	0.8752539	0.8629570	0.2284489	0.1226187	0.0758525	0.7414188	0.2752441	0.0950159	0.1866594	0.3974024	0.7017138	0.1836330	0.7728188	0.5952276	0.0000000	0.0681010	0.9999995	0.0000011	0.1008926	0.2585417	0.6614371	0.9762823	0.3096231	0.1906703	0.9514306	0.7426368	0.4554675	0.9657304	0.3968746	0.6481752	0.9999445	0.0652181	0.0179830	0.7512837	0.9866995	0.8491760	0.0538347	0.2029095	1.0000000	0.9999992	0.0765082	0.9192885	0.7667907	0.9963560	0.9987223	0.9990597	0.0115318	0.3947702	0.1859346	0.8745266	0.3921736	0.0035776	0.0012937	0.7091570	0.6287958	0.6782607	0.0053841	0.9445116	0.3697339	0.4125528	0.5130483	0.5930594	0.2773363	0.3989068	0.8463396	0.9828625	0.0910168	0.1410451	0.1802158	0.5284265	0.8135069	0.7977977	0.1071449	0.0604332	0.1724905	0.9960622	0.3656353	0.8552340	0.2051813	0.2064032	0.1263406	0.5205429	0.9969876	0.0069281	0.0017774	0.9995585	0.5811745	0.8207844	0.7490279
