G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.2929475	0.6368291	1.0065919	0.1586009	0.4035738	0.5213947	0.8070746	0.1882205	0.6252476	0.2359286	0.0000000	0.8315760	0.7953393	0.5414675	0.0000000	0.0400659	0.9512877	0.4883976	0.0769761	0.2694887	0.3525220	0.7683463	0.3295770	0.7684779	0.6078853	0.1999470	0.3042857	0.1773678	0.7145372	0.1806048	0.2422278	0.2201048	0.9432143	0.3938437	0.2914721	0.9187373	0.7793978	0.5525856	0.9831174	0.2144152	0.8744438	0.9704793	0.0397275	0.0155782	0.7898837	1.1158080	0.9536231	0.0436457	0.2219058	1.0116659	0.8855433	0.0197035	0.7554345	1.0193617	0.9158412	0.8404781	0.9570671	0.0289160	0.7550678	0.6369036	1.0228952	0.7772144	0.5149935	0.1057912	0.5877148	0.8809607	0.6815021	0.0001101	0.8313964	0.1347185	0.6740796	0.8216676	0.5771002	0.2453556	0.0095224	0.8015158	1.0162530	0.0326519	0.1675988	0.1153765	0.6746809	0.8827098	0.7484977	0.1406112	0.0324517	0.2270936	0.9378566	0.4212697	0.4232231	0.1850563	0.3040409	0.0886732	0.5987471	0.9921616	0.0874487	0.0836432	0.9293529	0.9357433	0.4392989	0.8663751
0.3285482	0.7400782	0.9905415	0.1781539	0.4447114	0.4495550	0.8525122	0.2135994	0.8042321	0.1494536	0.0000000	0.7440426	0.8987520	0.5068066	0.1248322	0.0248510	1.0772489	0.4542174	0.0515666	0.1957453	0.4811033	0.6829911	0.2323504	0.8164036	0.6675628	0.1389088	0.3012251	0.2794034	0.6465387	0.1222310	0.2870843	0.2474147	1.0374466	0.4381221	0.2717438	0.9342127	0.7313110	0.4986297	0.6746559	0.1771087	0.9248030	0.0000000	0.0572365	0.0182139	0.7524510	1.0454715	0.8357614	0.0454586	0.1983136	1.0084874	0.8561838	0.0144190	0.8509198	1.0431710	0.9409531	0.8549993	0.9293536	0.0344401	0.7566520	0.2024602	0.6287231	1.0094397	0.5706914	0.4140584	0.5012283	0.9419407	0.7006970	0.0011850	0.6503260	0.1064953	0.7701591	0.5129693	0.0281470	0.0784331	0.0184732	0.8946353	0.6684031	0.0555459	0.1793602	0.1207787	0.5777170	0.8574573	0.7988154	0.1434638	0.0431610	0.1605906	1.0286495	0.3858552	0.0071844	0.2040485	0.2729214	0.0459549	0.5409478	1.0561209	0.0604548	0.1064071	0.9105866	0.9331772	0.2661224	0.8382001
0.5993117	0.5824426	0.9034667	0.1100444	0.4968842	0.4318293	0.7813748	0.1766140	0.4855371	0.2843231	0.0000000	0.8416948	0.4697392	0.0800073	0.1009901	0.0084283	0.0000000	0.4308137	0.0858519	0.2191838	0.3898606	0.7841034	0.3268953	0.7756706	0.5639947	0.1854120	0.5657918	0.3357156	0.5678796	0.1175853	0.2795190	0.2663265	0.8458862	0.5831081	0.8429298	1.0002822	0.7484297	0.4621309	1.0049430	0.1633087	0.8187254	1.0087514	0.0591583	0.0109468	0.7305588	1.0943538	1.0326017	0.0667705	0.2078837	0.9882896	0.8158700	0.1460174	0.4259980	0.9196129	1.0153429	0.8367109	0.9778087	0.0654456	0.2155711	0.7144553	0.9449834	0.7246179	0.4578965	0.2917004	0.6860644	0.8227908	0.6500967	0.0001390	0.2811652	0.0344988	0.7700168	0.7994504	0.5655933	0.1032065	0.0285450	0.8348731	0.9605902	0.0259131	0.2101697	0.1344667	0.6176180	0.8513224	0.6616611	0.3175030	0.0254050	0.1956576	1.0039811	0.7821218	0.9273085	0.1942944	0.2649454	0.0039805	0.4986339	1.0895463	0.0655643	0.1563636	0.9895866	0.8646166	0.8189713	1.0184925
0.2970672	0.6977401	0.9765373	0.1921380	0.4074426	0.4232901	0.7844442	0.1706614	0.6225834	0.2603236	0.9729932	0.7950086	0.8298871	0.2619964	0.0000000	0.0557918	0.8419615	0.2615771	0.1028099	0.2077742	0.3709678	0.6915982	0.1154303	0.7469219	0.5929879	0.1455260	0.3258220	0.1357455	0.7911536	0.2131191	0.2937217	0.2741081	1.0398830	0.3335682	0.2252501	0.9351545	0.7096028	0.4305828	0.7927083	0.4368196	0.7845782	0.0000000	0.0644959	0.0217122	0.8245118	0.9040306	0.8926224	0.0497857	0.1967563	1.0103114	0.8575621	0.0275990	0.7844934	1.0157357	0.9599940	0.7502555	0.9624038	0.0240844	0.2849678	0.0556260	0.6939653	0.8917891	0.0150497	0.1873272	0.5722394	0.9537207	0.7046944	0.0012544	0.9948024	0.1050163	0.1723965	0.4867787	0.0643179	0.2446518	0.0051305	0.8215297	0.6830000	0.0249808	0.1916687	0.1409863	0.8228466	0.7592062	0.6769920	0.2138650	0.0011627	0.3709775	1.0985145	0.3911691	0.3358113	0.2342492	0.2698639	0.2529053	0.5575530	0.9939056	0.0083343	0.0877972	0.8746159	0.6192540	0.6627635	0.6310221
0.7086015	0.6194550	0.9740757	0.1175022	0.4355935	0.4627642	0.7977683	0.1712523	0.5132430	0.2316779	0.9936126	0.9643582	0.3606091	0.0691694	0.0984018	0.0119781	0.0000000	0.2709880	0.0777237	0.2649155	0.5128841	0.8023762	0.2367590	0.8322444	0.5851524	0.1150479	0.8880121	0.1577802	0.6223429	0.0809701	0.2001171	0.2370105	0.9520949	0.5378493	0.4953688	0.9365577	0.7042155	0.3655372	0.8140244	0.3237350	0.7166618	0.0000000	0.0582066	0.0159743	0.7165788	0.9555193	0.8463883	0.0375664	0.2161852	0.9994454	0.8898179	0.1226277	0.4358959	0.9722987	0.9719361	0.6740336	1.0953767	0.0282302	0.3010279	0.1766781	0.6412569	1.0620481	0.0162527	0.3207106	0.7132440	0.4993303	0.6272691	0.0024758	0.2508404	0.0084816	0.1820724	0.4825229	0.0529611	0.0983093	0.0105790	0.8625298	0.6975254	0.0274736	0.2321819	0.1283193	0.6183745	0.7953104	0.7567161	0.3608581	0.0064370	0.1460521	0.9535962	0.3743252	0.3630957	0.2325974	0.2949435	0.0135699	0.5307472	1.0017528	0.0110226	0.1402957	0.8780664	0.6693628	0.9470550	0.7045335
0.4450904	0.8274568	0.9883693	0.6803908	0.4169088	0.5382140	0.0839446	0.1762761	0.8454083	0.1375103	0.9329864	0.9467873	0.9378874	0.1631455	0.4842309	0.7831703	0.5763722	0.2190481	0.0000000	0.0000000	0.2673382	0.5301651	1.0115876	0.4320788	0.5698922	0.0888318	0.3993552	0.1044957	0.8517972	0.6421892	0.5019592	0.2956840	1.0186658	0.1100599	0.0202730	0.6460656	0.9378662	0.2676594	0.9550272	0.5408605	0.5479752	0.9969633	0.2049378	0.2386684	0.6429539	1.0513320	0.9687595	0.0493300	0.2123042	0.9958853	0.9113173	0.0177208	0.6598769	0.8332781	1.0140726	0.6943408	1.0049278	0.0215238	0.4186578	0.0376828	1.0279781	0.9276492	0.0066764	0.0082716	0.6276956	0.8894496	0.7278295	0.3784908	1.0673926	0.1944826	0.4065523	0.5731837	0.7297310	0.0829260	0.0550727	0.8368487	0.9637685	0.0168840	0.3443480	0.1322396	0.9521696	0.7819945	0.7978815	0.2055014	0.0821066	0.6093602	0.9868173	0.4372935	0.8920100	0.2187912	0.0269329	0.4868674	0.7601315	1.0370403	0.0720518	0.0152120	1.0348896	0.4707065	0.3982231	0.8124387
0.3125786	0.5453105	0.9224347	0.1837750	0.4176426	0.4548255	0.8092525	0.1569096	0.5927642	0.1975610	1.0209972	0.8797450	0.8088409	0.1620419	0.1171557	0.0726239	0.7585059	0.2623127	0.0710845	0.1499385	0.3634639	0.7288696	0.4178755	0.7928310	0.6202410	0.0000000	0.3804077	0.1067258	0.7332479	0.1049668	0.3025700	0.2762944	0.9776166	0.2723805	0.1541189	0.8625555	0.7479848	0.4655128	0.7643111	0.3662856	0.5743996	0.0000000	0.0861173	0.0135343	0.7896637	1.0937723	0.8632636	0.0657158	0.1786884	1.0571480	0.3953572	0.0211707	0.7887690	0.9010872	0.9802357	0.7839161	1.0529616	0.0455166	0.3471331	0.0540271	0.5838713	0.9044782	0.0027082	0.1776936	0.5293440	0.8757483	0.7637332	0.0006895	0.9074926	0.1530619	0.1897101	0.4536643	0.0396634	0.1043038	0.0073169	0.8212424	0.7027871	0.0409159	0.1622113	0.0553336	0.9806592	0.9202743	0.8534631	0.1589559	0.0087076	0.1631720	1.0037047	0.3915228	0.3127326	0.2062666	0.2703183	0.1161696	0.5399829	1.0013482	0.0028728	0.0778590	0.9068241	0.5564175	0.7189543	0.6880865
0.2042144	0.6102147	0.9870651	0.1751373	0.4116456	0.4976134	0.8229133	0.2240472	0.5554212	0.1341478	0.0000000	0.7755724	1.0050906	0.4012299	0.1024510	0.0101686	0.8798152	0.4587145	0.0761184	0.1971694	0.4099454	0.7265023	0.3619315	0.7291102	0.6046804	0.1842448	0.2821683	0.1278111	0.7822946	0.1432550	0.2907236	0.2378352	0.9504241	0.4359759	0.3706214	0.9628835	0.6684754	0.5031547	0.9703153	0.2064650	0.7905281	1.0348405	0.0564096	0.0187777	0.7799612	1.0203413	1.0107147	0.0517060	0.9956520	0.0000000	0.8643433	0.0117822	0.7517946	0.9158993	0.8524465	0.8543917	0.9870130	0.0588623	0.4260116	0.4470475	1.0595169	0.7530086	0.4945371	0.1394094	0.5448271	0.9491068	0.7013734	0.0198481	0.6758065	0.1315419	0.7136012	0.8080533	0.0142514	0.0941783	0.0107481	0.8375097	1.0543668	0.0129423	0.2158243	0.0960409	0.8034771	0.8247223	0.6269544	0.0774394	0.3705374	0.4013192	0.7942461	0.3968069	0.3679070	0.1788295	0.2297994	0.0303550	0.5476768	1.0552261	0.0391767	0.1033080	1.0125418	0.7250198	0.2958654	0.6869648
0.7337842	0.6401323	0.9545735	0.1718702	0.4633693	0.4774897	0.7275228	0.1915755	0.7524461	0.1421550	0.9535520	0.9164762	0.4406035	0.0645613	0.0000000	0.0094290	0.0000000	0.2899046	0.1026459	0.2117964	0.5315208	0.8296321	0.3205477	0.7223461	0.6339794	0.1777655	0.9556350	0.1594702	0.7211011	0.0838561	0.3346933	0.2404292	0.9478120	0.3857176	0.3624538	1.0430657	0.7129999	0.4677513	1.0273397	0.3612136	0.6198659	0.9551884	0.0507871	0.0100448	0.8197337	1.0494131	1.0653958	0.0634835	0.2664035	0.9259771	0.8728440	0.1112662	0.4998169	0.9962229	1.0072352	0.7204335	1.0248121	0.0369561	0.2787464	0.2840182	1.0251957	0.7711506	0.0042140	0.0268188	0.6955223	0.8105350	0.7000298	0.0085889	0.4041093	0.0130791	0.1705721	0.4986507	0.4972220	0.1716181	0.0068279	0.8632543	0.9297199	0.0320722	0.3335142	0.0845098	0.6968414	0.8692387	0.8882033	0.4043374	0.0125418	0.1916954	0.9438243	0.7560244	0.9468482	0.1714746	0.1869357	0.1159081	0.6057358	0.9836716	0.0202475	0.1282000	1.0226096	0.5994516	0.9924802	0.8275567
0.3211507	0.5055860	1.0117822	0.1991918	0.4872593	0.4340320	0.8764914	0.2041826	0.4276839	0.2592729	0.9880839	0.7901357	0.7651724	0.2916889	0.1259049	0.0639056	0.9075952	0.3018995	0.0953594	0.2028203	0.3627848	0.6468727	0.3079009	0.7918835	0.5348952	0.0000000	0.0247835	1.0592715	0.0000000	0.1096881	0.2556526	0.6502428	0.9953166	0.3379188	0.1932789	0.9638944	0.7922326	0.4940899	0.9844069	0.2600353	0.7819665	0.9851812	0.0773358	0.0091292	0.7973856	0.9539014	0.8963870	0.0634340	0.1855332	1.0475114	1.0087665	0.0884233	0.8691140	0.7717432	1.0362190	0.8936358	1.0291020	0.0073737	0.3682877	0.2925891	0.7770700	0.3534940	0.0063116	0.0045668	0.7155614	0.6719461	0.6104993	0.0034521	0.9278639	0.3143140	0.3802585	0.5302295	0.5757461	0.2857360	0.3645938	0.8095610	0.9842612	0.0838516	0.1354512	0.2077640	0.5584329	0.8194867	0.5739801	0.1423508	0.0470660	0.1722698	0.9774387	0.3635245	0.8220299	0.2416643	0.1888871	0.1296748	0.6137881	0.9838888	0.0069197	0.0014642	0.9549961	0.6407946	0.8804894	0.7027513
