"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.6592430	0.5983037	1.0428621	0.5396917	0.2270586	0.4976396	0.0223370	0.5139180	0.5121467	1.0361675	1.1053705	0.4094757	0.2052870	0.0710244	0.9180947	0.4357766	0.3858241	0.6389980	0.4272165	0.0101849	1.1318015	0.0391947	0.0530044	0.0202181	0.5994787	0.4567826	0.2862989	0.4726382	0.8808600	0.9616463	0.2923045	0.3488030	0.4315475	0.3671792	0.5913710	0.5650937	0.0161432	0.2109224	0.0788511	0.6568520	0.6628747	0.3077264	1.0324333	0.8543541	0.2942729	0.4486838	0.2950635	0.6244560	0.7450313	1.0976246	0.9804091	0.9207979	0.0026466	0.2996938	0.6093270	0.4795502	0.8029146	0.5654615	0.9168965	0.9472503	1.0198779	0.2582779	0.3046898	0.0497004	0.2577116	0.7402406	0.0357132	0.0548798	0.3756777	0.3554746	0.7421039	0.5644384	0.0187117	0.1994440	0.6292014	0.6089387	0.1277459	1.0656997	0.2979388	0.5181074	0.3503860	0.6904754	0.8616706	1.0287616	0.9707474	0.7731276	0.4095310	0.7886470	0.2769072	0.2246847	1.0489028	0.2486567	0.0650527	0.4880839	0.4047557	0.3832805	0.3564339	0.8938920	0.4281793	0.9656551
50	0.4127933	0.6828016	0.9122950	0.4592027	0.2737452	0.3819298	0.0178850	0.3171837	0.3991509	0.9395693	1.0382932	0.5029228	0.2087857	0.0447927	0.8205864	0.4240341	0.5562387	0.8295846	0.4749580	0.0077051	1.0827559	0.0548868	0.3817878	0.0127645	0.3878365	0.3323241	0.3230504	0.4884394	0.8332504	0.9603509	0.2725325	0.2655321	0.3727996	0.3242963	0.6369183	0.5438152	0.3513518	0.0781425	0.1212802	0.5492633	0.5736374	0.3186083	0.9903228	0.7223378	0.3225210	0.4087100	0.1572995	0.8518379	0.6055560	0.8482087	0.9389075	0.8776007	0.0079387	0.3082247	0.6271157	0.4584890	0.9645676	0.5540921	0.8130396	0.7315133	1.0297238	0.1926265	0.3609901	0.0581404	0.3657640	0.6616382	0.0892392	0.1322620	0.4223575	0.4690997	0.7336513	0.5947017	0.0269698	0.2322969	0.6202139	0.6506685	0.1045900	1.0058713	0.2976592	0.6044832	0.3507470	0.5491907	0.8392721	0.6810001	0.9639014	0.8123076	0.4081331	0.7749188	0.4333016	0.1719242	0.9624775	0.2416371	0.0787388	0.3539095	0.2891455	0.1744598	0.3060262	0.8055340	0.5744822	0.6016548
100	0.2979467	0.5517539	0.9564807	0.5089899	0.2449717	0.3092843	0.0117718	0.2517858	0.4462972	0.9783987	0.9660919	0.5212497	0.1860669	0.0411938	0.9021209	0.5046985	0.5932547	0.9465301	0.5183270	0.0000000	0.9534796	0.0745803	0.5512893	0.0062899	0.2075734	0.4409857	0.3492404	0.5108597	0.8929104	0.9136916	0.3893568	0.2792318	0.3729994	0.3433317	0.6283131	0.4220101	0.6211765	0.0310242	0.1348828	0.4952752	0.5860990	0.2931014	0.9814755	0.4032204	0.5676403	0.3782981	0.0655156	0.7727547	0.5229424	0.7803758	0.8521430	0.9689115	0.0120961	0.2652015	0.5670514	0.3441042	0.8932030	0.5523579	0.8858990	0.4913518	0.9581873	0.2010573	0.5107073	0.0466885	0.3011684	0.7100411	0.0996218	0.2069799	0.6174694	0.5257522	0.7887787	0.6478981	0.0138934	0.2708291	0.5902755	0.6792007	0.0631567	0.9475744	0.2884865	0.8275229	0.3867399	0.5309763	0.8386628	0.4541069	0.9143555	0.8840530	0.4242153	0.7073863	0.5040185	0.0802995	0.9821626	0.2225208	0.0377218	0.3580998	0.2387291	0.0924293	0.4048225	0.7651249	0.5531059	0.3022613
150	0.2932714	0.5223161	1.0285492	0.5468558	0.1957849	0.1349431	0.0260343	0.2215419	0.4804913	0.9697673	0.9448120	0.4896669	0.1949754	0.0561262	0.8555381	0.5454878	0.6412479	1.0395082	0.5953961	0.0059143	0.9127019	0.1963364	0.7240353	0.0276657	0.1680565	0.4747843	0.3432351	0.5460836	0.9269031	0.9212853	0.4648513	0.3122524	0.4410041	0.3770952	0.5054568	0.1980298	0.9296503	0.0167999	0.0916655	0.4574552	0.5857509	0.3485217	0.8264164	0.2481792	0.6907542	0.3320764	0.0237500	0.7414405	0.4575975	0.6613153	0.8123935	0.9728273	0.0131311	0.2874195	0.4886174	0.1870246	0.8378534	0.6677733	0.8577907	0.3912772	0.9504701	0.1918661	0.4571697	0.0514356	0.1938957	0.8033645	0.1040441	0.2285551	0.7318031	0.3900389	0.8613993	0.6175268	0.0160369	0.2883808	0.5832461	0.7307393	0.0286652	0.9125875	0.2922717	0.8333334	0.2999822	0.4542933	0.8513034	0.3277225	0.9606134	0.8462618	0.4420195	0.7136316	0.4218762	0.0488742	1.0292286	0.2860868	0.0354503	0.3245350	0.1482791	0.0591648	0.3450619	0.7733765	0.5387725	0.1652938
200	0.3142529	0.5521429	0.9580812	0.4938507	0.2140160	0.1550933	0.0395643	0.1734090	0.5704068	1.0082691	0.9122702	0.4983197	0.1955996	0.0627803	0.8327743	0.5570741	0.6049181	0.9590045	0.6638632	0.0109062	0.9846738	0.2351113	0.6526259	0.0763444	0.1530341	0.5521674	0.3206470	0.4671581	0.9101294	1.0151619	0.5501271	0.2806400	0.4503938	0.3846511	0.3677615	0.0903054	0.8993147	0.0143125	0.1410151	0.4887307	0.6520745	0.3227854	0.6154711	0.1403798	0.7816745	0.2862327	0.0241584	0.8782745	0.4559994	0.6188417	0.5380534	0.9255117	0.0197119	0.3686122	0.4713705	0.1437825	0.8837584	0.6508609	0.9422228	0.3708923	1.0058527	0.2146390	0.5821447	0.0537616	0.2528606	0.7442314	0.1397251	0.2499745	0.8657162	0.3765962	0.7454090	0.5859950	0.0169154	0.3079946	0.7376584	0.7829866	0.0092861	0.9427675	0.2719479	0.8509958	0.1965181	0.4975087	0.9113993	0.6087991	0.9225502	0.6441443	0.4276659	0.6370060	0.4824461	0.0340310	1.0098855	0.3260434	0.0369757	0.2898941	0.1161648	0.0271441	0.3159086	0.7905630	0.5164659	0.1524871
250	0.2911176	0.5152082	0.9521026	0.5078060	0.2197943	0.1313570	0.0417408	0.1912752	0.6117825	0.9871820	0.8661767	0.4994401	0.2536535	0.0815918	0.7568893	0.6201925	0.5667401	0.9877918	0.7694695	0.0114048	0.9353378	0.3214968	0.7880751	0.2289954	0.1098366	0.5800037	0.3361661	0.5109848	0.8211128	1.0267775	0.5660687	0.3042097	0.4555695	0.4724688	0.2230501	0.0460701	0.8722092	0.0029770	0.2888601	0.4786136	0.6607166	0.2948000	0.3739518	0.0830392	0.7611605	0.2853162	0.0089291	0.9142690	0.3888377	0.5553260	0.4229352	0.9927183	0.0345642	0.3584919	0.5062487	0.1158902	0.8927771	0.6071747	0.9588826	0.3138741	0.9561958	0.2088184	0.4645974	0.0624915	0.2862055	0.7332656	0.1861816	0.2920031	0.7827251	0.4744882	0.7455676	0.5178218	0.0102090	0.3169306	0.7522477	0.8210562	0.0051965	0.9379023	0.2721375	0.9738097	0.1555546	0.4373740	0.8898936	0.8623351	0.9136122	0.6718872	0.5958373	0.4950215	0.4630482	0.0568698	1.0083228	0.4583686	0.0336565	0.2136121	0.0789373	0.0121604	0.2809712	0.6641411	0.4877218	0.2026089
300	0.2295395	0.5237399	0.8530958	0.5112731	0.2217666	0.1257250	0.0510114	0.1672194	0.7161318	0.8639306	0.8180777	0.5464701	0.2696644	0.1004090	0.8606024	0.6610324	0.5813140	0.9895933	0.8307659	0.0377771	1.0062060	0.3559639	0.7531569	0.3049534	0.1126166	0.5616155	0.3289860	0.5389647	0.8557944	0.9520438	0.5858249	0.3253886	0.4767600	0.4607620	0.1318073	0.0246191	0.9546980	0.0008561	0.4794629	0.4488667	0.6727617	0.2957029	0.2142171	0.0745194	0.7745423	0.2896559	0.0062013	1.0104241	0.3999649	0.5812075	0.3332907	1.0352417	0.0441605	0.3575475	0.5685384	0.1866290	0.9199271	0.5879411	0.9824318	0.2697729	0.9580872	0.2775724	0.4489557	0.0426642	0.4677017	0.7326025	0.1473786	0.2911404	0.9419448	0.5145554	0.7393458	0.4694564	0.0128722	0.2770025	0.8048758	0.8547624	0.0011167	1.0488236	0.3487569	1.0178387	0.1515865	0.4901480	0.9031736	1.0071227	0.8789655	0.6581139	0.5224423	0.4236325	0.6059802	0.0325211	1.0152478	0.5756027	0.0386664	0.1682260	0.0843325	0.0069569	0.3474082	0.5424221	0.5077256	0.1938214
350	0.2478272	0.5601314	0.9691577	0.5883764	0.2320759	0.0927667	0.0532084	0.2274134	0.7870985	0.7659401	0.8528308	0.5277026	0.2765476	0.0686438	0.8504280	0.6602259	0.5307848	0.9925380	0.8874046	0.0325678	0.8992397	0.3736830	0.7433447	0.2061170	0.1545327	0.5569033	0.2913480	0.5110556	0.8138705	0.8958422	0.5857730	0.3211992	0.4756184	0.4045916	0.0719016	0.0222713	0.8974548	0.0030287	0.6899468	0.5070901	0.6419176	0.3067131	0.1505981	0.0406934	0.8734397	0.3352086	0.0046126	0.9360263	0.3676596	0.5845172	0.2419952	0.9475268	0.0410344	0.3587839	0.5666755	0.2423787	0.9719200	0.5406945	1.0748197	0.3342869	0.9757524	0.2723635	0.5142024	0.0354555	0.4141151	0.7632376	0.1468761	0.3597676	0.9235667	0.6213846	0.8407500	0.5076251	0.0111203	0.3275260	0.8319746	0.8401743	0.0027736	1.0016558	0.4150555	1.0193627	0.1559125	0.4758903	0.9516635	1.0255140	0.8179626	0.5125932	0.5410571	0.3344913	0.7397564	0.0192789	0.9524344	0.3710850	0.0690053	0.1018588	0.1042344	0.0025083	0.3647339	0.5054686	0.5531838	0.1849411
400	0.2399485	0.5998580	0.9942169	0.4670569	0.2265782	0.1160012	0.0242974	0.1935796	0.6811364	0.7909360	0.8674737	0.5367260	0.3116115	0.0803192	0.7908548	0.6835977	0.6369327	1.0498070	0.7535996	0.0181639	0.9166848	0.4818389	0.8352801	0.1466959	0.1750117	0.5502131	0.3452802	0.4499990	0.7947738	1.0270750	0.5933998	0.3440953	0.4372065	0.4112029	0.0272387	0.0199537	0.8913186	0.0044167	0.9039505	0.5463485	0.5704219	0.2821851	0.1102777	0.0695624	0.9324158	0.3909445	0.0134323	0.9199763	0.3626304	0.5991831	0.2213467	1.0075789	0.0367586	0.3826919	0.5512319	0.4499106	0.9606853	0.5872155	1.0619405	0.3032352	1.0328839	0.2804636	0.5461213	0.0490971	0.5990466	0.7451444	0.1386388	0.3416657	0.9279881	0.6407071	0.9538764	0.5055531	0.0046874	0.3337461	0.7666579	0.8509945	0.0022036	1.0054435	0.4230895	0.9873664	0.1757579	0.5092948	0.8542729	0.9414529	0.6977593	0.4730377	0.5265749	0.2723994	0.7207216	0.0207052	1.0387504	0.2421622	0.0504623	0.1049810	0.0896763	0.0091717	0.4149335	0.5365092	0.5865274	0.1688553
