G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G77A	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.5312676	0.0351047	0.9758291	0.9877454	0.0385851	0.3342890	0.7534840	0.8383846	0.1331922	0.2589694	1.0213419	0.8229787	0.5196895	0.9757598	1.0176456	0.2446913	0.3665561	0.2890935	0.9833814	0.4912285	0.4005443	0.1022787	0.5821535	0.0615081	0.2616836	0.7219916	0.9820958	0.6496917	0.5173033	0.4988980	0.9771638	0.6154635	0.1320964	0.8995786	0.7994313	0.3353103	0.3008919	0.8724951	0.8139800	0.9257747	1.0274078	0.9150395	0.9336574	0.2227587	0.9736645	0.9770110	0.3256443	1.0960446	0.7824363	1.0251177	0.7053034	0.4339005	0.1149594	0.2462014	0.9653297	1.0901007	0.1205766	0.2664619	0.0012024	0.0020201	0.8568559	0.4216270	0.0126029	0.5898530	1.0639112	0.3741529	0.8687953	0.4938501	0.7811772	0.3254370	0.1974301	0.4772898	0.5577545	0.7499844	0.1594146	0.8745193	0.0093228	0.1035727	0.0004612	0.6147402	0.0936384	0.6330484	0.7016018	0.4061070	0.0799117	0.5447082	0.0643821	0.4870538	0.7512765	0.4581332	0.0099336	0.1517144	0.9975917	0.5175075	0.1120893	0.9717103	0.0498332	0.6301805	0.2210412	0.2100721
1.0568272	0.0170744	0.9297372	0.9116981	0.0639842	0.3677093	0.9196442	0.8622869	0.1252599	0.1615267	1.0135216	0.8558867	0.5217167	0.9963229	0.9718452	0.2872429	0.3181748	0.2286759	1.0389410	0.5244772	0.5410175	0.1076687	0.5404319	0.0502757	0.2620379	0.7297261	1.0057574	0.6064377	0.6458102	0.5586233	1.0623708	0.7278473	0.1387878	0.8961735	0.8449069	0.3372930	0.3670076	0.8761144	0.8241055	0.8073571	0.9806155	0.9247448	0.9769860	0.2588137	1.0692910	0.9896713	0.2952820	0.9706839	0.7720776	1.0734808	0.7171736	0.5009496	0.1575722	0.2776324	0.9433429	1.0242994	0.0898024	0.2082226	0.0017247	0.0116565	0.9161103	0.3088720	0.0086182	0.6847959	1.0465256	0.4151666	0.8747375	0.5322902	0.7644856	0.3197388	0.1928156	0.4558021	0.5380689	0.7072493	0.1582969	0.8670489	0.0068342	0.0613442	0.0006916	0.4110119	0.0975982	0.7516807	0.5679070	0.4302436	0.0831608	0.5871225	0.0447682	0.4321041	0.8096621	0.4630264	0.0096700	0.1444943	0.9130646	0.5930828	0.0713730	0.9642869	0.0182532	0.6407258	0.1918751	0.2500910
1.0267263	0.0447397	0.4905198	1.0946424	0.0230884	0.3941321	0.9841297	0.7623336	0.0883509	0.2281616	0.8953490	0.8685235	0.5160038	1.0231255	0.9919516	0.2156886	0.3309998	0.2335696	0.9956151	0.4973442	0.4421709	0.1552216	0.5864526	0.0955477	0.2802579	0.8330480	0.9444235	0.5996672	0.5882387	0.4413176	1.0528842	0.6927186	0.1284361	0.9299524	0.7421406	0.2849548	0.3374890	0.8847430	0.8476882	0.8112954	0.9607086	0.9403895	0.9611248	0.2106395	0.9110070	0.9702220	0.2896546	1.0499102	0.6507609	0.9333364	0.6878633	0.4033033	0.1442007	0.2031312	1.0824496	0.9429848	0.1348548	0.2231323	0.0016346	0.0316326	1.0268097	0.3905938	0.0727874	0.6958340	1.0637025	0.4179365	0.7861391	0.4521312	0.8932938	0.3343122	0.2182428	0.4855795	0.6671594	0.8240942	0.1450913	0.9903283	0.0207660	0.0581711	0.0088457	0.5655534	0.1116374	0.6049682	0.3283406	0.6175621	0.0693370	0.5551630	0.0829060	0.4997580	0.8325294	0.6276346	0.0486559	0.1548699	0.8009804	0.3414091	0.1724329	1.0248926	0.0433697	0.6640326	0.3543097	0.0765799
0.9785984	0.0172406	0.9624132	0.4484464	0.0525457	0.3681580	1.0099976	0.9198729	0.1201513	0.1526911	0.9848157	0.7467273	0.5571155	1.0451815	0.9199395	0.3738125	0.3563440	0.2318708	0.8549183	0.5223529	0.4920072	0.0899969	0.5754358	0.0616608	0.2455280	0.9548625	1.0771712	0.6237595	0.5971045	0.5461422	0.9636893	0.6146346	0.1194617	0.8834109	0.8726291	0.3488782	0.3662148	0.8715606	0.8186726	0.6818255	1.0088275	0.8308460	0.8935276	0.1970680	0.9278640	1.0257908	0.2635865	1.0680904	0.8269589	0.9224836	0.6626159	0.5629892	0.1162425	0.2961588	1.0047928	1.0062544	0.1186162	0.2484806	0.0002828	0.0209688	0.8860547	0.3764015	0.0125683	0.5954058	1.0060868	0.2956644	0.7566989	0.5336370	0.8845198	0.3050583	0.2446351	0.4294324	0.6393925	0.7740885	0.2564602	0.8159013	0.0361192	0.0890462	0.0038415	0.4326716	0.1275623	0.7052696	0.5653886	0.4339005	0.0770633	0.5138114	0.0529856	0.4307681	0.8393632	0.5229512	0.0104015	0.1367991	0.8374580	0.4654094	0.0773044	0.9549052	0.0317549	0.5835127	0.2130862	0.2021449
0.9116483	0.0159477	0.9007946	0.9491859	0.0260004	0.3459532	0.9262340	0.8685126	0.1037085	0.1548250	1.0263078	0.8543400	0.5760694	1.0529126	0.9626197	0.2663926	0.3232184	0.2345200	0.9269526	0.4620898	0.4204055	0.1055683	0.6092231	0.1478147	0.2862787	0.8153651	0.9377367	0.6686777	0.6708582	0.5283600	1.1298646	0.6628133	0.1425820	0.9337757	0.8021908	0.2788190	0.3308585	0.9037382	0.7430169	0.5735525	0.9874438	0.8705030	0.8729606	0.1839285	0.9646751	1.0023355	0.2853776	1.0141697	0.6250873	0.9517489	0.7004260	0.4518642	0.0797430	0.2355263	1.0827198	1.1022174	0.0674240	0.2490020	0.0010444	0.0600697	0.9133205	0.4575962	0.0036539	0.6065429	1.1056569	0.3972528	0.9119896	0.5012593	0.8785500	0.3017400	0.2168068	0.4734263	0.6011298	0.7346625	0.1449248	0.7946047	0.0240352	0.1169525	0.0038738	0.4923760	0.1055892	0.6411798	0.6364120	0.4178148	0.0784405	0.6106983	0.0331144	0.4728069	0.7703690	0.5552073	0.0577739	0.0905240	0.8634912	0.4302569	0.0685375	0.8153128	0.0412149	0.5760917	0.2433856	0.2470211
1.1061623	0.0365454	0.9121052	1.0926862	0.0107193	0.2091368	0.9492836	0.9145130	0.1564624	0.2339906	0.9399079	0.7108276	0.4860628	1.0782323	0.9354380	0.3552104	0.3272063	0.2590776	0.9499158	0.4698920	0.4149244	0.0673521	0.5756971	0.0350304	0.2743755	0.8379774	0.9942100	0.4955971	0.5858850	0.5573599	0.8613415	0.6059318	0.0984160	0.9352400	1.0591310	0.3453706	0.2892481	0.8809226	0.8481207	0.7240561	1.0529107	0.9579455	0.8970415	0.1782649	0.8993303	0.9666909	0.3297871	0.8876877	0.9117556	1.0648324	0.6275817	0.4352321	0.1362640	0.1698255	1.0004878	0.9136592	0.1323685	0.2861864	0.0005450	0.0044587	0.9091664	0.3418756	0.0175969	0.6545067	0.9709536	0.3142203	0.8873439	0.5218825	0.7633264	0.3614767	0.1900397	0.4597905	0.5474252	0.7497956	0.1709429	0.8665470	0.0083976	0.0735551	0.0016190	0.3155148	0.0885974	0.6186961	0.4434129	0.4312830	0.0440053	0.5765390	0.0719574	0.4651005	0.8786871	0.5013440	0.0082221	0.1853591	0.8404675	0.4716566	0.0807361	0.9265969	0.0306777	0.6151823	0.2644215	0.1502109
0.9126783	0.0270108	0.9398041	1.0295642	0.0185079	0.2058433	0.4661746	0.9182810	0.1621918	0.1783098	0.9136644	0.7341548	0.4515222	1.0506633	0.9865427	0.2575683	0.2789275	0.2119205	0.9888052	0.4440923	0.5021125	0.1573871	0.5397321	0.0757610	0.2535902	0.6493505	1.0078844	0.7672588	0.6982958	0.4854827	0.9702745	0.6513120	0.1749941	0.8650875	0.6094599	0.2544480	0.3227134	0.8840778	0.6610798	0.4651122	1.0226603	0.8715683	0.9747925	0.2171677	0.9606116	0.9647788	0.3554591	1.0082363	0.6803084	0.9184047	0.7332692	0.3672672	0.1883834	0.3015100	1.1177506	1.0279893	0.1005017	0.1891287	0.0005055	0.0416642	0.8949669	0.3894399	0.0102253	0.6572571	0.9887053	0.4913386	0.6970056	0.4422219	0.8042218	0.4039521	0.2188985	0.5137598	0.6732557	0.7270141	0.1438709	0.8881788	0.0307555	0.0844810	0.0004584	0.5697581	0.1249774	0.6351124	0.6759060	0.4067071	0.1268178	0.5613921	0.0196023	0.4506131	0.7431801	0.4474488	0.0716086	0.1113540	0.8806086	0.3955302	0.1003759	0.9047587	0.0389263	0.6440909	0.2129960	0.1754902
1.0043820	0.0353695	0.8617381	0.9223640	0.0441789	0.3492733	0.9197783	0.4082939	0.1794334	0.1983882	1.0737395	0.7502702	0.5720922	0.9807444	1.0195200	0.3212569	0.3113025	0.3774256	0.8946443	0.4461742	0.4102470	0.1732140	0.6052579	0.0280635	0.1904583	0.7669581	1.0484571	0.6053468	0.5880481	0.4825055	0.9543612	0.6196791	0.1261642	0.9562918	0.9285552	0.3223470	0.2682779	0.8352603	0.8340075	0.6465884	1.0256556	0.8063459	0.9439118	0.2604184	1.0223740	0.9955370	0.3265642	1.0203405	0.7150517	1.0611447	0.6673054	0.3996500	0.1224000	0.2668735	1.1088957	1.0137858	0.2109406	0.2090254	0.0015801	0.0024853	0.8367210	0.4194005	0.0065586	0.5059573	0.9876103	0.4570149	0.8156753	0.4780983	0.8458182	0.3587630	0.2181418	0.4889759	0.7040163	0.8250297	0.1600375	0.8290741	0.0210557	0.1329508	0.0002395	0.4658183	0.0867723	0.6317214	0.6779106	0.3727057	0.1452084	0.5958793	0.0590997	0.4706758	0.7624390	0.4120879	0.0233552	0.2023188	0.8955719	0.5312487	0.0764596	0.9656923	0.0345202	0.6050974	0.2023702	0.2303917
1.0020135	0.0630212	0.8543174	1.0779826	0.0525026	0.3701369	0.8820425	0.8818821	0.0821262	0.2579491	0.8863535	0.8527592	0.4750865	0.9646698	1.0126448	0.2805373	0.3190710	0.2356538	0.9771965	0.4942594	0.4745207	0.0710562	0.6030054	0.0574136	0.2759101	0.7247839	1.0273171	0.5799107	0.6300544	0.5439615	1.0809635	0.6412090	0.2053538	0.8755311	0.8220062	0.2615813	0.3678892	0.8706201	0.8430074	0.7293904	1.0262244	0.9086798	0.9521370	0.2048684	0.9395925	0.9982485	0.3058458	1.0127627	0.6945636	0.9756309	0.6525380	0.5442081	0.1151913	0.2883144	1.0233513	1.0226415	0.0958509	0.2557719	0.0032825	0.0500023	0.9678590	0.3848039	0.0057226	0.5905915	0.9879922	0.4244115	0.8007797	0.5414547	0.7826640	0.2900441	0.2144004	0.4456930	0.4755437	0.7026342	0.1518230	0.9220964	0.0063346	0.0767646	0.0121908	0.5094441	0.1121198	0.6170211	0.6545096	0.4018121	0.0372264	0.5295055	0.0437570	0.5171524	0.7867119	0.4946848	0.0454873	0.1143930	0.8904577	0.5042552	0.0651670	0.9090109	0.0214964	0.7001825	0.2371716	0.1574467
1.0059125	0.0257393	0.9119055	0.9799496	0.0425836	0.3520722	0.9947882	0.9629773	0.0805748	0.1242781	0.8929354	0.9481366	0.5317130	0.9561645	1.0017166	0.1940782	0.2470024	0.2377890	1.0068231	0.4638074	0.3560194	0.1197106	0.6138994	0.0624021	0.2626494	0.7558459	0.9787436	0.6966629	0.5360968	0.5074338	0.9262192	0.5853260	0.1417650	0.9226191	0.9235931	0.3073661	0.2905379	0.9042286	0.8695658	0.7289790	0.9401069	0.8763734	0.8864213	0.2129909	0.8996384	0.9229831	0.3245777	1.1026109	0.8308398	0.9411459	0.6533082	0.4426920	0.1376054	0.2238555	0.9882063	0.9836539	0.1246175	0.2675214	0.0015441	0.0195976	0.9233820	0.4096485	0.0032314	0.6837125	1.0135541	0.3558422	0.8898164	0.4434537	0.8748054	0.3478544	0.2001012	0.4863910	0.4573099	0.7638040	0.1065092	0.7849623	0.0108916	0.0856954	0.0002941	0.4811043	0.1100718	0.6752881	0.4784640	0.4113917	0.0331242	0.5060105	0.0541711	0.4439199	0.8425771	0.4928960	0.0122862	0.1769273	0.8848759	0.4896377	0.1094539	0.7688400	0.0627104	0.6534209	0.2447445	0.1690260
