G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G93A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.2415012	0.1006393	0.1701720	0.6055532	0.2255166	0.5142165	0.7465972	0.3374860	0.5601729	0.8917903	1.0087264	0.8924730	0.6520199	0.9375595	1.0175154	0.0115585	0.0090856	1.0980027	0.0222729	0.4621219	1.0414775	0.5552387	0.9067471	0.0198330	0.8306407	0.2117540	0.8178804	0.0758138	1.0384537	0.0730988	0.4773649	0.3624695	0.7015693	0.7618680	0.8396563	0.0041902	0.0818145	0.9727991	0.1062290	1.0474242	0.5664706	0.2783593	0.7737487	0.1573289	0.6996173	0.9948242	0.4608960	0.8518298	0.9236342	0.7802342	0.3602584	0.3403848	0.0144794	0.8676711	0.0025077	0.8079974	0.0018686	0.9046809	0.6845408	0.5899552	1.0249486	0.7912553	0.7247140	0.7284807	0.8403320	0.4971407	0.6253426	0.6065025	0.7962742	0.0001549	0.9869698	0.2151258	1.1069456	0.3439191	0.7801023	0.8968393	0.3521338	0.4112070	0.3866881	0.3559450	1.0037541	1.0496376	0.3147574	0.1257934	0.3003540	0.7463303	0.0670393	0.0095961	0.2573006	0.1627212	0.4461956	0.5423862	0.0400010	0.0587046	0.3324174	0.0380401	0.4898505	0.1888289	0.6376490
0.6426415	0.0000000	0.1218951	0.0776469	0.4385070	0.2744581	0.5880210	0.7223296	0.3061445	0.5797850	0.9938833	0.8318790	0.8330677	0.6990139	0.9980483	0.9069431	0.0057642	0.0044875	0.9312284	0.0083881	0.5244706	0.9397875	0.5145827	0.8379391	0.0338526	0.9681807	0.3175983	0.8484759	0.0911136	1.0861248	0.0614415	0.5339540	0.3333883	0.6787747	0.7878282	0.7940720	0.0233123	0.0655494	1.0266487	0.1243486	1.0330423	0.6246578	0.2025773	0.7905972	0.2061150	0.7737982	1.0063912	0.5146335	0.7047390	0.9891624	0.5321679	0.3027417	0.2926519	0.0027018	0.7797485	0.0057838	0.7021087	0.0029438	0.8606883	0.8329246	0.5155728	1.0608618	0.9483560	0.8368330	0.9874943	0.8114024	0.6038218	0.5027358	0.5920022	0.3785911	0.0016163	1.0479226	0.1284545	1.0866381	0.7350894	0.8754124	0.8316181	0.4412981	0.3796159	0.4625579	0.2004079	1.0921596	0.9763102	0.3762114	0.1655520	0.4549354	0.7605820	0.0718171	0.0123328	0.2749150	0.1529690	0.3783395	0.8442631	0.0697736	0.0333802	0.9028844	0.3868869	0.7833670	0.1629755	0.7674113
0.4540741	0.0451492	0.0000000	0.1628692	0.5359494	0.2494268	0.6098705	0.7081399	0.2913128	0.5447026	1.0099844	0.9592720	0.8578433	0.7804621	0.8881585	0.9150384	0.0226022	0.0019122	1.1499417	0.0226379	0.6027657	0.8936865	0.4495334	0.9249835	0.0232594	0.9153529	0.1677609	0.9081379	0.0772466	0.9550313	0.0577607	0.4568919	0.3525018	0.6835901	0.7104254	0.7813279	0.0053497	0.0579356	1.0211506	0.1433317	0.9169195	0.5561624	0.2353290	0.7393305	0.2160814	0.4824686	0.8536534	0.4390399	0.7781616	1.0245266	0.7989977	0.4176509	0.3317268	0.0081630	0.8897655	0.0178677	0.7415631	0.0000611	0.7457177	0.7413893	0.5704827	1.0386333	0.8649064	0.7602478	0.9526209	0.7765206	0.7874485	0.5373298	0.5764005	0.7941544	0.0019109	1.0684503	0.1102787	1.0817664	0.6472893	0.8147834	0.6551657	0.2860441	0.3812517	0.5059576	0.2154501	1.0087612	0.9774616	0.4605884	0.1580693	0.0243174	0.8367129	0.0711354	0.0139010	0.2763050	0.1585866	0.4289463	0.8471752	0.0492861	0.0392585	0.8567725	0.3349283	0.7999673	0.1921799	0.8292689
0.6401529	0.2243194	0.1110485	0.0000000	0.4637117	0.2390989	0.5106138	0.8639302	0.3083503	0.5394717	0.8858360	1.0232961	0.8832396	0.7999258	0.7372514	0.8755408	0.0067227	0.0016681	1.0440348	0.0181767	0.4383911	0.7862573	0.4653666	0.8968326	0.0150217	0.9418874	0.2665496	0.8565633	0.0990044	0.9947196	0.0648161	0.4665955	0.3909774	0.6935550	0.7395333	0.7844155	0.0171429	0.0658130	1.1025458	0.1649116	0.9161807	0.5479551	0.2906658	0.7744584	0.1392341	0.6609707	0.8154012	0.4616443	0.7125759	0.8626490	0.7932461	0.4871507	0.3410022	0.0157333	0.8509014	0.0005845	0.8298357	0.0014658	0.8359154	0.7426170	0.6105776	0.9888089	0.8384451	0.7134165	0.9355255	0.9225694	0.5532850	0.6134259	0.5782621	0.3647901	0.0014825	1.0111077	0.2329355	1.0409005	0.6978725	0.7792724	0.9155622	0.4913199	0.3276512	0.5210823	0.3371675	1.0090642	1.0540991	0.4499701	0.2101460	0.3614273	0.7444642	0.0756846	0.0063181	0.2507309	0.2208817	0.3927674	0.8765146	0.0632852	0.0213886	0.8863627	0.0383203	0.8786647	0.2292071	0.6317765
0.5483322	0.2956948	0.1058886	0.0224612	0.0000000	0.2482432	0.4961152	0.9024966	0.3800688	0.6176977	0.9452696	1.0063568	0.8917892	0.6392340	0.7619532	0.9359841	0.0098428	0.0022566	0.9790996	0.0251330	0.6303380	0.9000370	0.5722110	0.9433382	0.0157289	0.8344464	0.1982583	0.8346421	0.1042920	0.9827065	0.0812632	0.4888824	0.3777224	0.6848392	0.7585557	0.7998085	0.0170661	0.1135554	1.0149235	0.0926884	0.8748891	0.6133579	0.2552896	0.7332328	0.2649020	0.5789678	0.9087771	0.4647859	0.8393342	1.0651905	0.7791654	0.3775568	0.3344011	0.0131424	0.7473872	0.0078498	0.7822518	0.0058451	0.8220101	0.8154799	0.6031145	0.9815572	0.7710753	0.7232992	0.9319835	0.7774491	0.5248883	0.6239093	0.5731702	0.3339269	0.0010787	0.8944777	0.2046719	0.9349717	0.7239537	0.7777411	0.8305236	0.5948221	0.3403481	0.3451777	0.3144107	1.0040971	0.9753244	0.4194639	0.4151987	0.5505581	0.8218059	0.0767836	0.0125783	0.2691624	0.1586049	0.4640580	0.5011876	0.0587868	0.0263319	0.8292183	0.0747533	0.9344600	0.1976113	0.6358426
0.5565229	0.2656677	0.1066886	0.1639278	0.5520586	0.0000000	0.5320436	0.7859517	0.3107225	0.5648527	0.9249024	0.9842855	0.9532550	0.2517429	0.4554280	0.9945997	0.0026194	0.0007824	0.9397366	0.0308639	0.5525975	0.8208835	0.3992287	0.9122952	0.0239903	0.9731449	0.1768922	0.7825170	0.1031272	1.0891435	0.0570059	0.4343792	0.2998696	0.6378391	0.7009974	0.7344900	0.0040195	0.0457012	1.0668215	0.1383467	1.1113098	0.6309306	0.2346858	0.8383070	0.2354216	0.6446955	0.9924400	0.4554316	0.7454051	0.9969915	0.8189177	0.5317875	0.2856500	0.0282246	0.6405199	0.0030492	0.8044076	0.0029930	0.9236743	0.7788743	0.5590426	0.9285502	0.7992500	0.4748012	0.9868034	0.9806247	0.1716954	0.6119064	0.6666746	0.3384192	0.0014792	0.9397643	0.2006004	0.9433657	0.7294218	0.9367294	0.8993917	0.5126095	0.3904368	0.4732887	0.3015661	1.0868268	0.9985894	0.3737142	0.1932349	0.3564632	0.7581952	0.0745839	0.0081691	0.2303382	0.1637845	0.4239326	0.8815397	0.0189781	0.0441517	1.0099694	0.0807014	0.8463654	0.1635260	0.6439484
0.5289592	0.1576214	0.0869152	0.1509579	0.5224842	0.6314866	0.0000000	0.8189234	0.3936606	0.5537825	0.9077662	0.9779607	0.8758431	0.7049059	0.9600173	0.9545084	0.0067510	0.0032073	0.9196484	0.0187629	0.4892740	0.8652921	0.4339918	0.8957162	0.0123406	0.9119109	0.2118770	0.7726462	0.1768530	1.0297912	0.1096131	0.4990794	0.4885230	0.6197642	0.7673996	0.8030097	0.0099452	0.0933480	0.9403496	0.1285598	0.9846209	0.6258672	0.2435219	0.7058041	0.2596866	0.6460391	0.9169780	0.4440734	0.7074669	1.0333393	0.6761162	0.4276339	0.2829357	0.0101433	0.7878827	0.0053003	0.7803269	0.0009188	0.6683677	0.7881668	0.5901195	1.0473212	0.8704307	0.7628941	1.0790308	0.7074032	0.6250425	0.5861985	0.6025212	0.3460300	0.0025854	0.8204795	0.1784507	1.1699910	0.8035071	0.8454451	0.7648345	0.4038279	0.4110205	0.4393791	0.2722209	1.0575112	0.9593685	0.3442130	0.1428122	0.3487038	0.7687681	0.4336156	0.0100793	0.2862814	0.1685983	0.3888834	0.9191221	0.0674969	0.5094794	0.8476153	0.1192154	0.8561511	0.1941428	0.5055275
0.6137712	0.1776425	0.0816144	0.0844760	0.4408352	0.2744366	1.0585160	0.0000000	0.3897900	0.4591836	0.8997405	0.9761564	0.9542417	0.4811484	0.6723004	1.1202663	0.0118461	0.0068890	1.0294146	0.0218282	0.5395353	0.7805093	0.4255073	0.8424775	0.0196899	0.8818783	0.2452196	0.8425606	0.1028462	1.0864606	0.0969843	0.4518726	0.4392721	0.5752012	0.2535059	0.6553718	0.0225471	0.0853954	1.1196935	0.1050881	0.9038807	0.5766511	0.2246763	0.7894639	0.4938783	0.6492298	0.9469685	0.3598490	0.7159084	1.0080027	0.7854322	0.4404932	0.2448269	0.0151417	0.7156326	0.0106751	0.5238929	0.0009926	0.6816844	0.4694474	0.6820599	0.9567065	0.8261241	0.5756165	0.9899102	0.9137798	0.6448617	0.5840110	0.6131788	0.3733272	0.0051859	0.9539818	0.2570127	0.9294427	0.6607770	0.8718840	0.9376351	0.4716093	0.2194140	0.3963832	0.3202712	1.1098414	1.0387028	0.3849790	0.1611727	0.3888797	0.7292847	0.0383809	0.0075496	0.2304025	0.0226920	0.3956082	0.8726269	0.0304165	0.0952108	0.8623232	0.0897148	0.8479454	0.2135219	0.7064632
0.6766854	0.6584807	0.1926543	0.5320783	0.9893324	0.1877975	0.6483483	0.6573537	0.0000000	0.5907033	0.5707007	0.7530959	1.0331260	0.5759275	0.7131769	0.9794251	0.0112932	0.0047924	1.0550107	0.0644885	0.5098037	1.0374334	0.5896388	0.9631526	0.0371019	0.8515231	0.2588349	0.7475126	0.7264206	0.9002674	0.2073869	0.6219252	0.9867398	0.6710574	0.6054880	0.5268020	0.3485163	0.0659450	1.0842900	0.1042182	1.0023722	0.0783897	0.3220031	0.6821211	0.7010842	0.0115030	0.0313928	0.2870438	1.0495721	0.0442004	0.3943621	0.6758801	0.2586853	0.0137315	0.7128522	0.0652656	0.2778125	0.0179898	0.4716499	0.5916402	0.8469895	1.0318206	0.3324185	1.1159095	0.4782722	0.8171013	0.8635139	0.8472280	0.5507595	0.4861749	0.0018972	0.8992064	0.2689757	0.9994015	0.7401598	0.6336004	0.9523190	0.2799429	0.3260908	0.1290382	0.4016545	0.8549136	1.0821028	0.3762064	0.0885717	0.1288664	0.7039444	0.0534259	0.7706388	0.1821500	0.0243908	0.3977070	0.9315801	0.1119301	0.5190264	0.7830584	0.2891890	0.9345250	0.2408594	0.5755455
0.5649592	0.2726944	0.0886391	0.1126879	0.5582644	0.3243784	0.4854420	0.9430677	0.9310369	0.0000000	0.8996032	0.9274841	0.6796701	0.6032468	0.9983258	1.0228409	0.0097395	0.0031167	0.8914105	0.0368939	0.5119276	0.9193748	0.5180122	0.9356263	0.0374197	0.9881927	0.1717316	0.7407044	0.1594758	0.8788678	0.0211814	0.4670417	0.3926285	0.6272865	0.7725126	0.8234747	0.0181235	0.0660756	1.0262242	0.1418698	0.9496140	0.6540477	0.2206295	0.7260160	0.5151627	0.8142250	1.0412361	0.3623868	0.7387086	0.9922065	0.5957851	0.2859415	0.2709253	0.0168643	0.7724863	0.0024079	0.8228411	0.0040424	0.7336578	0.7865490	0.5294543	0.9619654	0.4951837	0.6995605	1.0735155	0.8603330	0.5106917	0.3933007	0.6104391	0.3378992	0.0017473	0.9521038	0.2416454	0.9991147	0.6449136	0.8503153	0.9240042	0.4822884	0.3915332	0.5698614	0.2495475	0.9559099	1.0682888	0.4008162	0.1294510	0.3519970	0.7374391	0.1708008	0.0083971	0.2122605	0.2154087	0.4212030	0.9237319	0.0655169	0.0232463	0.9320782	0.1183445	0.8506263	0.1461501	0.6430740
