G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G66A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.2010598	0.0628257	0.4947648	0.5911048	0.3052471	0.0101621	0.0901904	0.5578949	0.0000000	0.6703285	0.1389077	0.6063994	0.4353243	0.5577046	0.0320564	0.1363878	0.5213921	0.7086121	0.0145403	0.0084969	0.2934623	0.2727978	0.1942737	0.5923266	0.3727946	0.0615169	0.3047436	0.4817234	0.5798268	0.1139334	0.1474750	0.0657850	0.2754933	0.0442054	0.0713567	0.1578541	0.0307639	0.4147837	0.3770428	0.0000000	0.0007908	0.2398257	0.2082465	0.1270701	0.3268515	0.0855216	0.1454280	0.6009117	0.3912125	0.1690422	0.5888571	0.1648675	0.2981121	0.2785959	0.1922693	0.3260250	0.2992069	0.0036174	0.6964170	0.0248788	0.2896091	0.0856441	0.1126623	0.2375004	0.0889347	0.3041022	0.1976700	0.4225216	0.2264840	0.3879438	0.6816149	0.5262181	0.2685919	0.4089340	0.0032847	0.0223507	0.4522022	0.0121770	0.6882673	0.4480738	0.1839470	0.3120780	0.0012816	0.5958043	0.3984211	0.4967902	0.6943895	0.6558542	0.3238758	0.3368235	0.6487873	0.5504703	0.4664027	0.5962380	0.0001385	0.3185832	0.1513275	0.1942665	0.3371172	0.0027483
0.2916207	0.0841472	0.5235439	0.5627755	0.3422727	0.0266995	0.1921863	0.4364146	0.0000000	0.6691186	0.0906092	0.6214547	0.0000000	0.5535823	0.0242786	0.1625189	0.5897075	0.7441572	0.0325083	0.0019834	0.3930804	0.2337753	0.1594626	0.4391666	0.3434616	0.1815611	0.4896902	0.3473831	0.5699948	0.1002719	0.2364064	0.0354240	0.2842047	0.0407846	0.1049061	0.1206819	0.0536844	0.4036687	0.3042816	0.0974026	0.0022495	0.3031759	0.2407472	0.0975313	0.4000349	0.0680716	0.1546801	0.5563873	0.3758163	0.2201342	0.5596731	0.1421985	0.4518769	0.3789665	0.2560938	0.2702214	0.2735428	0.0036970	0.7528736	0.3129992	0.4622186	0.0587096	0.1557087	0.0318340	0.0582812	0.3548218	0.2242635	0.4769429	0.2655454	0.5422777	0.5335745	0.4678957	0.2325439	0.1405812	0.0015450	0.4601610	0.4430768	0.0114058	0.6283841	0.3397160	0.1614305	0.3923025	0.3888813	0.5132952	0.7434347	0.4995556	0.6279289	0.6212522	0.3634248	0.5046996	0.6001024	0.6767020	0.3954004	0.6330482	0.0014199	0.1973758	0.2060333	0.3535432	0.1760041	0.0038357
0.2500571	0.0975665	0.5034588	0.5719603	0.3827823	0.0092268	0.0893010	0.5211132	0.0000000	0.5706284	0.0716098	0.7758181	0.2627879	0.5862749	0.0000000	0.1365651	0.5024673	0.6653760	0.0321730	0.0054627	0.2938046	0.1919223	0.1926350	0.5427936	0.3012097	0.0824712	0.3118877	0.4940853	0.5228749	0.1458624	0.1273590	0.0291308	0.2862745	0.0286024	0.0954714	0.1800340	0.0538079	0.4064701	0.4105025	0.1649475	0.0023484	0.2605814	0.2759191	0.0958718	0.4442559	0.0924089	0.1909472	0.4683820	0.4384261	0.2071178	0.5437162	0.1268559	0.4996340	0.3212590	0.2557834	0.2916536	0.2551590	0.0013839	0.6332022	0.0529718	0.3929803	0.0967085	0.1438709	0.0220162	0.1225751	0.3460439	0.2564296	0.5489852	0.2592373	0.3698138	0.6155340	0.5264868	0.3049815	0.2706192	0.0004016	0.0133819	0.4325469	0.0345041	0.6384220	0.4007496	0.2164428	0.3259921	0.0017719	0.4801309	0.6906696	0.3949531	0.6946561	0.6764993	0.3676637	0.4634718	0.6442574	0.5627447	0.2079347	0.6443084	0.0004277	0.1878250	0.0998750	0.2262143	0.2874240	0.0003054
0.2644548	0.1151609	0.4862131	0.4809513	0.3883934	0.0133286	0.0646342	0.3600514	0.0862459	0.6061035	0.1139115	0.7083426	0.0000000	0.5087638	0.0325569	0.1707709	0.4384452	0.6336069	0.0334601	0.0086682	0.3462132	0.1964063	0.1893540	0.4498023	0.3032320	0.0996192	0.4937702	0.3968342	0.5607430	0.0876548	0.2172220	0.0316647	0.2555633	0.0304210	0.0746919	0.1243877	0.0355649	0.4301682	0.3471755	0.0000000	0.0013326	0.1642863	0.2284955	0.1037826	0.4629675	0.0553895	0.1929323	0.4386152	0.4941458	0.1461748	0.5840643	0.1346995	0.2277769	0.3530384	0.4399255	0.5829472	0.3997974	0.1379030	0.5866766	0.2737430	0.3646439	0.0977170	0.1692979	0.2899789	0.1358987	0.3182016	0.1554569	0.4202041	0.2922161	0.4592647	0.5876674	0.4215575	0.2853988	0.2532830	0.0038822	0.3671329	0.4354680	0.0072569	0.6042482	0.4439669	0.1851229	0.3554504	0.3560039	0.5739512	0.3479596	0.4198151	0.6318809	0.6182259	0.4370318	0.4048766	0.5585374	0.6620982	0.6581970	0.6464891	0.0002511	0.2726884	0.1320682	0.3802003	0.3868411	0.0035584
0.2838208	0.0813670	0.5857013	0.4823388	0.3007776	0.0103809	0.1140771	0.4735407	0.0144342	0.7864478	0.0389008	0.6490911	0.3690897	0.6340943	0.0000000	0.1590810	0.4586340	0.7494598	0.0371072	0.0011146	0.3232929	0.2180439	0.2040387	0.4932577	0.2287207	0.1358562	0.3827798	0.2764241	0.5387703	0.1424256	0.1588955	0.0202576	0.3309661	0.0382602	0.1096155	0.1901233	0.0400738	0.3651580	0.2958197	0.0000000	0.0015430	0.3768109	0.2102547	0.0674412	0.3853747	0.1052000	0.1733159	0.5028567	0.4587660	0.2236263	0.6709414	0.0713759	0.3255614	0.3404646	0.3656504	0.6228195	0.2946957	0.0948856	0.6429507	0.0054054	0.3997436	0.0542164	0.1325217	0.3758152	0.0957981	0.3531547	0.1663444	0.5119288	0.2186244	0.4437648	0.6087055	0.4746607	0.2448305	0.3096958	0.0060815	0.0171634	0.4732740	0.0294554	0.5509613	0.3642922	0.1983057	0.2418545	0.0011354	0.6804825	0.3857011	0.4594320	0.6836652	0.7512896	0.3761942	0.3513328	0.6104784	0.6898853	0.4018861	0.6877568	0.0003725	0.4109227	0.1737454	0.2042252	0.1250645	0.0016854
0.2669484	0.1391681	0.4956168	0.2071678	0.4400665	0.0127324	0.6460652	0.0322259	0.7110782	0.5459948	0.1466861	0.5915251	0.1997127	0.4895001	0.0688995	0.3446061	0.0000000	0.0000000	0.0748414	0.0014636	0.2424472	0.1175462	0.1736886	0.5293867	0.3272948	0.1928906	0.5693429	0.7101588	0.3129884	0.0564123	0.1493952	0.0458900	0.3806379	0.0862195	0.1210857	0.2072061	0.0423064	0.4194921	0.2627174	0.4545187	0.0121661	0.2120182	0.1056767	0.0867901	0.3883031	0.0712786	0.0205644	0.0502252	0.5534061	0.1686290	0.6815638	0.0698600	0.5679135	0.1476705	0.5430610	0.6445345	0.4896626	0.2369029	0.5844052	0.0647584	0.0703556	0.2706220	0.1937027	0.0008762	0.0848583	0.3459037	0.4969921	0.6395823	0.1904977	0.5537784	0.4835565	0.1706747	0.0419024	0.1446977	0.0005667	0.0917235	0.2652506	0.0170303	0.5661154	0.4538515	0.2617809	0.0350659	0.0014924	0.5099940	0.6638403	0.1370189	0.3774582	0.3373659	0.4037770	0.3354140	0.1939469	0.3410195	0.2281216	0.7062660	0.0002492	0.0806593	0.3492409	0.3061194	0.5256798	0.4040830
0.2890151	0.0684298	0.5612252	0.5284852	0.3029470	0.0214089	0.0910065	0.5434836	0.0264381	0.6079077	0.0326212	0.5889997	0.2493332	0.5484643	0.0187958	0.1284733	0.5524091	0.8250293	0.0085604	0.0028495	0.3746389	0.2380336	0.1799840	0.4294584	0.2114108	0.1891372	0.3757127	0.3722532	0.4586217	0.1442930	0.1655924	0.0215292	0.3656408	0.0587264	0.0784232	0.1183217	0.0353980	0.3483926	0.4000972	0.0000000	0.0031522	0.2505182	0.3433470	0.0562092	0.4274370	0.0752479	0.0187544	0.0000000	0.3898642	0.1825393	0.6445737	0.1050708	0.2583797	0.2956895	0.3887980	0.6512204	0.2971718	0.1289709	0.6047070	0.0075472	0.3361441	0.0744619	0.1177588	0.3513974	0.0545261	0.3163265	0.3177098	0.5151188	0.2027394	0.4435688	0.5906968	0.4236796	0.1139900	0.1569394	0.0034819	0.0230070	0.5021474	0.0332342	0.5903507	0.4322049	0.1807555	0.2593530	0.0062686	0.4809213	0.3835553	0.4571884	0.6412912	0.7533555	0.4021326	0.3143998	0.7628103	0.5569168	0.5508521	0.7530768	0.0000980	0.3432314	0.2452636	0.3072299	0.2314303	0.4906601
0.2619135	0.0440361	0.4980559	0.7402937	0.2858700	0.0079568	0.1085611	0.4472570	0.0000000	0.7132002	0.0433159	0.7997836	0.2670103	0.5648510	0.0476046	0.1775242	0.4422081	0.7376578	0.0387657	0.0022639	0.3208989	0.1602071	0.1631444	0.5719639	0.3834114	0.1262382	0.3856109	0.3984297	0.4866638	0.0738436	0.1480828	0.0358442	0.3614777	0.0305313	0.0684376	0.1137262	0.0464824	0.4060884	0.4572729	0.1896101	0.0012697	0.3219126	0.2091857	0.0876869	0.4219492	0.0807934	0.0089867	0.0000000	0.4981136	0.1787907	0.5556761	0.1942347	0.4746264	0.3041299	0.2614178	0.3169208	0.3017940	0.0046246	0.7200416	0.0151243	0.4027016	0.0521652	0.0834007	0.0519281	0.1651833	0.3758254	0.4136864	0.5204491	0.2458284	0.3871534	0.6396422	0.4978719	0.0881466	0.1772061	0.0039956	0.0819199	0.3435475	0.0276042	0.7130563	0.4346617	0.1959305	0.2956139	0.0121233	0.5035683	0.6625173	0.5023060	0.6376725	0.6266032	0.4000638	0.3504203	0.7322166	0.6335151	0.2676201	0.6497971	0.0024282	0.1886834	0.3274892	0.3316212	0.1565815	0.4037532
0.2630559	0.0506927	0.5902304	0.5716991	0.3802384	0.0082766	0.0842213	0.3905714	0.0536811	0.7558086	0.1166433	0.7819561	0.0000000	0.6061234	0.0000000	0.1525837	0.4378870	0.6515264	0.0455122	0.0044350	0.3440679	0.3136584	0.1420229	0.4722427	0.3221597	0.1036122	0.3518153	0.4011674	0.5772450	0.0829515	0.1636623	0.0178198	0.2752994	0.0399649	0.1143633	0.0853664	0.0349542	0.4359362	0.3259581	0.1932402	0.0004849	0.2127620	0.2730126	0.0847289	0.4099863	0.0976180	0.2312033	0.4395611	0.4010246	0.2041634	0.4942544	0.1299333	0.5892883	0.4999903	0.5673647	0.6035403	0.3327031	0.1355285	0.6257934	0.3553859	0.3071574	0.0870404	0.1384939	0.0406104	0.0803759	0.3198802	0.1454037	0.3948263	0.3164658	0.4843561	0.5167529	0.4781224	0.2838140	0.1971202	0.0007542	0.3601261	0.3756098	0.0306872	0.7453030	0.3819369	0.1677388	0.3018178	0.3676013	0.5446865	0.6487868	0.3614656	0.6286103	0.6741986	0.2761066	0.4189670	0.5648731	0.5707669	0.3455301	0.6394187	0.0035420	0.2005564	0.1371476	0.2577297	0.2892128	0.0001579
0.2910770	0.0239944	0.5798110	0.6583355	0.2539631	0.0264542	0.0893705	0.5043265	0.0463850	0.7494608	0.0123362	0.7870995	0.2857931	0.5964170	0.0000000	0.1737536	0.5539390	0.7092050	0.0334204	0.0114892	0.3006806	0.2229650	0.1970960	0.3881423	0.2771754	0.1210005	0.3398711	0.3234721	0.6104523	0.0848267	0.1346089	0.0500075	0.2936289	0.0197200	0.0399482	0.1240209	0.0681412	0.4152428	0.3379581	0.2054596	0.0013991	0.3806700	0.2172214	0.1011422	0.4119250	0.0719629	0.0055449	0.0000000	0.5010923	0.2612195	0.5645313	0.1006244	0.3631502	0.3206187	0.3181260	0.6635858	0.2417577	0.1524096	0.5642502	0.0075318	0.4561744	0.0492498	0.1468305	0.0336612	0.1125354	0.2925848	0.3926154	0.3784869	0.1531204	0.3562071	0.5533964	0.4897166	0.0545784	0.1948455	0.0070483	0.1058433	0.4150779	0.0275782	0.7242950	0.4145710	0.1426125	0.3296308	0.0019084	0.6629414	0.6980706	0.3217772	0.6217908	0.6381267	0.3504397	0.3578319	0.6238373	0.6007269	0.2206106	0.8072017	0.0004882	0.1569177	0.2716558	0.2859243	0.2692627	0.5221110
