"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G66A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.8322180	0.5196138	0.5455565	0.0291507	0.3905395	0.0333919	1.0317568	0.4808288	0.6719135	0.5778467	0.7283367	0.7644224	0.4948844	0.0009925	0.0170282	0.0810062	0.1016344	1.0305594	0.1313331	0.6707671	0.2155511	0.4307100	0.9590827	0.1874658	0.8069310	0.9973680	0.2539797	0.1838812	0.6369738	1.0934039	0.0264210	0.0545717	0.9758201	0.0844536	0.9850428	0.5174221	0.4064245	0.9342707	0.2235961	0.9967057	0.6359875	0.7667105	0.7894700	0.2733361	0.6450511	1.0093027	0.3022428	0.6149731	0.9933461	0.9635591	0.5536293	0.0405469	0.8402121	0.5419849	0.6944894	0.1614310	0.4280371	0.3321005	0.8266428	0.5423574	0.9986353	0.3149255	0.0261813	0.5426077	0.3665704	0.1939432	0.0607246	0.2341715	0.8336875	0.4546263	0.0313791	0.9658340	0.0001174	0.8524097	0.8996368	0.4543647	0.0372449	0.1664120	0.1767625	0.3549121	0.4465285	0.8749807	0.4795283	0.0527675	0.7691822	0.3769347	0.9954649	0.8810059	0.9476822	0.9253980	0.4912256	0.4698794	0.8189426	0.0246039	0.0099086	0.3933101	0.6855860	0.9544361	0.4727974	0.2464619
50	0.7593238	0.2225439	0.6542935	0.0259985	0.4836852	0.0285399	1.0068404	0.7787330	0.9591376	0.5270317	0.7810796	0.7523416	0.7189062	0.0010885	0.0150347	0.0705335	0.1467744	0.9446277	0.6802103	0.8737841	0.1957532	0.3542175	1.0029226	0.4836440	0.8861655	0.9789470	0.4344511	0.7071623	0.5136654	0.4017094	0.0510151	0.0451049	0.9263838	0.1891073	1.0560816	0.4606102	0.4063351	1.0719775	0.2815094	1.0291984	0.8043035	0.7427303	0.6471145	0.3222283	0.7079629	0.9748922	0.3345748	0.5375465	0.5971015	1.0683841	0.5145575	0.0320361	0.8987058	0.5465552	0.6799539	0.2048299	0.6225707	0.3957274	0.8291498	0.5221011	1.0677812	0.2303193	0.0383641	0.5105297	0.2535713	0.1318733	0.0682921	0.2448057	0.8302071	0.5567094	0.0465044	0.9026312	0.0000000	0.9101705	0.9252787	0.3149326	0.0830266	0.1003134	0.1682218	0.3799162	0.3218776	0.8666453	0.4728077	0.0294446	0.7300703	0.2785324	0.9135357	0.9060281	0.9453218	0.9613099	0.2399326	0.4143604	0.8743195	0.0330999	0.0092342	0.3447617	0.4432129	1.0314728	0.4832927	0.2331215
100	0.6552095	0.1405302	0.6460423	0.0184614	0.4719134	0.0256354	0.9257316	0.8725543	1.0174081	0.5627497	0.8365236	0.7450811	0.6803008	0.0011740	0.0128876	0.0761506	0.2168902	1.0354478	0.8002468	0.8871305	0.3004811	0.2005579	1.0044925	0.7866586	0.8157562	0.9929172	0.6897798	0.8094067	0.5103851	0.2227804	0.0459054	0.0366241	0.9037996	0.2055897	1.0748258	0.3624896	0.3847850	1.0126025	0.3441912	0.9711940	0.7551096	0.6986560	0.7135715	0.3073782	0.6307485	0.9940829	0.2617800	0.5253367	0.4284616	1.0079887	0.5268614	0.0291840	1.0397216	0.5056541	0.6096707	0.1724859	0.6476777	0.4162176	0.8743012	0.4813183	1.0007110	0.2769116	0.0324161	0.5060620	0.1745805	0.1383585	0.0675337	0.2180977	0.7464793	0.6151841	0.0825437	0.9472896	0.0001193	0.8872730	0.9041308	0.2429640	0.0800090	0.0718911	0.1663211	0.3181004	0.3283312	0.8165286	0.4582037	0.0267836	0.7570770	0.1975767	0.8109320	0.8778271	0.9414996	0.8994724	0.1851422	0.4300608	0.8467295	0.0368797	0.0109477	0.3835588	0.4800939	1.0152416	0.5751122	0.3407511
150	0.4795693	0.1331993	0.6316495	0.0318340	0.4614675	0.0081702	1.0366371	0.8846569	0.9607718	0.5985946	0.8494617	0.7849569	0.6777164	0.0024989	0.0058205	0.0874120	0.2404263	1.0086982	0.7911490	1.0124913	0.4558401	0.1689985	0.9073175	0.8225640	0.9078901	0.9741015	0.9212613	0.9102923	0.5005441	0.1940475	0.0664878	0.0462229	0.8741611	0.1897698	1.0058760	0.3543225	0.4617343	0.8827860	0.3988709	1.0325873	0.7944746	0.7580803	0.6497860	0.2711680	0.5944067	1.0180579	0.2405905	0.5945460	0.3765377	1.0892769	0.5238163	0.0289871	0.9414049	0.4380442	0.6750505	0.2156209	0.5746275	0.5839043	0.8739852	0.4008359	0.9363163	0.2187706	0.0302463	0.4963924	0.1810017	0.1777272	0.1318054	0.2682895	0.9040463	0.5920059	0.0717284	0.9462352	0.0001128	0.9733830	0.7842857	0.1702886	0.0858339	0.0328192	0.2381338	0.3177201	0.3309521	0.7678893	0.4027961	0.0319815	0.6054382	0.2273639	0.8714089	0.9365121	0.9596670	0.9128618	0.1789331	0.4751913	0.9506086	0.0275837	0.0101265	0.3888647	0.4564775	0.9064130	0.6066592	0.4819859
200	0.3470021	0.1302567	0.6153542	0.0424102	0.5220507	0.0154851	1.0809855	0.8612169	0.9697136	0.6660489	0.9443107	0.7424796	0.6554653	0.0005940	0.0040284	0.0700576	0.2879606	1.0386852	0.7659524	0.9061345	0.6367369	0.1388709	0.9622528	0.8518034	0.8995605	0.9568410	0.9626711	0.9555683	0.4237664	0.1823694	0.0287903	0.0757822	0.9557656	0.2007136	1.0793910	0.3845560	0.4505714	0.9811549	0.4541738	1.0607092	0.8632709	0.7495646	0.7674688	0.2806533	0.5341867	0.9339175	0.3892421	0.6317185	0.3098213	1.0017137	0.5137559	0.0391287	0.9858892	0.3691347	0.6907439	0.1783876	0.5547119	0.7598140	0.8651030	0.3611126	0.8616341	0.2054834	0.0285622	0.5133823	0.1938858	0.2682299	0.0655756	0.2529284	0.9195024	0.5232799	0.0993640	0.9557752	0.0000790	0.8406363	0.7626216	0.1339288	0.1271618	0.0305980	0.2632118	0.3754413	0.3912937	0.6162252	0.4364609	0.0268501	0.5847905	0.2422789	0.6826044	0.9809198	0.9543565	0.9570535	0.1377229	0.4559348	0.9218696	0.0222315	0.0445722	0.5104047	0.4729620	0.9189041	0.6071608	0.4949494
250	0.2003769	0.1260253	0.5133805	0.0482553	0.4432500	0.0113251	1.0078821	0.8747875	0.9789585	0.6569508	0.8825333	0.7825514	0.6563169	0.0014759	0.0027445	0.0741164	0.3030783	1.0479074	0.8114152	0.9094591	0.6805698	0.0993023	0.9932679	0.9348672	0.8470912	0.9116914	0.8727410	0.9705186	0.4447699	0.1617541	0.0514775	0.0558065	0.9672260	0.2383357	1.0064018	0.3454754	0.4916030	0.9158405	0.4426272	0.9370459	0.8552082	0.7563682	0.8056428	0.3238854	0.4529067	1.0285991	0.3955436	0.5865414	0.3031705	1.0184025	0.5448735	0.0287026	0.9823447	0.3567078	0.6140321	0.1712549	0.6448197	0.6981200	0.8446515	0.3393061	0.8226458	0.1899713	0.0231286	0.4903363	0.1533015	0.2582708	0.0643740	0.2653335	0.9549521	0.5351383	0.0795905	1.0029767	0.0008853	0.8007672	0.6776937	0.1087951	0.1577539	0.0282273	0.2853360	0.3265424	0.3729883	0.6469687	0.3876217	0.0263570	0.5348202	0.2633979	0.6431609	0.9969209	0.9404229	0.8891834	0.0877861	0.4115636	0.9171310	0.0168132	0.1037600	0.5357951	0.4103957	0.7663857	0.5486506	0.4764902
300	0.1596114	0.1705613	0.5104930	0.0402675	0.4647638	0.0038622	1.0374720	0.9505002	1.0341356	0.6017964	0.9977003	0.8365416	0.6668797	0.0002318	0.0051771	0.0816444	0.1975734	1.0287016	0.7920490	0.8644032	0.7455775	0.1088936	0.9543682	0.9817224	0.8516453	0.9693633	0.9343084	0.8793601	0.4517457	0.1321608	0.0370862	0.0705302	0.8911986	0.2128485	0.9638431	0.3319868	0.4188293	0.9221079	0.4357746	1.0394878	0.8426776	0.8446896	0.8070049	0.2545124	0.4382528	0.9789713	0.3693739	0.6072695	0.2814009	1.0378141	0.4918406	0.0417869	1.0331120	0.3100430	0.6246810	0.1796122	0.7434727	0.6757626	0.7750235	0.2896983	0.7474879	0.2605132	0.0089953	0.4876385	0.1462184	0.2316638	0.0505447	0.2630831	0.9447101	0.5414639	0.0607412	1.0288774	0.0000139	0.8196264	0.6717163	0.1412254	0.2093143	0.0430649	0.3109555	0.4114934	0.4120348	0.7346659	0.4060036	0.0107267	0.5368721	0.2389338	0.7508464	1.0257119	0.8557110	0.8304791	0.0789027	0.3971075	0.9060271	0.0172398	0.1376823	0.5640005	0.4487224	0.6769600	0.6285989	0.5451176
350	0.2800202	0.1907833	0.5145437	0.0325261	0.4309038	0.0143494	1.0591975	0.8562900	1.0551170	0.6207681	1.0118255	0.7930908	0.6717377	0.0001153	0.0041094	0.0764005	0.2124945	1.0108542	0.8948097	0.8708085	0.7396496	0.1475710	1.0007545	1.0115888	0.9158397	0.9945208	0.9108119	0.8850469	0.4913829	0.1067182	0.0603054	0.0513601	0.8929317	0.2093767	1.0013715	0.3689386	0.4218438	0.8884680	0.4545521	1.0874268	0.8504912	0.7544211	0.7794277	0.2550260	0.4787432	1.0420080	0.3263349	0.6889468	0.2710226	0.9678481	0.4541835	0.0265181	1.0160058	0.3786122	0.6599110	0.2215520	0.6804502	0.6517456	0.7068866	0.3652394	0.8335508	0.1906292	0.0146431	0.5075907	0.1513671	0.2610499	0.0791706	0.2976523	0.9781870	0.4779165	0.0603471	1.0168859	0.0000012	0.7075281	0.6862980	0.1235120	0.1871523	0.0614710	0.4215514	0.4141744	0.3715040	0.6776102	0.4296139	0.0116505	0.5223218	0.2381366	0.8045788	1.0460262	0.8456681	0.9501300	0.0639002	0.3533958	0.9518701	0.0343406	0.0877515	0.5701805	0.4762166	0.5354472	0.6578264	0.5488373
400	0.3297331	0.2035036	0.4814840	0.0324835	0.4417460	0.0079694	0.9461248	0.8638093	1.0304560	0.6002180	0.9880331	0.7894982	0.7974413	0.0002896	0.0076180	0.0634234	0.1780845	1.1336829	0.8388137	0.9289796	0.7266377	0.1363665	0.9836263	0.9912958	0.8957724	0.8681968	0.8882006	0.8700562	0.4826940	0.1320749	0.0474673	0.0564035	0.9425004	0.2404596	0.9624133	0.3523522	0.4128755	0.8821098	0.4396989	1.0821962	0.8641144	0.8235316	0.7258175	0.2778507	0.5273625	1.0619118	0.3814673	0.6096441	0.3187856	0.9907745	0.4063446	0.0426961	1.0104043	0.2872179	0.6123115	0.1855682	0.7251092	0.7112665	0.6922998	0.3029798	0.8138850	0.1774402	0.0134552	0.4901953	0.1026780	0.1924283	0.0961009	0.2769241	1.0551741	0.4858876	0.0498759	0.9676746	0.0004763	0.7034889	0.6634215	0.1321489	0.2358205	0.0838554	0.3779370	0.3947460	0.3840505	0.7168132	0.3542212	0.0155854	0.5008487	0.2566604	0.8257784	0.9940575	0.8751512	0.8464376	0.0676319	0.3233369	0.9349643	0.0141589	0.1246286	0.6345732	0.4155898	0.6100152	0.7056552	0.5982578
