G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.1272686	0.1797821	0.6018992	0.4805412	0.4720282	0.4417375	0.4493027	0.6012411	0.0605878	0.4724091	0.6533542	0.6523020	0.0985080	0.5187537	0.1569531	0.3943493	0.0156285	0.2360277	0.3511770	0.5889016	0.4264734	0.1487894	0.4607411	0.2515953	0.1799217	0.8607223	0.0347629	0.2757657	0.1352490	0.1802573	0.5724575	0.2918789	0.0796349	0.2613591	0.1977419	0.2085477	0.3984198	0.5412819	0.2187192	0.7445319	0.3429966	0.5823359	0.2722192	0.7028710	0.2484716	0.0152504	0.0972462	0.2679597	0.4215571	0.0675455	0.2594236	0.4751345	0.2717472	0.5296058	0.5919398	0.3587544	0.6724787	0.6873565	0.7002665	0.6559874	0.0197553	0.4038942	0.6303842	0.1823822	0.0393169	0.6755620	0.1611570	0.2062682	0.7548630	0.1515372	0.1932411	0.0296438	0.5377306	0.2890793	0.3744687	0.6577236	0.4794126	0.0373338	0.6745171	0.0366930	0.1830914	0.0220818	0.1269769	0.6723370	0.0030803	0.4587439	0.2094431	0.5962255	0.4279613	0.0853178	0.3658110	0.4385203	0.4951181	0.3186955	0.0257150	0.1878116	0.7102386	0.2285111	0.2946121	0.3925808
0.2725433	0.0963256	0.6399043	0.4317138	0.5730452	0.4337688	0.3303418	0.5381674	0.0849328	0.5410358	0.8515375	0.7959410	0.1184302	0.6273048	0.0917712	0.3416473	0.0240996	0.1889286	0.4117465	0.5814033	0.5533679	0.1391902	0.3899057	0.2450681	0.1528567	0.7161135	0.0903058	0.2062985	0.1769042	0.0839518	0.6095114	0.3021283	0.0613247	0.1559338	0.1314726	0.2261632	0.4091131	0.5058367	0.1542817	0.5881144	0.2826874	0.7029825	0.2456710	0.7162776	0.1507792	0.0170818	0.0295346	0.2118306	0.4421477	0.0486189	0.2239011	0.6781610	0.2806761	0.6999034	0.4332664	0.3361278	0.6098293	0.6408633	0.6212405	0.7010564	0.0026549	0.3536880	0.4963673	0.1207518	0.0191586	0.5400404	0.2168401	0.2794011	0.5100456	0.1801138	0.2070542	0.0583583	0.5640432	0.2859476	0.3633600	0.5221425	0.4009627	0.0332043	0.7305810	0.0788563	0.2991043	0.0155421	0.0741390	0.6677307	0.0065848	0.2808827	0.2725143	0.5178038	0.3071035	0.0562034	0.3822674	0.3814903	0.5104811	0.4926276	0.0166044	0.2196303	0.6116686	0.1955720	0.2667830	0.5096635
0.2285046	0.1981292	0.3115782	0.5312788	0.7160671	0.4178821	0.2510534	0.5918633	0.0511184	0.4411044	0.6779949	0.6092545	0.1116059	0.6498983	0.1088410	0.4412348	0.0106047	0.2585860	0.3511831	0.5094518	0.6329198	0.2266485	0.4572420	0.2119370	0.2094134	0.5895880	0.0647290	0.3378906	0.1669042	0.0510630	0.5018771	0.2139585	0.0569180	0.2781272	0.1439448	0.2318580	0.4830439	0.5857100	0.0610285	0.5682393	0.3056094	0.4707237	0.1915219	0.8318426	0.1800946	0.0106239	0.0492985	0.3022104	0.4099745	0.0225550	0.3236762	0.5276952	0.4063281	0.6221264	0.5937759	0.4359451	0.4689937	0.6835447	0.5860622	0.6450934	0.0009455	0.3221571	0.5913454	0.0757779	0.0309038	0.5526149	0.2710381	0.2124387	0.4692885	0.1439889	0.2487140	0.0496312	0.4957251	0.3184039	0.4413270	0.6433499	0.3937691	0.0441739	0.6604303	0.1669444	0.1374449	0.0206773	0.0740474	0.6996922	0.0008149	0.3323687	0.2482434	0.4055026	0.3613857	0.1203882	0.3743736	0.3752763	0.6014933	0.3807378	0.0056687	0.2102887	0.7613683	0.1734412	0.3454874	0.4189347
0.2958352	0.1695613	0.6472876	0.1839470	0.7000662	0.4577313	0.2879017	0.5002766	0.0544585	0.4674736	0.5778112	0.7196209	0.1341180	0.6354806	0.1022048	0.3862347	0.0182248	0.2814983	0.4226970	0.6812312	0.3589294	0.1480618	0.4756925	0.3140931	0.2049358	0.6674378	0.0348127	0.3462335	0.1686381	0.0538051	0.5462911	0.2502169	0.0772444	0.3136815	0.1506454	0.2922949	0.5426639	0.6023670	0.0644174	0.6926382	0.3136778	0.4928411	0.1833329	0.6264362	0.2202003	0.0155921	0.0592657	0.3070521	0.3892452	0.0729675	0.3049455	0.6711449	0.2953113	0.6920299	0.5441716	0.4085758	0.5300866	0.6185636	0.6669701	0.6566838	0.0176561	0.4001897	0.4248386	0.1449193	0.0650369	0.5249148	0.2344596	0.2191596	0.5062892	0.1704157	0.2324133	0.0587934	0.6574129	0.3484418	0.3956053	0.5848131	0.3921348	0.0760461	0.6833995	0.1259657	0.1446920	0.0196918	0.1763738	0.7254208	0.0008069	0.3152859	0.1900225	0.5016931	0.3557659	0.1208270	0.3209755	0.3949676	0.4636404	0.5237689	0.0142030	0.1863583	0.5480177	0.3052295	0.2793018	0.3730328
0.3091505	0.2073818	0.6300149	0.5217587	0.2354157	0.4530862	0.4146173	0.5949887	0.0320561	0.5362994	0.5593238	0.6341048	0.0544287	0.6220777	0.0773869	0.2829376	0.0066072	0.2735887	0.3493840	0.6103878	0.3898551	0.1564847	0.4711047	0.3115210	0.1893804	0.7345714	0.0232851	0.3431117	0.2461235	0.0680935	0.5685632	0.3392388	0.0506661	0.3637723	0.0729166	0.2557308	0.4376064	0.5456845	0.1073137	0.6124556	0.4172738	0.5605521	0.2382328	0.6270027	0.1445674	0.0065007	0.0287336	0.2591354	0.4222968	0.0449989	0.2440980	0.6910039	0.2947169	0.6701379	0.5519841	0.4056783	0.5359952	0.7056228	0.5033516	0.6476892	0.0149163	0.4374583	0.6167143	0.2472745	0.0230995	0.5893400	0.3441101	0.2238910	0.6420050	0.1374852	0.1892080	0.0714985	0.5859224	0.2516740	0.4295962	0.5982423	0.4254734	0.0671709	0.7899427	0.0215570	0.1214207	0.0192399	0.1375077	0.6498597	0.0006661	0.3430116	0.2579706	0.5507504	0.2721481	0.0844201	0.3891048	0.3561517	0.4555700	0.3460527	0.0099996	0.3121867	0.6156182	0.2479759	0.3506284	0.4882590
0.2241768	0.1869842	0.5512108	0.4777956	0.4135701	0.2691956	0.2612137	0.5823702	0.0550128	0.4438985	0.6319549	0.6359144	0.0938920	0.5550943	0.1560154	0.3435445	0.0094695	0.2585674	0.2863182	0.6441101	0.6211935	0.3289191	0.5572981	0.3874309	0.2236778	0.5634798	0.0689808	0.4226514	0.2320110	0.0990934	0.4164548	0.2618225	0.1542601	0.2334644	0.1446384	0.3134732	0.3838356	0.4925282	0.1247975	0.8733527	0.3808374	0.5718379	0.2902493	0.6979409	0.2136007	0.0135229	0.0577743	0.2358883	0.4757903	0.1443657	0.3088731	0.6678606	0.3538332	0.7424318	0.5753385	0.4168112	0.6028844	0.6750369	0.5965699	0.5317790	0.0032246	0.4792863	0.4805933	0.2438952	0.1028954	0.5785420	0.1705468	0.2106838	0.4887704	0.2132236	0.2310873	0.0295649	0.5412141	0.2540836	0.4314609	0.7860834	0.4091201	0.0697828	0.6656370	0.0243104	0.1641796	0.0532197	0.2314354	0.5878372	0.0028791	0.2909128	0.2087506	0.4851477	0.3609190	0.1113563	0.3173314	0.4207595	0.3797156	0.3129410	0.0093083	0.1718565	0.6024013	0.2286098	0.4121324	0.3824644
0.2779861	0.1467500	0.5631259	0.5796922	0.5462772	0.3506967	0.1477296	0.5087551	0.0538223	0.5041807	0.7151596	0.6729951	0.1261327	0.6013889	0.1157019	0.2716808	0.0186246	0.2683116	0.4617433	0.4677998	0.4472515	0.2247690	0.3875556	0.3402185	0.2331247	0.6439637	0.0339982	0.3674509	0.1725986	0.0578305	0.4844257	0.2861954	0.0544115	0.2572383	0.1380628	0.2743366	0.3992266	0.6787656	0.0869814	0.6833881	0.3654096	0.5353922	0.2695898	0.6433877	0.1717759	0.0081216	0.0685221	0.2672803	0.4732073	0.0335674	0.2324417	0.5351106	0.2511612	0.6217578	0.7143031	0.3294115	0.5235003	0.5641902	0.5555708	0.6394454	0.0111906	0.3763446	0.5438294	0.0842159	0.0465068	0.8142845	0.2479633	0.2782589	0.4143643	0.2123952	0.2011934	0.0594255	0.4926713	0.3013982	0.3995055	0.6267979	0.4251480	0.0494217	0.5344289	0.0865101	0.1113394	0.0313075	0.1489618	0.7237115	0.0023353	0.3651837	0.2833531	0.4754625	0.2862330	0.1660479	0.3915540	0.4026426	0.4790606	0.4500310	0.0076501	0.2011795	0.6622125	0.2447635	0.2697308	0.5016419
0.3389006	0.2054243	0.7076663	0.6193474	0.5931089	0.6493529	0.1956552	0.2294057	0.0371536	0.4868471	0.5895174	0.6943972	0.0860976	0.6374886	0.1062139	0.2734450	0.0046181	0.5040271	0.2380184	0.3797109	0.4539626	0.2133591	0.6005828	0.2714942	0.2431809	0.6905702	0.0330509	0.4235254	0.0912905	0.0585141	0.4685647	0.2506690	0.0657396	0.4967103	0.1054314	0.1325520	0.3985031	0.7341236	0.0675767	0.7249605	0.2619776	0.5558668	0.1957737	0.6535938	0.2106422	0.0053029	0.0706640	0.2058829	0.3014289	0.0250935	0.2283445	0.6087894	0.1741265	0.6245194	0.6879074	0.3740889	0.4725669	0.7481602	0.5620753	0.5998664	0.0019993	0.4054190	0.5616065	0.0819751	0.0876711	0.5546733	0.3258708	0.3880448	0.4917303	0.2080862	0.2715031	0.0391496	0.5295203	0.2836232	0.3517099	0.5881068	0.4102656	0.0279384	0.6947385	0.1592867	0.0739256	0.0130545	0.2213269	0.7005732	0.0061723	0.4089034	0.2766765	0.4922263	0.3195059	0.1586881	0.3594911	0.3427852	0.4329775	0.5056641	0.0207986	0.1375673	0.6885019	0.2518000	0.3300984	0.3268500
0.2710056	0.2057537	0.5691185	0.4079904	0.5468074	0.4347617	0.3393547	0.5596456	0.0287327	0.4891936	0.7878201	0.6685808	0.0464312	0.6948416	0.1079675	0.3688051	0.0175212	0.1876852	0.3936270	0.5323053	0.5570994	0.1792030	0.5346775	0.3454790	0.1953096	0.6008984	0.0457049	0.2284692	0.2085125	0.0511894	0.5936081	0.2599243	0.0855076	0.1656967	0.1829328	0.3249856	0.4000325	0.4577933	0.1447290	0.5292187	0.3252308	0.4625253	0.2513037	0.6823941	0.2802575	0.0110188	0.0395158	0.2194268	0.5048818	0.0611663	0.2425415	0.4564254	0.2478386	0.6112130	0.7518163	0.4911082	0.6271058	0.6978538	0.5364912	0.6807830	0.0090665	0.3484533	0.5706776	0.1590592	0.0298296	0.5260032	0.2308227	0.2448417	0.6709231	0.1354510	0.1671618	0.0565185	0.5376117	0.2033337	0.6358381	0.7274254	0.4319036	0.0660307	0.7047441	0.0457281	0.2074758	0.0157529	0.1528456	0.7019399	0.0008181	0.3168179	0.1702191	0.5631935	0.2688820	0.1445998	0.3478445	0.4224643	0.5457192	0.2781421	0.0368164	0.2773477	0.6718535	0.2473275	0.2658016	0.4673529
0.2037672	0.2296548	0.6425125	0.6262479	0.6259363	0.4289675	0.2616540	0.5030273	0.0739497	0.2984241	0.6546246	0.5397322	0.0702933	0.6674083	0.1179489	0.1579386	0.0135657	0.2640560	0.3849158	0.5336275	0.6189889	0.1777267	0.3749118	0.3284950	0.1582849	0.6208918	0.1017078	0.2578013	0.1780683	0.0462485	0.5779625	0.3072776	0.0503725	0.1586770	0.1857556	0.2256714	0.3408240	0.3835598	0.1533339	0.6839529	0.2868283	0.5517342	0.2608402	0.6778223	0.1703960	0.0078404	0.0406848	0.2437753	0.5491844	0.0334534	0.2676473	0.5874402	0.2820191	0.7113405	0.5809638	0.4592993	0.6750606	0.6749569	0.5756417	0.7138311	0.0019349	0.3828185	0.5461911	0.1291683	0.1059486	0.5832197	0.2546764	0.1322005	0.5358393	0.1720274	0.3185700	0.0264748	0.3802864	0.3210614	0.3194820	0.6644745	0.4093550	0.0654904	0.7160403	0.0706944	0.2090923	0.0174909	0.0700420	0.7372928	0.0003367	0.2834354	0.2842982	0.5187202	0.3185298	0.1625789	0.3301933	0.4520275	0.4852997	0.4152180	0.0096811	0.2187346	0.7155688	0.2472774	0.3626347	0.4403936
