Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.2665991	0.4519212	0.6607610	0.1346921	0.3140695	0.3543930	0.6300037	0.1140206	0.4919029	0.1099678	0.6705986	0.6054666	0.7006976	0.1025145	0.0965682	0.0353016	0.5266792	0.2173411	0.0864892	0.1268695	0.2834196	0.4639139	0.1208501	0.5665786	0.3588729	0.0884312	0.2859883	0.0631664	0.5279077	0.1065608	0.1810162	0.1550369	0.7054549	0.2400481	0.1448003	0.7099138	0.4851673	0.3015260	0.7994645	0.2835235	0.3834773	0.6163761	0.0808070	0.0143164	0.4652467	0.6051988	0.6710531	0.0320476	0.2077319	0.8499474	0.6878893	0.0123565	0.5824155	0.6637831	0.7104373	0.5738286	0.6629009	0.0114492	0.1957953	0.0816173	0.5976551	0.2915192	0.0050640	0.0110319	0.3203136	0.7032996	0.4887611	0.0019864	0.5776883	0.1262876	0.1493660	0.3333536	0.5106907	0.0248962	0.0141587	0.7434601	0.6905511	0.0162313	0.0969145	0.0922531	0.4760567	0.5645351	0.4591415	0.0564255	0.0325424	0.1285288	0.7355979	0.3411971	0.4580912	0.1012613	0.1573627	0.1044358	0.4193556	0.7094497	0.0015832	0.0762131	0.6655226	0.3562672	0.5570128	0.4636336
50	0.2493381	0.4241296	0.6566763	0.1325621	0.1695412	0.2050101	0.6576724	0.0880987	0.4235511	0.4082228	0.5658616	0.3365994	0.5235601	0.2635207	0.0887751	0.0786078	0.5363870	0.1595453	0.0750974	0.2513848	0.3606318	0.4924902	0.1600169	0.5957000	0.3805235	0.1241521	0.1844499	0.1178781	0.4501129	0.0543492	0.2046435	0.1592843	0.7276460	0.1595475	0.1417684	0.6970052	0.5187638	0.3492033	0.7276559	0.1519813	0.3352136	0.7043398	0.0848285	0.0135976	0.4766806	0.7614866	0.7150339	0.0300986	0.1807115	0.6088327	0.5098048	0.0033554	0.5235605	0.6489103	0.6314308	0.5030730	0.7089873	0.0108154	0.1948118	0.1549498	0.5986236	0.3002652	0.0123917	0.0182557	0.4457085	0.6367946	0.4489428	0.0144767	0.3266978	0.1545403	0.0968681	0.4459723	0.4889655	0.4117318	0.0027224	0.6203098	0.6994324	0.1432345	0.0631499	0.1053867	0.6427283	0.5407776	0.4496402	0.0414150	0.0273675	0.1719608	0.6263706	0.3780739	0.5035504	0.1655382	0.2017266	0.0803990	0.4076646	0.4789361	0.0065517	0.0566844	0.5670252	0.4996090	0.4772468	0.5355205
100	0.2395402	0.4196463	0.6655970	0.0872881	0.0991781	0.1253832	0.5641921	0.0878088	0.3316977	0.5806399	0.3100870	0.2050936	0.4553613	0.1566255	0.2007789	0.0438957	0.4830527	0.1860431	0.1300867	0.3850729	0.4381247	0.5180420	0.1862141	0.6114073	0.3688096	0.0976187	0.0818466	0.1181551	0.3502763	0.1195429	0.1830720	0.1952759	0.7167991	0.1876459	0.2390014	0.7388836	0.5985234	0.2736760	0.6833789	0.1251613	0.2751116	0.7677936	0.0369436	0.0073238	0.4547893	0.7516673	0.6528227	0.0058905	0.1369043	0.7212118	0.5812151	0.0114899	0.5016693	0.7116969	0.6610100	0.5717795	0.7706748	0.0243169	0.1775142	0.1311511	0.5390573	0.2629463	0.0320579	0.0099776	0.4615926	0.6112892	0.4704357	0.0009704	0.1760017	0.1548064	0.1090047	0.4609261	0.5966780	0.5919946	0.0042551	0.5655382	0.7753609	0.3022219	0.1230829	0.1024317	0.5091943	0.7151969	0.4051421	0.0593896	0.0268214	0.2457483	0.5109496	0.2610377	0.3867662	0.1134463	0.1955665	0.0588005	0.3235464	0.4377568	0.0078563	0.0456385	0.4492347	0.3929806	0.5617990	0.5580900
150	0.3157975	0.3077991	0.7441210	0.0890297	0.0703727	0.0476753	0.5702292	0.0663316	0.1622993	0.5409221	0.2255695	0.0782166	0.7054929	0.1114667	0.1285226	0.0589889	0.4648537	0.1744220	0.1118910	0.4946510	0.5775277	0.3884209	0.3126212	0.5358766	0.2693573	0.0867450	0.0432286	0.1499288	0.2385276	0.0383233	0.0607592	0.2760816	0.6698360	0.2266159	0.3250460	0.5742949	0.6182812	0.3627921	0.6738235	0.1410832	0.2956772	0.7516797	0.0274917	0.0119177	0.5681065	0.5890265	0.6954981	0.0012859	0.1867023	0.7147323	0.6988840	0.0096951	0.5783922	0.6674486	0.5188146	0.6012347	0.9354200	0.0056238	0.1555028	0.1442126	0.4944855	0.2051620	0.0744659	0.0052604	0.4282070	0.7536864	0.4007355	0.0004314	0.0644248	0.2323932	0.2448065	0.3827214	0.7732533	0.6668174	0.0022861	0.5678247	0.7366852	0.3225385	0.1382422	0.1964138	0.6461862	0.4999860	0.4903610	0.0425937	0.0284576	0.2474592	0.6118613	0.2873098	0.2859289	0.1108675	0.2152863	0.0260401	0.2590866	0.4432166	0.0030047	0.1099299	0.3943376	0.2762498	0.5291421	0.7453468
200	0.2788023	0.3515765	0.7725708	0.0929146	0.0425433	0.0341840	0.5210089	0.1100007	0.0734562	0.5881884	0.2358971	0.0774395	0.6707341	0.0835473	0.0738995	0.0092941	0.5031933	0.1801558	0.1754447	0.5467112	0.5611498	0.4364952	0.4544430	0.4818018	0.3424172	0.0147343	0.0108848	0.3328195	0.3235594	0.0794088	0.0571758	0.3005305	0.6364392	0.3560526	0.3467946	0.6054110	0.5208517	0.3142246	0.6177704	0.1144046	0.2455852	0.7516674	0.0167359	0.0130356	0.5833258	0.6096081	0.6305038	0.0076274	0.1430226	0.7599897	0.5961873	0.0146877	0.6172097	0.6474581	0.7664160	0.6932511	0.6604772	0.0063179	0.2348523	0.2493309	0.4451340	0.2009315	0.2174806	0.0315284	0.4401599	0.6177402	0.3705184	0.0005932	0.0338562	0.2951920	0.2687289	0.4495377	0.8230793	0.7248036	0.0009817	0.4716231	0.5955989	0.3363087	0.0981866	0.1973505	0.4818371	0.4043214	0.2878409	0.0098192	0.0564491	0.3063597	0.4325055	0.3036118	0.1608006	0.1049308	0.2729822	0.0105278	0.2908318	0.4611324	0.0204900	0.1204405	0.3422601	0.3296210	0.5631166	0.6789570
250	0.3154911	0.4386570	0.6303130	0.1053498	0.0235238	0.0245287	0.6832212	0.0996465	0.0878756	0.6050104	0.2100644	0.0483760	0.6371814	0.1456985	0.0908170	0.0091339	0.5378611	0.2108419	0.2279017	0.5823081	0.4643855	0.4883434	0.4123006	0.5086727	0.3163801	0.0078487	0.0402428	0.3442434	0.1990458	0.0170666	0.0325976	0.2108294	0.6457216	0.2846146	0.3719580	0.5636058	0.5142771	0.3443762	0.5801536	0.0964496	0.3854559	0.8115138	0.0451904	0.0117445	0.4633247	0.5440793	0.6173509	0.0001187	0.0990758	0.6979638	0.7624299	0.0242193	0.5527753	0.5080633	0.8596464	0.6518020	0.6081353	0.0031657	0.3070989	0.2482535	0.5021664	0.2448081	0.3096089	0.0122846	0.4578196	0.4699942	0.5228594	0.0026910	0.0041803	0.2561623	0.4097702	0.4084642	0.6639107	0.6117835	0.0008462	0.6093432	0.6577735	0.2801104	0.1160280	0.3175156	0.5912439	0.4545121	0.3327560	0.0179244	0.0670097	0.2971968	0.4668674	0.2637284	0.1058891	0.1147279	0.2630173	0.0065477	0.3475091	0.4363129	0.0505730	0.1108270	0.3209663	0.3052919	0.4715812	0.6050341
300	0.2182162	0.3311574	0.6643510	0.0684704	0.0223224	0.0027516	0.5157605	0.2155731	0.0573759	0.5701145	0.1499312	0.0405914	0.8028442	0.1518964	0.0992673	0.0061578	0.5352775	0.2574117	0.2144004	0.4973753	0.6046193	0.4903802	0.4650095	0.6119709	0.3331465	0.0018726	0.0034150	0.4287902	0.2717442	0.0256560	0.0292897	0.2303035	0.6472357	0.3629192	0.4444832	0.6318479	0.4987410	0.3192450	0.7538887	0.0818982	0.3184284	0.9176802	0.0581871	0.0102202	0.4769199	0.6352977	0.4508527	0.0054227	0.1090165	0.7913066	0.6498230	0.0178187	0.4665850	0.6085454	0.7013075	0.5678349	0.6306771	0.0028088	0.3813858	0.3508875	0.4052369	0.2229345	0.3348581	0.0103375	0.4717425	0.4593503	0.4671525	0.0042532	0.0017873	0.1949170	0.4557813	0.3968934	0.7013675	0.6960218	0.0045925	0.4679613	0.6367320	0.3656658	0.0915561	0.3465864	0.6240953	0.5245723	0.1388399	0.0230742	0.0316328	0.2028956	0.5169616	0.2443117	0.0734028	0.1107090	0.2143385	0.0227075	0.3395202	0.4219610	0.0176072	0.1188640	0.1963565	0.3333195	0.4880317	0.5764792
350	0.2065413	0.4230458	0.8017999	0.1115084	0.0304534	0.0046017	0.5182259	0.1816582	0.0331789	0.7524317	0.0848488	0.0449680	0.6777436	0.2459859	0.0875264	0.0087198	0.6246054	0.3702197	0.2202799	0.6782930	0.5721150	0.5263005	0.5227490	0.5001946	0.2965115	0.0003857	0.0053734	0.4060831	0.1776650	0.0254551	0.0192606	0.2879723	0.5485873	0.3847480	0.3470444	0.6490508	0.6322616	0.3670368	0.6975629	0.0576801	0.3791315	0.8784972	0.0591064	0.0118263	0.5895082	0.6076415	0.4072967	0.0123704	0.1479821	0.6672404	0.6605466	0.0254184	0.6439928	0.5470400	0.7325400	0.6162102	0.6878559	0.0007290	0.5681337	0.3736206	0.4062876	0.1600361	0.3238822	0.0007908	0.4326247	0.5697199	0.4512391	0.0061386	0.0000000	0.1922954	0.4445324	0.4487114	0.6204338	0.6724933	0.0061011	0.5459615	0.6732774	0.3426925	0.1012051	0.3260090	0.7465958	0.5937264	0.1078552	0.0337262	0.0380128	0.1850339	0.5890856	0.3069335	0.0644163	0.1601694	0.2029558	0.0204677	0.3322290	0.4673065	0.0407790	0.1062139	0.2543463	0.3495041	0.6150662	0.5781699
400	0.2432441	0.3583435	0.5984105	0.1056566	0.0338650	0.0041891	0.6000141	0.2207035	0.0349008	0.7342194	0.1131845	0.0662173	0.7291855	0.2032458	0.1101495	0.0022417	0.6729681	0.3865331	0.3205623	0.7312343	0.5655875	0.5450904	0.5585560	0.6801859	0.3789873	0.0004532	0.0061637	0.4856776	0.1460039	0.0218355	0.0447127	0.3246128	0.5095592	0.4517923	0.4798657	0.7210746	0.5187622	0.3534055	0.6552869	0.0427484	0.3349204	0.6662608	0.1020366	0.0272303	0.5110261	0.6780262	0.4160122	0.0019645	0.1418541	0.6289955	0.6299602	0.0200355	0.5535038	0.6843015	0.7996974	0.5118135	0.7271810	0.0006993	0.6032248	0.2926517	0.4029467	0.2900527	0.3814677	0.0000000	0.5821442	0.6461864	0.5324019	0.0058515	0.0007006	0.1549183	0.3706264	0.5416413	0.6262429	0.6598115	0.0062554	0.4846289	0.7974883	0.2978451	0.1242235	0.2157071	0.6591817	0.4517753	0.0939013	0.0163175	0.0715981	0.1996640	0.5498493	0.3001917	0.0529138	0.1644493	0.1853914	0.0018945	0.2749072	0.5083515	0.0526758	0.1043627	0.2768524	0.3967588	0.5872497	0.6315248
