Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3845558	0.6930042	1.0142347	0.1811706	0.4225332	0.4582409	0.8017363	0.1712513	0.8258599	0.2285159	0.9898386	0.8453261	0.9024630	0.2051077	0.1298756	0.0706371	0.7387682	0.2895877	0.1072841	0.1886244	0.3868090	0.6819353	0.1462782	0.7572806	0.6011781	0.1447811	0.4127554	0.0779169	0.7310928	0.1432668	0.2623000	0.2585126	0.9932741	0.3392198	0.1904981	0.9165927	0.7136645	0.4875492	1.0189096	0.4745821	0.6298377	0.9829655	0.0863696	0.0191885	0.8082284	1.0680801	0.9820332	0.0712226	0.1710254	1.0093445	0.8109099	0.0117665	0.8216699	1.0276548	1.0578475	0.7521756	1.0217050	0.0222191	0.3050831	0.1513816	0.9245516	0.4523783	0.0111864	0.0188302	0.6106563	0.9345020	0.7040076	0.0087751	0.9389214	0.1593220	0.1831028	0.5553872	0.5527551	0.0866367	0.0034703	0.8888153	0.9627994	0.0149692	0.1887279	0.1034533	0.6735939	0.8400225	0.7110381	0.1162874	0.0532026	0.2944084	1.0366980	0.4879549	0.8061179	0.1833538	0.2706713	0.1305012	0.5694685	0.9908065	0.0050281	0.1055310	1.0199545	0.6596288	0.8257876	0.7469030
50	0.3430826	0.6576656	0.9245802	0.1685028	0.1076377	0.1305747	0.7547103	0.1101175	0.5155797	0.7885916	0.4943792	0.2246310	0.9837729	0.2383251	0.1872756	0.0508871	0.7447708	0.2714335	0.1133984	0.6295882	0.6835295	0.7237822	0.2580380	0.8557536	0.4717382	0.2046310	0.1161668	0.1669923	0.5151241	0.1553731	0.2750941	0.3056483	1.0074019	0.2556165	0.2599703	0.9667068	0.8499361	0.4880925	1.0181156	0.1727518	0.3491144	1.0348659	0.0742185	0.0176450	0.7388200	1.0276916	0.9482108	0.0119350	0.2031001	1.0552577	0.7849789	0.0148032	0.7114724	0.9261027	0.9503915	0.8770449	1.1220342	0.0144435	0.2826185	0.1831805	0.7599628	0.3185411	0.0107628	0.0247568	0.6739148	0.9812962	0.7122278	0.0051433	0.1012035	0.2006179	0.2085688	0.5292666	0.8778020	0.6656947	0.0049346	0.7929526	1.0659603	0.3466022	0.1691804	0.1633061	0.8545892	0.7767971	0.6342209	0.0682094	0.0315872	0.3496914	0.8768725	0.4354719	0.5709541	0.1829079	0.3229366	0.0891343	0.4676073	0.7402810	0.0166189	0.1098288	0.5870991	0.6908414	0.7856153	0.7275985
100	0.3645685	0.5923967	0.9361746	0.1372463	0.0673485	0.0563163	0.7459041	0.1107576	0.2062078	0.9025448	0.3024758	0.1133630	0.9846302	0.2484772	0.1457479	0.0541542	0.7321900	0.2028653	0.2170621	0.7905963	0.7733146	0.6610322	0.4352728	0.8403954	0.5563390	0.1765266	0.0223860	0.2316517	0.4186215	0.0970118	0.1517157	0.2973949	1.0757069	0.3661682	0.4446979	0.9403208	0.7863931	0.4824429	0.9139785	0.1862793	0.4114656	0.9854178	0.0754535	0.0123175	0.8404141	1.0615708	0.9113189	0.0015450	0.1873246	0.9577444	0.8744786	0.0259083	0.7472710	0.9255065	0.8531467	0.8612464	1.0681415	0.0128528	0.3026920	0.2397593	0.7047879	0.3220696	0.1054856	0.0311101	0.6763235	0.9812910	0.5933281	0.0018809	0.0064990	0.2981256	0.3050214	0.5442793	1.0492233	0.9176869	0.0030313	0.8654532	0.9704046	0.4097131	0.1860132	0.2714791	0.8344001	0.8168104	0.4977026	0.0539969	0.0537617	0.4491769	0.8374577	0.3746409	0.4177664	0.1555242	0.3190452	0.0596214	0.3615275	0.7248868	0.0125008	0.1386548	0.5474928	0.5775066	0.8947161	0.7946787
150	0.3548872	0.4803514	0.9780564	0.1318075	0.0346388	0.0201538	0.8454866	0.1838676	0.1101983	0.9615025	0.2245543	0.1242502	0.9777417	0.1772032	0.1123752	0.0202852	0.6036540	0.2254511	0.2843647	0.8932419	0.8876647	0.6026843	0.5504335	0.7550216	0.4713553	0.0815672	0.0074207	0.3793286	0.4280331	0.0368390	0.0828844	0.3435411	0.9986245	0.4234492	0.5947308	0.9274671	0.7459809	0.4364181	0.9026610	0.1445557	0.3713051	0.9714540	0.0566008	0.0071453	0.7999817	1.0363871	0.9655003	0.0084487	0.2133245	1.0483985	1.0157854	0.0201642	0.7700714	0.9877791	0.9550082	0.9281496	1.0465586	0.0191798	0.3489365	0.2676260	0.7057770	0.3200712	0.2589561	0.0227600	0.5914760	0.8316124	0.6642850	0.0002101	0.0009068	0.3754661	0.4385797	0.6143693	0.9748241	0.9642247	0.0008836	0.8486478	1.0022152	0.4455116	0.1482259	0.3732114	0.8611790	0.7493434	0.4384179	0.0175482	0.0640611	0.3751653	0.7211675	0.3331891	0.2680912	0.1718754	0.3973307	0.0181854	0.3549307	0.6310801	0.0224260	0.1698498	0.5196627	0.3999829	0.8749139	0.8482880
200	0.3514931	0.5657576	0.9879807	0.1159229	0.0432534	0.0017944	0.8558068	0.2434335	0.0764040	0.9287029	0.2069934	0.1037954	0.9581436	0.1752425	0.1054527	0.0055190	0.7009392	0.3022930	0.3274656	0.8428146	0.7262471	0.7661965	0.7471421	0.7407365	0.4998093	0.0391470	0.0058783	0.4733919	0.3684140	0.0404275	0.0749327	0.3434340	0.9088998	0.5342057	0.5902882	0.9284834	0.6858618	0.4510487	0.9110698	0.1704472	0.4683815	1.0494585	0.0609710	0.0135458	0.7515451	0.9431431	0.8637783	0.0077220	0.2354225	0.9916735	0.9652836	0.0201308	0.7870693	0.8786468	1.0410752	0.9040995	0.9157177	0.0062496	0.4317121	0.3418958	0.6691201	0.3321126	0.4165848	0.0046893	0.6087847	0.8341939	0.6392345	0.0015363	0.0004122	0.4361338	0.4941618	0.6296529	0.9509759	1.0588849	0.0016061	0.8483768	0.9359368	0.5081881	0.1251343	0.3230094	0.8684264	0.7542779	0.2920383	0.0083592	0.0717811	0.3549145	0.6936416	0.3747687	0.1527650	0.2019079	0.3990779	0.0130924	0.4236931	0.7195578	0.0370256	0.2111475	0.4649558	0.3929321	0.7851712	0.8515456
250	0.3080083	0.5733967	0.9241187	0.0801122	0.0391936	0.0010931	0.8775832	0.2247461	0.0631075	0.9843461	0.2213470	0.0908895	1.0051545	0.2081422	0.1003820	0.0043185	0.7733208	0.3360133	0.3640585	0.9432126	0.8055685	0.7836432	0.7083435	0.8331298	0.5695294	0.0079889	0.0027031	0.5602052	0.3112435	0.0253443	0.0554663	0.3569036	0.8387258	0.5370095	0.5991160	0.9070495	0.7029528	0.4813592	0.8770824	0.1591400	0.5277893	1.0073760	0.0896519	0.0096814	0.7682065	0.9381195	0.7579355	0.0030051	0.2129247	1.0806921	1.0082090	0.0327169	0.8139941	1.0318341	0.9914313	0.8964936	0.9690952	0.0009450	0.5626862	0.4597487	0.7129014	0.3040185	0.5374667	0.0014978	0.6638154	0.8801767	0.6658758	0.0000000	0.0005057	0.3152714	0.6053410	0.6579137	0.9776292	1.0136540	0.0047987	0.7712761	1.1191161	0.5434069	0.1320233	0.3567970	0.8912464	0.7664327	0.1728079	0.0312097	0.0493465	0.3143285	0.6710363	0.3794619	0.1298818	0.1890597	0.3438113	0.0203313	0.5294286	0.7177761	0.0334469	0.2080389	0.4009528	0.4710620	0.7966084	0.8288347
300	0.3121314	0.5940732	0.9592144	0.1360403	0.0344622	0.0013263	0.8329460	0.2294763	0.0704574	0.9504182	0.1642103	0.0986965	1.0018022	0.2675849	0.1008372	0.0138371	0.8287695	0.4655051	0.3582974	0.8978899	0.8144289	0.7828661	0.7336217	0.8396055	0.4347359	0.0017677	0.0042692	0.6658016	0.2366211	0.0352716	0.0489947	0.4295100	0.8785938	0.5716606	0.5893569	0.9085129	0.8053260	0.4870195	1.0216324	0.1244027	0.5127986	1.0903570	0.0764191	0.0171761	0.8180919	0.9829907	0.6320852	0.0107963	0.1590094	1.0756117	1.0233332	0.0398795	0.7896398	0.9511003	0.9546361	0.8212028	0.9894141	0.0010347	0.5919340	0.4715647	0.5779043	0.2442124	0.5488032	0.0006218	0.6582549	0.8466662	0.6755026	0.0039240	0.0026955	0.2859802	0.6010327	0.7499335	1.0281931	0.9417482	0.0079452	0.8381390	0.9751232	0.5774679	0.1546970	0.3523927	0.9270822	0.7928134	0.1048263	0.0318054	0.0559519	0.3065541	0.7220743	0.3686205	0.1006721	0.1994336	0.4073685	0.0155349	0.5123473	0.7166401	0.0534365	0.1710593	0.3674645	0.4428847	0.8153345	0.8169943
350	0.2893909	0.5932503	0.9988846	0.1211539	0.0507882	0.0006692	0.9181533	0.2324544	0.0474220	0.9490263	0.1683966	0.0926801	0.9598292	0.3286752	0.1116445	0.0052528	0.8787752	0.6037818	0.3672702	0.8859661	0.8762081	0.7796148	0.7287569	0.8244260	0.5673857	0.0026247	0.0042174	0.7840534	0.2680923	0.0376256	0.0683749	0.4984558	0.8537979	0.6060377	0.5965380	1.0377317	0.7352608	0.4570508	0.9897221	0.1177063	0.5364452	1.0583725	0.0565785	0.0217716	0.7432805	0.9390927	0.5817734	0.0080975	0.1694395	1.1191027	0.9940316	0.0351060	0.8354604	0.9593400	1.0825356	0.9655686	0.9952667	0.0001790	0.6743110	0.4623110	0.5622848	0.2792474	0.4894512	0.0011364	0.7366189	0.8317233	0.6718860	0.0002998	0.0005761	0.1994126	0.5877404	0.7460574	0.9981088	0.9470791	0.0097976	0.8765398	1.1296972	0.4058466	0.1305053	0.3669234	0.9847658	0.7331250	0.0631333	0.0351620	0.0474950	0.3384458	0.7741184	0.4058466	0.0687757	0.2242655	0.3898968	0.0099027	0.5080068	0.7399801	0.0704003	0.1769680	0.2815122	0.4489046	0.8190956	0.8782583
400	0.2658847	0.6023740	1.0456227	0.1161247	0.0348922	0.0002531	0.8616174	0.2791482	0.0449573	1.0635734	0.1702976	0.0826716	1.0468487	0.4034470	0.0879167	0.0120668	0.9763080	0.6279245	0.3714836	0.8402058	0.8129236	0.7895428	0.8423118	0.9106033	0.5296121	0.0028374	0.0048247	0.8286299	0.2880066	0.0363663	0.0884288	0.5494175	0.9393737	0.5809271	0.6270758	0.9816117	0.7759926	0.3759543	0.9633657	0.1004653	0.5952731	0.9734221	0.0608658	0.0273882	0.7155111	1.1140304	0.5873682	0.0118881	0.1528897	1.0839981	0.9866959	0.0422136	0.7922362	0.9029818	1.0656347	0.8860602	1.0366208	0.0005292	0.6603103	0.4301325	0.6783274	0.2741080	0.4859058	0.0029168	0.7394420	0.7926911	0.6709258	0.0000000	0.0001821	0.0953975	0.5800948	0.7989424	0.9498113	0.9729491	0.0028836	0.8413055	1.0120791	0.4328885	0.1308471	0.3686323	0.9633629	0.7082576	0.0497485	0.0158480	0.0387812	0.3423475	0.7978324	0.4269950	0.0643333	0.2444353	0.3272149	0.0154432	0.4769823	0.7457105	0.0843015	0.1844339	0.4182041	0.4447267	0.7981336	0.8781861
