G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G66A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.4978109	0.5788626	0.6235555	0.0257857	0.4194543	0.0301150	1.0760634	0.5353993	0.7207271	0.4950430	0.7103801	0.7480588	0.3563381	0.0003753	0.0117491	0.0445209	0.0623043	0.9358832	0.0987752	0.7307985	0.2213520	0.3539779	0.9643182	0.2407898	0.8781147	0.9998302	0.3305741	0.1973471	0.5744847	1.0266970	0.0307869	0.0482913	1.0845605	0.1086112	1.0467104	0.5684721	0.4498504	0.9882075	0.2170428	0.9057325	0.6413974	0.7312118	0.8491861	0.2436848	0.6161016	1.0005454	0.2285554	0.6043632	0.9885378	0.9561553	0.5399156	0.0337487	1.0307868	0.5629660	0.7299938	0.1311051	0.4012931	0.4090201	0.9700155	0.4329858	1.0490673	0.4680342	0.0092892	0.5008087	0.4903980	0.2016393	0.0766335	0.2650901	0.8894039	0.5352645	0.0563236	0.9088690	0.0037262	0.8158042	0.9955077	0.4115555	0.0471739	0.1901473	0.1268295	0.4131275	0.4416495	0.8779532	0.4075781	0.0517759	0.7996315	0.2834220	1.0286909	0.9421768	1.0404919	0.9352586	0.5103644	0.5272103	0.8347648	0.0240903	0.0251038	0.4315167	0.7253190	1.0344797	0.4661550	0.2408420
0.7427945	0.2738560	0.5748601	0.0417357	0.4792227	0.0192655	1.0056858	0.5258326	0.7934775	0.4938653	0.6592407	0.7547117	0.7159787	0.0004181	0.0109992	0.0840135	0.0656106	0.9485301	0.1009870	0.4816872	0.2429084	0.3356623	1.0095229	0.1561148	0.8617909	1.1143443	0.2358718	0.2343542	0.6501417	0.9108433	0.0350082	0.0629263	0.8926242	0.1239399	0.9881686	0.5593517	0.4269861	0.9243567	0.2744936	1.0309931	0.6058014	0.7845045	0.7653547	0.2842413	0.6130784	0.9436350	0.2764535	0.5519210	0.8799552	1.0306398	0.5064942	0.0357139	0.8561369	0.5714422	0.7289036	0.1133678	0.3426043	0.4930368	0.8185385	0.4692968	0.8854786	0.3378325	0.0355048	0.4829882	0.5324162	0.1169402	0.0900832	0.2021246	0.9706761	0.4841843	0.0666850	0.8723020	0.0015170	0.9150798	1.0189559	0.3835788	0.1043454	0.1022061	0.1527016	0.4481671	0.3755884	0.8788045	0.4197717	0.0412591	0.7536974	0.3293883	0.9020823	0.9981330	1.0303916	0.9068286	0.5478309	0.4517300	0.8813085	0.0432019	0.0268237	0.3669084	0.6959317	0.9789956	0.4773130	0.2399619
0.9457783	0.9086802	0.2816990	0.0408700	0.4843670	0.0760091	0.9595384	0.4816053	0.6716098	0.5431307	0.7973153	0.8401405	0.1561846	0.0012861	0.0008442	0.0787344	0.1173630	0.9886138	0.0852745	0.6287625	0.2184748	0.3482188	0.9704276	0.1769555	0.8497540	1.0648820	0.2394036	0.2785408	0.6305549	1.0671337	0.0440355	0.0712391	0.9571132	0.0870922	1.0490370	0.3641501	0.4228526	0.9607965	0.2749629	1.1418107	0.6519078	0.6590920	0.7359711	0.2374084	0.6918338	0.9710885	0.3349701	0.5907501	0.9378977	1.0241320	0.5371632	0.0256279	0.8595900	0.5573100	0.6213360	0.1514117	0.3750297	0.4183114	0.9024560	0.4430163	1.1080729	0.2733208	0.0410971	0.6180708	0.2747275	0.4060637	0.1357362	0.2182366	0.8418406	0.5231178	0.0841060	0.9435887	0.0011055	0.9766300	0.9616457	0.2643027	0.0448508	0.2091907	0.1437328	0.4643481	0.3365260	0.9676169	0.3919896	0.0345691	0.9403588	0.3014004	1.0073135	0.9416832	0.9398689	0.9392071	0.5158038	0.4876699	0.8022450	0.0282974	0.0162222	0.3946137	0.6946248	1.0519468	0.4462676	0.1735527
1.0257550	0.5258059	0.6641485	0.0259396	0.4106723	0.0209283	0.9749486	0.4374971	0.7546465	0.5456942	0.6526544	0.6835421	0.3692997	0.0006705	0.0187963	0.0518784	0.0574086	0.9435025	0.0656476	0.6743211	0.1786899	0.3131952	0.9612495	0.2266828	0.8857708	1.0730419	0.3258716	0.2192280	0.5761909	1.0759429	0.0434706	0.0504754	0.9200501	0.0943953	1.0510293	0.5183602	0.3762847	1.1474354	0.2196868	1.0185151	0.6571477	0.6826476	0.7531637	0.2924106	0.5964882	0.9415394	0.2489650	0.5346671	1.0111947	0.9635471	0.5680577	0.0349137	0.9595292	0.7249032	0.7710133	0.1726926	0.4550527	0.2818734	0.9202331	0.4493864	0.8846593	0.3603840	0.0248604	0.5449036	0.5587775	0.1677275	0.0669804	0.2966526	0.8834608	0.5703659	0.0527637	1.0582774	0.0000000	0.8626956	0.9946318	0.4732747	0.0624943	0.1951052	0.1719548	0.3902175	0.4148116	0.8165739	0.3959602	0.0534941	0.8126241	0.3216438	1.0136253	0.8899487	0.9518261	0.8770909	0.5605519	0.3944916	0.9192612	0.0420496	0.0144526	0.4013336	0.7944370	1.0178166	0.4048764	0.2098277
0.9868024	0.5625358	0.6058109	0.0408955	0.2338426	0.0222445	0.9432540	0.4968466	0.7588264	0.4545345	0.7633141	0.6935939	0.3416347	0.0028342	0.0079067	0.0865502	0.0484835	1.0541439	0.0633646	0.6238234	0.1768925	0.3385020	1.0757759	0.1549387	0.9735572	0.9894053	0.1799205	0.1434914	0.6024328	0.9835829	0.0362034	0.0447952	0.9175087	0.1169390	1.0583551	0.5462308	0.3129655	1.0772540	0.2356099	0.9962343	0.6904306	0.7550678	0.7471282	0.3273202	0.5874708	0.9838899	0.3345480	0.6540175	0.9330350	0.9272169	0.5242811	0.0451645	0.9793744	0.4674649	0.7361568	0.1554750	0.4055956	0.3814072	0.9147617	0.4572632	1.0018702	0.3146906	0.0358922	0.4441385	0.6026383	0.2308185	0.0981140	0.1983028	1.0353842	0.5447865	0.0683979	0.9663429	0.0006793	0.9730913	0.9579668	0.3584701	0.0597263	0.1787620	0.1935711	0.5028283	0.5641715	0.8867561	0.3630168	0.0596552	0.8988685	0.2804952	0.9464197	0.8914453	0.9770993	0.8946716	0.5205620	0.4203061	0.8275536	0.0400645	0.0133738	0.3726565	0.6534387	1.1316474	0.5595484	0.2546605
0.9446169	0.5767559	0.6121589	0.0443703	0.5577890	0.0062841	0.9880801	0.4135088	0.7495837	0.5572662	0.7442667	0.6370777	0.4521721	0.0026854	0.0133413	0.0801352	0.0724527	0.9290991	0.1280895	0.7266550	0.1798614	0.4069841	1.0715262	0.3024938	0.8186557	1.0423656	0.2315817	0.2022853	0.5335295	0.9823571	0.0266802	0.0773582	0.9142002	0.1373916	0.9808640	0.5359535	0.3884390	0.9707190	0.2929679	0.9116786	0.7027414	0.7258543	0.5622097	0.3169549	0.6184673	1.0331260	0.2647256	0.5173768	0.8748349	1.0411240	0.5070716	0.0460211	0.9678233	0.5729793	0.6469358	0.1637412	0.3652952	0.3457076	0.8792752	0.4830995	0.9511333	0.3272718	0.0304967	0.4580989	0.5674941	0.1357970	0.0918109	0.2454414	0.9763912	0.5755853	0.0762964	0.9452000	0.0011702	0.8754836	1.0029242	0.2489868	0.0629343	0.1100808	0.1241404	0.2898387	0.2114258	0.9130946	0.3827647	0.0415235	0.7856822	0.2790882	0.8191043	0.9625679	0.9960413	0.9582100	0.5050661	0.4207130	0.8387559	0.0297330	0.0067533	0.4311115	0.7190116	1.0169639	0.4803476	0.2377386
0.9542265	0.6319875	0.5506142	0.0448115	0.3932010	0.0292762	0.5329419	0.4210806	0.7453252	0.5735376	0.7113020	0.7119605	0.3362631	0.0005673	0.0094014	0.0854590	0.0589692	1.0350057	0.0979365	0.7621655	0.1520875	0.3831556	1.1362404	0.1793830	0.8398554	1.0326881	0.2010409	0.2246904	0.5635640	1.0718867	0.0632952	0.1009940	0.9364363	0.0618690	0.9953468	0.4355263	0.4047682	0.9926843	0.3871420	1.0676648	0.6831837	0.6974703	0.9618162	0.3499948	0.5641685	0.9026323	0.2443487	0.5451307	0.9623885	1.0166017	0.5054416	0.0278184	0.8623512	0.5475098	0.7246761	0.1374109	0.4976836	0.3582491	0.8501146	0.4462005	0.9438184	0.2826480	0.0242435	0.4610468	0.5393447	0.1271548	0.1192216	0.2404156	0.9430086	0.4919312	0.0899263	0.8765594	0.0019184	0.9739733	0.8626057	0.2768646	0.1135603	0.1972957	0.1830405	0.3847771	0.4976998	0.8091455	0.3407348	0.0366945	0.7364805	0.3143143	0.9531386	0.8449949	0.9643299	0.8533283	0.5721453	0.4230818	0.8323895	0.0218616	0.0170819	0.4190711	0.7873658	0.9348690	0.4917978	0.2070593
0.8973843	0.5375002	0.6146173	0.0289639	0.4404198	0.0153137	1.0424565	0.2076406	0.6987843	0.4454738	0.6473177	0.7293752	0.4837680	0.0014249	0.0028519	0.0844470	0.0811101	0.9630046	0.0808665	0.6623936	0.2409481	0.3340364	0.9781756	0.1093947	0.8563173	1.0430663	0.3161870	0.2362321	0.5286124	1.0515185	0.0426996	0.0544477	0.9080400	0.0954011	1.0445345	0.6381064	0.4032265	1.0825229	0.3304995	0.9748393	0.5475438	0.7346831	0.7656218	0.2608202	0.6830685	0.9885721	0.3012002	0.6332142	0.9428746	0.9657932	0.5139084	0.0113837	0.8854234	0.5764253	0.5968593	0.1250373	0.4506901	0.3153465	0.8081384	0.5933982	1.0875436	0.3640394	0.0157398	0.5155225	0.6175834	0.1597678	0.1240735	0.1907000	0.9574396	0.5312675	0.0461747	1.0128039	0.0029873	0.9282172	1.1711112	0.3401646	0.0696224	0.1430406	0.1398748	0.3258634	0.4054282	0.9025644	0.4630790	0.0401572	0.7273210	0.2866975	1.0104615	0.8331332	0.9953038	1.0090065	0.5098361	0.4373217	0.8017976	0.0312237	0.0306770	0.2930265	0.7417854	0.9173268	0.5258638	0.2492958
0.9671142	0.5664358	0.6304015	0.0474749	0.4121727	0.0394208	1.0354109	0.2538801	0.4188692	0.5114577	0.6890220	0.5375380	0.4048512	0.0019380	0.0152714	0.1016646	0.1020470	0.9323979	0.1121398	0.7388209	0.2431478	0.3570740	1.0307710	0.4435594	0.8773471	0.9506731	0.3598156	0.2489736	0.6169785	1.0790986	0.0396534	0.0421703	1.0761784	0.1301256	1.1542600	0.5032099	0.4740534	1.0445142	0.2644501	1.0648920	0.7111955	0.6820873	0.8351530	0.3440429	0.7364785	1.0694547	0.2464327	0.5667512	0.9559785	1.0243416	0.4997565	0.0386575	0.8999880	0.5467042	0.6209172	0.1842643	0.4199405	0.3247094	0.9628569	0.4259315	0.9181238	0.2761533	0.0269810	0.4861844	0.3935981	0.2134317	0.0901064	0.2067255	0.8761364	0.5056022	0.0850177	0.9836243	0.0023680	0.9124650	0.9249261	0.4478708	0.0815499	0.0991045	0.1682244	0.4261714	0.4687374	0.9089795	0.4098393	0.0620796	0.6861991	0.2872979	0.9249358	0.9413458	0.8287060	0.9974058	0.4171529	0.4213970	0.8646127	0.0664575	0.0221304	0.3896409	0.6617398	0.9851309	0.4856903	0.2458069
0.8883319	0.4518118	0.5652311	0.0366586	0.5022807	0.0321709	1.0900278	0.4696263	0.7812423	0.2559894	0.6562206	0.7705549	0.4855576	0.0046611	0.0082233	0.0499344	0.0836803	0.9109579	0.1173422	0.6951775	0.1931009	0.3545864	1.0283341	0.2306007	0.8674184	0.9582949	0.3726102	0.2865364	0.5792996	0.9910160	0.0185571	0.0725031	0.9960064	0.1177655	0.9897973	0.4769150	0.4973641	0.9716004	0.2859457	1.0446500	0.5633012	0.7605131	0.7903318	0.3054881	0.6081318	0.9877182	0.2607536	0.5105028	0.9522784	1.0938074	0.5401420	0.0060094	0.8603382	0.6202775	0.7121895	0.1561206	0.4344428	0.3887314	0.9044258	0.5472602	0.9182275	0.2624298	0.0417128	0.5269634	0.3636353	0.1378360	0.0982877	0.2401859	0.9392368	0.4955733	0.0681181	0.9882281	0.0007645	1.0743423	1.0379520	0.3336217	0.0683400	0.0615719	0.1234577	0.3253575	0.3825208	0.9067363	0.3432600	0.0237661	0.7408085	0.2937518	0.8898004	0.8777050	0.8792661	1.0282654	0.4643270	0.4527509	0.9245038	0.0352279	0.0137958	0.4199463	0.7120319	0.9814490	0.4409595	0.2557005
