Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G68A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.8719094	0.8988475	0.8446781	0.0335429	0.8956663	0.5632375	0.4504405	0.8920815	0.5143569	0.1913787	0.1613303	1.0119998	0.0629571	0.4909358	0.0308981	0.2835690	0.4532518	0.0528911	0.3130170	0.1121661	0.5011457	0.0163133	0.9389474	1.1349893	0.0128355	0.0512092	0.0534361	0.8020771	0.5621492	0.2144896	0.3481056	0.0153819	0.0262461	0.7327497	0.1818845	0.9614088	0.9595807	0.8329265	0.6118170	0.6846341	0.0549827	0.8180576	1.0440572	0.3012883	0.7579799	0.2944572	0.5986181	0.1419336	1.1077046	0.0440579	0.5218651	0.3489984	0.4972499	0.7869329	0.8107624	0.0187908	0.5857917	1.0123785	0.5630238	0.9978309	0.3509084	0.8338673	0.3385418	0.4999080	0.6159433	0.0881838	0.8241052	0.3723555	0.2295621	0.8040377	0.0003005	0.7831749	0.8725658	0.7004782	0.5434681	0.8660817	0.2733286	0.7537617	0.4474976	1.0058171	0.4020605	0.8085402	0.8679238	0.3451633	0.4089694	0.2148844	1.0682649	0.2640994	0.0674611	1.0525179	0.8416317	0.4845507	0.9928407	0.9461160	0.5610045	0.8231739	0.1668210	0.4828844	0.9338264	0.2379202
50	0.7181157	0.9812562	0.5445364	0.0300539	0.6239522	0.7847446	0.4091269	0.9962619	0.7378845	0.1483388	0.1767670	0.8503089	0.0318522	0.5459246	0.0139653	0.3651196	0.4282058	0.0230687	0.5454630	0.3389725	0.6025024	0.0120935	0.9925703	0.4911355	0.0129508	0.0192264	0.0476437	0.7185936	0.5997886	0.2075767	0.3991703	0.0443621	0.1683931	0.6195506	0.1134757	0.9707594	1.0045594	0.7413921	0.6114361	0.7555652	0.0411814	0.8597019	0.7165853	0.5923072	0.8505460	0.3172061	0.6811550	0.2551357	1.0398348	0.0396989	0.5474103	0.3162900	0.5189689	0.7919253	0.8365163	0.0235845	0.5179172	0.9587502	0.4882980	0.9235179	0.3432731	0.7947292	0.4333506	0.5406075	0.6049732	0.0322316	0.9445098	0.3682738	0.2094132	0.6699126	0.1104565	0.7465513	0.9553783	0.5862685	0.5345297	0.8690790	0.3207791	0.7638178	0.6677182	0.9528459	0.4670206	0.8148529	0.8182479	0.3121262	0.3510452	0.4952419	1.0190214	0.4501234	0.1043256	0.9210777	0.9092687	0.7108037	0.7489142	0.8871084	0.6118960	0.7498219	0.1537613	0.5165401	0.9933595	0.2922323
100	0.6897484	0.8750350	0.2663761	0.0276404	0.2464631	0.8555182	0.2932061	0.9851798	0.6299000	0.2116776	0.1907598	0.9033679	0.0275613	0.4641470	0.0203969	0.3447684	0.4893571	0.0950943	0.8145241	0.4431722	0.5315264	0.0109341	0.8514302	0.3033269	0.0129494	0.0080920	0.0349800	0.7266262	0.7332159	0.2107844	0.4043104	0.0827789	0.2937527	0.3506235	0.1256218	1.0063993	0.8895482	0.8381893	0.4305794	0.6973320	0.0276952	0.7320586	0.7609503	0.7369946	0.8166119	0.3544305	0.6578924	0.3550136	1.0275324	0.0662770	0.5447598	0.3463296	0.4330302	0.7808941	0.8437056	0.0348368	0.4766502	1.0073689	0.5416115	0.8584510	0.3467034	0.6615665	0.4462874	0.4455267	0.7718175	0.0762699	0.8785236	0.3712685	0.2210888	0.5995673	0.2513526	0.9035067	0.9896011	0.5210841	0.4793693	0.9025038	0.2207715	0.8099132	0.7617074	0.8953581	0.4432853	0.8370003	0.6870817	0.2689118	0.4484663	0.7876064	0.9642546	0.6662359	0.1080429	1.0088426	0.8395115	0.8414974	0.8129181	0.8903398	0.7606277	0.9153953	0.1708577	0.4066163	1.0625752	0.2201321
150	0.8246338	0.9343883	0.1322166	0.0261362	0.1362396	0.9869259	0.3143689	1.0052646	0.4842784	0.2295095	0.2152971	0.8125337	0.0658054	0.3749130	0.0340388	0.3492085	0.4488197	0.1975990	0.8636673	0.4273628	0.5482641	0.0134376	0.8960500	0.2517581	0.0275646	0.0272583	0.0231042	0.9229169	0.7968763	0.2083760	0.3271500	0.0724005	0.3441213	0.1892485	0.1475444	1.0364961	0.9528645	0.7771796	0.3085396	0.6573411	0.0226784	0.6407423	0.5444142	0.7184294	0.8522085	0.2336446	0.9212362	0.3758048	0.9587734	0.0567081	0.5457012	0.4286467	0.3428094	0.7435840	0.8435650	0.0345877	0.4644910	0.9404374	0.5256318	0.8446299	0.4481371	0.5711112	0.4243277	0.4335659	0.7827221	0.0657251	0.8020999	0.3389186	0.2310982	0.4751948	0.3854784	0.9512991	0.9655724	0.4777565	0.3826303	0.8223699	0.2184961	0.8314315	0.8449735	0.8062673	0.4481486	0.9154461	0.6160546	0.3104022	0.3808718	0.9177760	1.0202629	0.8551758	0.0737680	0.9200792	0.7016261	0.8535566	0.7646736	0.7352009	0.8177706	0.8834220	0.1224323	0.2897964	0.9996711	0.2430321
200	0.7698018	1.0163771	0.0451085	0.0671981	0.0737566	1.0287349	0.3222365	0.9528596	0.3852999	0.2970327	0.1936804	0.9829478	0.1070844	0.2957164	0.0374639	0.2934631	0.4596769	0.3367627	0.8963370	0.4163766	0.5752384	0.0021812	0.8520538	0.2316487	0.0535847	0.0387629	0.0040521	0.9050696	0.8022824	0.2459881	0.3059216	0.0658915	0.4415550	0.1131523	0.1438128	0.9155800	0.9527802	0.9095488	0.2787689	0.6129242	0.0150622	0.6597844	0.5511676	0.7665592	0.7386381	0.2940410	0.7364839	0.4737736	0.9971631	0.0696943	0.5429476	0.5889506	0.2353663	0.6928713	0.8113876	0.0239088	0.5230688	0.9655101	0.4814734	0.8703918	0.5012376	0.6123810	0.3823135	0.4489478	0.7111442	0.0613132	0.7485347	0.3275672	0.2507720	0.3354681	0.4671703	0.9213182	1.0371155	0.4939277	0.3516539	0.9626328	0.2089711	0.8469905	0.8599054	0.7557376	0.4859792	0.8051248	0.5569673	0.2935697	0.4845258	1.0422994	1.0058010	0.8700073	0.0480127	0.9987946	0.7711158	0.8247525	0.8606188	0.6709558	0.8369546	0.8409981	0.0977741	0.2274277	0.7941546	0.2631186
250	0.8089433	0.9135601	0.0203728	0.0928681	0.0564234	0.9629060	0.2805539	0.9308647	0.2972280	0.2490512	0.1791620	0.9011352	0.1340048	0.2562999	0.0248136	0.2219343	0.4147020	0.5091665	1.0698622	0.4966490	0.5068216	0.0204599	0.9166094	0.1963933	0.0980437	0.1022321	0.0092785	0.9656440	0.8216890	0.2460533	0.2450962	0.1304780	0.5755793	0.0631696	0.1052146	0.9319420	0.9926926	0.7639308	0.2311184	0.6527235	0.0041858	0.5900129	0.6358802	0.7283758	0.7439066	0.3844685	0.8191570	0.4336971	0.9845893	0.0486553	0.5825864	0.6468612	0.1537793	0.6717886	0.8525351	0.0322665	0.6098806	0.8263655	0.5504539	0.9439600	0.7255443	0.6395366	0.3485696	0.4739049	0.7360672	0.0597609	0.8170751	0.3531062	0.2788800	0.2260764	0.6584158	0.9897858	0.9514731	0.4044749	0.3890243	0.9414352	0.2314107	0.9129256	0.9900638	0.7619264	0.4551434	0.8028191	0.5167130	0.3075465	0.4776662	1.0057030	1.0949368	0.8798759	0.0490039	0.9424413	0.8953681	0.8147263	0.8380547	0.7394512	0.8548199	0.6890413	0.0835620	0.2323218	0.8933881	0.1621441
300	0.8329188	0.9416249	0.0174118	0.1238487	0.0417602	0.8616721	0.3726278	0.8779278	0.3121196	0.3043167	0.1754696	1.0105060	0.1187928	0.3306531	0.0176772	0.2335665	0.3544341	0.4920719	0.9815078	0.5250723	0.5498146	0.0299067	0.9476186	0.1802150	0.1878521	0.1232408	0.0054966	1.0580762	0.8250193	0.2327921	0.2962594	0.1514611	0.6305488	0.0322633	0.1532527	0.8795875	1.0216306	0.7619495	0.2608303	0.5903963	0.0071524	0.5611906	0.5982458	0.7513014	0.6196998	0.4064038	0.9724802	0.5201238	0.9719826	0.0338953	0.6045629	0.7261733	0.1055359	0.7014211	0.8302228	0.0276342	0.6463073	0.9054441	0.5261276	1.0130375	0.6852411	0.5763701	0.3835613	0.4312209	0.6869953	0.0481234	0.7792333	0.3754580	0.3032760	0.1501963	0.7198127	0.9305040	1.0440494	0.3638157	0.3773745	0.8616313	0.2692705	0.9295298	0.9789874	0.7168227	0.5001144	0.8292886	0.5443679	0.2836918	0.4796898	0.9749642	1.1500038	0.8349879	0.0728272	0.8601739	0.8196384	0.8204706	0.7762258	0.7062132	0.9467288	0.7549599	0.1054877	0.2134729	0.9843118	0.1285242
350	0.8802286	0.8815525	0.0125423	0.1205121	0.0350121	0.8798272	0.3876502	1.0462222	0.2601487	0.2968163	0.1829059	0.9170103	0.1687135	0.3570511	0.0111304	0.2478444	0.4662366	0.5194919	0.9750182	0.7299010	0.5721955	0.0143179	1.0125303	0.1834170	0.2920903	0.1253360	0.0311924	0.8744316	0.7343547	0.2054531	0.2853485	0.0723266	0.6190630	0.0173526	0.1270600	0.8548414	1.1380126	0.7261874	0.2891517	0.5374850	0.0067603	0.5218585	0.5271433	0.6998969	0.6876927	0.2939865	0.9349491	0.4615571	0.9299519	0.0566847	0.6706569	0.6690204	0.0871586	0.6985667	0.8178758	0.0343873	0.6001561	0.8904630	0.6013970	0.8731522	0.7615742	0.5595861	0.3593824	0.4252771	0.7315552	0.0626843	0.7564755	0.2374815	0.3396048	0.1152639	0.7448597	1.0009832	0.9749801	0.4380042	0.3308790	0.8436621	0.2236837	0.9930078	0.9514938	0.6706252	0.4472003	0.9191367	0.5417007	0.2889691	0.5118538	1.0181802	1.0202142	0.8086071	0.0488241	0.8821932	0.8539271	0.8398734	0.8224417	0.6382589	0.9216109	0.7633602	0.0849601	0.1619040	1.0598216	0.0849034
400	0.8700366	0.8689892	0.0125639	0.0955478	0.0512004	0.9191422	0.4020354	1.0634031	0.2870033	0.2756833	0.2166126	0.9576297	0.1432338	0.4660623	0.0142916	0.2063127	0.4439298	0.6187772	0.9148306	0.7790559	0.5974398	0.0264616	0.9377999	0.1363901	0.2749128	0.0537980	0.0359148	0.8438027	0.7718614	0.2137173	0.3073853	0.0816178	0.5659101	0.0143467	0.1488456	0.9873523	0.8323787	0.8059851	0.3225112	0.5344733	0.0072820	0.5328118	0.5807160	0.7208951	0.6678458	0.3462835	0.8961592	0.4324129	0.9630335	0.0518927	0.6533777	0.7861811	0.0743856	0.6860557	0.8392703	0.0213623	0.6062916	1.0015965	0.5590100	0.9334933	0.6996337	0.5522132	0.3302099	0.4518759	0.6502917	0.0518589	0.7344416	0.1462356	0.3812764	0.1457513	0.7066136	1.0491889	0.9833421	0.4090109	0.3663247	0.9858779	0.1932603	0.9227466	0.9555593	0.6717471	0.5321798	0.8220891	0.6310055	0.2590654	0.5247591	1.0364904	1.0595338	0.8288623	0.0706666	0.8165286	1.0171424	0.8255510	0.9045604	0.6132859	0.8898886	0.7361675	0.0993607	0.2032144	1.0229673	0.0680500
