G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.2760602	0.9734822	0.1920044	0.8343243	0.7961370	0.4177059	0.2515093	0.6651676	0.4550700	0.8153961	0.9773491	0.9465207	0.9998454	0.2372246	0.7797426	0.9999999	0.4989593	0.6587584	0.5040123	0.0353514	0.1084016	0.4886823	0.9826711	0.8321625	0.4759531	0.4746844	0.3831622	0.4602595	0.9981189	0.5683305	0.9880214	0.1546222	0.4485907	0.8814291	0.8538397	0.8273780	0.4563110	0.7142169	0.5600297	0.3288958	0.2480454	0.9346008	0.8526068	0.9960981	0.1447720	0.6468132	1.0000000	1.0000000	0.7349846	0.6120734	0.8350633	0.6161323	0.0004419	0.3447146	0.0509415	0.0343343	0.1438645	0.9541774	0.3878252	0.2155147	0.7309513	0.5173839	0.6938547	0.0000057	0.8811780	0.5256059	0.9762520	0.1828640	0.9999301	0.0220477	0.1943169	0.2697578	0.5381773	0.9999768	0.3837337	0.4550833	0.9475121	0.0031120	0.1393972	0.9889980	0.9426114	0.7589736	0.3057609	0.2463085	0.7281936	1.0000000	0.4246273	0.7005261	0.4061604	0.3705880	0.5577606	0.0194227	0.6934798	0.5021941	0.9808541	0.2320573	0.8163781	0.6510271	0.0529537	0.1783905
0.1763642	0.3516140	0.1442702	0.9572859	0.3625734	0.4283158	0.5626552	0.5641451	0.6347170	0.8042620	0.9670406	0.8922144	0.6081013	0.8832037	0.2100301	0.9999999	0.5091983	0.6742769	0.4738963	0.0346754	0.0616330	0.5666433	0.9836790	0.8582665	0.4733544	0.4459673	0.5619036	0.4610307	0.9966946	0.4807726	0.7422251	0.3156360	0.4334388	0.1585767	0.9544710	0.8705930	0.5738725	0.7751276	0.3884785	0.1801760	0.2715605	0.9616560	0.8437188	0.9640714	0.9326917	0.6481695	1.0000000	1.0000000	0.7436107	0.6121085	0.8840507	0.7658715	0.0001114	0.4401602	0.0607969	0.0878295	0.2510519	0.9697288	0.1036424	0.6841907	0.5339348	0.5701860	0.7301231	0.0000934	0.9481967	0.5729507	0.7993413	0.5755331	0.9999510	0.1092858	0.1814748	0.5146906	0.4293937	0.9999980	0.3623917	0.3506155	0.7771490	0.0057502	0.1495597	0.9865068	0.9285560	0.7358098	0.2413576	0.2381190	0.7314145	1.0000000	0.3938326	0.7600753	0.4884707	0.2964958	0.5545855	0.2030136	0.6247289	0.5076131	0.9774172	0.2454888	0.8506013	0.9033413	0.1085975	0.1472532
0.5396545	0.9466428	0.0980114	0.9516666	0.7593330	0.4222706	0.2408087	0.6630403	0.4584149	0.8174894	0.9793755	0.9465587	0.9965452	0.3276227	0.7346394	0.9999999	0.4985346	0.6581731	0.5054226	0.0353666	0.1087981	0.4971703	0.9826789	0.8323638	0.4747717	0.4744643	0.3886885	0.4602464	0.9981426	0.5704503	0.9893127	0.1470071	0.4467918	0.6554745	0.8269153	0.8385577	0.3582872	0.6738075	0.5935438	0.3286960	0.2515083	0.9304853	0.8527594	0.9966713	0.2826566	0.6469647	1.0000000	1.0000000	0.7360215	0.6120727	0.8231283	0.6120277	0.0004543	0.3499148	0.0479454	0.0235717	0.0540757	0.9548836	0.3735917	0.2214409	0.7498275	0.5109264	0.6969567	0.0000093	0.9087459	0.5667731	0.9741744	0.1864295	0.9999435	0.0278940	0.1971243	0.2569086	0.5372002	0.9999738	0.3869000	0.4537711	0.8870922	0.0024357	0.1501237	0.9888170	0.9424371	0.7597170	0.3072229	0.2459311	0.7297947	1.0000000	0.4474816	0.7078428	0.4138175	0.3752265	0.5725234	0.0165675	0.6773043	0.5021922	0.9794248	0.2268566	0.8204841	0.7060217	0.0543209	0.1776176
0.5396546	0.9466432	0.1693293	0.4347736	0.7595078	0.4225975	0.2408021	0.6624014	0.4594490	0.8033238	0.9662052	0.9467195	0.9965453	0.3276220	0.7346398	0.9999999	0.4963983	0.6549437	0.5075807	0.0353711	0.1089313	0.4974769	0.9826717	0.8321769	0.4828636	0.4746685	0.3884901	0.4602456	0.9981443	0.5706076	0.9894437	0.1470018	0.4466587	0.6554770	0.8269389	0.8385169	0.3583019	0.6738872	0.5935059	0.3291138	0.2515085	0.9304853	0.8527595	0.9966717	0.2826560	0.6469756	1.0000000	1.0000000	0.7360952	0.6120727	0.8241132	0.6105198	0.0004546	0.3491212	0.0489484	0.0287547	0.0244040	0.9549820	0.3735489	0.2210431	0.6756143	0.5142823	0.6819748	0.0000098	0.9086803	0.2990095	0.9741700	0.1872395	0.9999437	0.0279538	0.1971676	0.2573857	0.5377240	0.9999738	0.3873652	0.4536345	0.8870877	0.0025527	0.1472388	0.9888586	0.9423637	0.7597842	0.3076255	0.2496223	0.7299863	1.0000000	0.4474476	0.5147122	0.4147977	0.3752237	0.5728522	0.0165694	0.6797815	0.5021896	0.9794203	0.2677058	0.8206139	0.7696023	0.0543019	0.1776127
0.5396547	0.9466432	0.1944111	0.9190629	0.3845366	0.4407853	0.3188280	0.6583045	0.4659489	0.8177158	0.9795732	0.9461687	0.9965453	0.3276219	0.7346398	0.9999999	0.5078319	0.6719649	0.4816225	0.0375493	0.1430509	0.5722546	0.9827685	0.8346128	0.4737984	0.4720204	0.5502476	0.4602105	0.9982093	0.5766163	0.9894236	0.1465635	0.4392088	0.6554752	0.8251999	0.8391823	0.3588866	0.6714160	0.5956696	0.3267311	0.2515322	0.9305054	0.8527675	0.9967025	0.2826559	0.6476287	1.0000000	1.0000000	0.7403241	0.6120720	0.8893118	0.6120637	0.0001519	0.5013664	0.0476361	0.0252220	0.0541734	0.9553087	0.1238798	0.2582808	0.7409783	0.5339812	0.7140097	0.0000210	0.9085820	0.5892241	0.9308663	0.2635038	0.9999438	0.1104327	0.1775082	0.3190659	0.5207169	0.9999949	0.3714666	0.3632856	0.8268003	0.0028873	0.0903384	0.9861269	0.9411961	0.7640405	0.2783596	0.2405650	0.7285719	1.0000000	0.4487737	0.7188072	0.4210571	0.3728548	0.5909731	0.0225314	0.5816433	0.5022053	0.9775402	0.1660997	0.8524621	0.7892293	0.1134057	0.1668135
0.5396547	0.9466433	0.1920510	0.8675184	0.6272055	0.2312599	0.2478061	0.7491363	0.3321750	0.8194325	0.9812318	0.9400116	0.9965453	0.3276219	0.7346399	0.9999999	0.5283143	0.7042123	0.4127455	0.0346431	0.0456409	0.3356856	0.9827019	0.8329263	0.4734470	0.4738564	0.4354294	0.4655818	0.9885033	0.3321805	0.9881397	0.1506763	0.5234049	0.6554771	0.8393086	0.8337118	0.3645329	0.6914632	0.5785047	0.3222164	0.2517292	0.9306484	0.8526878	0.9964027	0.2826559	0.6425795	1.0000000	1.0000000	0.6942086	0.6124484	0.5951015	0.6033587	0.0004510	0.4929630	0.0350531	0.0174498	0.0571568	0.9286465	0.3505993	0.3381436	0.7761509	0.5097900	0.6188109	0.0000209	0.9102943	0.4792175	0.9744230	0.1829103	0.9998915	0.0277385	0.2294948	0.3287953	0.5458184	0.9999769	0.5072493	0.4541864	0.8811934	0.0017304	0.1092124	0.9941531	0.9409316	0.6995591	0.2727199	0.2304665	0.7065385	1.0000000	0.4370873	0.7175653	0.1933667	0.3731856	0.3120436	0.0164928	0.6451491	0.5022350	0.9783382	0.1892288	0.7314421	0.7875483	0.0678917	0.1645982
0.5396545	0.9466428	0.1906834	0.8428412	0.7596634	0.4228786	0.1203943	0.6628111	0.4587982	0.8154434	0.9773963	0.9465799	0.9965452	0.3276227	0.7346394	0.9999999	0.4982648	0.6577010	0.5057700	0.0353742	0.1090474	0.4977494	0.9826683	0.8320933	0.4759530	0.4747592	0.3883109	0.4602454	0.9981450	0.5706794	0.9893338	0.1469939	0.4465438	0.6554745	0.8268845	0.8385632	0.3582712	0.6737679	0.5935890	0.3287402	0.2515078	0.9304850	0.8527596	0.9966721	0.2826566	0.6469840	1.0000000	1.0000000	0.7361486	0.6120729	0.8232184	0.6118274	0.0004554	0.3495371	0.0480652	0.0231731	0.0471318	0.9549456	0.3735935	0.2210653	0.7382136	0.3502908	0.6929683	0.0000004	0.9088628	0.4469692	0.9741019	0.1098007	0.9999441	0.0280470	0.1972456	0.2324214	0.5371537	0.9996957	0.3867077	0.4538672	0.9474624	0.0024552	0.1465643	0.9887881	0.9424267	0.7597827	0.3073457	0.2463918	0.7298347	1.0000000	0.4474982	0.6933688	0.4141699	0.3827724	0.5751949	0.0098279	0.6776632	0.5021920	0.9767755	0.2311708	0.8207272	0.7864514	0.0542185	0.1775300
0.5396545	0.9466428	0.1906864	0.8428856	0.7594134	0.4224215	0.2461564	0.3314691	0.4586000	0.8154503	0.9774035	0.9707251	0.9965452	0.3276227	0.7346394	0.9999999	0.4983117	0.6577969	0.5055940	0.0353637	0.1087205	0.4973090	0.9826684	0.8320964	0.4759488	0.4747558	0.3885882	0.4602462	0.9981432	0.5705092	0.9893308	0.1470045	0.4467327	0.6554745	0.8269128	0.8385549	0.3582857	0.6738086	0.5935482	0.3287337	0.2515082	0.9304853	0.8527595	0.9966714	0.2826566	0.6469687	1.0000000	1.0000000	0.7360473	0.6120728	0.8229915	0.6117841	0.0004959	0.3497613	0.0481964	0.0239784	0.0471434	0.9536471	0.3735876	0.2213300	0.7383024	0.5144864	0.6956236	0.0000097	0.9087685	0.5288072	0.9741795	0.1913707	0.9999435	0.0279857	0.1971391	0.2546087	0.5371859	0.9999757	0.3868703	0.3970043	0.8795802	0.0024531	0.1463357	0.9888082	0.8978876	0.7597330	0.3073117	0.2463734	0.7376029	1.0000000	0.4474811	0.6945639	0.4139739	0.3750061	0.5725252	0.0169475	0.6776068	0.5021920	0.9794589	0.2310995	0.8205228	0.7864534	0.0542958	0.1775756
0.5396546	0.9466430	0.1906864	0.8428843	0.7594206	0.4224341	0.2403351	0.8286185	0.2293034	0.8154503	0.9774034	0.9389315	0.9965453	0.3276222	0.7346397	0.9999999	0.4983113	0.6577956	0.5055979	0.0353696	0.1089023	0.4973203	0.9826684	0.8320963	0.4759488	0.4747560	0.3885793	0.4602462	0.9981432	0.5705137	0.9893308	0.1470043	0.4467279	0.6554763	0.8269115	0.8385560	0.3582842	0.6738071	0.5935491	0.3287339	0.2515081	0.9304851	0.8527595	0.9966714	0.2826561	0.6469690	1.0000000	1.0000000	0.7360491	0.6120728	0.8245653	0.5794191	0.0004785	0.5809775	0.0300445	0.0078100	0.0471423	0.9117253	0.4026508	0.2641697	0.7383009	0.5113501	0.6952925	0.0000146	0.9087778	0.4915073	0.9741723	0.1860862	0.9997722	0.0340986	0.1971608	0.4264321	0.5970865	0.9999715	0.3868744	0.4352642	0.8866322	0.0024531	0.1463423	0.9888075	0.9395810	0.7597340	0.3071519	0.2463738	0.7074847	1.0000000	0.4474787	0.6945200	0.0983819	0.3752469	0.5787007	0.0165346	0.6776077	0.5021920	0.9800965	0.2311008	0.8205270	0.7864524	0.0542935	0.1776062
0.5396546	0.9466432	0.1906843	0.8428855	0.7594270	0.4224327	0.2409440	0.6403855	0.4953033	0.4077255	0.9774034	0.9478029	0.9965453	0.3276220	0.7346398	0.9999999	0.4983117	0.6577961	0.5055974	0.0353679	0.1088483	0.4973182	0.9826684	0.8320960	0.8800191	0.4747555	0.3885789	0.4602434	0.9981485	0.5710021	0.9908791	0.1470311	0.4467285	0.6554770	0.8271782	0.8380086	0.3585642	0.6747266	0.5932224	0.3287338	0.2515180	0.9304920	0.8527589	0.9966695	0.2826560	0.6469690	1.0000000	1.0000000	0.7360486	0.6120728	0.8136738	0.5715832	0.0004858	0.3254353	0.0747606	0.0261641	0.0471439	0.9568127	0.3718127	0.2123048	0.7382738	0.6578258	0.6953278	0.0001307	0.9087760	0.5302063	0.9741733	0.1866458	0.9999518	0.0310201	0.1969013	0.3167958	0.5204297	0.9999742	0.3867569	0.4566217	0.8869217	0.0024673	0.1458470	0.9888076	0.9257022	0.7598270	0.2826495	0.3576676	0.7371450	1.0000000	0.4469454	0.7114880	0.4425757	0.3751866	0.5703418	0.0165797	0.7819016	0.5021920	0.9792266	0.2309124	0.8205262	0.7864524	0.0540291	0.1776669
