Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.3315159	0.6318513	0.2414694	0.1695985	0.3835059	0.0784868	0.1032838	0.1547227	0.4952069	0.3266620	0.0134119	0.3628597	0.0461422	0.7056085	0.1847349	0.3924745	0.2444542	0.2082038	0.1195583	0.0851560	0.1527737	0.3216092	0.5499724	0.5793868	0.0165004	0.0115584	0.0002366	0.3789041	0.4199629	0.2394232	0.2851690	0.6361169	0.3624753	0.5692317	0.1912774	0.5534553	0.1341539	0.0070871	0.4461090	0.3277569	0.6044264	0.4035636	0.4753261	0.2969205	0.0052500	0.5024209	0.5787460	0.3719285	0.5146784	0.5002094	0.0156362	0.4572959	0.6437376	0.3851360	0.2286650	0.3195077	0.0612789	0.5613427	0.2445078	0.5767457	0.2543036	0.6798010	0.4280004	0.2326359	0.1541521	0.3141556	0.4060899	0.6539637	0.5210639	0.3707573	0.4595694	0.5728986	0.2201860	0.3778079	0.6210705	0.4049123	0.2965432	0.6996785	0.2576364	0.2050208	0.0008357	0.4953978	0.6783240	0.5330085	0.0519553	0.7531706	0.2943045	0.1856590	0.5343958	0.3391049	0.1669392	0.2073369	0.0006340	0.6892030	0.1303673	0.0300167	0.0000674	0.5751919	0.0463695	0.4586983
500	0.2858719	0.5076519	0.2050145	0.1110630	0.3563388	0.0523631	0.2221109	0.1307688	0.5552781	0.3679287	0.0344612	0.4288888	0.0785927	0.7331811	0.1775686	0.5390352	0.2196447	0.2921736	0.1723723	0.1339665	0.0463330	0.2243943	0.6278159	0.5528916	0.0188245	0.0263314	0.0000212	0.4019105	0.3631699	0.2466086	0.3570270	0.5889342	0.2655050	0.5985284	0.3185176	0.3866405	0.1088251	0.0012072	0.4894791	0.3822120	0.6475184	0.3896183	0.5077469	0.3777781	0.0361399	0.6453863	0.5528255	0.4055902	0.4690469	0.5379776	0.0337886	0.4996765	0.6715412	0.5272821	0.2191803	0.3048884	0.0576279	0.4609333	0.2300130	0.5863901	0.2208003	0.5273892	0.3974635	0.2416067	0.0923233	0.2786437	0.3501125	0.5554117	0.4961576	0.3649767	0.4267070	0.5605952	0.2635189	0.4122485	0.6785079	0.5594319	0.1989876	0.6667902	0.3571736	0.1367825	0.0015807	0.4719187	0.6923793	0.7807573	0.1604974	0.7258216	0.3781806	0.0995539	0.6246406	0.3903174	0.2795023	0.2173459	0.0007493	0.5928190	0.1218696	0.0142002	0.0000080	0.4554431	0.0427981	0.4311648
550	0.2435607	0.6511821	0.1673527	0.0697015	0.2910993	0.1268725	0.4036937	0.0924856	0.4696702	0.2860398	0.0268704	0.4954239	0.0559964	0.6622205	0.1716817	0.4814441	0.2215955	0.6272666	0.3140312	0.3416402	0.0265548	0.2834102	0.5565152	0.5912271	0.0249108	0.0154368	0.0002281	0.3933403	0.3860732	0.4776498	0.3945050	0.5884039	0.1764853	0.5845609	0.3042380	0.0917452	0.5174574	0.0009706	0.5778744	0.4880823	0.2411549	0.4069157	0.3588820	0.5139275	0.0452081	0.5777122	0.5825936	0.6454241	0.4229407	0.6440145	0.0114086	0.4080134	0.5274288	0.5062065	0.1884366	0.1610224	0.0593216	0.4824457	0.2085974	0.4757424	0.2117179	0.5687827	0.3536374	0.1862434	0.1112121	0.3816344	0.3837825	0.4997550	0.4193976	0.3538145	0.5078936	0.7356312	0.2218636	0.3234770	0.7177011	0.5227124	0.2259751	0.7348936	0.4072700	0.1128228	0.0055863	0.3686542	0.7093888	0.6906388	0.3083699	0.5915951	0.3988587	0.2081331	0.6428578	0.3757172	0.1294494	0.3245685	0.0139757	0.6820088	0.1655282	0.0413699	0.0007298	0.4362478	0.0427843	0.2820868
600	0.1460718	0.5995598	0.3847007	0.0936225	0.2684915	0.1298059	0.4865120	0.0429200	0.4430134	0.2126213	0.0336921	0.5486042	0.0607639	0.7832517	0.1330177	0.4905583	0.1673037	0.5431335	0.4874462	0.6129735	0.0256190	0.2632167	0.4472995	0.3956659	0.0312860	0.0068551	0.0004520	0.4821592	0.3682288	0.6186414	0.4525483	0.5143370	0.1491051	0.5606963	0.4510930	0.0218826	0.6587440	0.0019841	0.6755771	0.7283434	0.2231559	0.3353293	0.3636001	0.5860657	0.1240766	0.5504490	0.7032948	0.7518079	0.3166400	0.6808103	0.0065272	0.4337369	0.6292313	0.6062117	0.1729668	0.1128563	0.0521557	0.4462158	0.1332320	0.3804948	0.1986446	0.5012943	0.3299259	0.2760977	0.1414818	0.2899014	0.3422365	0.5436478	0.4801751	0.3941504	0.3859424	0.5684928	0.1366025	0.2296026	0.6499904	0.5033291	0.1861872	0.6140794	0.6419627	0.1530051	0.0276400	0.2070938	0.5562662	0.6921447	0.4277827	0.5717491	0.4383050	0.2298996	0.8043642	0.2028427	0.1676269	0.3144144	0.0268682	0.6964839	0.1572674	0.1517637	0.0000000	0.3927371	0.0024393	0.2384355
650	0.1342119	0.7219759	0.3565798	0.0585621	0.3270464	0.0638944	0.3459415	0.0494909	0.4156401	0.2459102	0.1221601	0.6970294	0.0763279	0.5350373	0.1175124	0.6313838	0.1381219	0.7463535	0.5975448	0.8706590	0.0362648	0.2369542	0.2205904	0.2401782	0.0564904	0.0158064	0.0009077	0.3384463	0.3466162	0.6041686	0.5760943	0.3488566	0.1140158	0.6015924	0.5231891	0.0094586	0.7395065	0.0099283	0.6572280	0.6141517	0.2469980	0.4127996	0.3059472	0.5028955	0.0658524	0.5928540	0.8048297	0.7187939	0.2812338	0.6777148	0.0019956	0.4299508	0.6018661	0.5213927	0.0453842	0.0961185	0.1435210	0.4528160	0.1165936	0.3031584	0.2792936	0.6002087	0.3208505	0.1999546	0.1474269	0.4510985	0.2665462	0.4353587	0.4162586	0.3215231	0.4248299	0.5835059	0.1608713	0.2073353	0.5945633	0.5215364	0.2675520	0.6497738	0.5725136	0.0945759	0.0463331	0.2618746	0.7041581	0.7104490	0.4661925	0.6569533	0.5490781	0.2404340	0.6779240	0.0839971	0.2647240	0.4045971	0.1286753	0.6820048	0.1964994	0.1988209	0.0012534	0.2445914	0.0025778	0.2810740
700	0.1975683	0.5997781	0.3525244	0.0777639	0.3103246	0.0281758	0.4136909	0.0493237	0.4937711	0.1635356	0.1367109	0.6387482	0.0799409	0.5039022	0.1786888	0.4255595	0.1742462	0.6416876	0.5930770	0.6464595	0.0568034	0.4373507	0.0974125	0.2325000	0.0529643	0.0188294	0.0001329	0.3342598	0.4001746	0.6023633	0.4461888	0.3279781	0.0594036	0.6194273	0.4938840	0.0007287	0.5161824	0.0004252	0.6879660	0.6177745	0.1419570	0.4109483	0.3527736	0.5766618	0.0483336	0.5966024	0.6914365	0.7088014	0.3663076	0.7375762	0.0030246	0.4116123	0.6100080	0.4514748	0.0499862	0.1619917	0.1524017	0.5333493	0.1389803	0.1322047	0.2129694	0.5910195	0.2783105	0.2045142	0.1773317	0.4195382	0.2830958	0.2321937	0.3585037	0.4153164	0.4014476	0.4999228	0.1555330	0.1775966	0.6469798	0.6537233	0.3505188	0.6081693	0.5051590	0.1101511	0.0421088	0.1645746	0.6803854	0.8506042	0.6579369	0.6944268	0.6671537	0.3634605	0.5392590	0.1372828	0.2304298	0.3960661	0.2741951	0.6425778	0.2432656	0.2360429	0.0068092	0.2826045	0.0174322	0.2242811
750	0.0911239	0.6739656	0.2649893	0.0552133	0.2472278	0.0146305	0.3294578	0.0582133	0.3602733	0.1016431	0.0942395	0.6513953	0.1945490	0.3145859	0.3054013	0.6542554	0.1582458	0.6745416	0.7697821	0.6300477	0.0483999	0.5210347	0.1042673	0.1729163	0.0305907	0.0062863	0.0000976	0.4267396	0.2433663	0.7314750	0.3255484	0.2897707	0.0570935	0.6132620	0.6704390	0.0007697	0.5474733	0.0004881	0.6188340	0.5530805	0.2950083	0.4405770	0.3028730	0.5031791	0.0772524	0.7146957	0.5958107	0.7939764	0.3068787	0.5657085	0.0026919	0.4266134	0.5886610	0.4602900	0.0772599	0.1710139	0.0808934	0.4548809	0.1489301	0.1061676	0.3277237	0.4656457	0.3116690	0.1439909	0.2108564	0.3717211	0.2144305	0.1054687	0.2958623	0.4297963	0.3573146	0.5364222	0.1791152	0.2549482	0.5336179	0.5170638	0.3716501	0.6870143	0.6766961	0.1098988	0.0551707	0.0769786	0.5813585	0.6378775	0.6265508	0.6518076	0.6254685	0.3555037	0.5957948	0.1419215	0.2994913	0.3715855	0.3930264	0.7790485	0.3088093	0.2509069	0.0106209	0.3530099	0.0036222	0.1691913
800	0.1167276	0.6107305	0.2901473	0.0372515	0.3849563	0.0288723	0.3998868	0.0448130	0.3700625	0.0364255	0.1017473	0.6481142	0.4285666	0.2196948	0.3850727	0.4160519	0.1722821	0.6662973	0.5226843	0.6642663	0.1280611	0.5480799	0.0885747	0.1289009	0.0572531	0.0108839	0.0024530	0.3967714	0.3340174	0.4851458	0.2754394	0.2749493	0.0707009	0.6000463	0.7080096	0.0015740	0.6170740	0.0000920	0.6287337	0.7751392	0.2501037	0.3672090	0.3171177	0.6088341	0.0840596	0.5214065	0.5955069	0.7138997	0.4136721	0.6254983	0.0008812	0.3823993	0.6666743	0.3791024	0.0665189	0.1797484	0.0405402	0.3960758	0.1474201	0.0711362	0.3250060	0.4726881	0.2416546	0.1978664	0.2155615	0.4572852	0.1999351	0.0950151	0.3342834	0.4309548	0.4678438	0.5642810	0.1355129	0.2617434	0.5255067	0.5561583	0.4883739	0.6361121	0.6134557	0.0887084	0.0370816	0.0861465	0.6240742	0.5363109	0.5828094	0.5756639	0.6377571	0.3812225	0.7437683	0.1927122	0.4999481	0.4206967	0.3470953	0.7039540	0.3037929	0.1340206	0.0056705	0.3067714	0.0029289	0.2116658
850	0.0872777	0.6691088	0.3593168	0.0628823	0.2738362	0.0589983	0.3653183	0.0632740	0.3013560	0.0301553	0.1375745	0.6264765	0.4367399	0.2524185	0.3709687	0.3178371	0.2279648	0.6667943	0.5807374	0.5687062	0.2141475	0.5747265	0.0444704	0.2147079	0.0397301	0.0075581	0.0038223	0.3749442	0.2692610	0.3198948	0.2369158	0.3229859	0.1295400	0.7552641	0.6742265	0.0132094	0.7757864	0.0003210	0.7565280	0.6164134	0.2671256	0.4434328	0.2510876	0.6509857	0.0440490	0.5614148	0.6413457	0.6934509	0.3104854	0.6569574	0.0002473	0.4407533	0.4929813	0.4776515	0.0705389	0.0819462	0.0079952	0.3915820	0.1329146	0.1345775	0.2848746	0.4532228	0.1958293	0.2791656	0.1438213	0.4235475	0.1674923	0.0582874	0.2475811	0.3960482	0.4809939	0.5073701	0.0985480	0.3703532	0.4590481	0.5467432	0.5226220	0.6345710	0.5313235	0.1537246	0.0322400	0.0566189	0.5314519	0.6778586	0.6065267	0.5979033	0.6759161	0.3329345	0.6291482	0.2931855	0.5756148	0.4203232	0.4346113	0.8058951	0.2787000	0.1279308	0.0346593	0.3432013	0.0174270	0.1882237
900	0.0848285	0.8141220	0.3741412	0.1016672	0.2934155	0.1165343	0.2503535	0.1764828	0.3590071	0.0328387	0.0948224	0.7969906	0.4867349	0.3039058	0.3675064	0.3013054	0.2152512	0.6436103	0.4862092	0.5208456	0.2397906	0.6719313	0.0463860	0.2939144	0.0350719	0.0202187	0.0006988	0.2809832	0.2124723	0.2809092	0.1416362	0.3533190	0.1446466	0.6182165	0.5858297	0.0159774	0.6478853	0.0003314	0.6118009	0.6216364	0.2884825	0.4842355	0.2472811	0.5440212	0.0324432	0.5009615	0.5850564	0.6660476	0.4139619	0.8021674	0.0058976	0.4134412	0.5843738	0.5046494	0.1720776	0.0666464	0.0167937	0.2850519	0.1164352	0.3091964	0.2628116	0.4073580	0.2086001	0.1905622	0.1279171	0.4620478	0.0950229	0.0730146	0.3291251	0.4004397	0.5893511	0.4067734	0.0465874	0.5317282	0.3966713	0.5143198	0.6250925	0.6882936	0.4146072	0.2046167	0.0302345	0.0726604	0.6231261	0.5296554	0.6221555	0.6943310	0.6455274	0.1992499	0.6488645	0.2731425	0.5078646	0.4257488	0.4344252	0.6412084	0.2899145	0.1758192	0.0260914	0.3221457	0.0057530	0.2466307
950	0.0797367	0.6889064	0.3753677	0.1001159	0.2296134	0.1322206	0.3031715	0.1897660	0.3457469	0.0287307	0.0575617	0.7094601	0.4410719	0.3397641	0.3167501	0.2750425	0.2592011	0.5631827	0.5650775	0.3343272	0.3678255	0.6600445	0.0527368	0.2929135	0.0600954	0.0067212	0.0007009	0.3499181	0.2686593	0.2846156	0.1183277	0.4701166	0.2364634	0.6943439	0.6899464	0.0144430	0.6578002	0.0000000	0.7073639	0.5382168	0.3973138	0.5024272	0.1716289	0.6000516	0.0804526	0.4953311	0.7313621	0.6824518	0.3660481	0.7082496	0.0002438	0.5563121	0.7348206	0.5101961	0.1060986	0.0334517	0.0159270	0.3770294	0.0803816	0.3344991	0.2300434	0.5053085	0.2378508	0.3395944	0.1135929	0.4415997	0.2036828	0.1090103	0.3971303	0.3905647	0.5583590	0.3153357	0.0362269	0.5216387	0.4950440	0.4703350	0.5274497	0.6318350	0.4997126	0.3059829	0.0255613	0.0473066	0.7475922	0.5789068	0.6672194	0.6946953	0.5584499	0.1522902	0.7436446	0.3602430	0.5067702	0.4130198	0.3942936	0.7366262	0.1996056	0.1762479	0.0578696	0.2879361	0.0144355	0.2116172
1000	0.0722844	0.7643316	0.3904776	0.1545824	0.2178473	0.1039001	0.2497447	0.3172432	0.3075262	0.0292812	0.0856941	0.5599047	0.4528934	0.3121733	0.2999434	0.2444490	0.3532258	0.4974401	0.5431939	0.2102487	0.2686812	0.6551310	0.0406182	0.1854017	0.0460895	0.0090863	0.0003641	0.3652488	0.2300963	0.3272791	0.0958248	0.5638633	0.2200724	0.5535681	0.6178848	0.0125336	0.6772367	0.0000826	0.5552452	0.4362529	0.2482768	0.6295436	0.1772432	0.5343750	0.0409733	0.4580015	0.6266531	0.6218443	0.3851480	0.6024087	0.0012426	0.4787731	0.5204486	0.5291302	0.1092260	0.0599568	0.0053133	0.4918105	0.1068909	0.3152874	0.3502045	0.3729333	0.2138935	0.2584518	0.1304993	0.3968168	0.1335659	0.1014752	0.4736068	0.2875855	0.5283013	0.3482529	0.0091343	0.5187974	0.2911974	0.3142386	0.6335366	0.7747832	0.4577780	0.4284836	0.0382399	0.0941340	0.6205050	0.5691573	0.4945755	0.7449712	0.5798782	0.1158863	0.6277173	0.4289746	0.3776526	0.3973893	0.4409008	0.7024565	0.2441644	0.1194750	0.0707771	0.3138493	0.0209598	0.3127306

0	0.1045546	0.5711760	0.4544022	0.5181250	0.2423238	0.4026404	0.2413288	0.2794855	0.2809571	0.0529928	0.1235873	0.6387853	0.5641986	0.2000948	0.4206449	0.2749211	0.3539750	0.4811939	0.2493605	0.1066778	0.3570646	0.5787068	0.0387372	0.2550030	0.0585420	0.0090805	0.0001559	0.4076601	0.2599765	0.1708618	0.0599998	0.5787627	0.4326549	0.6311608	0.8103693	0.0069005	0.7392880	0.0036025	0.5144593	0.0208945	0.0108129	0.5593428	0.4701042	0.6184210	0.0518437	0.4557265	0.7667948	0.5471279	0.3597272	0.5595164	0.0198422	0.6053901	0.5376296	0.5432547	0.1971361	0.0363617	0.0815907	0.3510519	0.0920353	0.3427905	0.2866536	0.4930615	0.2165899	0.4008206	0.1556349	0.4820110	0.1615626	0.0818039	0.5657672	0.4988190	0.7307417	0.3050232	0.0009291	0.5149499	0.4015901	0.4475870	0.6208416	0.6125495	0.4883474	0.6163123	0.0060691	0.0946382	0.5699327	0.5808633	0.1823497	0.6635762	0.5420011	0.1600173	0.5237392	0.3513319	0.2611085	0.4858695	0.4606422	0.7968419	0.2661626	0.0934772	0.0057146	0.4902605	0.0293973	0.2176962
