G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G71A	G95	G96	G97	G98	G99	G100
0.2420099	0.7999926	0.1577854	0.3735145	0.8098899	0.9431894	1.0075895	1.0601033	1.0643357	0.0255479	0.6526018	0.9524245	0.7869719	0.4186095	0.9223976	0.7711952	0.7101246	0.9369995	0.7964582	0.5233953	0.0556235	1.0051441	0.1145580	0.4636376	0.5476964	0.6794457	0.9578357	0.9631826	0.7026633	0.6867336	0.8261091	0.0901545	0.0609057	0.4145465	0.0267877	0.8625496	0.0850732	0.4881919	0.9549499	0.0491675	0.4245172	0.1941584	0.6096036	0.0037838	0.0775845	1.0309721	0.4675519	0.3771195	0.2685810	0.3766750	0.4167596	1.0990068	0.4045839	0.4515706	0.9453690	0.4999544	0.9926175	0.2129091	0.0093598	0.8059631	1.0181062	0.2002987	1.0281844	0.7317311	0.6907993	0.9726667	0.4587893	0.2469155	0.8433873	0.1209282	0.3977214	0.4161049	0.9462449	0.0493519	0.1716123	0.1968325	0.9611851	0.0012648	0.0223062	0.8642124	0.8313782	0.6246156	0.0018851	0.1524295	0.6989693	0.8186875	0.2449998	0.1867398	0.3885983	0.9747764	0.3017551	0.8151197	0.0655360	0.6030919	0.4994075	0.1036912	0.9944554	0.0092449	0.1339989	1.0831266
0.1773989	0.4604909	0.2829718	0.3098973	0.7808005	0.9980506	1.0422618	1.0670711	1.0457255	0.0210553	0.6206169	0.8711302	0.9142501	0.4384661	0.8852863	0.8723379	0.6894761	0.9360074	0.9322521	0.5976667	0.0314951	1.0487096	0.0869158	0.6134918	0.6207994	0.6955770	1.0303586	0.9294566	0.6361430	0.7884799	0.6957770	0.0733804	0.0788633	0.3860205	0.0181291	0.9794360	0.0787642	0.5980043	1.0453323	0.0347103	0.5032078	0.1794055	0.6512806	0.0091904	0.0814065	0.9909632	0.5037024	0.4254069	0.1607070	0.4317833	0.4480816	0.9852574	0.5197629	0.3401744	0.9901122	0.5862266	0.8695399	0.1763180	0.0218337	0.8981475	0.9462647	0.2348691	1.0214875	0.7515933	0.7365615	1.1244067	0.3814459	0.1571568	0.8658702	0.1002619	0.5278851	0.3486609	0.8084465	0.1463523	0.1639362	0.1649376	0.6920677	0.0005751	0.0140699	0.8580129	1.0382603	0.5220363	0.0029538	0.1166268	0.6819200	0.8157293	0.2949881	0.2259455	0.4585952	0.9007833	0.4652446	0.8587293	0.1167340	0.5945863	0.4509958	0.0731084	0.9782741	0.0257215	0.2594292	0.9181269
0.4175317	0.8225275	0.0898653	0.3330004	0.7914999	1.0618226	1.0038032	1.0411744	1.0339621	0.0140277	0.6320725	0.9867014	0.8955761	0.3841881	0.8118905	0.8522636	0.6703922	1.0171998	0.9390917	0.5278485	0.0373558	1.0469220	0.0715915	0.6092772	0.4951894	0.6598133	1.0390412	1.0784689	0.6375969	0.6430922	0.4434388	0.0862647	0.0930375	0.3793810	0.0247720	0.9837858	0.1001519	0.4880990	0.9696775	0.0343595	0.8102245	0.1049310	0.6848762	0.0045930	0.1230723	0.9734917	0.4046521	0.3361625	0.1626881	0.4009730	0.5523695	0.9806985	0.4644512	0.3919248	0.9795927	0.4880201	0.8975390	0.2002652	0.0198583	0.8403643	0.9639985	0.2584352	1.0195532	0.6192643	0.7289803	0.9885373	0.6871271	0.1821757	0.7516218	0.1149627	0.5170910	0.3984842	0.9127609	0.0844685	0.1504445	0.2063467	0.9034240	0.0026442	0.0182539	0.8701616	0.8828192	0.4207543	0.0004470	0.1246031	1.0199643	0.8984154	0.2101252	0.2435445	0.4800613	0.8994467	0.3636665	0.8804870	0.0637301	0.5287062	0.5146551	0.0690201	1.0951653	0.0110197	0.1915513	0.8499180
0.4780265	0.8336728	0.2192137	0.1358423	0.7864120	1.0666937	1.0018879	1.0200816	1.0595103	0.0147045	0.6645083	0.9550260	0.8357651	0.4003388	0.8719179	0.8560069	0.7415105	0.9455744	0.9825783	0.4861132	0.0615192	1.1166997	0.0686807	0.5074905	0.4614975	0.7515708	1.1010217	0.9924815	0.5968557	0.7158253	0.8134279	0.0557514	0.0717341	0.3654618	0.0178909	0.9217341	0.0923123	0.3909780	0.9203883	0.0393756	0.4552950	0.2231890	0.6629733	0.0069438	0.1012140	0.9105726	0.4287199	0.3347888	0.1891502	0.4676270	0.4999563	0.9668643	0.5014548	0.4309402	1.0036936	0.5504575	0.9462261	0.2516655	0.0241570	0.8461060	0.9822888	0.1809241	1.0030141	0.6911626	0.7167273	0.9602539	0.4464274	0.1967934	0.7716755	0.0887166	0.5324844	0.4416428	0.9510209	0.0853426	0.1409354	0.1509625	0.8186488	0.0060709	0.0351589	0.9389422	1.0160803	0.5372344	0.0023636	0.1194683	0.9875969	0.7985843	0.2527814	0.1900458	0.4438532	0.9657831	0.3790792	0.8230600	0.0683774	0.5872464	0.3964955	0.0860667	0.9319808	0.0218187	0.1225806	0.9243357
0.5268990	0.8179837	0.1917223	0.0545495	0.3507746	1.0124575	0.9324183	0.9593156	0.3163737	0.0969101	0.6002174	0.9599377	0.7672060	0.4464650	0.8414084	0.9048852	0.6963326	0.9448242	0.9694576	0.4364416	0.0712437	0.9847984	0.0819250	0.6436876	0.5624642	0.6929252	1.0453745	0.9619690	0.7005706	0.7386327	0.5767788	0.1072604	0.0906619	0.3334227	0.0205328	0.7585401	0.0779824	0.4699674	1.0333217	0.0339480	0.9008222	0.1180022	0.5854151	0.0067974	0.1128241	0.9762353	0.4700201	0.4278080	0.1384258	0.3783074	0.6799022	0.9974367	0.4500753	0.4233681	0.9359697	0.5266170	0.9003315	0.2310001	0.0086205	0.8501939	0.9449819	0.3567358	1.0045698	0.7030222	0.7373746	1.0358205	0.3951579	0.1660391	0.7944778	0.1147445	0.4904708	0.3297628	0.9030882	0.1236692	0.1616466	0.1708579	0.7982510	0.0027167	0.0138914	0.8762263	0.9450760	0.5114595	0.0016731	0.1492880	0.9752007	0.8861326	0.2672772	0.2325019	0.5129363	0.9142461	0.4003570	0.7876990	0.0693813	0.5159035	0.5204920	0.0470622	0.9286854	0.0117106	0.1495192	1.0740370
0.4732881	0.7668987	0.2159384	0.3111549	0.8122325	0.4854710	1.0179699	1.0485997	1.0928925	0.0104049	0.7249776	0.9933931	0.8188302	0.4573837	0.9403143	0.7285406	0.7090763	0.9859258	0.9459401	0.5894031	0.0468132	0.9317228	0.1049685	0.5843476	0.4842527	0.6164407	0.9732950	0.9957698	0.6829175	0.6845841	0.4624266	0.0832225	0.0619980	0.3254397	0.0179216	0.9144694	0.0709719	0.5812600	0.9871929	0.0242630	0.8471259	0.1395558	0.7630916	0.0002356	0.1104098	0.9053657	0.5202286	0.3392660	0.2462784	0.3732376	0.4578443	0.9854225	0.4692630	0.3886322	0.9843231	0.5467621	0.9394107	0.2463250	0.0070762	0.8497787	1.0631401	0.2658474	0.9047062	0.7920469	0.7532469	0.9617596	0.4366021	0.2517721	0.8613537	0.1294378	0.4148023	0.3988371	0.8079962	0.1521546	0.1508551	0.2037949	0.8045611	0.0031429	0.0143887	0.8559436	0.8718171	0.5567201	0.0008508	0.1231618	0.9728211	0.7389833	0.2103352	0.2950901	0.3888074	0.8631883	0.3419846	0.6605352	0.1171559	0.6124532	0.4630059	0.0776416	1.0266097	0.0201250	0.1275803	0.9652631
0.4744102	0.8006757	0.2451764	0.2409743	0.7858537	1.0089325	0.5356004	1.0429212	0.9850623	0.0172745	0.6276720	0.9222849	0.7081575	0.5130819	0.8878141	0.8606178	0.6585910	0.9146173	0.8847665	0.4851180	0.0499697	1.0299426	0.0840804	0.5996584	0.5493080	0.6768336	1.0027038	0.9600242	0.7073246	0.6129877	0.5437888	0.0645370	0.0566859	0.3378360	0.0110498	0.6865898	0.1391156	0.6497397	1.0385825	0.0251924	0.7738902	0.1805034	0.7041947	0.0065319	0.0871483	0.8975051	0.4008045	0.3856176	0.1675650	0.3667122	0.5382763	1.0262716	0.5122164	0.3323793	0.9598325	0.5573571	0.8930365	0.2098033	0.0060156	0.9188715	1.0096565	0.2244652	1.1226441	0.6903058	0.7707077	1.0172927	0.3743031	0.1693080	0.8329545	0.1632437	0.6559668	0.4440674	0.9009332	0.1505255	0.1629435	0.2015906	0.7796968	0.0001806	0.0186486	0.8793559	0.9232415	0.5217435	0.0156759	0.2012207	1.0236825	0.8118402	0.2146033	0.1986201	0.4842335	0.9643594	0.3587689	0.8130670	0.0639786	0.5345073	0.4623484	0.1013684	0.9289390	0.0254540	0.1743904	0.9636674
0.4134454	0.7550848	0.3141018	0.3962268	0.8178509	0.9848358	0.6227841	0.4714347	0.9308594	0.0378263	0.7024937	0.9738685	0.7168476	0.4572809	0.8808383	0.7579411	0.6138226	0.9283218	0.9792752	0.4337373	0.0553434	1.0409425	0.0924526	0.5555915	0.4675037	0.6658776	1.0874434	1.0479200	0.6972763	0.5835528	0.5180014	0.0856040	0.0923050	0.4490222	0.0215404	0.6619132	0.0964579	0.5272058	1.0373048	0.0206404	0.7251343	0.2022187	0.7941738	0.0046007	0.0883236	0.8322327	0.5502121	0.3585817	0.1768285	0.3443669	0.5777456	1.0549377	0.4969210	0.3473214	1.0549806	0.5241268	0.9132001	0.1942054	0.0129980	0.8972728	0.9954295	0.1969484	0.9952365	0.7536740	0.7413836	0.9995440	0.4725413	0.1451740	0.6944326	0.1613901	0.5693385	0.4047751	0.9151233	0.1835162	0.2667480	0.1689742	0.8109761	0.0015123	0.0144896	0.8626211	0.8747036	0.5293255	0.0008559	0.1676281	0.9040692	0.8552719	0.2348794	0.2605941	0.4406457	0.9263887	0.3486921	0.9314142	0.0626245	0.6040176	0.3993224	0.0839365	1.0328327	0.0112228	0.1955532	0.9576359
0.4580779	0.8664032	0.3023243	0.2269623	0.7932264	0.9976712	0.9974653	0.9569563	0.5563692	0.0321117	0.6644645	0.9065627	0.6914351	0.4419509	0.7921274	0.7820905	0.6243666	0.9122216	0.9804601	0.4938041	0.0506315	0.9352938	0.0818086	0.5873803	0.5543060	0.6843351	1.0449470	1.0174210	0.6354709	0.7406193	0.6659998	0.0813617	0.0865687	0.3807817	0.0143574	0.8428993	0.1306443	0.5086360	0.9318669	0.0359362	0.5812922	0.1785694	0.6471571	0.0024360	0.1117413	0.8673913	0.4552795	0.4445522	0.1707618	0.3887067	0.3669449	0.8767984	0.5097602	0.3417098	0.8938587	0.5447261	0.9185228	0.1913807	0.0085444	0.8228964	1.0210523	0.4426727	1.0794763	0.6285273	0.8309538	0.8955460	0.4160884	0.1602884	0.7706731	0.1337598	0.5559995	0.3798259	0.9483176	0.0857668	0.1258519	0.1687775	0.8714496	0.0011646	0.0160168	0.9621186	0.9593184	0.5672940	0.0097019	0.1599280	0.9376534	0.7817704	0.2295080	0.2094233	0.4729044	0.8986475	0.4105263	0.9054696	0.0711710	0.5797726	0.3341388	0.0725464	1.0006718	0.0380063	0.1527159	0.9284555
0.4308742	0.7953984	0.1977813	0.2588378	0.7370171	0.9316958	0.9981544	0.9056979	1.0787356	0.0081897	0.6863864	0.9328441	0.7140594	0.4776588	0.8812783	0.7655177	0.7032814	1.0038478	0.9430459	0.4792472	0.0417559	0.9832141	0.0803843	0.5869108	0.5410593	0.6495160	1.1126123	1.0736002	0.6584398	0.6776050	0.6481117	0.0723382	0.0706341	0.3534640	0.0134494	0.8502599	0.1411310	0.4849575	1.0440327	0.0445527	0.7976406	0.0822235	0.4620997	0.0064682	0.1046177	0.9181383	0.4721857	0.4148753	0.2511066	0.3471570	0.5064344	1.0212656	0.4742235	0.3831543	0.9968096	0.4842942	0.9924124	0.2167302	0.0078690	0.8832119	0.9801741	0.1852660	1.0133319	0.6625991	0.7823400	0.9690344	0.4642846	0.1248864	0.8090105	0.1421814	0.5042060	0.4048458	0.9755219	0.0873349	0.1840904	0.1827203	0.8089796	0.0036288	0.0269463	0.8481730	1.0290380	0.6161989	0.0026532	0.1527694	0.9630561	0.8773055	0.2370177	0.2470498	0.4956033	0.8903584	0.3523050	0.8018575	0.0557093	0.5790159	0.4927491	0.0829656	0.9848194	0.0163471	0.1447178	0.9903808
