"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G93A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.5380267	0.2947552	0.1019347	0.0871824	0.5480833	0.2456102	0.6232138	0.7988485	0.4071878	0.6062407	1.0088965	0.8995919	0.8798274	0.6279663	0.7811058	1.0110660	0.0038327	0.0033148	1.0481518	0.0225145	0.5138970	0.9202707	0.5370043	0.8834061	0.0295973	0.9780884	0.2098676	0.7838050	0.0817497	0.9908568	0.0853158	0.4681419	0.3798218	0.7249153	0.7052758	0.8609585	0.0055824	0.0824850	0.9407818	0.1357728	1.0308092	0.5916628	0.2592097	0.7730623	0.2922451	0.5972236	0.8861467	0.4313115	0.7230573	1.0048639	0.9000796	0.4092096	0.2570180	0.0082446	0.8028714	0.0032543	0.7294228	0.0010806	0.8543960	0.6488925	0.6070531	0.9873213	0.7149250	0.7299809	1.0052861	0.8476113	0.5251332	0.6665006	0.6286823	0.3524617	0.0008386	1.0111406	0.2364146	0.9882678	0.6715595	0.7949660	0.8919620	0.5214560	0.3609682	0.4048433	0.2466361	1.0137500	1.0176220	0.4127330	0.1551857	0.3937101	0.7642148	0.0766775	0.0039535	0.2494260	0.1557242	0.3993366	0.9385153	0.0480369	0.0121315	0.9307535	0.0249130	0.8611182	0.1520382	0.6298582
50	0.5908203	0.3160477	0.1006494	0.0843643	0.2260750	0.1958994	0.5969191	0.8008935	0.3820724	0.5322529	0.9227539	0.9878756	0.8910600	0.6236713	0.8003974	0.9939442	0.2606749	0.0013212	0.9611653	0.3298464	0.6431960	1.0024427	0.7553402	0.6770427	0.0202598	0.9085215	0.3835624	0.7359444	0.0709879	0.9416739	0.0966865	0.4585485	0.3218483	0.6298404	0.6840248	0.8198012	0.4167386	0.4323051	0.9882582	0.1583422	0.9817043	0.5697946	0.2557509	0.9950381	0.1879239	0.5437001	0.9441799	0.4231700	0.2247883	0.9268632	0.8091013	0.4891646	0.3479076	0.0145486	0.6466514	0.0032863	0.8141938	0.0072306	0.7993779	0.6749013	0.5064538	0.9104335	0.7466673	0.7937234	0.9970378	0.8322244	0.5120553	0.5643799	0.5634962	0.7253347	0.0027482	0.8486438	0.1757912	0.9971879	0.4477599	0.7848359	0.9098308	0.5124252	0.3317449	0.4470067	0.3318635	0.9949030	0.3288775	0.4096783	0.1278435	0.3848349	0.8116556	0.2467701	0.0041545	0.1130182	0.1400807	0.4253448	0.8669893	0.0460887	0.0186146	0.7138341	0.0058072	0.6881787	0.1328136	0.4823315
100	0.5817133	0.4324945	0.2735008	0.0574712	0.3894981	0.2193444	0.6068090	0.7982723	0.3701096	0.6068577	0.9408521	0.9683780	0.9831003	0.5725711	0.8362968	1.0175565	0.3001375	0.0009615	0.9933605	0.3643293	0.5620369	0.9479235	0.7742552	0.5495044	0.0297278	0.9213103	0.4647662	0.6936117	0.0658570	0.8168208	0.0953492	0.3675134	0.3008705	0.7691380	0.6466397	0.7765370	0.6765996	0.4592612	1.0457624	0.2371149	1.0595730	0.5987931	0.2319761	0.8972462	0.1963173	0.6120771	0.9159703	0.5197442	0.0792110	0.9451268	0.8060543	0.5632458	0.3975498	0.0048006	0.7118974	0.0009877	0.7424157	0.0132406	0.7799989	0.7562203	0.5354090	0.8370394	0.7061025	0.7057599	0.9787999	0.8691684	0.5090133	0.5936861	0.5743535	0.8419925	0.0009323	0.7584384	0.2178801	1.0089305	0.4313204	0.7181028	0.8904781	0.6208047	0.3174882	0.5126003	0.3254251	0.9834486	0.1399477	0.3495364	0.2165205	0.4085084	0.7238580	0.3096905	0.0041737	0.0969695	0.1568139	0.3796281	0.8891638	0.0383242	0.0250433	0.6546947	0.0125970	0.5932532	0.1156599	0.5581620
150	0.5520687	0.6109801	0.3457209	0.0825069	0.5027121	0.1662439	0.5744992	0.8317281	0.3362789	0.5644711	0.8416335	0.9459406	0.8929082	0.6498942	0.7739005	0.9989434	0.2970398	0.0000000	0.9827793	0.4073325	0.5421079	0.8917298	0.7954510	0.4777847	0.0222565	0.7032784	0.5095061	0.7648711	0.0831479	0.8431157	0.1243517	0.3771931	0.3880316	0.7773960	0.6997875	0.7094733	0.8271646	0.4658753	1.0527246	0.2867710	0.9736018	0.5723418	0.2415597	0.9549285	0.1791843	0.6923656	0.9719649	0.5806323	0.0315671	0.9434571	0.8396099	0.7094152	0.3730518	0.0060231	0.7098441	0.0043503	0.7452859	0.0090942	0.6983912	0.7790766	0.4474117	0.7451310	0.7915131	0.7173979	0.9905148	0.8810537	0.6007467	0.6436208	0.5351449	0.8434106	0.0019767	0.6798513	0.2027743	1.0195014	0.4161417	0.7051701	0.8516512	0.7472130	0.3121483	0.4476451	0.4252938	0.9161942	0.1498403	0.3599430	0.3350425	0.4396879	0.7513812	0.3261776	0.0146284	0.1058743	0.1323487	0.3612961	0.9787872	0.0303959	0.0154769	0.6069938	0.0181073	0.5073914	0.1238335	0.5003956
200	0.5392744	0.7975912	0.3924874	0.1236062	0.5581430	0.1480471	0.4766693	0.7760184	0.2991923	0.5169652	0.9489830	1.0829608	0.9624756	0.6032316	0.7471318	1.0235276	0.2900666	0.0010227	0.9524209	0.3952308	0.5346166	1.0002648	0.8332066	0.4535618	0.0272837	0.4702929	0.4435079	0.6858799	0.0924529	0.7579602	0.0970683	0.3871886	0.3783378	0.7767823	0.6604234	0.6999008	0.8586620	0.4537518	0.9397213	0.3133902	0.9518509	0.6576584	0.2872802	0.9363598	0.0908593	0.6948764	0.8793397	0.7210621	0.0223867	0.9792678	0.7951337	0.6362266	0.3919832	0.0178432	0.8057574	0.0009578	0.7033988	0.0116443	0.6444129	0.8408991	0.5297341	0.8251560	0.8508348	0.7843745	0.9535465	0.8710410	0.5527745	0.5177084	0.6295127	0.8355749	0.0000000	0.6608247	0.2296758	1.0124251	0.3605455	0.7151207	0.8504801	0.7769085	0.3396523	0.5356575	0.3520577	0.9549372	0.1523732	0.3116837	0.3122853	0.4331478	0.7346486	0.4036494	0.0329618	0.0881044	0.1627674	0.4259836	0.9460657	0.0149691	0.0233484	0.5120525	0.0186403	0.5282566	0.1560951	0.3760663
250	0.4998521	0.8792208	0.3507411	0.1325090	0.5833250	0.1566818	0.5560229	0.8152218	0.2919286	0.5342669	0.9921536	1.0216867	0.9874347	0.5171951	0.6717393	0.9813473	0.3767070	0.0027261	0.9910330	0.4438364	0.5172106	0.9701269	0.8184270	0.4459014	0.0243828	0.2689831	0.5046359	0.7061411	0.0926458	0.7877276	0.0858703	0.4217677	0.3458640	0.7665695	0.5885309	0.6986107	0.8503646	0.5199616	0.9526212	0.2716874	0.8795561	0.6478714	0.2097502	0.9576849	0.0510208	0.5924735	0.7463083	0.7293697	0.0115420	0.9865906	0.8863786	0.5868404	0.3681328	0.0222037	0.7618882	0.0001935	0.6965858	0.0251325	0.4951027	0.8417196	0.5511607	0.7933344	0.8185447	0.7988686	0.9908398	0.9325492	0.5342662	0.4667618	0.6063956	0.9103604	0.0011008	0.5522011	0.2993083	1.0093771	0.4074235	0.7756176	0.7974709	0.7481864	0.3252269	0.4922954	0.3810810	0.9801134	0.1384765	0.3263395	0.2653180	0.3602873	0.6978182	0.4044618	0.0258639	0.0958085	0.1847479	0.4428336	0.9857061	0.0106034	0.0423990	0.5902676	0.0071501	0.4180635	0.1767485	0.4237327
300	0.4051606	1.0068238	0.3579345	0.1880817	0.5929748	0.1272727	0.5012783	0.7681820	0.2434568	0.6029139	0.9383209	0.9814494	1.0158423	0.3999217	0.5799837	0.9910225	0.3262650	0.0007878	1.0111974	0.4416351	0.5168380	0.9523024	0.7727033	0.5104233	0.0169503	0.2205042	0.5491329	0.8063997	0.0803874	0.8002694	0.1067518	0.3710535	0.3031128	0.7822997	0.5895984	0.6765795	0.8903684	0.4970625	1.0328907	0.2939670	0.9670781	0.5983492	0.2780600	0.9379623	0.0532325	0.4905022	0.7318965	0.6816666	0.0127322	0.9475697	0.8431526	0.6027335	0.3768732	0.0301916	0.7377238	0.0005825	0.6348771	0.0121591	0.5071281	0.7660431	0.4698687	0.7458808	0.8010017	0.7196102	1.0703616	0.9700050	0.5860406	0.5152813	0.5850310	0.8667562	0.0006144	0.6122941	0.1672026	0.9588811	0.3843535	0.8976467	0.8352631	0.6420064	0.3264997	0.3847699	0.4003674	0.9674375	0.1664374	0.2490920	0.3335398	0.3531722	0.6248992	0.3781610	0.0516175	0.1089077	0.1428252	0.4309121	0.9186513	0.0022165	0.0222435	0.5615423	0.0031984	0.5083442	0.1580680	0.4351069
350	0.4082923	0.8783307	0.3233710	0.2141400	0.6197271	0.1375748	0.5151371	0.7214915	0.2723334	0.5613309	0.9794754	0.9437614	1.0122936	0.3317213	0.5151704	1.0440883	0.3102559	0.0000000	0.9414725	0.4239816	0.5476418	0.9892443	0.8216926	0.4734362	0.0152204	0.1501367	0.4848818	0.7289025	0.0738082	0.8996163	0.1151749	0.3708872	0.3751054	0.7563451	0.6156388	0.6621054	0.8910753	0.5657769	1.0857801	0.2699093	1.0791285	0.5391443	0.3376091	1.0328694	0.0673328	0.4438209	0.7756505	0.6891535	0.0029736	0.8938007	0.8022621	0.6110310	0.3125834	0.0195262	0.7217595	0.0014933	0.6276333	0.0122527	0.5187684	0.7897597	0.4820315	0.7385384	0.9002129	0.7823223	0.9621300	0.9294062	0.5834674	0.4655370	0.5451846	0.9041742	0.0000118	0.5785380	0.2244450	0.9376708	0.3508312	0.8347218	0.8215033	0.6692336	0.2923855	0.4130082	0.4125212	0.9699010	0.1313460	0.2466303	0.3080541	0.3837539	0.6457537	0.3714557	0.0679099	0.1032994	0.1782889	0.3960966	0.8747878	0.0054999	0.0778452	0.5088252	0.0018538	0.5412049	0.1327423	0.3904212
400	0.4180357	0.8251165	0.3758809	0.2079882	0.5958011	0.1253916	0.5077334	0.7269021	0.2463807	0.5554041	0.9536647	0.8996483	1.0245085	0.3025568	0.5687453	1.0349402	0.3359262	0.0005055	0.9107186	0.4414064	0.5271043	0.9528971	0.8714853	0.4735465	0.0212040	0.1602898	0.5059661	0.7952806	0.0641081	0.8150039	0.1303505	0.4462624	0.3950957	0.7098077	0.6375587	0.6206771	0.8680369	0.4699917	1.0464064	0.3142367	1.0554769	0.5320631	0.3495549	0.9425407	0.0411781	0.3810671	0.7177588	0.7337463	0.0072287	0.9710860	0.8437278	0.6989627	0.2275276	0.0328197	0.7164565	0.0000000	0.6276498	0.0236777	0.5066512	0.6678355	0.4555280	0.7587201	0.8413168	0.6862194	1.0141471	0.9002491	0.5988919	0.5916724	0.5314741	0.8660295	0.0023132	0.5025022	0.2161417	1.0042610	0.3016726	0.8101684	0.9270419	0.6469491	0.2812717	0.3928562	0.3921990	0.9818718	0.1378276	0.2418188	0.2967334	0.3492401	0.6891788	0.4061542	0.0314814	0.0857205	0.2261390	0.4011486	0.8451296	0.0000000	0.0673308	0.5527135	0.0039615	0.4965932	0.1358440	0.3505245
450	0.4248134	0.8513417	0.3947957	0.1920531	0.5192560	0.1600438	0.4836942	0.7409747	0.2966579	0.5334996	0.9684244	0.8620542	1.0576858	0.3464667	0.5843917	1.0756283	0.2837384	0.0004726	0.9532651	0.5522157	0.5390068	0.9712306	0.8386999	0.4651587	0.0264395	0.1424753	0.4689676	0.7485552	0.1267863	0.7752048	0.1633498	0.4074732	0.4384994	0.8510600	0.5792181	0.6211125	0.9106789	0.4088340	0.9771424	0.2702176	1.0342099	0.6488664	0.2976248	1.0011011	0.0291427	0.3187255	0.7554400	0.7362853	0.0096009	0.9752627	0.8617268	0.7057339	0.2916030	0.0213847	0.6591251	0.0027344	0.5983100	0.0177183	0.5368656	0.7721225	0.4821513	0.8741618	0.8384504	0.7493579	1.0069092	0.8835292	0.6054064	0.5384673	0.5648573	0.8248021	0.0000381	0.4398656	0.2219211	1.0024980	0.2964421	0.7897124	0.9501069	0.6658372	0.3289399	0.3818224	0.3898265	0.9816170	0.1150697	0.3292508	0.2697280	0.3506805	0.7051383	0.3825041	0.0601194	0.1153737	0.1866336	0.3873482	0.8680696	0.0030220	0.0847497	0.5890882	0.0004368	0.5529917	0.1260600	0.4288845
