Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3886492	0.7381604	0.9714244	0.1619678	0.4356284	0.4720454	0.7962163	0.1767787	0.7829310	0.1809800	1.0074741	0.8427717	0.8973327	0.1947526	0.1236458	0.0688960	0.7402575	0.3281829	0.1030539	0.2021554	0.3862628	0.6495733	0.1701923	0.7312584	0.6097560	0.1633838	0.3994048	0.1254601	0.8524670	0.1564241	0.2621620	0.2670566	1.0459744	0.3688754	0.1804857	0.9948247	0.7164534	0.4771651	1.0326712	0.4631974	0.5664465	0.9412346	0.0830847	0.0231843	0.7391996	0.9744964	1.0021470	0.0549078	0.2061476	1.1210707	0.9403972	0.0223621	0.8584831	0.9299794	0.9896135	0.8258082	0.9877037	0.0149476	0.3084953	0.1401461	0.9466946	0.4063555	0.0066069	0.0158572	0.5104733	0.9315151	0.7144305	0.0081635	0.8774080	0.1618611	0.2367666	0.5413960	0.6080933	0.0833087	0.0024030	0.9126453	1.0401413	0.0269546	0.1997699	0.1327901	0.7091452	0.8216542	0.7282060	0.1052607	0.0444321	0.1824616	1.0067415	0.4792967	0.7378671	0.1786867	0.2295201	0.1067864	0.6078706	0.9817815	0.0049122	0.1115332	0.9704315	0.6099290	0.8437032	0.7535372
50	0.3338450	0.6760817	1.0069593	0.1824870	0.2913110	0.3527364	0.7888807	0.1210668	0.6698180	0.5308569	0.7992885	0.4957395	0.8729251	0.2996405	0.1376437	0.1250561	0.7703048	0.2861776	0.1279351	0.3502469	0.5677270	0.7247309	0.1961003	0.8084781	0.5202835	0.1473021	0.2911914	0.1491925	0.6422462	0.1205760	0.2994437	0.2872967	1.0068051	0.2393833	0.2370122	1.0700662	0.7281765	0.4498932	0.9950245	0.2213471	0.5133151	0.9716131	0.0705954	0.0198611	0.8188431	1.0059506	0.9732219	0.0449912	0.2091219	0.9887803	0.8033111	0.0085253	0.8310233	0.9824823	1.0546344	0.8488155	1.1716318	0.0149406	0.2365697	0.2327900	0.7990889	0.4244027	0.0165920	0.0231351	0.6045304	1.0199661	0.6199597	0.0141768	0.5465560	0.2082155	0.1841012	0.5757147	0.7491509	0.5366097	0.0068036	0.8368907	1.0235308	0.1934263	0.1360419	0.1652263	0.8013036	0.7843109	0.6474708	0.0898240	0.0379343	0.2819209	0.9673406	0.5129392	0.7069186	0.1988217	0.3086172	0.1295295	0.5231753	0.7995587	0.0186852	0.0792932	0.7408328	0.7884762	0.8239159	0.7649357
100	0.3562896	0.6779771	0.9680581	0.1529194	0.1688680	0.1493820	0.8042529	0.1323715	0.4247823	0.7990395	0.4321752	0.2059728	0.8913458	0.2693016	0.1608920	0.0791022	0.7827790	0.2563701	0.1689429	0.5780571	0.6790626	0.6856968	0.3406475	0.8955740	0.5491854	0.1598714	0.1179123	0.1701716	0.5542517	0.1324847	0.1904071	0.2977912	1.0616973	0.2772414	0.3015724	0.9596360	0.8236882	0.5294901	1.0313288	0.1850302	0.4320984	0.9865188	0.0598716	0.0163418	0.7602166	1.1071213	0.9580512	0.0117826	0.2220714	1.0016913	0.8508895	0.0158699	0.7294608	0.9957595	0.8842360	0.7737498	1.1210619	0.0170579	0.2932791	0.2120035	0.6806024	0.3459648	0.0340687	0.0195982	0.6881707	0.9757495	0.6281159	0.0008830	0.1951159	0.2215383	0.2341704	0.6205947	0.8858197	0.9275710	0.0071475	0.8260036	1.0085960	0.3669482	0.1812593	0.2107536	0.8519952	0.8374302	0.5897813	0.0552934	0.0229462	0.3882676	0.8255856	0.3793525	0.5219632	0.1549123	0.2799551	0.0713803	0.4335310	0.7098578	0.0109125	0.1014727	0.6726579	0.5899138	0.8411481	0.8067317
150	0.4006014	0.4677322	1.0483075	0.1508995	0.1070916	0.0934715	0.8562892	0.1246086	0.2372518	0.8840173	0.3362833	0.1102929	1.0011507	0.1923853	0.1456994	0.0444436	0.6417934	0.2265187	0.1937590	0.7038446	0.7693758	0.6112943	0.4342084	0.7953884	0.5107943	0.1040075	0.0347519	0.2336407	0.4543938	0.0720854	0.1155666	0.3352243	1.0287751	0.3509308	0.5378141	0.8853117	0.8233989	0.5110618	0.9899808	0.1777104	0.3887446	1.0383410	0.0671367	0.0164402	0.7797993	1.0106257	0.9683079	0.0037485	0.2245921	0.9757572	1.0226795	0.0095801	0.7909497	1.0204152	0.8914794	0.8741282	1.1056655	0.0123008	0.3133860	0.2441454	0.6314573	0.3144916	0.1102465	0.0188212	0.6541176	0.8999770	0.6689404	0.0004309	0.0740621	0.3484612	0.3610860	0.6650894	1.0051900	0.9305737	0.0031514	0.8337252	1.0482287	0.4714794	0.1648570	0.2617982	0.8574628	0.7993632	0.5401166	0.0428773	0.0514919	0.4190661	0.8530885	0.4035569	0.4120127	0.1509718	0.3423123	0.0354554	0.4049810	0.6756628	0.0052046	0.1290073	0.5951490	0.4271504	0.8027228	0.8290223
200	0.3429379	0.4817579	1.0236582	0.1294778	0.0653247	0.0369474	0.8134155	0.1846045	0.1289595	0.9357145	0.3003297	0.1146361	1.0020384	0.1439722	0.1107119	0.0166337	0.6935097	0.2669295	0.2712211	0.7903716	0.7760556	0.6202579	0.5570146	0.6848062	0.4933428	0.0350126	0.0190451	0.3865194	0.4119689	0.0673203	0.0812813	0.2983328	0.9836050	0.5225071	0.5888600	0.9027596	0.7060613	0.5181642	0.9301352	0.1328733	0.3793520	1.0354742	0.0526268	0.0169505	0.8152306	0.9513230	0.9542976	0.0112920	0.2165487	1.0215034	0.9483606	0.0206938	0.8073743	0.9341918	0.9894049	0.9641857	0.9394184	0.0083422	0.3848982	0.3048765	0.6486666	0.2880067	0.2913412	0.0245850	0.6082895	0.8207161	0.6216864	0.0018580	0.0276589	0.3976803	0.4466499	0.6164408	1.0982727	1.0305264	0.0022935	0.7943308	0.9966359	0.5233240	0.1338118	0.3238385	0.8498515	0.6904225	0.4028362	0.0167455	0.0885026	0.3782254	0.6709214	0.3901513	0.2596275	0.1378024	0.3697582	0.0135290	0.3811499	0.6907100	0.0381686	0.1743211	0.5253290	0.4184066	0.7647974	0.8222692
250	0.3770032	0.5470441	0.8901188	0.1137847	0.0334688	0.0198816	0.9342300	0.1806185	0.1053214	0.9429958	0.2427551	0.0988344	0.9914032	0.1739768	0.1226028	0.0063182	0.7639822	0.3483982	0.3312800	0.8536373	0.7021512	0.6855016	0.6900102	0.7337726	0.5269255	0.0099996	0.0066290	0.4494033	0.3779655	0.0225097	0.0763734	0.3075817	0.9090735	0.5112309	0.6035026	0.8919536	0.7744533	0.5182693	0.9287954	0.1431209	0.5267100	1.0031011	0.0683638	0.0163720	0.8012355	0.8711865	0.8359228	0.0012743	0.1772734	1.1366472	0.9976113	0.0333175	0.8144703	0.8669637	1.0885635	0.9430007	0.8592981	0.0037305	0.4773052	0.4263082	0.6642875	0.3538179	0.4618846	0.0118862	0.6372869	0.8363365	0.7048424	0.0032153	0.0038336	0.3536556	0.5680186	0.6126244	1.0099126	0.9422366	0.0007856	0.7695465	1.0362776	0.4694462	0.1460614	0.3884179	0.9052408	0.7948725	0.3588285	0.0306752	0.0842057	0.3882633	0.6171516	0.3920781	0.1739147	0.1956252	0.3748168	0.0156804	0.4745126	0.7700891	0.0451488	0.1750034	0.4163563	0.4605642	0.8128354	0.9016237
300	0.3333035	0.5295717	0.9201342	0.1211398	0.0397551	0.0054402	0.8717125	0.2760507	0.0872051	0.9991992	0.1795383	0.0965401	1.0522877	0.2364549	0.1243944	0.0065933	0.8512105	0.3923643	0.4018730	0.8679679	0.7020884	0.7651411	0.7366144	0.9171725	0.5207220	0.0031290	0.0058368	0.5548141	0.3018339	0.0300456	0.0694556	0.3930160	0.9642140	0.5344262	0.6003615	0.8681433	0.7978907	0.5206542	0.9544735	0.1512740	0.5709251	1.1843922	0.0912054	0.0179830	0.7326892	0.9672551	0.7494862	0.0082603	0.1909970	1.1071085	0.9422727	0.0259021	0.7762791	0.8990414	0.9769033	0.8414148	0.9403345	0.0029950	0.5722630	0.5468213	0.5742136	0.2821649	0.4963632	0.0081708	0.5780705	0.7762549	0.7038199	0.0069139	0.0012163	0.3209064	0.6240647	0.7200506	0.8851077	1.0087260	0.0043483	0.7433850	0.9784365	0.5378094	0.1895762	0.4303191	0.9083502	0.7771577	0.2195081	0.0424041	0.0627155	0.3150747	0.7167769	0.3503179	0.1274098	0.1928567	0.3874356	0.0172741	0.5208405	0.6980141	0.0404507	0.1766421	0.3275097	0.4736012	0.8430977	0.8603168
350	0.2829665	0.5448695	0.9330562	0.1405587	0.0419388	0.0061313	0.7952071	0.2369519	0.0637320	1.0159852	0.1689177	0.0883969	1.0260035	0.3452026	0.1208619	0.0117255	0.8503864	0.5236814	0.3725956	0.9436464	0.7843965	0.7485236	0.7512111	0.8501864	0.4956680	0.0012699	0.0045620	0.6993668	0.3053612	0.0436641	0.0527522	0.4667640	0.8979448	0.5893454	0.6320040	0.9831812	0.8300375	0.5499403	0.9536162	0.1159765	0.5401276	1.2475417	0.0861193	0.0161645	0.8423581	0.9214658	0.7422968	0.0100300	0.1881862	1.0083753	0.9847887	0.0303976	0.8697804	0.8835895	1.0283274	0.9274820	1.0334153	0.0001878	0.6121889	0.4534740	0.6014854	0.2812888	0.5055860	0.0028905	0.6167805	0.8606892	0.7093609	0.0049832	0.0000000	0.2551824	0.6048715	0.6960445	0.9651289	0.8636127	0.0081214	0.8281079	0.9822978	0.5127963	0.1518033	0.4202709	0.9403507	0.8220656	0.1570303	0.0423148	0.0600679	0.3113302	0.7819995	0.4298686	0.0913527	0.2109885	0.3744860	0.0113495	0.4760952	0.6915871	0.0569730	0.1851463	0.3278881	0.4948329	0.8475833	0.8784097
400	0.3049072	0.5375749	0.9796903	0.1256126	0.0619584	0.0062990	0.9072033	0.2582466	0.0555220	0.9616870	0.1584767	0.0808296	1.1102952	0.3543027	0.1076305	0.0075403	0.9577388	0.6029762	0.3533881	0.9192467	0.8541895	0.8086806	0.7740867	0.8643433	0.5287340	0.0025129	0.0109803	0.7673945	0.2661044	0.0376669	0.0898133	0.5206722	0.8988668	0.5854656	0.6365980	1.0319653	0.7683833	0.5129554	0.8855087	0.0985747	0.4460125	1.0405225	0.0742720	0.0165347	0.7950633	0.9708251	0.5841149	0.0019788	0.1623426	1.0141776	0.9893947	0.0398915	0.7988266	0.9957140	1.0131823	0.7750572	1.0492084	0.0020288	0.8165255	0.5151650	0.6089383	0.3640883	0.5088227	0.0000000	0.8063500	0.7626240	0.6564538	0.0052441	0.0014349	0.1977216	0.5721956	0.7703485	0.9232892	1.0417633	0.0067323	0.7909218	1.0646435	0.4609318	0.1656983	0.3807943	0.9605199	0.7879818	0.1092657	0.0337993	0.0485571	0.3475414	0.7953272	0.3728743	0.0819714	0.2247414	0.3430437	0.0089859	0.4322266	0.7235050	0.0857877	0.1794117	0.3529327	0.4881332	0.8390379	0.8998828
