G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.6873406	0.0346096	0.8259560	0.3770981	0.3153594	0.0218224	0.4823288	0.9939309	0.0483233	0.4537028	0.7654100	0.0291867	1.0237109	0.0341245	0.6134596	0.8639109	0.2640036	0.1270981	0.5098629	0.0011101	0.0661545	0.1328556	0.5164610	1.0049924	0.3019472	0.6683783	0.5338969	0.9578334	0.6640611	0.7352143	0.2187983	1.0128075	0.1037517	0.6594242	0.1656891	0.8741528	0.4461794	0.1900278	0.9684301	0.2091061	0.6335547	1.0886284	0.4053058	0.5937866	0.4963637	0.6476706	1.0209400	0.4812863	0.1703858	0.5589319	0.0384775	0.7279379	0.9963432	0.3812780	0.0918728	0.0324039	0.6151740	0.4770098	0.3131001	0.2850113	0.5280401	0.0637189	0.1820960	0.2183151	0.6069326	1.0040047	0.9424164	1.0137235	0.6464021	0.7518847	0.1082292	0.1766617	0.3809932	0.6102967	0.4835468	0.7433508	0.5264276	0.7878649	0.8929754	0.5039215	0.4847212	0.4402987	0.5917083	0.3019342	0.2557408	0.5327900	0.9370870	0.6656785	0.4393204	0.7419553	0.4640046	0.2629761	0.9630801	0.7661738	0.6387446	0.5971106	0.0062243	0.4906611	0.5990799
0.0064297	0.0000000	0.0537576	0.7516706	0.2865589	0.5145455	0.0353696	0.4726890	1.0005462	0.0446695	0.4041277	0.7499574	0.0209107	1.0928031	0.0236062	0.9854240	1.0301683	0.1531767	0.1394125	0.5058570	0.0034913	0.0348749	0.1518353	0.5718435	0.9765148	0.2900977	0.7756278	0.5728409	0.9661670	0.7229917	0.6259701	0.2989452	1.0525518	0.0665421	0.4151573	0.1591673	0.9588517	0.4821217	0.1695897	0.8466548	0.2162580	0.5733249	1.0357837	0.2757875	0.7035351	0.3459843	0.6288326	0.9529144	0.5744567	0.2061507	0.5358188	0.0632350	0.7891220	0.9895871	0.5438976	0.1811175	0.1128480	0.4436884	0.4478039	0.1655820	0.2696487	0.4508973	0.0582429	0.0166364	0.1536970	0.4993106	1.0269331	0.8860594	1.0271845	0.7049659	0.7397577	0.2298816	0.3224631	0.3874852	0.6995450	0.4353814	0.4134792	0.5168765	0.7748465	0.7880790	0.5523558	0.4711912	0.3378822	0.5828093	0.3544274	0.1901666	0.5367828	0.8929942	0.6139302	0.3795088	0.6145592	0.3597903	0.2310745	1.0271051	0.8034829	0.6292940	0.5972004	0.0055248	0.5847947	0.2673446
0.0050920	0.9792509	0.0000000	0.8174958	0.3810155	0.5146369	0.0250117	0.4970739	0.9582224	0.0317020	0.4204396	0.8188691	0.0170172	0.9846265	0.0229970	0.5409532	1.0407682	0.1959345	0.1270101	0.5712847	0.0011195	0.0331378	0.0879573	0.5201388	1.0256668	0.3101275	0.6844876	0.5451179	1.0036915	0.5832671	0.6254595	0.2533359	1.0752930	0.0892909	0.7477572	0.2038740	0.9740920	0.5051905	0.1606684	0.8544133	0.3115126	0.5001020	1.0334049	0.3054022	0.6072686	0.4128494	0.6093578	1.0087294	0.5827054	0.2122953	0.5771941	0.0354790	0.7585892	0.9555573	0.4804389	0.1857815	0.0562630	0.4952119	0.4297072	0.2133638	0.2425094	0.4175528	0.1769219	0.1765723	0.1996989	0.5023420	1.0048232	0.7871404	1.0487762	0.7726029	0.7927208	0.1763898	0.2802974	0.2657385	0.6024769	0.4720613	0.4763913	0.5833599	0.8223517	0.8782419	0.5822480	0.4870303	0.2838084	0.6271317	0.3552950	0.2700271	0.5669070	0.8990288	0.6916422	0.5056435	0.7366305	0.4333841	0.2145146	0.9628574	0.8729359	0.6475338	0.6037921	0.0041808	0.6436189	0.3235095
0.0069503	0.4043525	0.0286198	0.0000000	0.4825963	0.5007752	0.0285641	0.5471853	0.9238317	0.0321672	0.7630934	0.8671560	0.0185848	1.0378513	0.0263292	0.6685842	0.7093251	0.5721594	0.0952144	0.5169429	0.0033760	0.0374564	0.3145969	0.2814076	1.0082977	0.2957578	0.6945908	0.5082113	0.9931565	0.7206126	0.7170481	0.2665623	1.0209081	0.0855081	0.5161983	0.1957233	1.0053553	0.4733367	0.1607440	0.8241983	0.3621390	0.7273853	1.0335145	0.2486800	0.6929151	0.5943295	0.6130641	1.0261034	0.6177281	0.2198726	0.5320777	0.0259455	0.8719874	0.8856039	0.3293661	0.1276502	0.0323612	0.5869168	0.5314382	0.4235341	0.2390813	0.5050609	0.0022693	0.2942968	0.3878940	0.4179800	1.0154145	0.8525693	0.9604622	0.7197247	0.4540194	0.0130259	0.1000889	0.4411642	0.4162721	0.7450491	0.6537139	0.3804813	0.8181735	0.6856371	0.2759847	0.4905951	0.3602938	0.5657296	0.3702282	0.1224075	0.0534179	0.9084420	0.6588836	0.4094360	0.7583266	0.5302156	0.0365600	0.9859862	0.7542318	0.6447965	0.6725934	0.0004465	0.6628740	0.7023812
0.0034356	0.9180788	0.0425537	0.8825826	0.0000000	0.3435756	0.0350962	0.6166448	0.9253253	0.0520466	0.4609010	0.8694983	0.0304782	0.9380540	0.0131771	0.5576632	0.9381456	0.1834181	0.0449786	0.5350925	0.0003137	0.0193730	0.0972987	0.5792425	0.9775044	0.2420633	0.6774038	0.5584089	1.0110561	0.6446851	0.6423277	0.2829941	0.9904361	0.0684048	0.7449855	0.1956065	0.9154984	0.5171341	0.1297689	0.7003429	0.1733237	0.6127455	0.9678297	0.3767045	0.6869016	0.3120412	0.6798064	1.0330096	0.6187344	0.1400037	0.5311388	0.0633055	0.7158670	0.8933824	0.7880046	0.1635961	0.0807116	0.4256984	0.4883705	0.0569436	0.2879099	0.4492036	0.0640521	0.1692717	0.1703887	0.4995173	1.0987747	0.4684069	0.9899909	0.4927259	0.7618780	0.4753592	0.6390252	0.4413104	0.5714793	0.1340792	0.4082104	0.6062769	0.8518981	0.8872484	0.4630319	0.0375410	0.3245504	0.6276543	0.3753236	0.3489199	0.5377036	0.9059225	0.6625916	0.4631440	0.4998563	0.1990573	0.0098762	0.9837349	0.8953636	0.5941310	0.6117424	0.0001982	0.3379543	0.3724990
0.0098070	0.7066511	0.0411831	0.9603178	0.4022518	0.0000000	0.0251976	0.4952019	0.9857957	0.0551705	0.3508206	0.7442657	0.0151186	1.0589301	0.0171080	0.6146455	1.0152964	0.2102751	0.1329137	0.5066218	0.0044255	0.0508362	0.1554539	0.4302912	0.9423013	0.3091285	0.7179038	0.5593205	0.8898393	0.6522438	0.5972158	0.2379747	1.0498725	0.0675331	0.8944811	0.2025794	1.0140606	0.5335057	0.1698911	0.8790085	0.2630950	0.6963671	0.9650532	0.3363960	0.6559909	0.4826575	0.6801545	1.0728342	0.6291609	0.1758576	0.5423112	0.0375863	0.8311821	1.0465362	0.4728673	0.1764087	0.0499568	0.5057513	0.4646761	0.3791644	0.2840324	0.4600094	0.1310501	0.1883763	0.2482668	0.4935604	0.9714524	0.8471854	0.9467185	0.4397651	0.7972682	0.0903568	0.9307678	0.2711161	0.7086535	0.5625117	0.5791930	0.5343046	0.8833196	0.9492820	0.4990457	0.5298667	0.2555661	0.5816431	0.3509411	0.2061620	0.7015952	0.9671911	0.7001326	0.4491405	0.7945353	0.2948428	0.3363266	0.9604267	0.8508824	0.6635681	0.7310278	0.0037702	0.6890948	0.3795859
0.0073601	0.6751155	0.0558210	0.7762947	0.3885418	0.5234014	0.0000000	0.5205723	0.9680830	0.0543616	0.4490527	0.7726430	0.0260017	1.0308279	0.0290405	0.6092694	1.0062509	0.2460882	0.1301948	0.5620731	0.0036815	0.0317808	0.0898150	0.5829864	0.9364486	0.3119775	0.7292972	0.5338204	0.9737676	0.7193466	0.6772724	0.2326654	1.0723276	0.0858725	0.5935058	0.1891602	0.9584218	0.4673423	0.1420050	0.8824823	0.3227166	0.6661142	0.9247150	0.2771435	0.6671615	0.4404612	0.6134059	0.9895395	0.6373698	0.1850440	0.5339782	0.0229636	0.7031226	0.9915942	0.3742110	0.0959875	0.0396234	0.5114819	0.4527167	0.2284313	0.3755136	0.4182025	0.0754614	0.1702686	0.2615976	0.5465714	0.9158657	0.6516532	0.9596672	0.6402220	0.7005593	0.0914280	0.2035759	0.4178546	0.5321331	0.5144235	0.7104189	0.5489813	0.8296692	0.8909941	0.6273863	0.4133660	0.2996839	0.5517710	0.3734968	0.2774787	0.6760480	0.9654291	0.6952832	0.3843038	0.7634634	0.3871856	0.3077827	0.9631270	0.7590732	0.5835060	0.5094158	0.0138097	0.5366660	0.4674579
0.0071979	0.5625847	0.0454409	0.7748959	0.2642612	0.3829599	0.0351003	0.0000000	1.0980538	0.0537149	0.3913965	0.8139649	0.0257677	1.0622510	0.0416212	0.6030322	0.9484083	0.1737040	0.1199574	0.5244553	0.0091978	0.0350775	0.1008878	0.5143808	0.9715263	0.2988955	0.6748795	0.5730463	1.0011063	0.7367954	0.7406024	0.2253894	1.0834819	0.0895185	0.7316453	0.1814884	0.9702224	0.4577947	0.1364627	0.9172968	0.2643636	0.6167574	1.0317267	0.3518914	0.7015170	0.3463045	0.6853888	1.0205105	0.5595188	0.1644276	0.5080154	0.5634490	0.7190906	1.0036323	0.4961992	0.1477291	0.0509719	0.4780695	0.5325558	0.2008105	0.2798157	0.4481450	0.1783544	0.0271381	0.1644282	0.5961686	0.9512700	0.9335966	0.9600451	0.0241617	0.6682194	0.1693075	0.0152233	0.3187198	0.7886242	0.5203281	0.5595619	0.4949754	0.8394041	0.8365586	0.5640042	0.4735976	0.3527302	0.5550720	0.3584318	0.2352681	0.5632099	0.8458558	0.6530913	0.3969396	0.6935305	0.3275020	0.1913844	1.0578187	0.9118593	0.6336100	0.6306031	0.0053367	0.4175702	0.4092054
0.0121879	0.8916494	0.0381701	0.9221773	0.2992711	0.3951961	0.0393744	0.9952340	0.0000000	0.0471893	0.2959855	0.5244239	0.0151609	1.0810954	0.0298971	0.1674602	0.6521113	0.1824537	0.0911036	0.5105141	0.0051176	0.0493181	0.1602458	0.3885834	0.9725316	0.2568948	0.7036894	0.4755447	0.1996276	0.0938782	0.3660969	0.1460673	1.0781039	0.0929717	0.8738798	0.1238430	1.0027939	0.5409776	0.1869322	0.9258407	0.1937082	0.5469164	0.9843735	0.3477141	0.6539979	0.4232065	0.6403842	1.1236363	0.5311740	0.3576384	0.6407942	0.0529077	0.9279182	0.9556304	0.5359508	0.2128466	0.0961884	0.5737509	0.4789803	0.1775400	0.3020815	0.3726126	0.0144558	0.1454028	0.1910535	0.5875872	1.0652002	0.9241175	0.9784617	0.6536169	0.8575810	0.1881135	0.3871707	0.3878840	0.3491014	0.4895519	0.3746481	0.4830925	0.8888332	0.8545788	0.5751118	0.6342680	0.4127345	0.5923628	0.2283278	0.1622657	0.5363192	0.9146872	0.6263078	1.0704473	0.2075235	0.0647462	0.2760406	0.9540838	0.8376619	0.5272527	0.6002276	0.0047726	0.5162211	0.2498072
0.0119110	0.6091589	0.0360886	0.7604723	0.3598758	0.4229062	0.0133152	0.4883955	0.9631844	0.0000000	0.4330897	0.8141559	0.0290868	0.9941121	0.0084806	0.6760560	1.0525273	0.2364707	0.1291665	0.5528401	0.0167191	0.0586064	0.1103931	0.5728118	0.9644644	0.2830424	0.6872017	0.5781676	0.8995570	0.7342136	0.6723478	0.3214256	0.9752827	0.0886868	0.4054108	0.1795667	1.0005977	0.4107525	0.1499522	0.8445013	0.2222054	0.5707465	0.8620538	0.3128356	0.6628460	0.4625074	0.5709267	0.9418902	0.5357514	0.1813512	0.6022970	0.0295581	0.7422437	0.9046317	0.4031700	0.0975081	0.0339951	0.4814942	0.4875891	0.1855658	0.2946746	0.5043591	0.0201020	0.1860849	0.2194164	0.6048382	1.0077959	0.8040875	0.9745328	0.6301397	0.6605512	0.1168140	0.1665795	0.5060175	0.6144063	0.5016898	0.6388342	0.4735651	0.8503207	0.8771159	0.5597244	0.5133834	0.4572552	0.5594119	0.3555941	0.2245915	0.5866992	0.9075400	0.6651703	0.3898243	0.7800793	0.4443836	0.3335083	0.9717461	0.8800280	0.6043543	0.5578136	0.0107407	0.6151186	0.3959472
