Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G66A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.4206189	0.0963470	0.8283870	0.8364128	0.4756659	0.0146268	0.1670826	0.6888067	0.0565659	0.9581272	0.1410224	0.9917224	0.4109630	0.7989086	0.0326641	0.2414315	0.7233597	0.9937262	0.0531423	0.0060748	0.5101333	0.3224980	0.2905518	0.7360917	0.4573091	0.1769500	0.5462925	0.5211804	0.8233075	0.1729641	0.2595041	0.0558329	0.4475260	0.0445441	0.1191443	0.1736071	0.0550532	0.5837620	0.5130213	0.2519357	0.0040257	0.4786170	0.2649166	0.1226329	0.5919705	0.1085137	0.3063972	0.7164851	0.6680708	0.2698512	0.8599131	0.1952912	0.6997937	0.5235457	0.5588541	0.9049834	0.4307588	0.1900648	0.9922597	0.0818299	0.5608645	0.0911115	0.2126121	0.0306792	0.1556151	0.4953724	0.3335657	0.6693042	0.3028458	0.6064301	0.8394346	0.6482042	0.4185384	0.4399250	0.0022745	0.0266507	0.6098523	0.0255541	0.9776386	0.5652889	0.2534701	0.4800308	0.0012135	0.7976831	0.9964472	0.5609594	0.9779494	0.9996008	0.5433406	0.5024318	0.8627409	0.8774856	0.2875460	0.9903207	0.0004041	0.2536676	0.1898792	0.3049085	0.2947834	0.0002266
50	0.4200840	0.4776551	0.8252478	0.7874251	0.4776565	0.0166014	0.1662997	0.7073184	0.0237493	0.9554549	0.6528446	0.8639434	0.4088820	0.7609603	0.6138167	0.2836474	0.2524119	0.8233374	0.2736554	0.0062365	0.4088002	0.3197592	0.2887658	0.7188337	0.4720969	0.1773978	0.5561874	0.5214621	0.8213116	0.1729585	0.2595009	0.0558371	0.5508281	0.0599890	0.1191514	0.1773611	0.1527918	0.5862386	0.4645674	0.2602937	0.0008773	0.4222318	0.3428719	0.3278045	0.5866460	0.2707182	0.3053544	0.6946542	0.2532369	0.4953495	0.8580526	0.1903637	0.7020748	0.6087908	0.5334545	0.8633882	0.4305199	0.1887668	0.9924382	0.0819166	0.4485740	0.0770513	0.0337919	0.0172530	0.4443878	0.4828523	0.3623411	0.7301352	0.0723016	0.6031083	0.8886900	0.5840356	0.5665542	0.5613846	0.0580913	0.0267588	0.5943209	0.3184063	0.9737954	0.5653585	0.2537295	0.3977283	0.0007279	0.4932500	0.9441221	0.5604467	0.9757011	0.8432654	0.5381083	0.5681540	0.8068777	0.8672445	0.2899619	0.9771610	0.0002992	0.4018752	0.2014195	0.3023318	0.2915115	0.0000383
100	0.4177666	0.6313506	0.7130445	0.5987807	0.5057778	0.0306222	0.1651592	0.6910789	0.0559242	0.9470807	0.8800253	0.5347264	0.3780383	0.6005917	0.7982600	0.3105709	0.1633241	0.7027335	0.3317020	0.0063454	0.3485520	0.3013960	0.2789911	0.6757953	0.5346981	0.1826426	0.5827511	0.5279155	0.8014509	0.1715912	0.2594159	0.0559103	0.8425062	0.0885324	0.1193037	0.2039728	0.1993983	0.6053038	0.4097787	0.2902867	0.0001948	0.3039660	0.5075376	0.3872991	0.5690576	0.3012642	0.2912968	0.6240957	0.1405800	0.5990161	0.8566253	0.1504458	0.7117259	0.7785739	0.5182212	0.6987294	0.4242940	0.1956553	0.9932685	0.0808299	0.3651213	0.0877827	0.0053699	0.0129227	0.4570471	0.4552150	0.5418432	0.8408472	0.0366278	0.5885848	0.8977273	0.3670182	0.6124776	0.6233630	0.0723762	0.0284440	0.5630980	0.3471313	0.9563966	0.5654099	0.2569114	0.1644970	0.0006044	0.4428505	0.7877058	0.5522373	0.9664496	0.7854185	0.5169616	0.5615856	0.7499590	0.8274816	0.3464317	0.9162160	0.0002738	0.5767640	0.2536783	0.3077045	0.2712618	0.0000132
150	0.4125298	0.6976522	0.5063042	0.4280250	0.5476589	0.0508297	0.1663477	0.6588768	0.1033631	0.9345302	0.9586832	0.3204246	0.2937809	0.4337748	0.8575678	0.3626886	0.1296881	0.6051499	0.3469819	0.0060623	0.3392121	0.2711744	0.2683990	0.6749144	0.6173200	0.1953081	0.6160419	0.5638199	0.7403106	0.1643826	0.2590097	0.0562895	0.9475193	0.1050438	0.1202056	0.2591618	0.2270629	0.6340509	0.3771928	0.3345700	0.0000528	0.2212735	0.6339306	0.4367743	0.5550652	0.3060589	0.2552023	0.5340878	0.0886903	0.6845874	0.8654171	0.1248192	0.7186610	0.8728073	0.6019937	0.6047006	0.3950190	0.2330494	0.9941886	0.0799839	0.3273553	0.1368829	0.0008534	0.0088622	0.4441037	0.4355274	0.6996968	0.8816824	0.0316127	0.6131013	0.8989692	0.2044964	0.6150870	0.6618004	0.0759783	0.0351502	0.5488679	0.3476338	0.9264867	0.5657074	0.2649718	0.0954778	0.0008183	0.4605750	0.6769405	0.5250069	0.9485383	0.7638876	0.4822693	0.5229417	0.6901685	0.7608502	0.4575875	0.8674330	0.0002715	0.6293212	0.3196913	0.3430962	0.2536414	0.0000144
200	0.4028398	0.7348856	0.3342391	0.3259482	0.5869791	0.0650610	0.1706141	0.6207854	0.1243795	0.9115424	0.9856383	0.2110735	0.2062404	0.3413822	0.8784836	0.4512870	0.1053850	0.5405041	0.3510039	0.0055271	0.3528400	0.2366710	0.2596151	0.7182999	0.6939942	0.2163347	0.6708366	0.6542428	0.6504457	0.1485807	0.2582396	0.0569875	0.9824025	0.1113737	0.1235136	0.3274570	0.2458425	0.6630339	0.3415611	0.3833779	0.0000424	0.1702020	0.7275610	0.4867655	0.5497473	0.3053589	0.2027227	0.4301368	0.0608247	0.7447002	0.8839813	0.1540575	0.7212768	0.9113924	0.6723834	0.5626475	0.3340051	0.2891390	0.9950369	0.0844409	0.3177698	0.2291152	0.0001356	0.0052677	0.4477072	0.4222971	0.8022429	0.8975700	0.0318849	0.6686813	0.8994373	0.1465689	0.5975737	0.6912805	0.0767869	0.0530425	0.5521980	0.3446711	0.8914738	0.5666666	0.2785737	0.1223691	0.0018942	0.4733849	0.6228225	0.4762074	0.9213051	0.7556954	0.4437903	0.5260884	0.6318304	0.6842849	0.5613709	0.8675451	0.0002484	0.6213223	0.4031198	0.3995439	0.2633897	0.0000133
250	0.3897401	0.7687159	0.2172951	0.2672354	0.6161628	0.0722991	0.1774730	0.5848349	0.1315683	0.8702976	0.9948601	0.1586989	0.1533814	0.2990975	0.8896823	0.5514266	0.0884987	0.5035335	0.3520623	0.0049267	0.3836386	0.2044073	0.2489352	0.7635612	0.7500366	0.2506022	0.7395352	0.7737617	0.5678437	0.1242448	0.2574391	0.0576976	0.9939359	0.1103501	0.1317634	0.3927118	0.2591565	0.6924146	0.3104996	0.4269402	0.0001012	0.1326882	0.8027384	0.5214003	0.5496748	0.3039017	0.1454171	0.3336211	0.0456898	0.7785301	0.9066655	0.2581587	0.7173561	0.9221976	0.6937866	0.5356031	0.2494664	0.3479446	0.9959833	0.0983652	0.3135360	0.3368159	0.0000216	0.0029176	0.4697162	0.4103654	0.8678733	0.8987543	0.0329453	0.7079555	0.9013079	0.1429598	0.5673594	0.7185412	0.0769158	0.0910652	0.5658038	0.3415032	0.8555583	0.5665091	0.3010178	0.1934282	0.0035223	0.4813909	0.5991385	0.4138746	0.8889268	0.7523906	0.4177184	0.5787342	0.5752795	0.6184206	0.6479360	0.8892226	0.0002005	0.5823430	0.4974314	0.4416586	0.3262417	0.0000116
300	0.3771628	0.8043226	0.1462040	0.2332671	0.6270059	0.0754504	0.1858051	0.5561978	0.1338763	0.8133943	0.9980136	0.1339140	0.1285189	0.2806758	0.9001921	0.6333277	0.0795823	0.4842022	0.3523406	0.0043805	0.4274831	0.1786633	0.2350224	0.7928064	0.7844362	0.2958182	0.7944289	0.8690119	0.5075047	0.0944919	0.2568680	0.0582057	0.9977526	0.1025307	0.1458138	0.4454922	0.2669803	0.7197261	0.2934234	0.4597900	0.0002912	0.1027977	0.8551876	0.5425971	0.5514635	0.3029949	0.0971851	0.2625722	0.0371803	0.7953026	0.9282139	0.3800101	0.7039990	0.9135562	0.6947504	0.5186084	0.1672025	0.3978908	0.9966777	0.1220146	0.3031700	0.4193943	0.0000034	0.0016817	0.5058091	0.3978976	0.9044762	0.8511589	0.0337359	0.7275566	0.9049843	0.1600032	0.5302985	0.7421218	0.0769210	0.1523249	0.5811299	0.3392109	0.8228372	0.5556113	0.3350785	0.2715121	0.0059007	0.4879873	0.5886777	0.3514867	0.8588040	0.7509087	0.4211889	0.6449498	0.5253204	0.5714315	0.7127121	0.9134591	0.0001567	0.5155085	0.5836329	0.4588455	0.4479132	0.0000115
350	0.3678194	0.8363057	0.1049877	0.2151577	0.6150919	0.0767187	0.1942413	0.5362318	0.1346028	0.7548148	0.9990950	0.1217194	0.1178851	0.2723576	0.9107090	0.6839028	0.0759194	0.4746640	0.3524135	0.0039479	0.4749409	0.1588706	0.2197315	0.8086840	0.8033259	0.3400220	0.8275847	0.9253913	0.4671767	0.0673771	0.2565450	0.0584988	0.9990251	0.0902422	0.1631420	0.4837509	0.2684113	0.7399346	0.2888859	0.4816245	0.0008310	0.0816645	0.8862544	0.5569759	0.5528270	0.3026383	0.0645966	0.2179599	0.0323169	0.8029781	0.9455314	0.4540158	0.6821682	0.8895003	0.6898743	0.5094258	0.1077054	0.4341679	0.9970172	0.1499195	0.2837142	0.4648056	0.0000006	0.0010880	0.5401678	0.3866790	0.9223384	0.7439420	0.0341659	0.7355007	0.9103622	0.1809742	0.4941187	0.7601947	0.0769357	0.2219750	0.5916445	0.3384130	0.7964481	0.5287987	0.3811467	0.3285058	0.0098694	0.4903662	0.5832519	0.3007563	0.8359198	0.7501590	0.4571663	0.6988316	0.4878672	0.5415698	0.7550809	0.9343058	0.0001198	0.4213547	0.6476373	0.4639797	0.5771882	0.0000135
400	0.3619278	0.8600182	0.0818835	0.2087930	0.5886118	0.0772082	0.2016295	0.5236690	0.1348312	0.7078980	0.9994707	0.1151483	0.1134284	0.2681471	0.9193427	0.7078640	0.0746197	0.4701428	0.3524325	0.0036408	0.5169994	0.1432424	0.2057588	0.8168292	0.8129641	0.3740550	0.8451561	0.9546087	0.4417092	0.0483941	0.2563871	0.0586463	0.9994585	0.0778441	0.1799813	0.5095286	0.2638609	0.7510969	0.2898319	0.4948690	0.0021357	0.0689919	0.9033497	0.5668230	0.5530778	0.3025328	0.0456011	0.1924631	0.0295626	0.8062911	0.9575669	0.4867583	0.6567523	0.8591638	0.6831451	0.5049226	0.0717481	0.4565659	0.9971170	0.1746413	0.2582875	0.4855718	0.0000001	0.0008043	0.5604260	0.3793767	0.9308993	0.6607587	0.0343726	0.7364186	0.9167810	0.1986868	0.4648740	0.7730349	0.0769832	0.2796214	0.5947505	0.3390969	0.7769470	0.5103687	0.4364700	0.3627978	0.0149075	0.4853124	0.5796818	0.2655666	0.8209355	0.7497483	0.5058349	0.7348661	0.4637243	0.5240859	0.7805060	0.9505380	0.0000895	0.3287371	0.6883867	0.4653914	0.6723557	0.0000171
