Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3456768	0.6494935	0.9491138	0.1796054	0.4298859	0.4402325	0.7740813	0.1716137	0.6920407	0.1805755	0.9999999	0.8752290	0.8629592	0.2284750	0.1225879	0.0757168	0.7415070	0.2752663	0.0950008	0.1866330	0.3973671	0.7017136	0.1829967	0.7758050	0.5930530	0.1184191	0.3398373	0.1379699	0.7144105	0.1008926	0.2585416	0.2520831	0.9762792	0.3097234	0.1907167	0.9514196	0.7426366	0.4554678	0.9656733	0.4015372	0.6453313	0.9976209	0.0652109	0.0176097	0.7503458	0.9923675	0.9632398	0.0538345	0.2029105	0.9999982	0.8259357	0.0170406	0.8043493	0.9622122	1.0000000	0.7966388	0.9957909	0.0185677	0.2888796	0.1728587	0.8729992	0.3915515	0.0062829	0.0157326	0.5706172	0.9252051	0.6782607	0.0055854	0.9443813	0.2138722	0.1840580	0.5129896	0.5931575	0.0797982	0.0042932	0.8463393	0.9826473	0.0148055	0.1507865	0.1114377	0.6207981	0.8143476	0.7985083	0.1231343	0.0558417	0.1722282	0.9970747	0.4314612	0.8551266	0.1835590	0.2541906	0.1262263	0.5205795	0.9980965	0.0069265	0.0667863	0.9995608	0.5834992	0.8205654	0.7485053
50	0.3489527	0.6738930	0.9788167	0.1514770	0.1161532	0.1440681	0.7733841	0.1269678	0.4667552	0.7611891	0.4817508	0.2361439	0.9446852	0.2282509	0.1225298	0.0730235	0.7340981	0.2336441	0.1150864	0.6057079	0.7222000	0.7228271	0.3607396	0.7837857	0.5460930	0.1694156	0.0855642	0.1500932	0.5699503	0.0971801	0.2199593	0.2819808	0.9784225	0.3075042	0.2273283	0.9525925	0.7426363	0.4554047	0.9661414	0.1809727	0.3712137	0.9968437	0.0652108	0.0175804	0.7502559	0.9947644	0.9637768	0.0140211	0.2029105	0.9999988	0.8469130	0.0171006	0.7562142	0.9656149	1.0000000	0.8066129	0.9979098	0.0164490	0.3012196	0.1716413	0.8221536	0.4139653	0.0112922	0.0140099	0.5688922	0.9340946	0.6782701	0.0030875	0.1104929	0.2742849	0.1943163	0.5246892	0.8615880	0.7041542	0.0022795	0.8463423	0.9948140	0.3427675	0.1466684	0.1591586	0.7490120	0.8125068	0.6831969	0.0467648	0.0337459	0.3136822	0.8251271	0.4126211	0.5884070	0.1856189	0.2842427	0.1047971	0.5029490	0.7626934	0.0110694	0.1133617	0.6306560	0.5482463	0.8184883	0.7799483
100	0.3516713	0.6186809	0.9907264	0.1317117	0.0494197	0.0471469	0.7691918	0.1763813	0.2324274	0.9440053	0.2978434	0.1249472	0.9768697	0.2173714	0.1204015	0.0427206	0.6535963	0.1839186	0.1967267	0.7825639	0.7990572	0.6978615	0.4721217	0.8077042	0.5261054	0.1552657	0.0203924	0.2069849	0.4809175	0.0691997	0.1376456	0.2917090	0.9807375	0.3407743	0.4197650	0.9592907	0.7426260	0.4548333	0.9695848	0.1596511	0.3501044	0.9911884	0.0652101	0.0173664	0.7500298	0.9963510	0.9502505	0.0066775	0.2029103	0.9999996	0.9098318	0.0176865	0.7580185	0.9717386	1.0000000	0.8318676	0.9988203	0.0200843	0.3437204	0.2237621	0.6804864	0.4175527	0.0930832	0.0131891	0.5799907	0.9283252	0.6783455	0.0006450	0.0145476	0.3681079	0.2585875	0.5685423	0.9529108	0.8882073	0.0015583	0.8464254	0.9961450	0.4512248	0.1429588	0.2601590	0.7946140	0.8075029	0.6096584	0.0309231	0.0367453	0.3510893	0.7563681	0.3838314	0.3923447	0.1887503	0.3328811	0.0666605	0.4540164	0.7173375	0.0270257	0.1300355	0.5458952	0.4691083	0.8158211	0.8467652
150	0.3515876	0.5864492	0.9952246	0.1262447	0.0379476	0.0154290	0.7681654	0.2211523	0.1246605	0.9855994	0.2325053	0.1063016	0.9892964	0.1762210	0.1130516	0.0171363	0.5709885	0.2537799	0.2796527	0.8575628	0.8150479	0.6937702	0.5874898	0.8326582	0.5222815	0.0710779	0.0068707	0.3156087	0.4148329	0.0415002	0.0942069	0.2989568	0.9759003	0.4288600	0.5599715	0.9670382	0.7425987	0.4540694	0.9723448	0.1653029	0.3559885	0.9947854	0.0652071	0.0169667	0.7498400	0.9972292	0.9288261	0.0053229	0.2029099	0.9999998	0.9602249	0.0194104	0.7680446	0.9764830	1.0000000	0.8599970	0.9992006	0.0148762	0.4274021	0.3003168	0.6419879	0.3818460	0.2881517	0.0079388	0.6120658	0.8802606	0.6783991	0.0003039	0.0023126	0.3969241	0.3991747	0.6249922	0.9839798	0.9425420	0.0013783	0.8466849	0.9962868	0.4858271	0.1416368	0.3176323	0.7926066	0.8010854	0.4616354	0.0259070	0.0425726	0.3343184	0.7291218	0.3714594	0.2445876	0.1912496	0.3597178	0.0283536	0.4310886	0.7081982	0.0420851	0.1422312	0.5180727	0.4303902	0.8120307	0.8989546
200	0.3506852	0.5780360	0.9964476	0.1245563	0.0382435	0.0050492	0.7855362	0.2425556	0.0801752	0.9935009	0.2087391	0.0993995	0.9939645	0.1436800	0.1060069	0.0089342	0.6612423	0.3687033	0.3306409	0.8883224	0.8185447	0.7124923	0.6905281	0.8491609	0.5255695	0.0258156	0.0046236	0.4626887	0.3493612	0.0308761	0.0814610	0.3155644	0.9626211	0.5061114	0.6093753	0.9723860	0.7425749	0.4536131	0.9688102	0.1645329	0.4762120	0.9986690	0.0652020	0.0166886	0.7497045	0.9976413	0.8723857	0.0050731	0.2029097	0.9999999	0.9841110	0.0223151	0.7811716	0.9779984	1.0000000	0.8865020	0.9993900	0.0066212	0.5076683	0.3602144	0.6379144	0.3463928	0.4043465	0.0037853	0.6475215	0.8445799	0.6782314	0.0003091	0.0004788	0.3734495	0.5413887	0.6668270	0.9945497	0.9586431	0.0014187	0.8470303	0.9963562	0.4975860	0.1411905	0.3487544	0.7687843	0.7966388	0.2730226	0.0238081	0.0440308	0.3113997	0.7184381	0.3676041	0.1563406	0.1950034	0.3707936	0.0150512	0.4511637	0.7065494	0.0577161	0.1603725	0.4708676	0.4200423	0.8054386	0.9256586
250	0.3369226	0.5761392	0.9964235	0.1239405	0.0397908	0.0016524	0.8187326	0.2503104	0.0624801	0.9955283	0.1988962	0.0925068	0.9960959	0.1625581	0.1021949	0.0068069	0.7978750	0.4537919	0.3573870	0.9006324	0.8215468	0.7354047	0.7479846	0.8566643	0.5294248	0.0097874	0.0028550	0.6259963	0.2913138	0.0280118	0.0786785	0.3561508	0.9430173	0.5504623	0.6061219	0.9754138	0.7425578	0.4534132	0.9588943	0.1459260	0.5535621	0.9996456	0.0651971	0.0165555	0.7496286	0.9975677	0.7768225	0.0050270	0.2029096	0.9999999	0.9934471	0.0261494	0.8079565	0.9749056	1.0000000	0.9105940	0.9995116	0.0028953	0.5555385	0.3966122	0.6376765	0.3182078	0.4577304	0.0020665	0.6782667	0.8300539	0.6777225	0.0002557	0.0001855	0.2854099	0.6257154	0.6892241	0.9981458	0.9636627	0.0016688	0.8473359	0.9963974	0.5023520	0.1410399	0.3689897	0.7533155	0.7953052	0.1574273	0.0229796	0.0469340	0.3088115	0.7142541	0.3665987	0.1063344	0.2032906	0.3720311	0.0113383	0.4836325	0.7066245	0.0713855	0.1804933	0.3905769	0.4256603	0.7912339	0.9264955
300	0.3181680	0.5756285	0.9966815	0.1236840	0.0406070	0.0005407	0.8491763	0.2528435	0.0555652	0.9962284	0.1937761	0.0867271	0.9973050	0.2365359	0.1005932	0.0063422	0.8838456	0.5024525	0.3706977	0.9056217	0.8251563	0.7525154	0.7705711	0.8584126	0.5323129	0.0046799	0.0014767	0.7679587	0.2519823	0.0272682	0.0781951	0.4246509	0.9224130	0.5684991	0.5858443	0.9769809	0.7425467	0.4533349	0.9473775	0.1227987	0.5730681	0.9997991	0.0651939	0.0165081	0.7496300	0.9968837	0.6820806	0.0050185	0.2029095	1.0000000	0.9969049	0.0316464	0.8354013	0.9672100	1.0000000	0.9307143	0.9996000	0.0015477	0.5938862	0.4205762	0.6377271	0.2962626	0.4813371	0.0014579	0.7011455	0.8252556	0.6768847	0.0001313	0.0001415	0.1912426	0.6217120	0.6997179	0.9993692	0.9659378	0.0021921	0.8475528	0.9964072	0.5051894	0.1409892	0.3821271	0.8126290	0.7957152	0.1046274	0.0226712	0.0515605	0.3157537	0.7125817	0.3664851	0.0779533	0.2182968	0.3667083	0.0106340	0.5067044	0.7067252	0.0808512	0.1960683	0.3424509	0.4422477	0.7758034	0.9146944
350	0.3040220	0.5753916	0.9974135	0.1235698	0.0407705	0.0001770	0.8687953	0.2539669	0.0528870	0.9965130	0.1907398	0.0829227	0.9979851	0.3270020	0.0999919	0.0063230	0.9270796	0.5280634	0.3771776	0.9078030	0.8283771	0.7626935	0.7782709	0.8574832	0.5340837	0.0030978	0.0008269	0.8644364	0.2292100	0.0270600	0.0781441	0.4999244	0.9064968	0.5719788	0.5691537	0.9777569	0.7425401	0.4533059	0.9381244	0.1083678	0.5769487	0.9997820	0.0651921	0.0165166	0.7497218	0.9957313	0.6207777	0.0050169	0.2029095	1.0000000	0.9982220	0.0386353	0.8509067	0.9579507	1.0000000	0.9452070	0.9996627	0.0010746	0.6218008	0.4325561	0.6377657	0.2805341	0.4917084	0.0012624	0.7153428	0.8242372	0.6758810	0.0000575	0.0001468	0.1356567	0.5449988	0.7047224	0.9997854	0.9680586	0.0029540	0.8476880	0.9963991	0.5074517	0.1409721	0.3897096	0.8885061	0.7965460	0.0823266	0.0225362	0.0555475	0.3226126	0.7118626	0.3666501	0.0624151	0.2376553	0.3594513	0.0109475	0.5186332	0.7064476	0.0864282	0.2047925	0.3260200	0.4618459	0.7648845	0.9030862
400	0.2956314	0.5752269	0.9981007	0.1235204	0.0406418	0.0000579	0.8796473	0.2547965	0.0518537	0.9966383	0.1889346	0.0807308	0.9983487	0.3982911	0.0997814	0.0064125	0.9474495	0.5413571	0.3803040	0.9088826	0.8306611	0.7677788	0.7807894	0.8557887	0.5350704	0.0026331	0.0005626	0.9202298	0.2170759	0.0269975	0.0781546	0.5597253	0.8972475	0.5699763	0.5592628	0.9781320	0.7425365	0.4532956	0.9319931	0.1016626	0.5789391	0.9997445	0.0651916	0.0165621	0.7498815	0.9945973	0.5898697	0.0050166	0.2029095	1.0000000	0.9987733	0.0457042	0.8579825	0.9508422	1.0000000	0.9543153	0.9997042	0.0009090	0.6391415	0.4358491	0.6377848	0.2698214	0.4962495	0.0012138	0.7227888	0.8245327	0.6749525	0.0000310	0.0001619	0.1088364	0.4697978	0.7073266	0.9999270	0.9703937	0.0038056	0.8477656	0.9963878	0.5092334	0.1409663	0.3936898	0.9243591	0.7972061	0.0730591	0.0224520	0.0581873	0.3271162	0.7115098	0.3668692	0.0541520	0.2560449	0.3538195	0.0114854	0.5237816	0.7060134	0.0894610	0.2079879	0.3209597	0.4780298	0.7584592	0.8955169
