G2	G1	+
G28	G1	+
G42	G2	+
G25	G2	+
G1	G2	-
G29	G2	-
G40	G2	+
G3	G2	+
G38	G3	-
G4	G3	+
G33	G3	+
G15	G3	-
G49	G3	+
G19	G3	+
G11	G4	-
G5	G4	-
G15	G4	+
G41	G4	-
G25	G4	+
G32	G4	+
G9	G5	-
G8	G6	-
G1	G6	+
G8	G7	-
G28	G7	-
G43	G7	+
G22	G7	+
G20	G7	+
G24	G8	+
G6	G8	+
G1	G8	+
G9	G8	-
G10	G9	+
G15	G9	+
G16	G9	-
G6	G9	-
G43	G9	+
G22	G9	+
G2	G9	-
G40	G9	-
G1	G9	+
G15	G10	+
G41	G10	+
G11	G10	-
G44	G10	-
G21	G10	+
G7	G11	+
G12	G11	+
G41	G11	+
G28	G11	+
G25	G11	-
G13	G12	-
G28	G12	+
G11	G12	+
G26	G13	-
G14	G13	+
G25	G14	-
G26	G14	-
G2	G14	+
G28	G15	+
G29	G15	+
G3	G16	+
G17	G16	-
G27	G17	-
G27	G18	+
G26	G18	-
G25	G19	+
G3	G19	-
G24	G20	-
G24	G21	+
G23	G22	+
G42	G23	-
G24	G23	+
G25	G24	-
G18	G25	-
G19	G25	-
G26	G25	+
G3	G25	+
G23	G26	+
G27	G26	+
G28	G27	-
G29	G28	-
G17	G29	-
G41	G29	-
G23	G30	-
G29	G30	-
G27	G30	-
G43	G30	-
G11	G30	+
G26	G30	-
G16	G30	-
G19	G30	+
G31	G30	-
G30	G31	+
G32	G31	-
G13	G31	+
G23	G31	-
G18	G32	-
G33	G32	-
G11	G32	-
G15	G32	-
G34	G33	+
G38	G33	+
G3	G33	-
G28	G33	-
G46	G33	+
G19	G33	-
G13	G33	+
G32	G34	-
G35	G34	-
G17	G34	-
G2	G34	+
G24	G34	+
G36	G35	+
G25	G36	-
G33	G36	-
G37	G36	+
G4	G36	+
G3	G36	-
G38	G37	-
G45	G38	+
G13	G38	+
G31	G38	+
G40	G38	-
G46	G38	-
G35	G39	+
G40	G39	-
G10	G39	+
G15	G40	-
G41	G40	+
G15	G41	+
G42	G41	+
G27	G42	+
G29	G42	-
G43	G42	+
G15	G42	-
G24	G42	-
G26	G42	-
G18	G42	-
G44	G43	+
G11	G43	-
G23	G44	+
G45	G44	+
G23	G45	-
G38	G45	+
G46	G45	+
G25	G46	+
G49	G46	+
G32	G46	+
G43	G46	+
G31	G46	+
G48	G47	+
G41	G48	-
G25	G48	-
G27	G48	-
G26	G48	+
G39	G48	-
G49	G48	-
G15	G48	+
G32	G49	-
G33	G49	+
G50	G49	-
G26	G49	-
G3	G49	-
G27	G49	+
G25	G49	+
G8	G51	-
G33	G51	-
G20	G51	+
G43	G51	-
G46	G51	-
G37	G51	-
G18	G51	-
G42	G51	-
G35	G51	+
G49	G51	+
G36	G51	-
G13	G51	-
G3	G51	+
G24	G51	-
G22	G51	-
G6	G51	-
G3	G52	+
G12	G52	+
G2	G52	+
G34	G52	+
G31	G52	-
G11	G52	-
G29	G52	-
G49	G52	-
G32	G52	-
G16	G52	+
G25	G52	+
G26	G52	-
G27	G52	-
G33	G52	-
G34	G53	+
G27	G53	+
G11	G53	-
G33	G53	-
G49	G53	-
G2	G53	-
G3	G53	-
G12	G53	+
G32	G53	+
G31	G53	+
G16	G53	+
G25	G53	+
G29	G53	-
G26	G53	+
G33	G54	+
G8	G54	+
G49	G54	+
G42	G54	+
G10	G54	+
G20	G54	+
G24	G54	-
G6	G54	-
G36	G54	-
G18	G54	-
G13	G54	-
G37	G54	-
G46	G54	-
G3	G54	-
G35	G54	-
G43	G54	-
G22	G54	+
G22	G55	+
G26	G55	+
G1	G55	+
G40	G55	+
G13	G55	+
G34	G55	+
G15	G55	+
G11	G55	-
G36	G55	-
G39	G55	-
G16	G55	-
G18	G55	+
G27	G55	-
G28	G55	+
G24	G56	-
G36	G56	-
G8	G56	-
G13	G56	-
G48	G56	+
G33	G56	+
G20	G56	-
G45	G56	-
G35	G56	-
G46	G56	-
G6	G56	+
G43	G56	+
G3	G56	+
G49	G56	+
G18	G56	+
G22	G56	-
G22	G57	+
G45	G57	+
G24	G57	-
G8	G57	-
G37	G57	-
G35	G57	-
G12	G57	+
G13	G57	+
G36	G57	+
G20	G57	-
G28	G57	-
G33	G57	-
G3	G57	-
G6	G57	-
G18	G57	-
G49	G57	-
G46	G57	-
G22	G58	-
G8	G58	-
G35	G58	-
G13	G58	-
G18	G58	-
G33	G58	+
G3	G58	-
G24	G58	-
G43	G58	-
G48	G58	-
G49	G58	-
G36	G58	+
G6	G58	-
G45	G58	-
G26	G59	-
G19	G59	-
G3	G59	+
G33	G59	-
G32	G59	-
G25	G59	-
G4	G59	-
G35	G59	+
G34	G59	+
G37	G59	-
G36	G59	-
G49	G59	+
G11	G60	+
G27	G60	+
G15	G60	+
G18	G60	+
G1	G60	+
G16	G60	+
G39	G60	-
G26	G60	+
G34	G60	-
G13	G60	-
G36	G60	+
G40	G60	+
