G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G77A	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.6521304	0.0376278	0.4940897	0.6649143	0.0580501	0.2227984	0.7232027	0.6312281	0.0625116	0.1734565	0.6467521	0.5605015	0.3788908	0.0000000	0.6689990	0.2646456	0.2747272	0.2094162	0.6083586	0.3969043	0.3349968	0.0513106	0.4777831	0.0710657	0.1830885	0.5381826	0.5084941	0.3990301	0.4071553	0.2432174	0.6431953	0.4450704	0.0982367	0.6769878	0.6252082	0.5411931	0.2515591	0.4760544	0.5853267	0.4884670	0.7542217	0.5732853	0.4323979	0.0000000	0.6222612	0.7798425	0.0546957	0.8295974	0.4517451	0.7179633	0.6799958	0.4352654	0.2115972	0.0210186	0.5878819	0.5606426	0.1226912	0.4899378	0.0003658	0.3012935	0.7322937	0.0498862	0.0886186	0.3918593	0.6826891	0.3980175	0.5306733	0.2717681	0.7079378	0.4921373	0.0000119	0.1561225	0.3450691	0.5097411	0.0071137	0.5773344	0.1214541	0.1185911	0.0328583	0.1144933	0.3436184	0.4821792	0.1689254	0.3163518	0.0205075	0.5305172	0.0490188	0.4095502	0.4315703	0.3306456	0.0349858	0.1211534	0.6484671	0.2281696	0.1210587	0.5359252	0.0392582	0.4299004	0.1772485	0.2719192
0.6987760	0.2424167	0.0000000	0.7721596	0.0270511	0.2827529	0.5222378	0.4660609	0.1408505	0.1793143	0.5794005	0.4978286	0.3200272	0.0000000	0.6689283	0.2549994	0.2142034	0.2409151	0.6110113	0.3713549	0.3619220	0.0454484	0.4085974	0.1101433	0.2152625	0.4179012	0.4937221	0.3846553	0.4334802	0.2233646	0.6266605	0.4216227	0.1248494	0.6698015	0.7378930	0.4608511	0.2180061	0.6273807	0.5207868	0.5688402	0.7025676	0.4776669	0.6247310	0.2393661	0.6366915	0.7060589	0.0777944	0.6537321	0.3919764	0.6823956	0.2430675	0.1205631	0.1857094	0.0118664	0.6643876	0.4770159	0.0814367	0.3962725	0.0034591	0.4133294	0.4187382	0.0277628	0.0486642	0.3068024	0.7362803	0.4459872	0.3073107	0.4769144	0.5265617	0.5586116	0.0007053	0.0944004	0.6339507	0.6852375	0.0070338	0.4463830	0.0886946	0.2122477	0.0087320	0.2143872	0.3021006	0.6398720	0.2875589	0.6986529	0.0756878	0.3727789	0.0481864	0.3149141	0.3252085	0.7175902	0.0576149	0.1286440	0.5725045	0.1111791	0.1124311	0.5670351	0.0695956	0.3043985	0.1943839	0.1906439
0.6519596	0.2235470	0.0000000	0.7478021	0.0260872	0.2624879	0.7231863	0.6827358	0.0636992	0.1547043	0.7117965	0.5171757	0.3156018	0.6951978	0.6823434	0.2982869	0.2462916	0.1052711	0.5800036	0.3674501	0.3719445	0.0577097	0.3999209	0.0402390	0.1851297	0.6516214	0.8930581	0.4473770	0.3837184	0.3905556	0.7567091	0.4131440	0.0825918	0.6772524	0.6121689	0.2613958	0.2120101	0.5870176	0.4541783	0.2869826	0.6012725	0.6819413	0.6400215	0.0000000	0.6439161	0.6880556	0.2098789	0.8019197	0.5297094	0.6119273	0.6267461	0.1765149	0.1104115	0.0696161	0.7032303	0.6189671	0.0787240	0.1228732	0.0047154	0.2484262	0.6869926	0.1467457	0.1488152	0.4439462	0.5260593	0.2005951	0.5768972	0.2314501	0.6799612	0.1987529	0.1411969	0.2950994	0.4578518	0.8318479	0.1363633	0.4618815	0.0038350	0.0623299	0.0004328	0.2638691	0.0709877	0.4222227	0.1890324	0.7294703	0.0364009	0.3862476	0.0241130	0.3201134	0.5309232	0.5388923	0.0126746	0.1079297	0.5767728	0.1368913	0.1125519	0.6614927	0.0216070	0.4980736	0.2749216	0.0375151
0.6941473	0.0385062	0.4988395	0.5564933	0.0517783	0.2496076	0.6348573	0.6389535	0.1448611	0.1564473	0.6195837	0.5543843	0.4034908	0.0000000	0.7329432	0.2381533	0.2759415	0.1537679	0.6420777	0.3596914	0.3236875	0.0353467	0.4489599	0.0871459	0.1720649	0.5405763	0.5536000	0.4364502	0.3810062	0.0000000	0.6804611	0.4674040	0.1513235	0.5520966	0.7689742	0.6427427	0.2165044	0.6472172	0.7180024	0.6417607	0.6140636	0.5549129	0.4444007	0.2210658	0.7645590	0.6464359	0.0880491	0.5960520	0.4096730	0.6546054	0.4173186	0.3277197	0.2476659	0.0342087	0.7575628	0.6222378	0.0650445	0.5247674	0.0029102	0.0087931	0.5472031	0.0241920	0.0108864	0.3874493	0.6224619	0.5333607	0.2458006	0.3848403	0.5452996	0.5931629	0.0039286	0.0732444	0.5725142	0.3575553	0.0011060	0.5919953	0.0078090	0.2555526	0.0054649	0.0851799	0.2532424	0.7592576	0.3711363	0.6312703	0.0209988	0.3789199	0.0715797	0.3434774	0.0171200	0.3171152	0.1137950	0.0935268	0.4889595	0.3236726	0.1325160	0.4404797	0.0343789	0.5188599	0.1821411	0.4068291
0.5977426	0.1943169	0.4180898	0.5886666	0.0659322	0.2228074	0.6253502	0.5881649	0.0297011	0.1865397	0.7035412	0.4671407	0.5242930	0.0000000	0.8049013	0.1221182	0.1959941	0.1622140	0.6610649	0.3859976	0.3967866	0.1839648	0.5474364	0.5044565	0.4036024	0.6802707	0.5237675	0.4065070	0.5344126	0.0409608	0.6149132	0.5818098	0.6353734	0.0111612	0.0285823	0.0000000	0.5007566	0.6808922	0.5489618	0.5129363	0.6416563	0.6217503	0.7101437	0.1898681	0.8378358	0.6518577	0.0387266	0.6070645	0.4895517	0.6690114	0.4857907	0.5224682	0.2754700	0.1088529	0.7832771	0.4938229	0.0010823	0.5204496	0.0271760	0.2201269	0.5040264	0.1503907	0.0113153	0.3305777	0.5040731	0.5662082	0.3113638	0.4934201	0.5543807	0.6168484	0.0000059	0.3538785	0.4974161	0.0608602	0.0057534	0.6878686	0.0367033	0.1657343	0.0206076	0.7053823	0.2744786	0.7500456	0.5217823	0.4670111	0.0459305	0.3827698	0.0077690	0.1481486	0.0781994	0.3088921	0.4960041	0.0182450	0.6290084	0.1056863	0.0961450	0.4811561	0.0920851	0.3571272	0.3262607	0.3626476
0.6630092	0.0293108	0.4509834	0.6404904	0.0436434	0.2421634	0.6569660	0.5716813	0.0939120	0.1586970	0.6015459	0.5587645	0.3153157	0.0000000	0.6306325	0.3229040	0.2104436	0.1811468	0.6431062	0.2801163	0.2871634	0.0222165	0.4131401	0.0534574	0.2381548	0.3586069	0.6300590	0.5258569	0.4467206	0.2013851	0.6589956	0.3457632	0.0745004	0.6559112	0.6392395	0.5291324	0.1939432	0.7213009	0.5892608	0.4884434	0.6263696	0.7271270	0.5854632	0.1445351	0.6790118	0.7780797	0.0000000	0.7194690	0.4455680	0.6393420	0.3923585	0.3570792	0.2542354	0.0231964	0.8020667	0.7411898	0.1445798	0.1620402	0.0025130	0.0033529	0.1792334	0.0118256	0.0346041	0.3709812	0.6393920	0.4929902	0.3711251	0.3426691	0.5850823	0.6427940	0.0001314	0.1517356	0.5583832	0.5004631	0.0014121	0.6627500	0.0962073	0.1670534	0.0032034	0.1630583	0.3303840	0.6956693	0.3589719	0.3599205	0.0208338	0.4135410	0.0978462	0.3074677	0.4703266	0.4811751	0.0357277	0.1016797	0.5765825	0.3083282	0.0823887	0.5156513	0.0943923	0.2777238	0.2994925	0.3836796
0.7327344	0.0318043	0.3830762	0.7882736	0.0509414	0.2549119	0.7888211	0.5536299	0.1600740	0.3347721	0.5525568	0.4916534	0.3085901	0.0000000	0.7423268	0.1973320	0.1645905	0.1798437	0.6194863	0.3784434	0.4455265	0.0256974	0.4363604	0.0398608	0.1491355	0.5573553	0.5480257	0.5264461	0.3412311	0.2775769	0.7625822	0.3529541	0.1026861	0.5664012	0.7146391	0.4418120	0.1676248	0.5696868	0.5723747	0.5169380	0.6865099	0.5464127	0.5591008	0.2229303	0.0000000	0.7132067	0.0553508	0.7028895	0.5039309	0.6168661	0.4026986	0.1270030	0.1493644	0.0257866	0.6838201	0.6945817	0.2089101	0.5385769	0.0024939	0.0045020	0.4968602	0.3766893	0.0438091	0.3166138	0.7223481	0.4457607	0.1926845	0.4361291	0.6766291	0.5507623	0.2549073	0.1649061	0.6335722	0.5138768	0.2765597	0.5422275	0.3382792	0.1587170	0.0048837	0.0805356	0.2900647	0.6544156	0.2100490	0.3800179	0.0257514	0.3220278	0.0554302	0.2042609	0.3785945	0.3713423	0.0271546	0.1188477	0.5783556	0.3318451	0.2636425	0.5479663	0.0646353	0.4649448	0.2490275	0.2963386
0.6399297	0.1710189	0.0000000	0.6222641	0.0213226	0.2248906	0.4597690	0.5196792	0.1264373	0.1973423	0.7134139	0.5270715	0.3764430	0.6518927	0.6116773	0.0840432	0.2071490	0.1429963	0.6619068	0.1870383	0.3434889	0.1464998	0.4381632	0.5046226	0.4333794	0.5642540	0.5619591	0.5449225	0.5533028	0.4082445	0.6775960	0.7793643	0.6445581	0.0111882	0.0646016	0.0000000	0.6185255	0.6282835	0.5824722	0.4422991	0.6855141	0.6894573	0.6783232	0.1644226	0.6701140	0.7879286	0.1698603	0.6789331	0.3721396	0.7039374	0.3915175	0.3105665	0.1009463	0.0869693	0.6640166	0.6580160	0.0008255	0.5930178	0.0005434	0.3228388	0.5836147	0.2911973	0.0004600	0.3004755	0.8963043	0.3792133	0.4700104	0.2304822	0.5663199	0.2478002	0.1378704	0.4733880	0.4915677	0.3299938	0.1701207	0.6519298	0.0062233	0.0500221	0.0100239	0.6327514	0.1856207	0.5183399	0.2413782	0.6744519	0.0787545	0.3808676	0.0338835	0.0910602	0.4927334	0.3329244	0.3712239	0.0214439	0.5871347	0.0455308	0.1284716	0.6545393	0.0325809	0.3337756	0.6840495	0.0896635
0.7364288	0.1627473	0.0000000	0.8384696	0.0487540	0.2569546	0.5612674	0.0057323	0.0726104	0.1434101	0.6763978	0.4497389	0.2644679	0.7854368	0.6648997	0.2063702	0.3245038	0.3592217	0.6444830	0.2745014	0.4410614	0.1105039	0.3855979	0.1036277	0.1702928	0.4655542	0.7525451	0.3754709	0.5030732	0.0000000	0.7741453	0.3582963	0.1396027	0.6526125	0.6085942	0.3767636	0.2694421	0.7086247	0.6492571	0.4971790	0.5792866	0.4659610	0.7097795	0.2237262	0.6508790	0.7005623	0.1973886	0.7318486	0.3696592	0.6544186	0.1758086	0.1201276	0.0066081	0.1127892	0.7802893	0.6894242	0.0639698	0.0900100	0.0000077	0.3864181	0.6200592	0.0860953	0.6014164	0.4204238	0.6985329	0.3501790	0.5988979	0.4036096	0.5465681	0.1494067	0.0671230	0.1198245	0.4780226	0.5301700	0.1113545	0.5476778	0.0022947	0.1203016	0.0237678	0.3965508	0.0826950	0.6019370	0.1667412	0.7272038	0.0569410	0.4269332	0.0255487	0.2739619	0.3254594	0.4148131	0.0588022	0.1471491	0.4876213	0.1323925	0.1219571	0.7610057	0.0028597	0.4868889	0.1668424	0.1273860
0.6987625	0.1834789	0.0000000	0.6292296	0.0352594	0.2665103	0.5822692	0.3910482	0.0574655	0.0679084	0.6726369	0.5779947	0.3711831	0.7081870	0.6943347	0.1317226	0.1937272	0.2341550	0.6032385	0.3547608	0.3595483	0.0852753	0.4411884	0.0565062	0.1464352	0.6314951	0.6800504	0.6475792	0.4441013	0.3227478	0.6267319	0.3948112	0.1333719	0.6065881	0.6251533	0.2097267	0.2369718	0.6365918	0.6680796	0.4643346	0.7405320	0.6909171	0.5294140	0.1274842	0.0000000	0.7642305	0.2120744	0.6812526	0.4551462	0.6768134	0.4548135	0.1212065	0.0911694	0.0784109	0.6640212	0.7025525	0.1429742	0.1083532	0.0000645	0.3941187	0.6568281	0.6003119	0.2800492	0.4802728	0.7386275	0.2695444	0.5485656	0.2792392	0.5085596	0.1277273	0.8238548	0.3710865	0.3945351	0.7421425	0.4813405	0.5279987	0.1975420	0.0473506	0.0038348	0.2828859	0.0817939	0.7076616	0.0213802	0.6199410	0.0744039	0.3670144	0.0229075	0.2550022	0.3962364	0.7284022	0.0444738	0.1119549	0.5825449	0.0687770	0.2343230	0.5082568	0.0249997	0.6599484	0.1763522	0.0748875
