G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.4635004	0.4905904	0.9959000	0.3008626	0.4019298	0.1514171	0.7435466	0.2128940	0.6585150	0.0991841	0.9408312	0.7223023	0.9320559	0.3904839	0.3725948	0.5079217	0.7285055	0.2763663	0.2414163	0.2182277	0.4711453	0.8972755	0.3849703	0.9187468	0.2095807	0.3639215	0.3660366	0.2276014	0.5704646	0.6161060	0.4659758	0.3240589	0.9150509	0.4919050	0.1074795	0.8549525	0.9831554	0.3943722	0.9948703	0.4732109	0.4104192	0.2221628	0.2606854	0.2927584	0.5409883	0.8248531	0.5354876	0.0117348	0.2029206	0.9999816	0.9434308	0.0065662	0.5260437	0.5720421	1.0000000	0.8400421	0.9844096	0.1840702	0.4606277	0.3844771	0.6843473	0.5188875	0.0210010	0.0135770	0.7730036	0.9560811	0.6617360	0.3283815	0.8761244	0.3801504	0.1378945	0.5917022	0.7724311	0.0566875	0.1229266	0.9268586	0.6495474	0.1780333	0.2472483	0.0000001	0.5198301	0.4755525	0.5535714	0.1224292	0.2750750	0.8611448	0.9981408	0.3660266	0.2281101	0.1985835	0.5195735	0.2269442	0.5611644	0.8668451	0.0609895	0.4013226	0.7448003	0.4153470	0.6401095	0.7435708
0.3511919	0.0000018	0.9996215	0.0112694	0.7642678	0.1787528	0.8081217	0.5643145	0.0850960	0.7253469	0.5817609	0.7735868	0.9994480	0.3671890	0.0210994	0.0697319	0.9173138	0.4469039	0.2940513	0.4834278	0.4648730	0.8858521	0.0758400	0.2691309	0.7959548	0.0332002	0.1073032	0.0247707	0.9340814	0.1957140	0.1975440	0.1994032	0.6429370	0.5425113	0.1948387	0.9433480	0.9980558	0.7225457	0.9376299	0.2531059	0.7529708	0.9598874	0.0205483	0.0408981	0.7492231	0.9855643	0.9456111	0.4798489	0.0180338	0.9476809	0.6410043	0.0798008	0.8435897	0.9004457	0.8386385	0.2967555	0.9999978	0.1070664	0.5999893	0.2907311	0.7767750	0.1399172	0.3021684	0.0007742	0.2699357	0.5852516	0.6366600	0.2721810	0.9151047	0.2298174	0.1653800	0.2962536	1.0000000	0.6843119	0.2774806	0.7102392	0.8319358	0.3782195	0.0203368	0.0485602	0.2802393	0.8416908	0.2316555	0.2565934	0.0330021	0.3967316	0.8826726	0.0008679	0.8093301	0.1897973	0.0651004	0.1799028	0.3813847	0.9862563	0.0708769	0.6072511	0.9990004	0.5871221	0.8458869	0.9189685
0.3377517	0.4901872	0.9851228	0.3426271	0.3407757	0.4401835	0.7792762	0.0549128	0.3428138	0.3193645	0.9999999	0.5814293	0.8784458	0.3267239	0.3346290	0.1323362	0.8854618	0.3925772	0.1131943	0.1805887	0.4252908	0.8165552	0.8427142	0.9433171	0.4368927	0.1533706	0.1652175	0.0412814	0.8496028	0.1431729	0.2536446	0.2136503	0.9972843	0.2115386	0.1612404	0.7653915	0.7189615	0.3639095	0.9859744	0.1641288	0.8528073	0.7529376	0.1353464	0.0222446	0.7076629	0.7271153	0.7616591	0.0156518	0.2029246	0.9999752	0.9999981	0.2879133	0.7521924	0.9302349	1.0000000	0.7145325	0.9979258	0.0950759	0.1796022	0.2623364	0.9220444	0.7464622	0.0500785	0.0019808	0.2039502	0.9924093	0.9721577	0.0009183	0.9339765	0.4081551	0.3735796	0.4195688	0.8562718	0.1384821	0.0133478	0.8985251	0.9270740	0.0052283	0.0352236	0.0000000	0.4427348	0.4905348	0.5586610	0.1742779	0.3919908	0.0144993	0.8559739	0.3546089	0.5684915	0.0990793	0.4715610	0.1242459	0.7645155	0.9972525	0.0001169	0.0167772	0.4169190	0.2480953	0.6911953	0.8311411
0.6663338	0.4689949	0.8485196	0.1710071	0.2555104	0.4173906	0.8384265	0.4245600	0.0279812	0.9807061	0.9708821	0.7919213	0.7729678	0.3677454	0.1573916	0.3274885	0.9177397	0.4154645	0.4053771	0.7573265	0.6476217	0.9128905	0.8449226	0.4549294	0.8786267	0.4098579	0.0051849	0.7162559	0.2031214	0.0257740	0.1917078	0.5817672	0.8657435	0.4851768	0.2036019	0.8835968	0.7499550	0.5008457	0.7153328	0.2600481	0.7177891	0.4072958	0.0001011	0.0166901	0.7501772	0.9941009	0.7031727	0.0655029	0.1445423	0.9999960	0.9872038	0.0095233	0.8048358	0.9480893	1.0000000	0.6282032	0.9902944	0.2053991	0.4383684	0.0254567	0.8764398	0.7350963	0.0028181	0.0000132	0.4769832	0.7617549	0.7062132	0.0000169	0.1751494	0.0917512	0.5253015	0.8922172	0.9999995	0.2200865	0.0800610	0.7475630	0.7744367	0.0029039	0.0000190	0.2663296	0.0142446	0.7205962	0.2940348	0.3568793	0.1716060	0.2789541	0.9980885	0.3651108	0.9227781	0.1633893	0.8743328	0.1720058	0.1549569	0.7164246	0.0257031	0.0632053	0.7300592	0.5575047	0.7671159	0.6677468
0.4375762	0.2000340	0.9019921	0.4906519	0.4381995	0.4402763	0.2226468	0.0834259	0.7602726	0.1568853	0.7701672	0.8082629	0.5443731	0.0000217	0.4210261	0.0008542	0.1312144	0.1125777	0.0148758	0.1688454	0.2744021	0.4535142	0.7676739	0.9950649	0.2765239	0.2062824	0.6345930	0.0350884	0.8816893	0.0751751	0.2588720	0.5152344	0.9938612	0.2476193	0.1950470	0.6856377	0.7258525	0.6371799	0.9043645	0.2656562	0.7418914	0.9755579	0.1321589	0.0179437	0.2054233	0.9829579	0.9592632	0.0259155	0.1418700	1.0000000	0.8593434	0.0006527	0.3756979	0.7137893	0.9176913	0.6928997	0.9808291	0.2230089	0.2383805	0.2328183	0.4977982	0.8512817	0.1319243	0.0562979	0.8336777	0.6747714	0.7471584	0.1058332	0.2814695	0.2030563	0.2277207	0.6581746	0.6086304	0.1697760	0.0985589	0.6874548	0.9947972	0.5503490	0.3372864	0.1472510	0.4277121	0.4344557	0.9089146	0.5891985	0.0226890	0.3229279	1.0000000	0.4661283	0.8041171	0.0372950	0.4124247	0.0301421	0.4645233	0.9998848	0.0001484	0.5149147	0.7808955	0.4860394	0.6403519	0.9728826
0.1614577	0.2465814	0.9695755	0.0544537	0.6351968	0.1737409	0.9044630	0.0684930	0.0839613	0.5159970	0.9020879	0.6822081	0.9292359	0.1212602	0.3293318	0.0540830	0.6938710	0.2616913	0.0996183	0.3529921	0.3918355	0.5945615	0.5442021	0.9229247	0.4647217	0.0153282	0.0261993	0.1128125	0.5874498	0.0122533	0.1565725	0.4987195	0.9482771	0.3299684	0.2950900	0.8115564	0.7272289	0.8433725	0.7508079	0.8481930	0.4015019	0.9999629	0.0848034	0.0373913	0.6502836	0.7994490	0.6118763	0.0012850	0.9532745	0.2937767	0.8496854	0.3544006	0.6313709	0.7225701	0.8447972	0.6707438	0.9973091	0.0537300	0.1797468	0.0002060	0.9997477	0.2033419	0.0208665	0.0009887	0.6798723	0.8775045	0.8656575	0.1547191	0.5945673	0.3410131	0.4392101	0.5839158	0.8041573	0.1437871	0.0608669	0.7726473	1.0000000	0.0181843	0.1261584	0.3756214	0.7415190	0.5637557	0.8802460	0.0804642	0.4297453	0.0378008	0.9843386	0.0032632	0.7843372	0.0987979	0.2739361	0.1928463	0.1859298	0.9992091	0.0644486	0.2028776	0.9976599	0.0001783	0.3609702	0.3129869
0.3805087	0.2985717	0.8059996	0.0017687	0.5908245	0.2557199	0.8569135	0.5967039	0.1151915	0.5366054	0.9821283	0.7041774	0.9964030	0.3832582	0.3809046	0.1272740	0.9298585	0.4253892	0.7321841	0.3047681	0.5732667	0.3653022	0.7786743	0.2926335	0.7377635	0.2861243	0.0044392	0.7444545	0.1972964	0.0160407	0.1269012	0.2659177	0.1690315	0.9252415	0.6131038	0.9046272	0.7202094	0.3870541	0.7524159	0.1104830	0.9482208	0.8775987	0.5323465	0.0852622	0.8266433	0.6206719	0.9881071	0.0286790	0.3518811	0.8220587	0.9999992	0.0073397	0.9996234	0.8478046	1.0000000	0.9767966	0.9245035	0.1344711	0.0737721	0.0880396	0.9947627	0.9372826	0.0033588	0.3587548	0.6686145	0.5681508	0.3650227	0.0046820	0.4400157	0.5773700	0.7073307	0.2435982	0.8759369	0.1271861	0.6816654	0.8231867	0.8090945	0.0272579	0.3268321	0.3171873	0.7156100	0.9532623	0.2448025	0.0913657	0.4369902	0.2152275	0.9114713	0.0000008	0.8561305	0.0612799	0.1248087	0.0086446	0.3648180	0.8673595	0.7089648	0.1231947	0.9040439	0.5768207	0.8781332	0.7644780
0.1636475	0.0820714	0.9737000	0.0873327	0.2263613	0.3995172	0.8119115	0.1014067	0.1505547	0.3693583	0.5564000	0.7676351	0.8010197	0.4670588	0.2170580	0.0032249	0.9376329	0.4572070	0.3398000	0.1503604	0.3228886	0.5620938	0.2914255	0.1416650	0.9251443	0.1325789	0.0248693	0.0433687	0.8383015	0.1728767	0.3192063	0.3076315	0.6345743	0.4240838	0.4446291	0.9895805	0.9653439	0.7669397	0.7865361	0.2704277	0.7378553	0.8076440	0.0001416	0.0187764	0.7485342	0.9958932	0.9647226	0.0162382	0.2033198	0.9993268	0.9321148	0.0017783	0.7194549	0.8626330	1.0000000	0.7676401	0.7344494	0.0194163	0.4682484	0.1844497	0.2547798	0.0680262	0.0171893	0.0012262	0.3652765	0.4601982	0.9679989	0.0015603	0.5283079	0.0867196	0.1832810	0.2857680	0.6297336	0.0532051	0.4241191	0.8998224	0.9874144	0.3301364	0.0000061	0.3409582	0.8070114	0.8977238	0.2620901	0.3858054	0.3455894	0.2047250	0.8622667	0.2322375	0.3459574	0.5339663	0.0259150	0.0057257	0.1132757	0.9626275	0.0115003	0.5664574	0.9831243	0.7206007	0.6362643	0.8430705
0.3231234	0.2977221	0.9031443	0.0040818	0.4361504	0.4050526	0.8204271	0.2224202	0.1453384	0.5399359	0.8721255	0.6527961	0.8009342	0.6653511	0.4387382	0.6392778	0.9310744	0.4815194	0.4506155	0.3791850	0.6188278	0.9233448	0.8571048	0.6027635	0.5754392	0.4587497	0.0238387	0.2031843	0.6331542	0.5949759	0.5667451	0.4349953	0.7714251	0.4783522	0.0939298	0.9999896	0.8786802	0.1778933	0.9869192	0.0823786	0.9395172	0.7193664	0.1806342	0.2475810	0.5298882	0.9999859	0.9784669	0.0538182	0.2030369	0.9997907	0.7785098	0.0622519	0.4289005	0.5349825	0.5402014	0.8133635	0.7489536	0.6168200	0.2284334	0.0153585	0.7925315	0.4111456	0.2847324	0.2095171	0.7890210	0.9463830	0.9307899	0.0001442	0.6494040	0.0718466	0.5610003	0.5260442	0.8869622	0.1084514	0.3419801	0.9853293	0.8790854	0.0005118	0.1218921	0.2966727	0.9662314	0.8221523	0.2257891	0.1101731	0.0801126	0.4856509	0.8626073	0.1147153	0.9818630	0.6542187	0.7418334	0.0445406	0.6002094	0.6337152	0.1930602	0.1139762	0.7877307	0.7974708	0.7326925	0.8891826
0.2277862	0.2965020	0.9107166	0.0079176	0.5610789	0.4388920	0.9658367	0.5194805	0.2414261	0.3260545	0.9671161	0.4489626	0.9961441	0.4138589	0.0000211	0.0005065	0.9538263	0.5744279	0.2105493	0.3048930	0.4545917	0.8642313	0.3705193	0.9901742	0.3126131	0.3287893	0.0718951	0.5300002	0.4524438	0.2757262	0.3440430	0.6634192	0.5654285	0.7005745	0.7230424	0.9999559	0.7102382	0.2790468	0.9891788	0.1265797	0.8826318	0.8547221	0.0254896	0.1168165	0.4588420	0.9504896	0.6626937	0.0406190	0.5482286	0.6721633	0.7697691	0.0147536	0.6969441	0.8990867	0.9800721	0.9000222	0.8282961	0.1659866	0.5636358	0.2826507	0.7046820	0.5665370	0.1483079	0.2170001	0.5405980	0.8145485	0.6243948	0.0068311	0.3113488	0.2152645	0.2845150	0.5135726	0.6832303	0.8927378	0.0181979	0.9341703	0.9537867	0.5312644	0.0007214	0.1929882	0.8313841	0.4314469	0.3723085	0.0777869	0.0828774	0.6317565	0.9676100	0.3443142	0.9312793	0.4327569	0.8372847	0.1117909	0.9998995	0.9810232	0.5191062	0.0298136	0.9999685	0.9522670	0.6346205	0.4789108
