Time	CBF1	GAL4	SWI5	GAL80	ASH1
0.0	0.00033816099999999205	0.007340021000000009	0.004565536000000025	0.0060242610000000064	0.010166733000000028
10.0	0.003412394000000005	0.030500992999999983	0.00797665699999997	0.016232172999999996	0.006872257999999989
20.0	0.00950560182625059	0.04353521815297825	0.011713806952015545	0.0266251882863279	0.013092543870918388
30.0	0.018010723999999995	0.04720226799999997	0.029157281000000004	0.02976993699999998	0.020832792
40.0	0.026722623589031824	0.04271305369571711	0.0628743248826575	0.021682051081643543	0.023663225868164838
50.0	0.02826185599999996	0.033031813999999986	0.07883608799999996	0.010525261999999983	0.02119694299999999
60.0	0.017911326317622028	0.021971739689153176	0.05028191776735434	0.0052053532620978255	0.016169418656422227
70.0	0.006777646000000037	0.014988502000000015	0.016120050000000045	0.005448217000000006	0.017762765000000014
80.0	0.0057752930154800755	0.01564937279767019	0.017066888547925173	0.008668619244965125	0.03130314663114628
90.0	0.00922650500000002	0.018325546000000033	0.035402621000000044	0.012216713000000008	0.04024630100000003
100.0	0.00942458124545783	0.017179009870166205	0.044622897165945224	0.014044831258041714	0.030786733818992808
110.0	0.007139307999999982	0.01473100800000001	0.041521432000000004	0.014578640000000006	0.02194445100000004
120.0	0.005229588252688615	0.014380748596665131	0.03054294503829408	0.014617818597868062	0.03267703234288272
130.0	0.006434305000000006	0.014680043000000025	0.02343810900000004	0.013984767000000002	0.048866852999999995
140.0	0.01171458349378768	0.014038604743173394	0.02981869868087859	0.012300191350486073	0.05281772168447645
150.0	0.01504053800000002	0.01514515300000001	0.043434943999999996	0.009355302000000017	0.045594386
160.0	0.011925732772160745	0.0203958150556414	0.05558152673819167	0.005624358250187712	0.03327065954421149
170.0	0.011048543000000018	0.026737345000000003	0.063592481	0.004143311000000006	0.023195681000000034
0.0	0.0027000592500000006	0.005292027500000007	0.0040743459999999995	0.0044210620000000025	0.01147011500000002
10.0	0.003582046999999992	0.010972225999999996	0.0013955019999999862	0.011202775000000003	0.006456642999999989
20.0	0.00355291578670033	0.0178680513948771	0.002001081410322165	0.012343523948126756	0.0042201086265851
