clusterid	ontology	p-value	study_count	study_n
4.0	chemotaxis	1.0726594137497991e-05	8.0	55.0
4.0	dipeptide transport	0.0015234299710944754	5.0	55.0
4.0	translation	0.007010866605005897	10.0	55.0
4.0	hypoxanthine catabolic process	0.009200559128952481	3.0	55.0
4.0	ribosome	1.0135408040181537e-05	11.0	55.0
4.0	intracellular ribonucleoprotein complex	2.6694982691162465e-05	10.0	55.0
4.0	cytosolic large ribosomal subunit	0.013409505476471736	6.0	55.0
4.0	oligopeptide-transporting ATPase activity	2.6694982691162465e-05	5.0	55.0
4.0	structural constituent of ribosome	2.6694982691162465e-05	10.0	55.0
4.0	dipeptide transporter activity	0.0011979113931838631	5.0	55.0
4.0	rRNA binding	0.0014273429836087787	8.0	55.0
6.0	galactitol metabolic process	1.0128681081107637e-07	6.0	36.0
6.0	galactitol catabolic process	0.008346609768224303	3.0	36.0
6.0	galactitol transport	0.02487814504307961	3.0	36.0
6.0	protein-phosphocysteine-galactitol-phosphotransferase system transporter activity	0.008346609768224303	3.0	36.0
8.0	lysine biosynthetic process via diaminopimelate	5.147699501512484e-05	5.0	18.0
8.0	lysine biosynthetic process	0.0006530600345316919	4.0	18.0
8.0	DNA replication	0.0006530600345316919	6.0	18.0
10.0	transcription, DNA-templated	0.001557679976760658	10.0	15.0
10.0	regulation of transcription, DNA-templated	0.001557679976760658	10.0	15.0
10.0	DNA binding	0.02284073988893376	10.0	15.0
18.0	iron ion homeostasis	9.133085636882627e-24	18.0	52.0
18.0	ion transport	2.1670135710298168e-11	18.0	52.0
18.0	transport	8.043745518141242e-10	33.0	52.0
18.0	protein transport	8.043745518141242e-10	14.0	52.0
18.0	protein secretion by the type II secretion system	2.0684546550981698e-09	7.0	52.0
18.0	siderophore transport	7.487833439604407e-05	5.0	52.0
18.0	enterobactin biosynthetic process	7.487833439604407e-05	5.0	52.0
18.0	ferric-enterobactin transport	9.007204052265587e-05	4.0	52.0
18.0	tricarboxylic acid cycle	0.0027897415509193133	6.0	52.0
18.0	bacteriocin transport	0.007914094163140298	4.0	52.0
18.0	type II protein secretion system complex	2.0684546550981698e-09	7.0	52.0
18.0	protein transporter activity	2.0684546550981698e-09	9.0	52.0
18.0	ferric-enterobactin transmembrane transporter activity	9.007204052265587e-05	4.0	52.0
18.0	receptor activity	0.00012506564363913794	5.0	52.0
18.0	energy transducer activity	0.005536016683003255	3.0	52.0
19.0	cell division	5.547745775044971e-13	13.0	23.0
19.0	regulation of cell shape	9.1048653056517e-10	10.0	23.0
19.0	peptidoglycan biosynthetic process	2.695877922129321e-08	9.0	23.0
19.0	cell wall organization	9.472528777202272e-07	9.0	23.0
19.0	FtsZ-dependent cytokinesis	0.024555989181296773	4.0	23.0
19.0	cell division site	3.2208279059931976e-05	6.0	23.0
22.0	D-gluconate metabolic process	2.803158899294172e-12	7.0	13.0
22.0	L-idonate catabolic process	1.3083693761360156e-06	4.0	13.0
22.0	D-gluconate catabolic process	4.353036873547296e-06	4.0	13.0
22.0	gluconate transmembrane transport	0.011124064044932455	3.0	13.0
22.0	gluconate transmembrane transporter activity	0.008707718658267225	3.0	13.0
30.0	phosphoenolpyruvate-dependent sugar phosphotransferase system	9.021673821690317e-09	10.0	23.0
30.0	carbohydrate transport	1.6037895704100803e-06	10.0	23.0
30.0	N-acetylglucosamine transport	1.0802434336316253e-05	4.0	23.0
30.0	N,N'-diacetylchitobiose import	0.0010351432702740918	3.0	23.0
30.0	mannose transport	0.0010351432702740918	3.0	23.0
30.0	UDP-N-acetylglucosamine biosynthetic process	0.0030932770722201124	3.0	23.0
30.0	glucose import into cell	0.0030932770722201124	3.0	23.0
30.0	fructose import	0.0068470500857713565	3.0	23.0
30.0	carbohydrate transmembrane transport	0.02089579224061487	5.0	23.0
30.0	protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity	0.0010351432702740918	3.0	23.0
31.0	iron-sulfur cluster assembly	3.399852743066211e-05	6.0	25.0
31.0	response to oxidative stress	0.004566214493219049	6.0	25.0
34.0	D-glucuronate catabolic process	0.009971193575504456	3.0	13.0
34.0	D-galacturonate catabolic process	0.009971193575504456	3.0	13.0
39.0	fermentation	0.021413407622511194	3.0	12.0
39.0	[Ni-Fe] hydrogenase complex	0.021413407622511194	3.0	12.0
39.0	electron carrier activity	0.04862659971190336	5.0	12.0
41.0	anaerobic respiration	0.0015902305812102505	7.0	31.0
