Time	CBF1	GAL4	SWI5	GAL80	ASH1
0	0.045279442	0.006301889000000001	0.094732285	0.012344395	0.053105312
10	0.009854511	0.006546774	0.01147788	0.021642335	0.05536047
20	0.003484096	0.024013675	0.014988501999999999	0.022173802000000003	0.008974206
30	0.03577263	0.004425328	0.00800435	0.01573368	0.016630784
40	0.02547101	0.004456108	0.007921558	0.009226505	0.020832792
50	0.030081076	0.004961527	0.007442484	0.008144264	0.027393928999999997
60	0.040246301	0.004597292	0.00638986	0.011048543000000001	0.01573368
70	0.038075321	0.008144264	0.0046132529999999995	0.009453079	0.010821168
80	0.033031814	0.0067075419999999995	0.0054671319999999995	0.006215129000000001	0.008608634
90	0.006569503000000001	0.011010318	0.027776334	0.011882647	0.039554894
100	0.022328032999999997	0.007520269	0.005154328	0.008519592	0.010452559
110	0.020688889	0.006944083	0.004364403	0.006730829	0.006172198
120	0.01674646	0.006638164	0.003606962	0.003140043	0.007546378
130	0.013840116999999999	0.007546378	0.003412394	0.00587987	0.006777646
140	0.010344445	0.0077854709999999995	0.00439476	0.008286623	0.006215129000000001
150	0.0073400209999999995	0.0070654640000000005	0.002771725	0.0060242609999999995	0.008820034000000001
160	0.008344261	0.012958118000000001	0.013602353000000001	0.014082038	0.010525261999999999
170	0.018135999	0.016458766	0.013888167	0.012647535	0.011280697
0	0.065607293	0.0067075419999999995	0.11383372900000001	0.00786684	0.034196678
10	0.013840116999999999	0.010166733	0.013888167	0.028359974	0.08218392299999999
20	0.006920059	0.018010724	0.02012315	0.009585039	0.006456643000000001
30	0.040526236	0.007468323000000001	0.006172198	0.012259127	0.024013675
40	0.037034149	0.00666121	0.012132326	0.006501553	0.015409886000000001
50	0.051653145	0.004910208	0.006968192	0.009551877	0.01135916
60	0.04869778599999999	0.00489322	0.008431471	0.008229383	0.020474897
70	0.070316155	0.005410584	0.005391865	0.0046938909999999995	0.005920768000000001
80	0.03179624	0.008286623	0.005819053	0.019505165	0.010972226000000002
90	0.040949794	0.008789519	0.008728806	0.005013382	0.007442484
100	0.02295576	0.009854511	0.006434305	0.017217266999999998	0.018010724
110	0.014833471	0.003228322	0.004487103	0.002714684	0.007921558
120	0.019170078	0.004349303	0.0045497409999999995	0.01147788	0.007468323000000001
130	0.020404059	0.007625248	0.006456643000000001	0.0046132529999999995	0.004425328
140	0.016515907	0.006730829	0.006615198	0.0035573040000000003	0.003682752
150	0.006730829	0.006592311	0.012958118000000001	0.004143310999999999	0.0015809420000000001
160	0.014936646000000001	0.008943158	0.011882647	0.0078125	0.010934265
170	0.011882647	0.008820034000000001	0.009923055	0.016345077	0.010821168
0	0.17739042	0.012430258000000001	0.184923439	0.017824433	0.111878134
10	0.079102796	0.026093866	0.11322210099999999	0.023016312	0.153773254
20	0.056328154000000005	0.01167851	0.01751822	0.016980231999999998	0.078020659
30	0.070805243	0.009752582	0.012799602	0.01612005	0.060694033
40	0.056523711	0.008638521	0.008912217	0.016688522	0.044966674000000005
50	0.052012420999999996	0.010026765	0.010096506	0.019103754	0.06359248099999999
60	0.071793647	0.012473412	0.008698606	0.0171577	0.06768594
70	0.07204289700000001	0.012735505	0.009226505	0.013602353000000001	0.045752678
80	0.072543995	0.013792233999999999	0.007625248	0.011882647	0.028855697000000003
90	0.069588851	0.011800567	0.005640348000000001	0.013230396	0.048361405999999996
100	0.03983002	0.010166733	0.004910208	0.010821168	0.018775563000000002
110	0.064480199	0.008649758	0.006150844	0.009863921	0.021549041
120	0.056523711	0.008868904	0.006968192	0.012580293999999999	0.018341698
130	0.049549009000000005	0.00932365	0.006280086	0.01304966	0.014479083
140	0.030081076	0.008991409	0.006345722	0.008772973	0.010670207
150	0.035648866	0.011408331	0.0051901790000000005	0.009669443	0.009298064
160	0.032302184	0.009042704	0.005370634	0.00800435	0.005920768000000001
170	0.023418395	0.009037481	0.005249081	0.006920059	0.012691444
0	0.11907975	0.024518252999999997	0.287174589	0.018389168	0.08747411699999999
10	0.064704058	0.039968299	0.16551111400000001	0.0168046	0.12158186800000001
20	0.045279442	0.013912253999999999	0.028359974	0.018325546	0.078291527
30	0.058541945	0.010237448	0.008134861	0.021626207999999997	0.074414883
40	0.070293203	0.011882647	0.017886315	0.026071907999999998	0.066981338
50	0.059021279	0.013589465	0.01089736	0.021334838999999998	0.087641805
60	0.05778008	0.018234109	0.014482816	0.021305763	0.08342511
70	0.078684403	0.012447027	0.010777815	0.014640868999999999	0.076176747
80	0.083666709	0.014149683	0.009359262	0.009693813	0.050351934
90	0.061675059000000004	0.01795851	0.012679569	0.016667049	0.041073765
100	0.055782078	0.018919411	0.006355935	0.020213683	0.028743877
110	0.043284671	0.010561803	0.00567958	0.014082038	0.018010724
120	0.042985682000000004	0.01020203	0.022097087	0.011280697	0.025559439
130	0.040107059	0.009012784	0.00579892	0.011638105	0.014731008
140	0.036146506	0.007651720999999999	0.006968192	0.014082038	0.01457864
150	0.026737345	0.010380358000000001	0.006896116999999999	0.014427849	0.012174447
160	0.020474897	0.01067219	0.006501553	0.013888167	0.008638521
170	0.017277041	0.011241669	0.007442484	0.013555292	0.010598471000000002
