clusterid	ontology	p-value	study_count	study_n
1.0	glycogen metabolic process	0.015742322643781902	4.0	82.0
1.0	intracellular pH elevation	0.015742322643781902	4.0	82.0
2.0	bacterial-type flagellum organization	0.00017654694498665382	8.0	93.0
2.0	bacterial-type flagellum-dependent cell motility	0.007997798922899252	8.0	93.0
2.0	chemotaxis	0.007997798922899252	7.0	93.0
2.0	transcription, DNA-templated	0.008690786710762375	24.0	93.0
2.0	motor activity	0.006557633356626767	5.0	93.0
3.0	carbohydrate transport	9.587938687834636e-24	49.0	305.0
3.0	carbohydrate metabolic process	4.214591269138093e-19	53.0	305.0
3.0	phenylacetate catabolic process	5.712653816907558e-10	13.0	305.0
3.0	phosphoenolpyruvate-dependent sugar phosphotransferase system	1.5005237274658345e-08	24.0	305.0
3.0	carbohydrate transmembrane transport	5.144215233485302e-08	21.0	305.0
3.0	fucose metabolic process	0.00010354695660654787	7.0	305.0
3.0	D-gluconate metabolic process	0.00026945595395884176	8.0	305.0
3.0	maltose transport	0.0009947780362999927	6.0	305.0
3.0	L-threonine catabolic process to propionate	0.005775542177196795	6.0	305.0
3.0	monosaccharide transport	0.005978030834608618	7.0	305.0
3.0	glycerol-3-phosphate metabolic process	0.005978030834608618	5.0	305.0
3.0	maltodextrin transport	0.005978030834608618	5.0	305.0
3.0	glycerol-3-phosphate catabolic process	0.005978030834608618	5.0	305.0
3.0	D-gluconate catabolic process	0.005978030834608618	5.0	305.0
3.0	galactose metabolic process	0.005978030834608618	5.0	305.0
3.0	rhamnose metabolic process	0.029998317035667743	5.0	305.0
3.0	phosphorylation	0.03833397373244885	30.0	305.0
3.0	monosaccharide metabolic process	0.03833397373244885	4.0	305.0
3.0	fucose catabolic process	0.03833397373244885	4.0	305.0
3.0	arabinose catabolic process	0.03833397373244885	4.0	305.0
3.0	L-ascorbic acid catabolic process	0.03833397373244885	4.0	305.0
3.0	N-acetylglucosamine transport	0.03833397373244885	4.0	305.0
3.0	L-idonate catabolic process	0.03833397373244885	4.0	305.0
3.0	D-ribose transport	0.03833397373244885	4.0	305.0
3.0	glycerol metabolic process	0.03833397373244885	7.0	305.0
3.0	aromatic compound catabolic process	0.03833397373244885	7.0	305.0
3.0	glycerol-3-phosphate dehydrogenase complex	0.005978030834608618	5.0	305.0
3.0	maltose transport complex	0.03833397373244885	4.0	305.0
3.0	transcription factor activity, sequence-specific DNA binding	0.005978030834608618	36.0	305.0
3.0	kinase activity	0.025177106937244308	30.0	305.0
3.0	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	0.03128146178113022	11.0	305.0
