clusterid	ontology	p-value	study_count	study_n
0.0	iron ion homeostasis	7.301096720066758e-19	18.0	90.0
0.0	ion transport	7.538512808579667e-08	19.0	90.0
0.0	enterobactin biosynthetic process	1.6030287739311353e-07	7.0	90.0
0.0	protein secretion by the type II secretion system	1.6030287739311353e-07	7.0	90.0
0.0	protein transport	1.3974279723437137e-06	14.0	90.0
0.0	siderophore transport	1.5592289840245977e-05	6.0	90.0
0.0	transport	1.5592289840245977e-05	39.0	90.0
0.0	ferric-enterobactin transport	0.0006679585107315785	4.0	90.0
0.0	D-glucarate catabolic process	0.0006679585107315785	4.0	90.0
0.0	galactarate catabolic process	0.0006679585107315785	4.0	90.0
0.0	iron-sulfur cluster assembly	0.0065829015498707335	6.0	90.0
0.0	type II protein secretion system complex	1.6030287739311353e-07	7.0	90.0
0.0	protein transporter activity	3.2318452747358154e-07	9.0	90.0
0.0	receptor activity	3.695003310734358e-05	6.0	90.0
0.0	ferric-enterobactin transmembrane transporter activity	0.0006679585107315785	4.0	90.0
0.0	energy transducer activity	0.024235287087723986	3.0	90.0
0.0	2,3-dihydroxybenzoate-serine ligase activity	0.024235287087723986	3.0	90.0
2.0	purine nucleotide biosynthetic process	7.19734624421068e-21	13.0	33.0
2.0	'de novo' IMP biosynthetic process	5.300731148664961e-16	10.0	33.0
2.0	glycine decarboxylation via glycine cleavage system	0.019021758368057952	3.0	33.0
2.0	cytosol	0.007694478252511782	22.0	33.0
3.0	bacterial-type flagellum organization	6.352049985849672e-06	8.0	62.0
3.0	bacterial-type flagellum-dependent cell motility	0.008540910726496669	7.0	62.0
3.0	transcription, DNA-templated	0.008540910726496669	19.0	62.0
3.0	bacterial-type flagellum assembly	0.010468764694216441	5.0	62.0
3.0	regulation of transcription, DNA-templated	0.010468764694216441	19.0	62.0
3.0	biological adhesion	0.016579242722346597	3.0	62.0
3.0	NarGHI complex	0.016579242722346597	3.0	62.0
3.0	motor activity	0.0008334419861190413	5.0	62.0
4.0	SOS response	6.0416806632073415e-33	23.0	63.0
4.0	DNA repair	8.24890511445628e-23	24.0	63.0
4.0	cellular response to DNA damage stimulus	2.2833637820820026e-16	30.0	63.0
4.0	cell division	2.1319330213559057e-09	15.0	63.0
4.0	regulation of cell shape	2.30940386016503e-05	10.0	63.0
4.0	DNA duplex unwinding	6.210436500108514e-05	6.0	63.0
4.0	peptidoglycan biosynthetic process	0.0002021809020967757	9.0	63.0
4.0	nucleotide-excision repair	0.0028999565434409008	4.0	63.0
4.0	cell wall organization	0.005025746234571257	9.0	63.0
4.0	double-strand break repair via homologous recombination	0.0305845864877727	3.0	63.0
4.0	nucleic acid phosphodiester bond hydrolysis	0.033876830590085165	8.0	63.0
4.0	DNA recombination	0.03670092095758104	9.0	63.0
4.0	cell division site	0.006962305715085947	6.0	63.0
4.0	excinuclease repair complex	0.009141634076740703	3.0	63.0
4.0	DNA binding	2.1373205812879282e-05	27.0	63.0
4.0	helicase activity	0.0005767196857225765	7.0	63.0
4.0	ATP-dependent DNA helicase activity	0.0014369854265178107	5.0	63.0
4.0	excinuclease ABC activity	0.009141634076740703	3.0	63.0
4.0	protein binding	0.009141634076740703	28.0	63.0
4.0	DNA helicase activity	0.0305845864877727	3.0	63.0
5.0	leucine biosynthetic process	3.4237005117620857e-07	5.0	13.0
5.0	branched-chain amino acid biosynthetic process	2.5738497507512275e-05	5.0	13.0
8.0	intracellular pH elevation	0.0020319440759625153	4.0	42.0
8.0	tryptophan catabolic process	0.020130058852717233	3.0	42.0
10.0	fatty acid metabolic process	1.922755945514741e-25	16.0	25.0
10.0	lipid metabolic process	1.9540422502518245e-18	16.0	25.0
10.0	fatty acid biosynthetic process	5.5143583383271344e-17	11.0	25.0
10.0	lipid biosynthetic process	7.853695148873954e-06	5.0	25.0
10.0	fatty acid beta-oxidation	0.00026652434050557726	4.0	25.0
