G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.8123517	0.9702326	0.0000485	0.9875595	0.9774991	0.1799189	0.9996097	1.0000000	0.0544127	0.2403204
0.6167287	0.9041985	0.1022108	0.9735511	0.9699361	0.8038750	0.8409310	0.6177909	0.1045452	0.2901836
0.6764522	1.0000000	0.2870746	0.9658963	0.9731220	0.2276466	0.9996814	0.8493654	0.0736616	0.2076559
0.7257561	0.8234949	0.1175194	0.9753127	0.9724823	0.0860109	0.8609544	1.0000000	0.0187710	0.1398997
0.6940478	0.9354572	0.2137552	0.9616014	0.9672980	0.5408785	0.9995812	1.0000000	0.0544127	0.2403204
0.7331905	0.7748983	0.1448295	0.9398061	0.9603782	0.5291108	0.9993939	1.0000000	0.0544127	0.1370685
0.6250928	0.8797485	0.2662776	0.9816160	0.9607755	0.6344883	0.9995276	1.0000000	0.0544127	0.2403204
0.6653364	1.0000000	0.0001735	0.9898278	0.9731219	0.4529160	0.9052242	0.7875666	0.0535121	0.2837443
0.3965900	0.5921339	0.1067708	0.9208353	0.8769740	0.4486095	0.6178458	0.9156633	0.0284718	0.1621660
0.6653364	1.0000000	0.1429188	0.9917105	0.9731220	0.4742258	0.6278653	0.7117884	0.1131255	0.2223520
