G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0620550	0.7940450	0.2599456	0.4761750	0.7614972	0.1490619	0.0580472	0.0789202	0.3687004	0.7793859
0.1083196	0.6378928	0.2658879	0.3364363	0.9811856	0.1497305	0.1161953	0.0780240	0.2073676	0.4538668
0.0861132	0.7406485	0.2779017	0.4092346	0.7345750	0.1515087	0.0662456	0.1153957	0.4610710	0.4836956
0.0289583	0.7047246	0.2361086	0.7191421	0.6689443	0.0599433	0.0453363	0.0404627	0.1975059	0.6587025
0.0750808	0.7434083	0.4820231	0.5268152	0.5114628	0.1128081	0.1368666	0.1371213	0.5813207	0.4367419
0.0908935	0.8538046	0.3308911	0.7501335	0.5696139	0.2197538	0.0859254	0.1078467	0.3921838	0.7383777
0.0523115	0.8584557	0.2652800	0.6396788	0.6505995	0.0882068	0.0700968	0.0350625	0.4072206	0.7438408
0.0469483	0.7052979	0.2763336	0.5189034	0.7024237	0.0352720	0.0915282	0.0612543	0.2708819	0.7712669
0.0595985	0.7730899	0.2790195	0.6497385	0.6121780	0.1067138	0.0840497	0.0473038	0.3361377	0.6503553
0.0780266	0.5565284	0.4258964	0.7265614	0.7781318	0.0882385	0.0944427	0.0910446	0.3327239	0.8216859
