G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0963169	0.4762352	0.4047877	0.1695803	0.9810850	0.7607443	0.2204889	0.2830410	0.2227515	0.0686206
0.3079314	0.5389952	0.4826040	0.4158094	0.7509637	0.1048744	0.2955656	0.3213360	0.0629657	0.0071797
0.0510497	0.3242947	0.2414871	0.0647447	0.9133043	0.2328608	0.2500336	0.1900343	0.1867622	0.0021527
0.0816702	0.5129961	0.6069415	0.1532914	0.8851991	0.4798155	0.2232667	0.1731633	0.2758573	0.0021038
0.3272495	0.4861059	0.3769807	0.1274107	1.0387442	0.5868843	0.3270669	0.2307209	0.0360413	0.0002590
0.0201930	0.3850663	0.6695436	0.0817536	0.9059219	0.4159803	0.0861941	0.2440894	0.1295833	0.0015919
0.0376669	0.3748597	0.3354651	0.0743473	0.9895361	0.5781453	0.0894562	0.1437008	0.0346180	0.0363441
0.0614465	0.5742088	0.3307106	0.1230210	0.9952425	0.4965427	0.1632494	0.2267877	0.2559023	0.0547601
0.1460640	0.6048272	0.4445432	0.3483804	0.6979215	0.6789755	0.2356820	0.4895319	0.0766292	0.0783666
0.0537291	0.3562757	0.3225944	0.0926918	1.0360090	0.1429454	0.2283288	0.5933579	0.0369952	0.0015353
