G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	1.0316064	0.3557318	0.9866297	0.2580099	0.2651848	1.0805181	0.2836901	0.9888213	0.4628455
1.0781368	0.0000000	1.0379322	0.9999955	1.0181800	0.9756414	0.0321355	0.5524579	0.9883302	0.8400142
0.0513330	1.0395516	0.0000000	1.0866032	0.2031649	0.2421224	1.0324758	0.2704229	1.0091127	0.4058105
0.0657639	0.9863416	0.2466106	0.0000000	0.1886481	0.2547260	0.9310489	0.2564558	1.0728481	0.4289112
0.0955467	0.9385599	0.2106996	1.0063479	0.0000000	0.2682181	1.0029418	0.2432326	0.9543193	0.4074287
0.0829978	1.0348299	0.2765619	0.8988984	0.1698505	0.0000000	0.9657166	0.2781432	0.9873297	0.3806962
0.0515710	1.1092290	0.2315955	0.9842578	0.1855289	0.2723758	0.0000000	0.2812254	0.9965430	0.3939050
0.0819066	1.0790686	0.3997906	0.9690204	0.2105851	0.2737891	1.0054576	0.0000000	1.0953589	0.4538084
0.0657333	1.0498019	0.2963028	0.5068863	0.2153191	0.3002808	0.9697979	0.0291139	0.0000000	0.0663420
0.0895005	0.9117795	0.2742575	0.9409793	0.2292334	0.2409025	1.0806408	0.2607198	1.0860818	0.0000000
