G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0446032	1.0000000	0.3241192	0.7784936	1.0000000	0.1174438	0.1060515	0.0751754	0.4938251	1.0000000
0.1814510	0.5000015	0.8276551	0.8720304	1.0000000	0.7602953	0.2649760	0.5208199	0.6456612	1.0000000
0.0891700	1.0000000	0.1621119	0.7784936	1.0000000	0.1174438	0.1060515	0.0751755	0.4938251	1.0000000
0.0891700	1.0000000	0.3241192	0.3894572	1.0000000	0.1174438	0.1060515	0.0751754	0.4938251	1.0000000
0.0891700	1.0000000	0.7414861	0.7226539	0.5000079	0.1850350	0.2030021	0.2571624	0.6182284	1.0000000
0.0891700	1.0000000	0.3241192	0.7784936	1.0000000	0.0587504	0.1060515	0.0751755	0.4938251	1.0000000
0.0891701	1.0000000	0.3241192	0.7784936	1.0000000	0.1174438	0.0530280	0.0751756	0.4938251	1.0000000
0.0891700	1.0000000	0.3241192	0.7784936	1.0000000	0.1174438	0.1060515	0.0376061	0.4938251	1.0000000
0.0891700	1.0000000	0.3241192	0.7784936	1.0000000	0.1174438	0.1060515	0.0751755	0.2469869	1.0000000
0.0891700	1.0000000	0.3241192	0.7784936	1.0000000	0.1174438	0.1271857	0.1791797	0.6406484	0.5000022
