G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0736127	1.0750481	0.0130715	0.2205147	1.0024385	0.4833473	0.2310098	0.1729878	0.9974396	0.4531211
0.2320114	0.5119677	0.0217178	0.2882687	0.9933430	0.2893012	0.3023573	0.3208263	0.9351810	0.5369804
0.1190281	1.0997057	0.0119397	0.2394060	0.9827435	0.4665044	0.1591610	0.1570545	0.9298800	0.4320232
0.1035325	1.1306250	0.0248865	0.1214361	1.0075337	0.4374462	0.1752313	0.1713515	1.0236403	0.4491554
0.1081752	0.9887252	0.0302954	0.1862436	0.4731519	0.6812317	0.1886367	0.2078098	1.0104028	0.4384105
0.1258225	0.9840490	0.0072510	0.2586070	1.0018345	0.2650472	0.1512417	0.1698272	0.9420474	0.4796992
0.1002795	0.9870279	0.0143626	0.2173373	1.0301122	0.4692012	0.1015385	0.1808758	1.0756255	0.5396585
0.1419861	0.9534684	0.0203584	0.2320198	0.9949661	0.4833634	0.1714772	0.0820249	0.9928218	0.4824379
0.1548880	0.9628710	0.0176976	0.2202825	1.0299633	0.4515143	0.3464670	0.2787950	0.5594806	0.9316151
0.1104889	1.0835359	0.0110621	0.2081696	1.0190727	0.4621879	0.1561729	0.1939225	1.0008143	0.2771764
