G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.6281833	0.0635037	0.0265401	0.7785992	0.3898787	0.1409290	0.1194033	0.0452240	0.0364073	0.5388777
0.6355247	0.0009706	0.0670637	0.7167979	0.6510046	0.3063975	0.0738864	0.1172297	0.0313844	0.6569997
0.6401239	0.0017655	0.1049636	0.7699860	0.4122156	0.3273042	0.1256988	0.1924961	0.0180811	0.7645221
0.6829065	0.1418628	0.0894958	0.5933608	0.5546457	0.2456624	0.0956827	0.1284794	0.0183598	0.7489455
0.5609409	0.0758311	0.1684585	0.6516312	0.7079282	0.0998781	0.0476919	0.1424918	0.0585888	0.6273027
0.5814522	0.0772014	0.1245203	0.6947499	0.2709610	0.3023234	0.0682098	0.0995294	0.0321407	0.6570699
0.5847057	0.0903228	0.1590038	0.7076432	0.5874858	0.2371556	0.0248795	0.1942951	0.0109603	0.6858735
0.6176970	0.0337204	0.1359092	0.6537454	0.4932418	0.3152811	0.1833415	0.0927823	0.0416848	0.8113286
0.6454195	0.0287513	0.2430838	0.6098322	0.4234906	0.2292290	0.0173152	0.1188572	0.0578110	0.6634592
0.5826857	0.0702683	0.1632726	0.8522343	0.5561822	0.1894303	0.0123470	0.1234274	0.0194499	0.4317067
