G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0523089	0.5053848	0.0193038	0.1700422	0.0969147	0.8008710	0.3724695	0.6588512	0.5554732	0.6685598
0.1306065	0.5366915	0.0086390	0.1898863	0.0349233	0.7341039	0.6155081	0.6976258	0.4781583	0.7794415
0.1298880	0.7149929	0.0117582	0.1631701	0.0391308	0.7010952	0.3631571	0.7025282	0.5359667	0.6015748
0.0787653	0.7780771	0.0058870	0.2077519	0.0269641	0.6606041	0.2434848	0.6599683	0.4083108	0.7903406
0.0870193	0.7240643	0.0137414	0.2939730	0.1032011	0.6583891	0.2861319	0.6150872	0.4418727	0.6692985
0.1229996	0.7617497	0.0018443	0.1936952	0.0362674	0.8990947	0.4307423	0.8232456	0.5342458	0.6590848
0.1547046	0.6926850	0.0202523	0.2076233	0.1248566	0.6561149	0.1777927	0.7635333	0.4348299	0.6093387
0.0707886	0.7578716	0.0453852	0.1123255	0.0537350	0.7036531	0.2372349	0.7216482	0.5911605	0.6833151
0.0678999	0.7572090	0.0215849	0.2693907	0.0404776	0.6629192	0.3197971	0.6730442	0.4795353	0.8088082
0.1259461	0.7269520	0.0068959	0.2226293	0.0869359	0.6351995	0.3896553	0.6137183	0.4222441	0.7133953
