G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	0.0	0.0	0.8365023152738096	0.0	0.0	0.0	-0.3217132312711328	0.0	0.0
0.0	-0.19200572394765913	0.0	0.25127792314842656	0.0	0.0	0.0	0.0	0.0	0.0
0.7201237261645035	0.0	0.0	0.0	0.5332724817984739	-0.6233850969001651	0.0	0.0	0.0	0.0
0.34031654776777187	0.0	0.0	0.0	0.0	0.0	0.5236738906491148	-0.9193943894933909	0.0	-0.7793350194115192
0.719504098163499	0.0	0.7783236768619209	0.0	0.0	0.0	0.0	-0.49421549891121686	0.0	-0.6509884658735245
0.0	0.0	0.6302953606528282	0.0	0.0	0.0	0.6459423378359127	-0.5938420863822103	-0.3136189882643521	-0.48644844768568873
0.0	-0.413520093774423	0.8716471907273918	0.0	0.0	0.0	0.15373729800503433	0.0	-0.36244788323529065	0.0
0.8524362200289504	-0.07542191236279905	0.0	0.5445094937759669	0.0	-0.7202903516590595	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	-0.0971341004638931	-0.11121338629163802	0.8137686706862944	0.0	0.0	0.0
0.9042188911582814	-0.4700975634623319	0.7004447534737229	0.0	-0.08371059266356735	0.0	0.0	0.0	0.0	0.0
