G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0601967	0.6939061	0.0127656	0.1563446	0.0651910	0.7199076	0.3851962	0.7778276	0.4565701	0.7827674
0.3375063	0.4169066	0.0345287	0.3464438	0.1510746	0.6774378	0.3005065	0.5842223	0.4739653	0.6404892
0.1222735	0.7652417	0.0120361	0.1423863	0.0698445	0.7660308	0.3405539	0.6401119	0.4727619	0.7344414
0.1389199	0.6520736	0.0188996	0.0520284	0.0257722	0.7843147	0.4560165	0.7183522	0.4600567	0.6537850
0.0353753	0.8215778	0.0123695	0.1705431	0.0197397	0.6428187	0.2719708	0.5646085	0.6901052	0.7938882
0.0979434	0.6386568	0.0110008	0.1292608	0.1206845	0.4264653	0.0513698	0.6584209	0.2222437	0.8418728
0.1068303	0.8858771	0.0166401	0.1852806	0.0612618	0.7974316	0.1209869	0.6998338	0.4926960	0.8126283
0.1017390	0.8930128	0.0134989	0.2004994	0.0775045	0.7009564	0.3981551	0.3437070	0.4807939	0.5833589
0.0873766	0.7454186	0.0186380	0.1284358	0.0508341	0.7573040	0.3334529	0.7121859	0.3093932	0.7348789
0.1127897	0.6732398	0.0201507	0.1899668	0.1071439	0.6841765	0.3630843	0.6475551	0.4341318	0.3439882
