G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0827407	0.7968793	0.0268823	0.2709541	0.0911085	1.0079692	0.5585312	0.9056581	0.8891856	0.9597758
0.1553831	0.8766545	0.0197687	0.3215562	0.0681519	1.0495531	0.8083333	1.0795504	0.7390119	0.9633980
0.1313890	0.9539584	0.0162309	0.2583609	0.0670513	0.9794978	0.5140144	1.0052435	0.7080474	0.9002799
0.1002887	1.0580968	0.0041736	0.2266238	0.0535117	0.9584069	0.3130709	0.9704142	0.5661210	1.0063128
0.1238314	0.9829187	0.0253880	0.3031693	0.1056391	0.8786342	0.4512029	0.9544863	0.7243090	0.9949186
0.1803565	1.0114346	0.0108795	0.2446929	0.0741634	1.1562167	0.5907579	1.0747596	0.7597896	0.8937739
0.1659035	0.9221102	0.0250901	0.2940194	0.1538252	0.8536376	0.2630454	0.9422526	0.5645807	0.8477238
0.1386639	1.0590944	0.0410952	0.1319674	0.0820556	0.9070583	0.4040164	0.9893265	0.6607366	1.0765292
0.1058870	0.9431567	0.0399525	0.3216168	0.0623432	0.8994073	0.3250666	0.9908629	0.6008350	1.0307203
0.1512012	1.0463710	0.0154314	0.3070737	0.1023828	0.9495266	0.5133305	0.9493574	0.5772872	1.0042763
