G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000008	0.0942296	0.0002896	0.8130580	0.9999949	0.8208278	0.2302650	0.8505758	1.0000000	1.0000000
0.6893021	0.0003229	0.0002896	0.7952917	0.9999949	0.9989730	0.2222800	0.8093462	1.0000000	1.0000000
0.9999908	0.0003229	0.8944379	0.2129456	0.6220515	0.9989730	0.0000288	0.0531494	1.0000000	1.0000000
0.6880528	0.0003229	0.8944379	0.3067996	0.6220515	0.9989730	0.2230495	0.0000399	1.0000000	1.0000000
0.9999908	0.9732294	0.0002896	0.4199855	0.9999949	0.2283251	0.0000288	0.0531494	1.0000000	1.0000000
0.4644393	0.9113183	0.0002896	0.4521489	0.9999949	0.2323482	0.3493270	0.0000399	1.0000000	1.0000000
0.0963709	0.3943941	0.0283113	0.9084574	0.0000009	0.0000065	0.9792342	0.9996109	1.0000000	1.0000000
0.3620796	0.3975317	0.7046973	0.7473688	0.0001909	0.3565890	0.4266384	0.9826590	0.0001756	1.0000000
0.2110353	0.3721244	0.7088968	0.7863753	0.0000297	0.3685349	0.6076795	0.9963472	1.0000000	0.0002308
0.6425124	0.9421851	0.0283113	0.7715397	0.9999849	0.0000065	0.2458622	0.8640609	0.0000008	1.0000000
