G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.6336729	0.1127939	0.2926288	0.5852538	0.1411108	0.4226047	0.4683732	0.5415853	0.4123976	0.5634116
0.6213950	0.0335099	0.2743167	0.5537146	0.1621603	0.4991867	0.3920931	0.8314828	0.5741439	0.5786607
0.6647492	0.0878871	0.1445900	0.5992713	0.0864860	0.2821225	0.7458672	0.7508784	0.8046224	0.6317172
0.5082896	0.0068808	0.3561088	0.7436185	0.1580547	0.3153815	0.5663294	0.6212314	0.6233618	0.6029612
0.7042496	0.0002603	0.3364119	0.6997847	0.1449234	0.3387629	0.5972044	0.7042845	0.6399708	0.6418319
0.5970834	0.0079854	0.4929038	0.5110730	0.1022289	0.2227142	0.3906365	0.6348931	0.6066787	0.8505632
0.6453346	0.0213416	0.1699167	0.6158885	0.1053015	0.3048878	0.7668444	0.7992029	0.6462459	0.6325390
0.9311179	0.2176811	0.3763062	0.6312033	0.1092030	0.4367935	0.4266337	0.4437851	0.7460968	0.6100977
0.6714605	0.0634910	0.3979854	0.7471190	0.0688609	0.2825328	0.4389170	0.6550990	0.4126090	0.7477750
0.6339127	0.1129237	0.2820067	0.6294149	0.0485842	0.2229569	0.4329390	0.5980622	0.6800964	0.6467559
