G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.2940695	0.6158112	0.2357053	0.3892149	0.0212434	0.0361150	0.0227350	0.8923135	0.9646260	0.6178979
0.1611389	0.8382170	0.7191091	0.0292603	0.0000337	0.0159503	0.0246437	0.9549799	0.9983197	1.0000000
0.9918619	0.8001398	0.5701059	0.2330514	0.0972148	0.1316062	0.0133654	0.6576074	0.1549469	0.9496696
0.2860352	0.5852561	0.0675577	0.7683640	0.4918275	0.9721390	0.1846783	0.1823265	0.9650716	0.4081402
0.5947558	0.5097347	0.5451338	0.2445404	0.0308229	0.0002764	0.0053718	0.9993349	0.6126701	0.9214192
0.2983182	0.4563517	0.6098267	0.2198334	0.0000502	0.0000103	0.0239013	0.9999576	0.8616083	1.0000000
0.3492652	0.6619343	0.6744338	0.0848027	0.2277296	0.6161999	0.1804919	0.1835693	0.8893294	1.0000000
0.4060017	0.8914304	0.7203046	0.1947078	0.0000229	0.0465872	0.0266320	0.8608521	0.8042673	1.0000000
0.2886050	0.7643937	0.6346231	0.2126365	0.0456243	0.7267194	0.2838723	0.1774908	0.9698070	1.0000000
0.8857913	0.8944769	0.4513806	0.3084195	0.1563606	0.2847221	0.0328401	0.4445872	0.3944435	0.8233874
