G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
-0.5729851850774139	0.0	0.3826075626155654	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.4881636116171414	0.0	0.0	0.0	-0.9253683655988425	0.0	0.0	0.0	0.0
0.0	0.2764852903766716	0.0	0.0	0.0	0.0	0.4895506177630096	0.0	0.0	0.0
0.0	0.0	0.0	-0.7229227868374437	0.0	-0.14793344074860215	0.0	0.0	-0.8595178090035915	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9965421904344112	0.0
0.0	0.0	0.0	-0.6441668302286416	0.03752191901425045	0.0	0.2100256031911641	0.0	0.0	0.0
-0.7185538567136973	0.0	0.12696488076730758	-0.505418804474175	0.0	0.0	0.0	-0.061533255968242884	0.0	0.0
-0.20514219556935132	0.0	0.0	0.0	-0.18886591469650943	0.0	0.0	-0.2994539604987949	0.0	0.0
0.0	0.0	0.0	-0.5618353697936982	-0.04972370712799806	0.0	0.0	-0.18993699923157692	0.0	-0.28051735181361437
-0.89941147249192	0.0	0.0	0.0	0.0	0.0	0.0	-0.4923644287046045	0.0	-0.8751542395912111
