G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.9983746	0.3434004	0.4695625	1.0674125	1.0661697	0.5003111	1.0688377	0.5508177	1.0360995
0.7386789	0.0000000	0.9991223	0.2444324	1.0549808	0.9748364	0.4804145	0.9431119	0.9993377	0.9754718
0.7309532	0.3059259	0.0000000	1.0343336	1.0056182	1.0461840	0.4509249	1.0066663	0.9536027	1.0026378
0.1373127	0.8335332	0.3429950	0.0000000	1.0181938	0.9376258	0.5264467	1.0032352	0.7646430	0.9444486
0.8814447	0.1891541	0.9957993	0.3052854	0.0027716	1.0377246	0.5387686	1.0267675	1.0447836	1.0602955
0.3803981	0.4029808	1.0765374	0.2733203	1.0909330	0.0000000	0.8116120	0.9720726	0.8992915	1.0618526
0.8571285	0.3047114	0.9545685	0.2991430	1.0128786	0.9322157	0.0000000	0.9645324	0.9728899	0.9850252
0.6528539	0.3294929	0.4516112	0.3553812	0.9951031	0.1059326	0.4598383	0.0000000	0.9774944	1.0048540
0.5820813	0.3314413	0.9629413	0.2649832	1.0485085	1.0320037	0.5369776	1.0250208	0.0000000	1.0383730
0.6310480	0.3021749	0.9645504	0.3004135	1.0262712	1.0328710	0.5171308	1.0734776	0.3168137	0.0000000
