G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.9682405	0.1784217	0.4766205	0.8951768	0.2200020	0.5889215	0.6834597	0.8141560	0.5295720	0.8976014
1.0172460	0.0605927	0.4563144	0.9159777	0.1679707	0.4850183	0.6305685	1.1003756	0.8691859	0.8643163
0.9362235	0.1405252	0.2484896	0.9282902	0.1497536	0.3804847	1.0592077	0.9951847	1.0486936	0.8574621
0.7892544	0.0087889	0.5048409	0.9061598	0.2569990	0.5033898	0.7700821	0.7778646	0.8947622	0.9551811
0.8855223	0.0001323	0.5069592	0.9813328	0.1444924	0.4795624	0.7951042	1.0199856	0.9653200	1.0032771
0.8883719	0.0178011	0.6234260	0.8123123	0.1408709	0.3292390	0.6421119	0.9763787	0.9148358	1.0274733
0.9318921	0.0182645	0.2954600	0.9797062	0.1243149	0.5320182	1.0080612	1.0523046	1.0204084	0.9737588
1.0342710	0.2782856	0.5364520	1.0254917	0.1880895	0.6736590	0.6607773	0.5683510	1.0272684	0.9985314
0.9647623	0.1198841	0.5348858	1.0751024	0.0994638	0.3796435	0.7482919	1.0204286	0.5312939	1.0105943
0.8410918	0.1602562	0.4482867	0.9349657	0.0991005	0.3713732	0.6360534	0.9290298	1.0834308	0.9900028
