G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
1.0000000	0.0000007	0.0000549	0.9999952	0.0547288	0.9995507	0.0125570	1.0000000	1.0000000	1.0000000
0.0000000	0.0029198	0.5771438	0.9999996	0.0000002	0.9993887	0.0127837	0.9999993	1.0000000	1.0000000
1.0000000	0.0000004	0.6805636	0.0000301	0.4346016	0.9995657	0.0125459	1.0000000	1.0000000	1.0000000
1.0000000	0.0000004	0.9833853	1.0000000	0.5921741	0.0000375	0.0125421	1.0000000	1.0000000	1.0000000
1.0000000	0.0000094	0.9833853	0.9999999	0.5921638	0.9999489	0.0000720	0.9999992	1.0000000	1.0000000
1.0000000	0.0000094	0.9833853	0.9999999	0.9585977	0.9993283	0.0127422	0.9999992	0.0000000	1.0000000
1.0000000	0.0113209	0.0000066	0.0000057	0.0547282	0.9992244	0.0134817	0.9999938	1.0000000	1.0000000
1.0000000	0.0884908	0.0000000	0.9292737	0.2197707	0.9761226	0.0726359	0.9914360	0.0000000	1.0000000
1.0000000	0.0029130	0.0359838	0.0000047	0.0000000	0.9995769	0.0126021	0.9999999	1.0000000	1.0000000
1.0000000	0.9198959	0.6812811	0.0000552	0.8095736	0.7638099	0.5923395	0.3561265	0.0000000	1.0000000
