G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000296	0.5908371	0.7360874	0.0544016	0.9999477	0.4685920	0.0000390	1.0000000	1.0000000	0.9976493
0.0000296	0.5908371	0.4694329	0.0543908	0.9999477	0.4685920	0.8535821	1.0000000	1.0000000	0.0000435
1.0000000	0.1393422	0.1287767	0.5542856	0.1737380	0.4685924	0.0001938	1.0000000	1.0000000	0.0002272
0.0000296	0.5908371	0.0000011	0.0542635	0.9999477	0.4685920	0.9999752	1.0000000	1.0000000	0.9976493
0.0000296	0.5908371	0.7915580	0.0002656	0.9999477	0.4685920	0.2672659	1.0000000	1.0000000	0.9976493
0.0000209	0.6052743	0.3627547	0.5434216	0.9999652	0.0003138	0.9416951	1.0000000	1.0000000	0.9976493
0.0000123	0.9752241	0.3627602	0.5439750	0.9999812	0.9983868	0.9438634	0.0000098	1.0000000	0.9976493
1.0000000	0.1393422	0.0000110	0.5544286	0.1737380	0.4685925	0.0002391	1.0000000	1.0000000	0.9976493
1.0000000	0.1393422	0.0000084	0.5542424	0.1737380	0.4685924	0.9998776	1.0000000	1.0000000	0.0002272
1.0000000	0.1393422	0.7913917	0.0003035	0.1737380	0.4685920	0.0000463	1.0000000	1.0000000	0.9976493
