G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.6069684	0.3934638	0.5418591	0.9699257	0.4600862	0.9267400	0.9657877	1.0383411	1.0599899
1.0295651	0.0058423	0.5090301	0.9825365	0.2035457	0.5463371	0.6725711	0.9477537	1.1667919	1.1302051
0.9930606	0.1383552	0.0002057	0.5573521	0.1890590	0.4363803	0.9880832	1.0288380	0.9643793	0.9715372
1.0494890	0.1521449	0.7685540	0.0000000	0.1380008	0.3766428	0.2754558	1.0883429	1.0450399	0.9834473
0.9752139	0.1415285	0.5945861	0.8761921	0.0005121	0.4507988	0.7253618	1.0345814	1.1308626	1.1053199
1.0875644	0.5782829	0.5487148	0.8778129	0.1941048	0.0000000	0.7418043	1.0138714	1.0160243	1.0796198
1.0683850	0.1713530	0.3336182	0.5697734	0.1813784	0.5571677	0.0007312	1.0243278	0.9877460	1.0613433
1.0339444	0.3948363	0.5347562	1.0542030	0.1649321	0.8739394	0.8445078	0.0006337	0.9283402	1.0395442
1.1418994	0.1422624	0.4253165	0.4876276	0.1415286	0.4247469	0.8302159	1.0146502	0.0027326	0.0534977
0.9771704	0.0974613	0.4387223	0.5106556	0.1795605	0.4186047	0.9470882	1.0355201	0.9720868	0.0002484
