G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.5087034	0.1575156	0.6413168	0.0583426	0.5582837	0.5892875	0.3857249	0.6277626	0.3448161	0.6643707
0.2637059	0.1193850	0.4765374	0.2219041	0.6369140	0.6841867	0.3363080	0.7118348	0.5720052	0.4704816
0.2701070	0.1497282	0.4735914	0.2267028	0.3753600	0.6810786	0.5135975	0.6129681	0.6838912	0.5959390
0.4368478	0.1854053	0.5495377	0.1776132	0.6597356	0.5700319	0.2220491	0.4307485	0.4912164	0.8079607
0.5754160	0.1748237	0.4363823	0.0971661	0.4939373	0.7949288	0.1639710	0.3756568	0.6721390	0.7050280
0.4931332	0.1816215	0.6561983	0.1400744	0.5821399	0.7848443	0.1774079	0.4207055	0.3408457	0.6051303
0.6274241	0.1593475	0.5358315	0.1824981	0.7290912	0.7312650	0.1550448	0.7091746	0.2931527	0.6468080
0.5781940	0.1805416	0.6491326	0.1479620	0.5009273	0.5874397	0.2490372	0.5783218	0.7089060	0.7348164
0.4938992	0.1668088	0.5984136	0.1678881	0.7094588	0.5905610	0.3819339	0.8369653	0.6029309	0.6531140
0.5455249	0.1612642	0.6301037	0.1551661	0.6066407	0.5650396	0.5521492	0.6302243	0.5817647	0.6098124
