G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.9200470	0.1888043	0.4989600	0.8834333	0.1986686	0.5314974	0.7557143	0.7935497	0.4796618	0.8938783
1.0000000	0.0620280	0.4306667	0.9429926	0.1737380	0.4182378	0.6293102	1.0000000	0.8060137	0.9232289
1.0000000	0.1393422	0.2315199	0.9364083	0.1737380	0.3116710	0.9942250	1.0000000	1.0000000	0.9261148
0.8095253	0.0016085	0.5657404	0.8745790	0.2459288	0.5312468	0.6197817	0.7637951	0.7930453	0.9948513
0.8780275	0.0000002	0.5187061	0.9488563	0.1527697	0.4685921	0.7473136	1.0000000	1.0000000	0.9259454
0.9074097	0.0210656	0.5723144	0.8770850	0.1216501	0.3519394	0.6324898	1.0000000	0.8957626	0.9247564
1.0000000	0.0171084	0.3183815	0.9584166	0.1535864	0.4685926	0.9748982	1.0000000	1.0000000	0.9259793
1.0000000	0.2597265	0.4919370	0.9763985	0.1737380	0.6263696	0.6852199	0.5573390	1.0000000	0.9978922
1.0000000	0.1306502	0.5209758	0.9984529	0.1036597	0.3882506	0.7356839	1.0000000	0.5709696	0.9834898
0.8386023	0.1527466	0.3738831	0.9109382	0.1111579	0.3889324	0.6071647	0.9366843	0.9821625	0.9976072
